Scenario,Arm,Age0,Age1,Index,A,M,L,U
Overall,ReRZV_1d,70,80,N0,1,1,1,1
Overall,ReRZV_1d,70,80,Year0,2024,2024,2024,2024
Overall,ReRZV_1d,70,80,Year_Life,16.74364770896096,16.743647566057554,16.74354547010444,16.74374475591637
Overall,ReRZV_1d,70,80,Year_Immunised,10.693334478521008,10.703535511909664,9.609897963102956,11.751328881337754
Overall,ReRZV_1d,70,80,Risk_HZ,0.05410183684567473,0.05396378307158793,0.04450169506829342,0.06453866472213722
Overall,ReRZV_1d,70,80,Risk_Hosp,0.0025157347814210775,0.002516761321921232,0.0016811298654118472,0.0034159514001583626
Overall,ReRZV_1d,70,80,Risk_PHN,0.00441406850401472,0.004398660013692297,0.0035353166973282205,0.005393262069049307
Overall,ReRZV_1d,70,80,Risk_Death,5.4025307497059837e-5,5.450079117693817e-5,3.234422627130555e-5,7.580536385201e-5
Overall,ReRZV_1d,70,80,Q_Life,12.681017160739948,12.681017561260463,12.680948835180674,12.681081259884232
Overall,ReRZV_1d,70,80,Q_HZ,-0.007682297348050325,-0.007641580401582533,-0.009563941833122215,-0.006058609656138852
Overall,ReRZV_1d,70,80,Q_HZ_Norm,-0.0024697850465997726,-0.002456473004016812,-0.0030306792097712447,-0.001961636192389433
Overall,ReRZV_1d,70,80,Q_All,12.653663214647324,12.653695814194634,12.651749929142605,12.655331998029723
Overall,ReRZV_1d,70,80,Q_HZ_d,-0.006550572809017277,-0.0065138508991823855,-0.008076357476408141,-0.0052777904082996095
Overall,ReRZV_1d,70,80,Q_HZ_Norm_d,-0.002129012583377492,-0.0021159594078657574,-0.0025846976792660674,-0.0017203294854989033
Overall,ReRZV_1d,70,80,Q_Life_d,11.071549632983642,11.071549869213495,11.071500254503407,11.071595216361407
Overall,ReRZV_1d,70,80,Q_All_d,11.064999060174625,11.065033506033021,11.063440355825826,11.066309190182464
Overall,ReRZV_1d,70,80,C_Hosp,10.889013582081866,10.894837585875752,7.084491227199464,14.895045756178233
Overall,ReRZV_1d,70,80,C_GP_NonPHN,6.032540591747824,6.0153177772774615,4.993630232532892,7.184039303503393
Overall,ReRZV_1d,70,80,C_GP_PHN,2.402587431459082,2.386210096840366,1.9220273458551094,2.950155884346675
Overall,ReRZV_1d,70,80,C_GP,8.435128023206905,8.39503762086116,6.951456275024114,10.061379290974939
Overall,ReRZV_1d,70,80,C_Med,19.324141605288773,19.306736785811616,14.265198007492797,24.64988345212238
Overall,ReRZV_1d,70,80,C_VacZVL,110,110,110,110
Overall,ReRZV_1d,70,80,C_VacRZV,68.66206146722354,68.66206378870271,68.66194292007305,68.66216478925031
Overall,ReRZV_1d,70,80,C_Vac,178.66206146722354,178.6620637887027,178.66194292007302,178.66216478925034
Overall,ReRZV_1d,70,80,C_All,197.98620307251232,197.9688662545575,192.92732392552517,203.31191800077943
