time,Age60,Age70,Age80
0,0.955087637819206,0.671744850112491,0.38874136128092
0.1,0.938040711194832,0.659721175731643,0.381370608414274
0.2,0.92011125920922,0.646979867664143,0.374154873696931
0.3,0.902044277956947,0.634363267595396,0.366810802220843
0.4,0.883857765857167,0.621825714451961,0.359415166788021
0.5,0.866006197778299,0.608990082346048,0.352253677126131
0.6,0.847988169790165,0.596470036628884,0.345129437808647
0.7,0.830069966124445,0.583865502270478,0.337735784489572
0.8,0.812071290221925,0.571226158041084,0.330475119906483
0.9,0.794106943031387,0.558631404741233,0.323130179010764
1,0.776689350367889,0.54631169220746,0.316017315137728
1.1,0.761655625879311,0.535771303201607,0.309838589119035
1.2,0.747271679120479,0.525656170496,0.303901761672518
1.3,0.732646763166985,0.515427602270395,0.298341857180136
1.4,0.718017501380319,0.504943653168284,0.292201843914422
1.5,0.703602082092107,0.494705571927499,0.286332252798969
1.6,0.688657877203966,0.484561740622526,0.280216218228911
1.7,0.674293096222573,0.474329773955759,0.274458639364836
1.8,0.659650958726085,0.463992350711982,0.268546263988577
1.9,0.645142784364245,0.453833262949138,0.262401409726886
2,0.630985461435407,0.443768583753106,0.256779256891319
2.1,0.61874844159941,0.435196460749428,0.251858772739717
2.2,0.607037818335138,0.426958369901351,0.247008626851093
2.3,0.595115994869555,0.418650054285729,0.242111551813359
2.4,0.583199267131034,0.410363922073779,0.237474354967332
2.5,0.571385043530488,0.401914357078457,0.232589118866251
2.6,0.559504438099436,0.393668916454015,0.227591373949093
2.7,0.547813746313675,0.385353628155401,0.222985036121079
2.8,0.535797480695177,0.37684233178973,0.218216523262061
2.9,0.52396743681578,0.368674623567616,0.21337968583032
3,0.512409639272966,0.360448362257875,0.208534704368089
3.1,0.502556076864349,0.353727528081773,0.204741970328361
3.2,0.492975020495454,0.346939933761179,0.20066126315866
3.3,0.483442012400531,0.340084074432154,0.196782683122868
3.4,0.473766054891532,0.333385202511826,0.192860776155829
3.5,0.464144372950533,0.326531292342776,0.188957502267539
3.6,0.454621711872989,0.319806070934015,0.185112575158192
3.7,0.444904162936369,0.313053146243866,0.181139878773181
3.8,0.435167185263357,0.306357428948959,0.177089988176409
3.9,0.425689349287761,0.299564171119691,0.173426458776276
4,0.416357675397297,0.292953896369168,0.169511600540943
4.1,0.408288485622012,0.287315431745831,0.166275499408639
4.2,0.400519202810347,0.28187504163876,0.163100551534961
4.3,0.39270939630018,0.276249350370099,0.159977092873288
4.4,0.384701626102285,0.270807283601261,0.15672132378158
4.5,0.377083160847634,0.265370311269406,0.153505861531269
4.6,0.36923813115171,0.259858397176689,0.150392283745982
4.7,0.361281496283818,0.254420133576292,0.147313084406471
4.8,0.353588015502091,0.248956310585441,0.144102631313892
4.9,0.345734887319352,0.243302307227908,0.140773624429913
5,0.33816851880959,0.2380303701768,0.137746125024475
5.1,0.331814568672591,0.233398588437489,0.135251373172335
5.2,0.325415851268074,0.228973588249547,0.132485105353134
5.3,0.319144396318982,0.224546098292796,0.129971055706448
5.4,0.312702827629658,0.220113419070063,0.127371820729744
5.5,0.306368781804732,0.215671114817158,0.124760658437667
5.6,0.299957332035435,0.211108890784101,0.122421456556975
5.7,0.293793744492424,0.206723708436756,0.119702532987212
5.8,0.287337141882349,0.202182733872346,0.11709844282855
5.9,0.281097816629755,0.197802144473055,0.114459572424035
6,0.27472637908354,0.193457467863989,0.11204288061434
6.1,0.269560774083531,0.189668376960622,0.109836160403134
6.2,0.264341552303493,0.185986520985116,0.107871941557514
6.3,0.259330098639497,0.182511804315317,0.105718794580865
6.4,0.254091115665141,0.17884185229369,0.103555055560775
6.5,0.248894058261876,0.175202198106592,0.101436832637855
6.6,0.243863793648083,0.171560760356134,0.0992388331898086
6.7,0.238705189203814,0.167955382021692,0.0972775772265535
6.8,0.233531168721747,0.164286357832354,0.0952051016441598
6.9,0.228290065903001,0.160652111022998,0.093033287716577
7,0.223303857184317,0.157277035825007,0.0910569804036204
7.1,0.219050274989596,0.154166836116262,0.0894242730519708
7.2,0.214904744769868,0.151194507611256,0.0876453382819105
7.3,0.210682426962561,0.148282877159013,0.0860075839442809
7.4,0.206424473094002,0.145331448293586,0.084232087303739
7.5,0.202248031434146,0.142426743223716,0.0824599027865825
7.6,0.19808226455855,0.139567514382214,0.0809207554037191
7.7,0.193883551339657,0.136427788628361,0.0790622565748687
7.8,0.189824926315523,0.133623331510706,0.0773683422803566
7.9,0.185488123521802,0.130551583234522,0.0757180246058254
8,0.181432442182942,0.127742813602152,0.0740052876933429
8.1,0.177946990406479,0.125304973761499,0.0726799221784759
8.2,0.174546808133432,0.122885272601739,0.0711107590265985
8.3,0.171189265834684,0.1205144599569,0.070038468302148
8.4,0.167716447389285,0.118098457660547,0.0683873784914672
8.5,0.164381797908684,0.11575845998816,0.067143662450369
8.6,0.161022875068009,0.113344016460116,0.0657785958526968
8.7,0.157567691269548,0.111011662183692,0.0643256153574229
8.8,0.154241799310915,0.108542619232824,0.0630057995404885
8.9,0.150783085862869,0.106238185512142,0.0613838461387131
9,0.147381101326847,0.103872792668389,0.0602467424662895
9.1,0.144669143495532,0.10177470414688,0.0591761627961553
9.2,0.141855824746715,0.0998573779974629,0.0579456883926198
9.3,0.139143002755461,0.0979750411910378,0.0567450575317111
9.4,0.136370754103318,0.0960346319567729,0.0557557797323961
9.5,0.133572836568813,0.0941743338114909,0.0545407463704072
9.6,0.130793073843938,0.0921723394507287,0.0536102165024153
9.7,0.128052704437022,0.0902451337353755,0.052177890244468
9.8,0.12536148151396,0.0882979704292297,0.0513320186614226
9.9,0.122573383907428,0.0863581908822936,0.0501483572435232
10,0.119840966456019,0.0844707460179957,0.0489777199169403
