Age,Data,middle,lower,upper
65,0.00672736520854527,0.00652510642799703,0.00634965738423149,0.00670055547176256
66,0.00665818921668362,0.00677127137128526,0.00662554408271608,0.00691699865985445
67,0.00691454730417091,0.00702310737772967,0.00690444260941149,0.00714177214604786
68,0.00730925737538149,0.00729728591838789,0.00718283173778833,0.00741174009898745
69,0.00768362156663276,0.00754798885859133,0.00744839476762401,0.00764758294955865
70,0.00785452695829095,0.00780323942216921,0.00769922230158936,0.00790725654274905
71,0.00772431332655138,0.00804168894813392,0.00793785014661715,0.00814552774965068
72,0.00831434384537131,0.0082780090420997,0.00816766824883088,0.00838834983536852
73,0.0083265513733469,0.00850431365466569,0.0083898039553121,0.00861882335401927
74,0.00901424211597152,0.00872225112326529,0.00860117378996885,0.00884332845656172
75,0.00913631739572737,0.00892804551763875,0.00879908441304788,0.00905700662222963
76,0.00906307222787386,0.00911160622490509,0.00898488548322012,0.00923832696659007
77,0.0091648016276704,0.00930886818405439,0.00916114525403392,0.00945659111407485
78,0.0092177009155646,0.00947441643455853,0.00932847581820674,0.00962035705091031
79,0.0103936927772126,0.00963306725662407,0.00948423859650332,0.00978189591674482
80,0.00965717192268566,0.00977413343722769,0.00962555239365423,0.00992271448080116
81,0.00933977619532045,0.00990074215554516,0.00975017767575401,0.0100513066353363
82,0.0104587995930824,0.0100086734682815,0.00985624427846121,0.0101611026581019
83,0.010088504577823,0.0101035578149971,0.00994182594081644,0.0102652896891777
84,0.00955951169888098,0.0101823223119978,0.0100046351133996,0.010360009510596
85,0.0108168870803662,0.010243018078666,0.0100422901217281,0.010443746035604
86,0.0101088504577823,0.0102816220811541,0.0100542895517829,0.0105089546105253
87,0.0105035605289929,0.0103061583566815,0.010042768666057,0.010569548047306
88,0.0105401831129196,0.0103096825399802,0.0100064965150869,0.0106128685648734
89,0.010324516785351,0.0103065513341072,0.00993890244376142,0.0106742002244531
90,0.00982400813835199,0.010270264695578,0.00986063072227874,0.0106798986688772
