Age,Data,middle,lower,upper
77,0.000329124638612271,,,
77,0.000303175885657335,,,
77,0.000280913378141293,,,
77,0.000246444346289753,,,
77,0.000320006177568015,,,
77,0.000366174458639123,,,
77,0.000331976759989128,,,
77,0.00029770272719036,,,
77,0.000280832880311679,,,
77,0.000246787849959228,,,
77,0.000323045664582767,,,
78,0.000406127752106551,,,
78,0.000347319923892362,,,
78,0.000304985004983238,,,
78,0.000286212429006738,,,
78,0.000321713286713287,,,
78,0.000337118905829153,,,
78,0.000407410165805926,,,
78,0.000350754960587116,,,
78,0.000306068949895805,,,
78,0.000287046480021745,,,
78,0.000324419679260669,,,
78,0.00034228187007339,,,
79,0.000382952704539277,,,
79,0.000370727245369472,,,
79,0.000349151943462898,,,
79,0.000325266988312041,,,
79,0.000274199442783365,,,
79,0.000384387786536197,,,
79,0.000377090241913564,,,
79,0.000350329670329671,,,
79,0.000326160097852677,,,
79,0.000275321554770318,,,
80,0.000427035675455287,,,
80,0.000406995267256128,,,
80,0.000383827437340394,,,
80,0.000367566434293206,,,
80,0.000344777996738244,,,
80,0.000361289073117695,,,
80,0.000427745583038869,,,
80,0.000410829935670925,,,
80,0.000387223600163088,,,
80,0.000369762163631422,,,
80,0.000345029899429193,,,
81,0.000524953505672308,,,
81,0.000474507882576787,,,
81,0.00045207515982251,,,
81,0.000420865867441095,,,
81,0.000407001484517114,,,
81,0.000525025822234303,,,
81,0.000474056420611191,,,
81,0.000453119054090786,,,
81,0.000425545290146502,,,
81,0.000413119960134094,,,
81,0.000406127752106551,,,
82,0.000530105512861697,,,
82,0.000503019777631085,,,
82,0.000490942624807466,,,
82,0.000451016395265512,,,
82,0.000417829777113346,,,
82,0.000389021269366676,,,
82,0.000529376868714325,,,
82,0.000507163631421582,,,
82,0.000494980701277521,,,
82,0.000450829029627616,,,
82,0.000418539684696929,,,
82,0.000389799877684153,,,
83,0.000631766406934252,,,
83,0.000617932114705083,,,
83,0.000604713640531798,,,
83,0.000578062788801305,,,
83,0.000546208548518619,,,
83,0.000535060293063827,,,
83,0.000504270968941789,,,
83,0.000469149225332971,,,
83,0.000596550919633959,,,
83,0.000634488991573797,,,
83,0.000624412883935852,,,
83,0.000613870047502557,,,
83,0.000601512639304159,,,
83,0.000577971187822778,,,
83,0.000549910754734076,,,
83,0.000538880470236477,,,
83,0.000504507203044306,,,
83,0.000469240826311498,,,
84,0.00067062557760261,,,
84,0.000610756010773679,,,
84,0.000589283908670835,,,
84,0.000537866568196685,,,
84,0.000486690812720848,,,
84,0.000412127616200055,,,
84,0.000555666349551509,,,
84,0.000532720304430552,,,
84,0.000671014881761348,,,
84,0.000610672737156836,,,
84,0.000589833514541995,,,
84,0.000487354919815167,,,
84,0.000412700122315847,,,
84,0.000557773172057625,,,
84,0.000539681978798587,,,
85,0.000688491932096173,,,
85,0.000665889807012775,,,
85,0.000593925688691398,,,
85,0.000516637101042904,,,
85,0.00061639779831476,,,
85,0.00060407310475155,,,
85,0.000691739603153031,,,
85,0.000683495515085621,,,
85,0.000664106641297454,,,
85,0.00059152813264474,,,
85,0.000517239739059527,,,
86,0.000773928581136178,,,
86,0.000727240071275407,,,
86,0.00070981213695348,,,
86,0.000633687483011688,,,
86,0.00060090196611398,,,
86,0.000573241246386123,,,
86,0.000530361579233488,,,
86,0.000699945524146054,,,
86,0.000563231063694845,,,
86,0.000774730089698288,,,
86,0.000729296004349008,,,
86,0.000715097852677358,,,
86,0.000634488991573797,,,
86,0.000601970644196793,,,
86,0.00057678037510193,,,
86,0.000530888284860016,,,
86,0.000704642255271231,,,
86,0.000567391274802936,,,
87,0.000844278132644741,,,
87,0.00078260777385159,,,
87,0.000769850255751316,,,
87,0.000753913767328078,,,
87,0.000692060206577875,,,
87,0.000680955669771924,,,
87,0.000663412000543626,,,
87,0.000628076923076923,,,
87,0.000844331566548881,,,
87,0.000785630606142974,,,
87,0.000772577466702909,,,
87,0.000754577874422398,,,
87,0.000694869303252696,,,
87,0.000684319923892362,,,
87,0.000663801304702365,,,
87,0.000628718129926611,,,
88,0.000950992182140592,,,
88,0.000882814882408522,,,
88,0.000735206448439664,,,
88,0.000689970038795127,,,
88,0.000667854648002175,,,
88,0.000758241913563469,,,
88,0.000951794781190541,,,
88,0.000883277249252515,,,
88,0.000735982875781463,,,
88,0.000689580437230614,,,
88,0.000668289752650177,,,
89,0.000972207336089613,,,
89,0.000878701217912953,,,
89,0.000760523610664953,,,
89,0.000745167079154805,,,
89,0.000662644239710448,,,
89,0.000863628244546973,,,
89,0.000846913456875003,,,
89,0.000828557114705083,,,
89,0.000972562031607968,,,
89,0.000879663372552065,,,
89,0.000760165534112531,,,
89,0.000744523576541245,,,
89,0.000662754436376345,,,
89,0.000862346425659147,,,
88,0.000794169611307421,,,
88,0.000774734982332156,,,
87,0.000719964664310954,,,
50.271161387632,,3.72506115792336e-05,3.72489776126082e-05,3.7252245545859e-05
50.4948114630468,,3.72506115792336e-05,3.72451707262567e-05,3.72560524322106e-05
50.7184615384615,,3.72506115792336e-05,3.72391407574059e-05,3.72620824010614e-05
51.3080844645551,,3.63346017939659e-05,3.62965776836012e-05,3.63726259043305e-05
51.5114027149321,,3.69961644166592e-05,3.6945401346288e-05,3.70469274870304e-05
51.79604826546,,3.72506115792336e-05,3.717892737097e-05,3.73222957874972e-05
52.284012066365,,3.90826311497691e-05,3.89667042360069e-05,3.91985580635314e-05
52.5076621417798,,3.99986409350369e-05,3.98588993924299e-05,4.01383824776439e-05
52.7211463046757,,4.06398477847242e-05,4.04753002911365e-05,4.0804395278312e-05
53.1989441930618,,4.18306605055722e-05,4.16032550844539e-05,4.20580659266905e-05
53.5323861236802,,4.12810546344118e-05,4.10037712627058e-05,4.15583380061178e-05
53.7174057315234,,4.18306605055722e-05,4.15235692750664e-05,4.2137751736078e-05
54.2053695324284,,4.36626800761077e-05,4.32696771226793e-05,4.40556830295361e-05
54.5815082956259,,4.36626800761077e-05,4.31962307813768e-05,4.41291293708386e-05
54.7543288084465,,4.36626800761077e-05,4.3160376911245e-05,4.41649832409705e-05
55.4761085972851,,4.45786898613755e-05,4.39122950753919e-05,4.5245084647359e-05
55.6997586726999,,4.56612468803283e-05,4.49393080152834e-05,4.63831857453731e-05
56.3097134238311,,4.82010921940251e-05,4.73163703386723e-05,4.90858140493778e-05
56.4825339366516,,4.88534021926249e-05,4.7919552276184e-05,4.97872521090658e-05
56.7671794871795,,4.9845746126665e-05,4.88280857219605e-05,5.08634065313695e-05
57.2775082956259,,5.12197608045666e-05,5.00428246491687e-05,5.23966969599645e-05
57.5092911010558,,5.28227779287851e-05,5.15696789767763e-05,5.40758768807939e-05
57.7126093514329,,5.27718884962701e-05,5.14500142072077e-05,5.40937627853326e-05
58.3022322775264,,5.4404976648793e-05,5.28732641867929e-05,5.5936689110793e-05
58.5258823529412,,5.56124440930096e-05,5.39970958730942e-05,5.7227792312925e-05
58.7292006033183,,5.74028268551237e-05,5.57095170068354e-05,5.90961367034119e-05
59.2984917043741,,5.90682991919742e-05,5.71469225702783e-05,6.098967581367e-05
59.51197586727,,6.0150856210927e-05,5.81402409909375e-05,6.21614714309164e-05
59.7254600301659,,6.19828757814625e-05,5.98809963859435e-05,6.40847551769815e-05
60.2947511312217,,6.36483481183127e-05,6.12931947660063e-05,6.60035014706192e-05
60.5184012066365,,6.48141787541081e-05,6.23555839998021e-05,6.72727735084142e-05
60.7217194570136,,6.6562924707801e-05,6.40083631941365e-05,6.91174862214656e-05
61.2910105580694,,6.88113123625492e-05,6.59782697087174e-05,7.16443550163811e-05
61.5146606334842,,7.04351478909783e-05,6.74887610131048e-05,7.33815347688519e-05
61.7281447963801,,7.17383799945638e-05,6.8681727097567e-05,7.47950328915607e-05
62.2669381598793,,7.45433129885427e-05,7.11993625036915e-05,7.78872634733939e-05
62.527185520362,,7.60894264745856e-05,7.26020847621063e-05,7.95767681870648e-05
62.7244042232278,,7.66390323457462e-05,7.30410220604996e-05,8.02370426309928e-05
63.30792760181,,8.06236749116608e-05,7.66880985326605e-05,8.45592512906611e-05
63.5275113122172,,8.32731638208671e-05,7.92066402141523e-05,8.73396874275818e-05
63.7453522947641,,8.46650228452351e-05,8.04664737406312e-05,8.8863571949839e-05
64.3204524886878,,8.91023169998435e-05,8.45450867891598e-05,9.36595472105271e-05
64.5502021116139,,9.03486454652534e-05,8.5644014765502e-05,9.50532761650048e-05
64.7372549019608,,9.24974517531939e-05,8.76710810410746e-05,9.73238224653131e-05
65.2811312217195,,9.68866653076016e-05,9.16974881650369e-05,0.000102075842450166
65.5087347075582,,9.89455669314328e-05,9.36006591041123e-05,0.000104290474758753
65.7416470588235,,0.000101004892633868,9.54982381422108e-05,0.000106511547125525
65.9266666666667,,0.000102025589251738,9.63887290048243e-05,0.000107662449498651
66.1869140271493,,0.000104867400561747,9.90448186568065e-05,0.000110689982466688
66.4078531925591,,0.000107630696747304,0.000101648082383114,0.000113613311111495
66.6518350930116,,0.000110243020949735,0.000104081162906072,0.000116404878993398
66.8144896933132,,0.000111294735888375,0.000105011912251786,0.000117577559524965
67.280766214178,,0.000117004530216544,0.000110368421751009,0.000123640638682079
67.5125490196078,,0.000119136334807713,0.000112321015404065,0.000125951654211361
67.7260331825038,,0.000122485322098396,0.000115502827600902,0.00012946781659589
68.2987129210659,,0.000128546253510918,0.000121105300298305,0.000135987206723531
68.5291402714932,,0.000131724529887074,0.000124094995682615,0.000139354064091534
68.7411721611722,,0.000134107741492901,0.000126302596293463,0.000141912886692338
69.2610859728507,,0.00014084299093133,0.000132598781312362,0.000149087200550298
69.4847360482655,,0.000143951872626784,0.000135515096207438,0.00015238864904613
69.7022865761689,,0.000147187052641117,0.000138560828278239,0.000155813277003994
69.8507088989442,,0.000150377820059799,0.000141621139086674,0.000159134501032924
70.2227812971342,,0.000154912068496874,0.000145824048865947,0.000164000088127801
70.4403318250377,,0.000158413724085102,0.000149129120415821,0.000167698327754383
70.6639819004525,,0.000161758547694943,0.000152269655517561,0.000171247439872326
70.8063046757164,,0.000165186644921627,0.000155566593493655,0.000174806696349599
71.2739366515837,,0.000171720848056537,0.000161663506264191,0.000181778189848884
71.4975867269985,,0.000175568089154662,0.000165298172819443,0.00018583800548988
71.7110708898944,,0.000179262661955241,0.000168787759751108,0.000189737564159375
72.2884947209653,,0.000189155567636133,0.000178116078815544,0.000200195056456722
72.5121447963801,,0.000193491347286401,0.00018222919921233,0.000204753495360471
72.7265325959444,,0.000197704992298632,0.000186227319324532,0.000209182665272732
72.9569599463717,,0.000200300353356891,0.000188588753135128,0.000212011953578653
73.1873872967991,,0.000205083960013289,0.000193136072687694,0.000217031847338883
73.408778280543,,0.000210709555462206,0.000198532424338036,0.000222886686586375
73.6344615384615,,0.000215628250430371,0.000203215188825637,0.000228041312035104
73.79,,0.000219536558847513,0.000206959578847513,0.000232113538847513
74.2830467571644,,0.000229043630103701,0.00021593993321902,0.000242147326988382
74.5066968325792,,0.000234650720304431,0.000221304538312343,0.000247996902296518
74.730346907994,,0.000239813684548667,0.000226222794366673,0.000253404574730661
74.8523378582202,,0.00024518483283501,0.000231459528456807,0.000258910137213212
75.2386425339367,,0.000251985511543816,0.000237830198722575,0.000266140824365056
75.4622926093514,,0.000258328185359988,0.000243920888806116,0.000272735481913859
75.6859426847662,,0.000263852001943875,0.000249190498574873,0.000278513505312877
75.8282654600302,,0.000267016399383891,0.000252191970568918,0.000281840828198864
76.2755656108597,,0.000279347834144654,0.000264005493074196,0.000294690175215112
76.4992156862745,,0.000286217907534162,0.000270613275712213,0.000301822539356111
76.7228657616893,,0.000292525884009983,0.000276656738354044,0.000308395029665922
76.8550226244344,,0.000294649361239467,0.000278622867013714,0.00031067585546522
77.2514932126697,,0.000307889866317428,0.000291386668932535,0.000324393063702321
77.4751432880845,,0.000314190903325179,0.000297415714465162,0.000330966092185196
77.6987933634992,,0.000320866671608721,0.000303817268191081,0.000337916075026362
77.8207843137255,,0.000326709703723838,0.000309509791727597,0.000343909615720079
78.2884162895928,,0.000338839893910565,0.000321056905106714,0.000356622882714416
78.5120663650076,,0.000346653734957622,0.000328588447659786,0.000364719022255457
78.7357164404223,,0.000354217755154151,0.000335867946279832,0.00037256756402847
78.9227692307692,,0.000361151671649905,0.000342562192094875,0.000379741151204935
79.172850678733,,0.000367563740146779,0.000348651401997365,0.000386476078296194
79.386334841629,,0.000376784905318474,0.000357594756975711,0.000395975053661237
79.6099849170437,,0.000385126145938867,0.000365642785788032,0.000404609506089702
79.7929713423831,,0.000392487930208778,0.000372763015955266,0.000412212844462291
80.2504374057315,,0.000408494110718493,0.000388158800424313,0.000428829421012672
80.4639215686274,,0.000416992183317272,0.000396368838487506,0.000437615528147038
80.6875716440422,,0.000425638760532754,0.000404711492679237,0.00044656602838627
80.8197285067873,,0.000433195841261212,0.000412087937589388,0.000454303744933036
81.1857013574661,,0.000443958956238108,0.000422346779145729,0.000465571133330487
81.399185520362,,0.000453646453664122,0.000431737368078741,0.000475555539249502
81.6228355957768,,0.000462956444027116,0.00044073413889117,0.000485178749163061
81.8464856711915,,0.000471925012561055,0.000449387264792046,0.000494462760330064
82.0701357466063,,0.000480224616373026,0.000457369202888454,0.000503080029857599
82.2937858220211,,0.000490508908053078,0.000467333605770443,0.000513684210335713
82.5174358974359,,0.000500307436968214,0.000476810022805018,0.000523804851131411
82.7410859728507,,0.000510744396945811,0.000486922647819553,0.000534566146072068
82.9545701357466,,0.000520338905499683,0.00049620549010342,0.000544472320895946
83.1680542986425,,0.000529009076906604,0.000504561969663099,0.000553456184150108
83.3815384615385,,0.000539422442692761,0.000514659618024779,0.000564185267360742
83.5848567119155,,0.000549315348373652,0.000524249957254544,0.000574380739492761
83.7678431372549,,0.000558765515991665,0.000533426244210726,0.000584104787772604
83.9609954751131,,0.000568869381501891,0.000543239398976098,0.000594499364027683
84.1744796380091,,0.00057787348011235,0.00055192025658949,0.000603826703635209
84.387963800905,,0.000588147223800934,0.000561868733703771,0.000614425713898098
84.6116138763198,,0.000599167099096428,0.000572545680982573,0.000625788517210282
84.7946003016591,,0.000608142805368954,0.00058123915625446,0.000635046454483448
85.1402413273002,,0.000627191446951164,0.0005997506344947,0.000654632259407629
85.3537254901961,,0.000637053818972547,0.000609278576616188,0.000664829061328906
85.5491369197252,,0.000647414907432575,0.000619331771082856,0.000675498043782295
85.7379969834088,,0.000657083899610402,0.000628701578979599,0.000685466220241204
85.9230165912519,,0.000666854670653257,0.000638177712408472,0.000695531628898043
86.0958371040724,,0.000676133510515136,0.000647179967043053,0.000705087053987219
86.2788235294118,,0.000685704116456767,0.000656456271197251,0.000714951961716282
86.4516440422323,,0.000694888386789889,0.000665361223381408,0.000724415550198369
86.6447963800905,,0.000705563023548889,0.000675722110176927,0.000735403936920852
86.8074509803922,,0.000713113164809278,0.000683006754860968,0.000743219574757589
87.0920965309201,,0.000730715819516173,0.000700141961181527,0.00076128967785082
87.2954147812971,,0.000740386508008416,0.000709476553259327,0.000771296462757505
87.4682352941176,,0.00074982989036876,0.000718632809123085,0.000781026971614435
87.6308898944193,,0.000759089222614841,0.000727620692076043,0.000790557753153639
87.7833785822021,,0.000767201361653659,0.000735477279496192,0.000798925443811125
88.0883559577677,,0.000784090044231387,0.000751851758463262,0.000816328329999512
88.2916742081448,,0.000795689750636747,0.000763106365888687,0.000828273135384807
88.484826546003,,0.000807092715411797,0.000774179784872332,0.000840005645951262
88.6779788838612,,0.000817860580069061,0.000784616445612607,0.000851104714525514
88.8101357466063,,0.000825362530578962,0.00079189082754185,0.000858834233616073
