p0,alpha,beta,Key
0.951679036720894,0.48471786824403484,0.07734688031343882,1
0.9865440344146963,0.46889530243624694,0.08245722825237749,2
0.9257808402183277,0.508108985519981,0.0800701214173008,3
0.9850015592111651,0.46260280109165236,0.0771584626456988,4
0.956455659754185,0.4731366977358306,0.07719036413190888,5
0.9664760003578409,0.4578868344909345,0.07316799671434894,6
0.9652482724231525,0.44692768414542827,0.06906193690917042,7
0.9990118643449415,0.44762426219513063,0.07667677385321078,8
0.9873899241004291,0.45244712456033415,0.07688041129125521,9
0.9695380810847397,0.4148227677894361,0.06134906706358561,10
0.9043513693234156,0.5097580507361629,0.07822982792103068,11
0.9910147617245642,0.4818656868911765,0.08338530844702566,12
0.9979850625222724,0.4274555656044,0.07370737511422279,13
0.9978318966770793,0.4498371157550607,0.07482175121273772,14
0.9945878713571406,0.43819808165761753,0.07231518712593915,15
0.9197512975191323,0.4868806570755878,0.0702610792917028,16
0.9928184975552692,0.4795719165826447,0.08504542476404141,17
0.9358019315019576,0.504081509138072,0.08365528645230604,18
0.9864583255839332,0.439350017843019,0.07066390527998456,19
0.9897662020549931,0.4191833998265059,0.06255058583990622,20
0.9949683272632573,0.44713712217415447,0.0747758817904509,21
0.9778109128377731,0.43042388101557155,0.0684463322488185,22
0.9684220530690388,0.44494818246386825,0.07122177308194408,23
0.9922219760446908,0.431808735782287,0.07137981705114699,24
0.967971979989515,0.4725003170443247,0.08333104694461586,25
0.9705467813496497,0.4784898552052916,0.080614143833490165,26
0.9561971567456119,0.4965567280142415,0.0830679312205476,27
0.9777408445414256,0.4428471919015626,0.06813770938339783,28
0.9834149585981143,0.4513154025626818,0.073199667588495,29
0.9397491048191348,0.47073937268919036,0.0734065518722438,30
0.9961921163993998,0.4424611371199088,0.07366937063043374,31
0.9626303779718755,0.4571365064150202,0.0719205088419506,32
0.9586708570471755,0.48239792187177655,0.07950882618635022,33
0.9737620940972946,0.48719656333089423,0.08531780966858496,34
0.9855247451406215,0.47726268736237193,0.08101007686734416,35
0.9840059760444745,0.3983976542435601,0.05910924146433503,36
0.9814775008016309,0.4572042646595812,0.07681691215241716,37
0.9511337882956775,0.4542432578441849,0.07165089052318961,38
0.9883501154362192,0.43169938111308775,0.068349501154647,39
0.919177934621443,0.5863065483126555,0.09954165899088309,40
0.8839856913560101,0.6106525351339107,0.10237894508522814,41
0.9953230532673422,0.4354107606099633,0.07524836291710567,42
0.8455420452576966,0.6143424320060428,0.09228850156522479,43
0.9650835699790008,0.42556441436772413,0.06724325419599307,44
0.9350628752956761,0.5149409581088867,0.08311082943068251,45
0.9868431543173549,0.44447751170806904,0.0750538723897596,46
0.9991442638357574,0.38196015677754974,0.05566099443955387,47
0.9423109732824976,0.48324400302948034,0.07436187178509704,48
0.9875099347053028,0.4736642757725042,0.08126357751537736,49
0.9859682102262496,0.4900028213804111,0.08483729298507688,50
0.9489240649819333,0.4962081807492619,0.07847436196233065,51
0.914714748980685,0.4899996834166774,0.07439786093496861,52
0.9982676491498556,0.38970586518029193,0.05872977061871541,53
0.9484062910785473,0.4648284935541465,0.07256518429902505,54
0.9641654425001721,0.45090049689057643,0.07402095087738575,55
0.9823258608214552,0.4760149972381975,0.07917203734706578,56
0.94297683083812045,0.5043103790381271,0.08765589761117751,57
0.9638050366058474,0.42812247836070805,0.06565755311864559,58
0.9787102115532409,0.4295543005527543,0.0679336531961226,59
0.9503255528226138,0.4863519402193621,0.07655926135794426,60
0.8865651051333492,0.5369191740329677,0.0773913599334358,61
0.9894813152815429,0.41658285846341886,0.06555120246174422,62
0.9957254735915663,0.4619182024027363,0.08070770245874875,63
0.9646848705281731,0.4293103471842677,0.06584597570572855,64
0.9631293480653011,0.4794471658842057,0.0771460767147425,65
0.9384162160913492,0.4991012339153259,0.0795874338754442,66
0.9733950279619321,0.4840789496110959,0.08107502041594236,67
