p0,alpha,beta,Key
0.9275720668295995,3.710276978739576,0.21639923609660694,1
0.9236415533935093,4.2971025302407,0.26558562876258723,2
0.9260368789446048,3.6744648707788206,0.21386609303499407,3
0.9242583309908512,3.977931778935134,0.2368897956640881,4
0.930373202760913,3.279459364600778,0.18028781678936878,5
0.9262036717782519,4.208776871775379,0.26074347393536323,6
0.9266126788723057,4.196240109075274,0.259174907292281,7
0.9192297597042347,4.524027863334272,0.27672557134381365,8
0.926972977828931,3.93961314945621,0.2385728485638341,9
0.9238168258814922,4.633522353257214,0.29411091863810535,10
0.9253977622603237,3.8457794503083873,0.22810899037703275,11
0.9301673252284103,3.6176169874985074,0.20939662260346434,12
0.9258765754696789,4.149340956054276,0.25450342561729433,13
0.9291260182696777,3.4538926614545624,0.19708321898217848,14
0.9314109671025038,3.4909694359452206,0.20039402959672317,15
0.9244789124698204,3.7700137925614827,0.22154664088872658,16
0.9265131623924777,4.0033567548833355,0.24112715629688874,17
0.9232815973490655,4.530816334339955,0.28241752365704875,18
0.9241478387807055,4.5039602297093415,0.2859925889562948,19
0.9259318622362981,4.114634776225687,0.2531322850327095,20
0.9224566226214405,4.447454116234562,0.27547208553934704,21
0.9241207914518108,4.474229741523529,0.2771577293344696,22
0.9263502031693622,3.7024879275124323,0.21538139737578532,23
0.9301794656983003,3.29946958047638,0.18195072945967738,24
0.9251662026033957,3.9610240214909944,0.23873783672394988,25
0.9240562878488612,4.031040658815353,0.23961207100144194,26
0.9248594135376652,4.276979318360352,0.2621924149341776,27
0.924734319099188,4.245769633209766,0.26226897952428285,28
0.922561624207668,4.135959426729636,0.24964789382174335,29
0.9226652202509436,4.101511822940639,0.24619478812528425,30
0.9282216284386063,3.5558078273309137,0.20451330130727333,31
0.9220447636976462,4.577858776463848,0.2900809132075081,32
0.9236851020160607,4.260606742560125,0.2594291594943379,33
0.925966205697928,4.339737019938714,0.2706640871479914,34
0.9267572357260789,4.074668344262852,0.24640976928803993,35
0.9279013773412272,3.9915751590813757,0.23865473520908656,36
0.9269389153226341,3.8357354140042723,0.2259362993603082,37
0.9248170861072557,4.1877565083577,0.2542097630720701,38
0.9276058186556911,3.847667192004581,0.22910709843433133,39
0.9229000024470854,4.474476945585458,0.2823133187678372,40
0.9231601752058769,4.312776296483224,0.2641151577140407,41
0.9243493482830504,4.8481616992631125,0.31764048709803483,42
0.928863834205477,3.5911228494866165,0.20827863421460419,43
0.9256647996109754,3.9532634189450615,0.23561879457938784,44
0.9249533144925953,3.807830363309544,0.22197060809959807,45
0.9264303790038741,4.142963345125517,0.2523080609589513,46
0.92254772693252,4.256479748662533,0.25820915309573667,47
0.9274179250042752,3.804754605659891,0.22632287498895262,48
0.9273191251983992,3.52931140045815,0.20155178462422435,49
0.9262707049552558,3.8855415264479287,0.23073945576141955,50
0.9204487636338746,5.249639206819983,0.34042521005834403,51
0.92681071332987075,3.8328228860300046,0.2261529460821016,52
0.9250132075373283,4.370167032858433,0.27177950006118656,53
0.9291955699822192,3.4252842099192264,0.19286194430866044,54
0.9253805759391369,4.292606430178058,0.2646839539558524,55
0.9242571855100358,4.281711277479722,0.2627399164634852,56
0.9232435463573224,4.597705648906214,0.29056173490813053,57
0.9240123805593038,4.2731759273254575,0.25994640059573004,58
0.9258411545376195,3.8289499947400167,0.22738607787721768,59
0.924045027206595,3.961728412520103,0.23165546690974978,60
0.9247288845493988,4.041595920246242,0.23983223649211566,61
0.9247458977743512,4.05241698750105,0.24284612739867645,62
0.9247075605685228,4.3694455868780775,0.26997576587537514,63
0.9249960105279941,4.661105814429997,0.2945121664201195,64
0.9247213838840064,4.156187694584492,0.25105038789497086,65
0.9248020954323481,4.276944057015641,0.26503990752995776,66
0.9227724033229899,4.787279439211029,0.30407512609189025,67
0.9246054634691101,4.506758285976501,0.2837928239374827,68
0.9214175413396409,4.32450081506909,0.2590737822169288,69
0.9229988273434032,4.235699684642605,0.2576027876601002,70
0.9316769222238973,3.4219636828689715,0.1933597207796928,71
0.9238899616095072,4.211672707832606,0.25723586026722683,72
0.9289247567960963,3.916507588109468,0.23284211195994622,73
0.9240411523331729,4.54696746959238,0.28811581868644076,74
0.925252593063438,4.358626842866936,0.2712603965500955,75
0.9272052363981048,4.0124243819666,0.24158834923242867,76
0.9256240010653374,4.091823950040344,0.24673179110819093,77
0.9258561346400584,3.5351461476395936,0.19856745466959128,78
0.9265135077212889,4.050665281849863,0.24124916765106666,79
0.9245560852926556,4.25699992914683,0.26238794778901015,80
