Key,Yr,VE
1,1,0.638881562701865
1,2,0.542879874270207
1,3,0.4613039021524663
1,4,0.39198596269047686
1,5,0.3330840997213066
1,6,0.28303313905849886
1,7,0.24050309778321513
1,8,0.20436384317303455
1,9,0.17365506216513865
1,10,0.14756074336518066
1,11,0.12538749352309922
1,12,0.10654611228879933
1,13,0.09053593564150901
1,14,0.0769315319574091
1,15,0.06537139719579314
1,16,0.0555483488057408
1,17,0.04720136309466571
1,18,0.040108639156601136
1,19,0.03408170505093393
1,20,0.028960409617579473
1,21,0.02460866684822761
1,22,0.020910839730645787
1,23,0.01776866747546904
1,24,0.015098654473979801
1,25,0.012829851604762127
1,26,0.01090197093283303
1,27,0.009263783703953464
1,28,0.007871759064700863
1,29,0.006688907335590736
1,30,0.005683797100034791
2,1,0.6229050477833454
2,2,0.5369498054864231
2,3,0.4628556063847911
2,4,0.39898573418376937
2,5,0.3439293245803758
2,6,0.29647019973859845
2,7,0.2555600033241819
2,8,0.22029504266075087
2,9,0.1898963264581786
2,10,0.16369235715323655
2,11,0.14110429775103597
2,12,0.12163318550770437
2,13,0.10484891000878815
2,14,0.09038071217278637
2,15,0.07790899430595301
2,16,0.06715826029519419
2,17,0.05789102999026178
2,18,0.04990259334596269
2,19,0.04301648844512574
2,20,0.03708060351335107
2,21,0.031963816820341676
2,22,0.027553100244349975
2,23,0.023751022518439108
2,24,0.020473597006096564
2,25,0.017648426464276435
2,26,0.0152131038123015
2,27,0.013113833580140198
2,28,0.011304243584307405
2,29,0.009744360581704867
2,30,0.008399727273932539
3,1,0.6562305133443286
3,2,0.5431590078539132
3,3,0.44957023761259857
3,4,0.3721072386254308
3,5,0.30799146707918773
3,6,0.2549231349113227
3,7,0.21099871801418418
3,8,0.17464267815126328
3,9,0.14455094949816427
3,10,0.11964416270989076
3,11,0.09902892869432592
3,12,0.08196579336782965
3,13,0.0678427139523593
3,14,0.05615310542736868
3,15,0.046477669678005575
3,16,0.03846935556381437
3,17,0.03184091043608195
3,18,0.026354576585427565
3,19,0.021813563038388887
3,20,0.018054986802287374
3,21,0.014944030365744756
3,22,0.012369105888463364
3,23,0.01023785262312628
3,24,0.008473823999729289
3,25,0.007013745540367189
3,26,0.005805245247788037
3,27,0.0048049750583339405
3,28,0.003977055977093862
3,29,0.0032917911233492476
3,30,0.002724600524149262
4,1,0.6696542000131561
4,2,0.5717234654421542
4,3,0.48811419525295957
4,4,0.4167320077079302
4,5,0.3557888050321548
4,6,0.30375798221606065
4,7,0.2593361861164621
4,8,0.2214106669354755
4,9,0.18903140424374515
4,10,0.16138730931502784
4,11,0.13778590764929097
4,12,0.11763599273893546
4,13,0.10043281656131031
4,14,0.08574544582475611
4,15,0.0732059672467506
4,16,0.06250027146030714
4,17,0.053360184688844174
4,18,0.045556751090846614
4,19,0.03889449749950461
4,20,0.03320653689114635
4,21,0.028350387926135562
4,22,0.024204405843256366
4,23,0.02066473530279214
4,24,0.01764270884812641
4,25,0.015062625818280018
4,26,0.01285985607395027
4,27,0.01097922103608365
4,28,0.009373611482585767
4,29,0.008002807479482775
4,30,0.0068324708862370406
5,1,0.6210309583509839
5,2,0.5387357056344266
5,3,0.4673457202457091
5,4,0.40541590235749075
5,5,0.3516926479992679
5,6,0.30508847318887516
5,7,0.2646600007200399
5,8,0.22958886400722164
5,9,0.19916514143701217
5,10,0.17277298589872975
5,11,0.1498781586023835
5,12,0.1300172148394084
5,13,0.11278812278074023
5,14,0.09784212541482257
5,15,0.08487668089218853
5,16,0.07362933837272338
5,17,0.06387242540847199
5,18,0.055408439322227714
5,19,0.0480660492926542
5,20,0.04169662821881793
5,21,0.03617124416098065
5,22,0.031378050457394134
5,23,0.02722002168697539
5,24,0.023612989648463402
5,25,0.02048393959969674
5,26,0.01776953226891919
5,27,0.015414821720175068
5,28,0.013372143119399812
5,29,0.011600147886996225
5,30,0.010062966706134298
6,1,0.632817813561979
6,2,0.5367383333224776
6,3,0.45524641102659996
6,4,0.38612724652942326
6,5,0.32750230842277295
6,6,0.27777827901629815
6,7,0.23560375090135097
6,8,0.19983249819014431
6,9,0.16949232421021304
6,10,0.1437586389919675
6,11,0.12193204843418833
6,12,0.10341934606231191
6,13,0.08771739077055735
6,14,0.07439943237466119
6,15,0.06310351332896379
6,16,0.05352263138790972
6,17,0.045396395851246635
6,18,0.038503950625054725
6,19,0.032657971760459564
6,20,0.027699576334199966
6,21,0.02349400430381707
6,22,0.01992695597824986
6,23,0.016901485563046152
6,24,0.014335366352475206
6,25,0.012158855959324326
6,26,0.010312800845446904
6,27,0.008747028637697536
6,28,0.007418984535368088
6,29,0.006292574749191508
6,30,0.005337185538721198
7,1,0.6736481738350066
7,2,0.5689117967754944
7,3,0.4804594521020611
7,4,0.40575935746557923
7,5,0.3426733628624838
7,6,0.28939575010403723
7,7,0.2444015475223487
7,8,0.206402880518616
7,9,0.17431210856996082
7,10,0.14721069356086497
7,11,0.12432290835362794
7,12,0.10499363305502085
7,13,0.088669603438944
7,14,0.07488357479638252
7,15,0.06324094793258718
7,16,0.05340847450575249
7,17,0.04510471841870945
7,18,0.038092000238874914
7,19,0.0321695940705966
7,20,0.02716798215313492
7,21,0.022944002732931314
7,22,0.019376752327114354
7,23,0.016364125088227967
7,24,0.013819890215991136
7,25,0.01167122376248768
7,26,0.009856624183341187
7,27,0.008324151971439677
7,28,0.007029942986031036
7,29,0.005936952924022556
7,30,0.005013896996333957
8,1,0.6242434488172749
8,2,0.5369277474383869
