Key,Yr,VE
1,1,0.9676611909461945
1,2,0.9665664566928828
1,3,0.9628896637868297
1,4,0.9551317810081262
1,5,0.9422193697668917
1,6,0.9235952811849343
1,7,0.8991851463670771
1,8,0.869308383508616
1,9,0.8345720828133096
1,10,0.7957684257905294
1,11,0.7537857296598872
1,12,0.7095369676754028
1,13,0.6639060636975407
1,14,0.6177103795376836
1,15,0.5716769605103662
1,16,0.5264298632341662
1,17,0.48248599408435383
1,18,0.4402571685198054
1,19,0.40005645670235135
1,20,0.3621072474123204
1,21,0.32655380556680447
1,22,0.29347240140871056
1,23,0.2628823452011719
1,24,0.23475647000571861
1,25,0.20903077038038156
1,26,0.18561303187269482
1,27,0.16439038085908791
1,28,0.14523575236406017
1,29,0.12801332028371798
1,30,0.11258296459966789
2,1,0.9487200924476417
2,2,0.9458917446257717
2,3,0.9367510050078511
2,4,0.9184459791849005
2,5,0.889734629371617
2,6,0.8508767613808704
2,7,0.8032231515545973
2,8,0.7487600462736862
2,9,0.6897209171840089
2,10,0.6283010733447436
2,11,0.5664736311622338
2,12,0.5058897799756227
2,13,0.4478420403875873
2,14,0.3932704516234933
2,15,0.34279509935761576
2,16,0.2967623943309038
2,17,0.2552962076687144
2,18,0.21834802898924657
2,19,0.18574266858562893
2,20,0.15721773273408823
2,21,0.13245627005784258
2,22,0.11111273566867626
2,23,0.09283285773843683
2,24,0.07726820980632408
2,25,0.06408636375976383
2,26,0.05297747741085991
2,27,0.04365809617222566
2,28,0.03587284768679955
2,29,0.029394599338375835
2,30,0.02402354253696869
3,1,0.9660680484486903
3,2,0.9611139692892616
3,3,0.9510743830736013
3,4,0.9357417506398249
3,5,0.9153892081629487
3,6,0.8905446367380212
3,7,0.8618605831847489
3,8,0.8300343105689449
3,9,0.7957578729691321
3,10,0.7596874140097002
3,11,0.7224251999130068
3,12,0.6845102151224014
3,13,0.6464145227953291
3,14,0.608543464288818
3,15,0.5712383514636873
3,16,0.5347807040109929
3,17,0.4993973641277409
3,18,0.46526602093432917
3,19,0.43252082133834685
3,20,0.4012578487009575
3,21,0.37154032665287295
3,22,0.3434034604487734
3,23,0.3168588678586718
3,24,0.29189857978152955
3,25,0.2684986104802929
3,26,0.24662211076919147
3,27,0.22622212627169422
3,28,0.20724398824153223
3,29,0.18962736732662067
3,30,0.1733080217553689
4,1,0.920341776321359
4,2,0.9184383030971739
4,3,0.9137016953327932
4,4,0.905402494133496
4,5,0.8932063170684529
4,6,0.8770781527353316
4,7,0.8571986087109102
4,8,0.8338950849053322
4,9,0.8075871307334608
4,10,0.7787441992919167
4,11,0.7478538096948376
4,12,0.7153982319892264
4,13,0.6818380206828325
4,14,0.6476009620894281
4,15,0.6130752328370924
4,16,0.5786057776741624
4,17,0.5444930992542376
4,18,0.5109938104814195
4,19,0.47832243293445253
4,20,0.44665403543013665
4,21,0.4161273977613494
4,22,0.38684845883012664
4,23,0.35889386836365483
4,24,0.3323145094534498
4,25,0.30713889731173394
4,26,0.2833763896322353
4,27,0.2610201672561722
4,28,0.2400499617281068
4,29,0.22043451982764076
4,30,0.20213380515261842
5,1,0.9564825054443634
5,2,0.9552635480948605
5,3,0.9508532282200397
5,4,0.941183091227936
5,5,0.924782668880578
5,6,0.9009698708389523
5,7,0.8698072308936533
5,8,0.8319483702247673
5,9,0.788451145082044
5,10,0.7405998703835985
5,11,0.689756818614371
5,12,0.637249692942079
5,13,0.5842941865843445
5,14,0.5319469736141619
5,15,0.48108305329161666
5,16,0.43239129479957694
5,17,0.3863826557951004
5,18,0.34340647445702005
5,19,0.3036712235912264
5,20,0.2672670376271865
5,21,0.23418811795678246
5,22,0.2043537691987306
5,23,0.1776273221829859
5,24,0.15383257426713381
5,25,0.13276764444168318
5,26,0.1142163207105732
5,27,0.09795709007941733
5,28,0.0837701041898
5,29,0.07144236031701402
5,30,0.06077137935993707
6,1,0.897675263697369
6,2,0.896711751218347
6,3,0.893245596652835
6,4,0.8856317649967324
6,5,0.8726422276208794
6,6,0.8536223391520165
6,7,0.8284789011518052
6,8,0.7975846842329014
6,9,0.7616523140867537
6,10,0.7216080577615039
6,11,0.6784812846482327
6,12,0.633316114375051
6,13,0.5871062828900787
6,14,0.5407512805158671
6,15,0.4950304338954575
6,16,0.4505911929717557
6,17,0.4079480268388811
6,18,0.3674887576031921
6,19,0.329485699979553
6,20,0.29410952560457837
6,21,0.26144427966918504
6,22,0.23150241716717412
6,23,0.20423908839352498
6,24,0.17956519025977036
6,25,0.1573589189773973
6,26,0.13747572054835303
6,27,0.11975664866933358
6,28,0.1040352149268924
6,29,0.09014286225919518
6,30,0.07791321700014774
7,1,0.8943730675547686
7,2,0.89391430144433
7,3,0.8931998049562276
7,4,0.8922485626867165
7,5,0.8910752310199515
7,6,0.8896921335873449
7,7,0.8881100936860915
7,8,0.8863388665754398
7,9,0.8843873947347355
7,10,0.8822639721876679
7,11,0.8799763571456728
7,12,0.8775318530251958
7,13,0.8749373689816894
7,14,0.8721994665656647
7,15,0.8693243966239015
7,16,0.8663181291306458
7,17,0.8631863777598765
7,18,0.8599346204574733
7,19,0.8565681169111043
7,20,0.8530919235726806
7,21,0.8495109067205058
7,22,0.8458297539298698
7,23,0.8420529842355956
7,24,0.8381849572075959
7,25,0.8342298811139901
7,26,0.8301918203112086
7,27,0.8260747019736308
7,28,0.8218823222544862
7,29,0.8176183519534514
7,30,0.8132863417534807
8,1,0.9413279057115366
8,2,0.9392147717462482
8,3,0.9321234638073408
8,4,0.9174791182415205
8,5,0.8938841266954909
8,6,0.8611612025395928
8,7,0.8201073965586005
8,8,0.7721647752435549
8,9,0.7191098389187328
8,10,0.6628042012709526
8,11,0.6050167621281669
8,12,0.5473116537200028
8,13,0.4909897009779658
8,14,0.4370697222830053
8,15,0.38629712937716537
8,16,0.33916946869201897
8,17,0.2959709595350135
8,18,0.25681031373715557
8,19,0.22165799133648179
8,20,0.1903805151207304
8,21,0.16277055889397538
8,22,0.13857229558196038
8,23,0.11750200555989611
8,24,0.09926426380259189
8,25,0.08356419949518262
8,26,0.07011639675018398
8,27,0.05865101367069778
8,28,0.04891766436540616
8,29,0.040687552837599957
8,30,0.03375428155538473
9,1,0.9321580926544757
9,2,0.9235718967825006
9,3,0.9139984254743352
9,4,0.9037942510739909
9,5,0.8931494970837704
9,6,0.8821853708891297
9,7,0.8709868203483143
9,8,0.859617000224614
9,9,0.8481247855727507
9,10,0.836549106940725
9,11,0.8249216479869145
9,12,0.8132686227587714
9,13,0.8016120003009541
9,14,0.7899703795284562
9,15,0.7783596331615549
9,16,0.7667933936861997
9,17,0.7552834279827566
9,18,0.7438399314681792
9,19,0.7324717627519552
9,20,0.7211866334696504
9,21,0.7099912637628838
9,22,0.698891511027734
9,23,0.6878924775787616
9,24,0.6769986014788093
9,25,0.6662137337788958
9,26,0.6555412046767136
9,27,0.6449838805561169
9,28,0.6345442134592817
9,29,0.6242242842305903
9,30,0.6140258403306533
10,1,0.9612583555967723
10,2,0.9551595263932708
10,3,0.9457961867034089
