Pars,Direction,Thres,Age0,Thres0
C_Hosp,0.1,75.86958714920601,50,75.77379516373381
C_Hosp,0.1,78.86283986978395,51,78.75400303812103
C_Hosp,0.1,81.90767242847122,52,81.77946970625773
C_Hosp,0.1,84.94941820263946,53,84.82408243629922
C_Hosp,0.1,87.94837022028034,54,87.82746041835426
C_Hosp,0.1,90.7417264480901,55,90.58033069846914
C_Hosp,0.1,93.45346532131643,56,93.28633770579448
C_Hosp,0.1,96.20485743340426,57,96.03391115549604
C_Hosp,0.1,98.96264542186343,58,98.75689037376883
C_Hosp,0.1,101.67664867769368,59,101.43445833484068
C_Hosp,0.1,104.21922324184426,60,103.99362905547301
C_Hosp,0.1,106.56182405521335,61,106.2938745222338
C_Hosp,0.1,109.00546533951504,62,108.7084320031946
C_Hosp,0.1,111.12703444872727,63,110.83338565424884
C_Hosp,0.1,113.09896961321758,64,112.78989856818117
C_Hosp,0.1,115.29833427870177,65,114.95181519985968
C_Hosp,0.1,116.99231896860708,66,116.59241835553777
C_Hosp,0.1,118.41917622608673,67,117.98112003202053
C_Hosp,0.1,119.64783743784997,68,119.19028669635219
C_Hosp,0.1,120.73068622667387,69,120.2968072925571
C_Hosp,0.1,121.6563187663511,70,121.10658690423092
C_Hosp,0.1,122.10469527968831,71,121.55881946895656
C_Hosp,0.1,122.1648997208998,72,121.55718807920272
C_Hosp,0.1,122.1643806236307,73,121.52328662339788
C_Hosp,0.1,121.39984484996181,74,120.69998445602155
C_Hosp,0.1,120.54592855352948,75,119.82014378518593
C_Hosp,0.1,119.23583828123336,76,118.49719144100803
C_Hosp,0.1,117.41102995381605,77,116.59359585260881
C_Hosp,0.1,115.10496927040722,78,114.2713597243353
C_Hosp,0.1,112.7251910840938,79,111.87523091824897
C_Hosp,0.1,109.82825836558993,80,108.90671064078336
C_Hosp,0.1,106.6285843501407,81,105.75864739932983
C_Hosp,0.1,103.35199628702571,82,102.4040875387426
C_Hosp,0.1,99.78494760987378,83,98.85319471944509
C_Hosp,0.1,95.90140708575316,84,94.99560531438763
C_Hosp,0.1,91.84078970469841,85,90.90929979295295
C_Hosp,0.1,87.64161298149926,86,86.69818213114931
C_Hosp,0.1,83.29225613810841,87,82.39870942175645
C_Hosp,0.1,78.9787352372351,88,78.02329078125935
C_Hosp,0.1,74.54221994592206,89,73.62554247203599
C_Hosp,0.1,70.11355401949973,90,69.22590552992796
C_Hosp,0.1,65.62853602756597,91,64.80782722676427
C_Hosp,0.1,61.05871968680207,92,60.30900558650014
C_Hosp,0.1,56.53626834580605,93,55.77461917369703
C_Hosp,0.1,51.82754169800175,94,51.15924893820337
C_Hosp,0.1,46.92114031213331,95,46.29172623290559
C_Hosp,0.1,41.2573712447648,96,40.72236784052693
C_Hosp,0.1,34.85835328804367,97,34.40331556298051
C_Hosp,0.1,26.746824798770568,98,26.43058514874251
C_Hosp,0.1,15.958361831025492,99,15.747786861901062
C_Hosp,-0.1,75.68020103563796,50,75.77379516373381
C_Hosp,-0.1,78.6451662064581,51,78.75400303812103
C_Hosp,-0.1,81.65126698404424,52,81.77946970625773
C_Hosp,-0.1,84.698746669959,53,84.82408243629922
C_Hosp,-0.1,87.69609993146602,54,87.82746041835426
C_Hosp,-0.1,90.43908711171579,55,90.58033069846914
C_Hosp,-0.1,93.11798441827528,56,93.28633770579448
C_Hosp,-0.1,95.84413127690499,57,96.03391115549604
C_Hosp,-0.1,98.53148019407195,58,98.75689037376883
C_Hosp,-0.1,101.20548921750668,59,101.43445833484068
C_Hosp,-0.1,103.76693115826089,60,103.99362905547301
C_Hosp,-0.1,106.04104373276127,61,106.2938745222338
C_Hosp,-0.1,108.41879948238356,62,108.7084320031946
C_Hosp,-0.1,110.55527160496973,63,110.83338565424884
C_Hosp,-0.1,112.48357543504821,64,112.78989856818117
C_Hosp,-0.1,114.63037560413575,65,114.95181519985968
C_Hosp,-0.1,116.21814842134005,66,116.59241835553777
C_Hosp,-0.1,117.56222951184459,67,117.98112003202053
C_Hosp,-0.1,118.68918023977955,68,119.19028669635219
C_Hosp,-0.1,119.81711962721073,69,120.2968072925571
C_Hosp,-0.1,120.60520594449852,70,121.10658690423092
C_Hosp,-0.1,121.00693789926336,71,121.55881946895656
C_Hosp,-0.1,120.99941799061345,72,121.55718807920272
C_Hosp,-0.1,120.8938400554903,73,121.52328662339788
C_Hosp,-0.1,120.06955101241707,74,120.69998445602155
C_Hosp,-0.1,119.11263446361559,75,119.82014378518593
C_Hosp,-0.1,117.66627866977475,76,118.49719144100803
C_Hosp,-0.1,115.80018369798182,77,116.59359585260881
C_Hosp,-0.1,113.48408410859068,78,114.2713597243353
C_Hosp,-0.1,111.01559377732258,79,111.87523091824897
C_Hosp,-0.1,108.10578822610086,80,108.90671064078336
C_Hosp,-0.1,104.9381565938763,81,105.75864739932983
C_Hosp,-0.1,101.56211033344238,82,102.4040875387426
C_Hosp,-0.1,97.9221179627803,83,98.85319471944509
C_Hosp,-0.1,94.07745232621215,84,94.99560531438763
C_Hosp,-0.1,89.9460210726916,85,90.90929979295295
C_Hosp,-0.1,85.72021168002868,86,86.69818213114931
C_Hosp,-0.1,81.46267362160478,87,82.39870942175645
C_Hosp,-0.1,77.15030605551416,88,78.02329078125935
C_Hosp,-0.1,72.74079773344567,89,73.62554247203599
C_Hosp,-0.1,68.37991884372795,90,69.22590552992796
C_Hosp,-0.1,63.97150337372655,91,64.80782722676427
C_Hosp,-0.1,59.55458033811816,92,60.30900558650014
C_Hosp,-0.1,55.02754040824115,93,55.77461917369703
C_Hosp,-0.1,50.503303252840134,94,51.15924893820337
C_Hosp,-0.1,45.70367978331183,95,46.29172623290559
C_Hosp,-0.1,40.180385756966274,96,40.72236784052693
C_Hosp,-0.1,33.94995945997767,97,34.40331556298051
C_Hosp,-0.1,26.069897095545485,98,26.43058514874251
C_Hosp,-0.1,15.542761986795814,99,15.747786861901062
C_GP_NonPHN,0.1,76.08522386252055,50,75.77379516373381
C_GP_NonPHN,0.1,79.06377073272141,51,78.75400303812103
C_GP_NonPHN,0.1,82.09251396315727,52,81.77946970625773
C_GP_NonPHN,0.1,85.14777562228477,53,84.82408243629922
C_GP_NonPHN,0.1,88.15060023284312,54,87.82746041835426
C_GP_NonPHN,0.1,90.92342314509874,55,90.58033069846914
C_GP_NonPHN,0.1,93.62180932680728,56,93.28633770579448
C_GP_NonPHN,0.1,96.3782829651503,57,96.03391115549604
C_GP_NonPHN,0.1,99.12433583838862,58,98.75689037376883
C_GP_NonPHN,0.1,101.80398571671277,59,101.43445833484068
C_GP_NonPHN,0.1,104.35559689666404,60,103.99362905547301
C_GP_NonPHN,0.1,106.66298135016692,61,106.2938745222338
C_GP_NonPHN,0.1,109.09250600489563,62,108.7084320031946
C_GP_NonPHN,0.1,111.21105636595487,63,110.83338565424884
C_GP_NonPHN,0.1,113.16436915009648,64,112.78989856818117
C_GP_NonPHN,0.1,115.32214980769906,65,114.95181519985968
C_GP_NonPHN,0.1,116.95260740456573,66,116.59241835553777
