Key,Q_0,Q_1,Q_2,Prop_0,Prop_1,Prop_2,r0,ba1,lp__
1,1,0.06309290947523583,0.6662343041086344,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.84178201835842,-0.01422475939920082,-2582.9938919017222
2,1,0.3068974962363533,0.7654601104032355,0.12378149714916314,0.13500091962479308,0.7412175832260438,3.776539649814935,-0.007318597228238,-2581.885766014534
3,1,0.11242661954825861,0.6550486487364501,0.12378149714916314,0.13500091962479308,0.7412175832260438,6.016037271201848,-0.01398531132795718,-2581.753383443754
4,1,-0.010259599209912151,0.7202199360283007,0.12378149714916314,0.13500091962479308,0.7412175832260438,6.963248503803854,-0.0156983857031958,-2583.7214956437847
5,1,0.054553207022846315,0.7195025519320409,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.433386239360962,-0.00892034981909221,-2580.3019563017156
6,1,-0.045096761834414814,0.5394252873548181,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.14170839208079,-0.01156420956564042,-2580.6486724088813
7,1,0.3202944561039586,0.6566439731411107,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.142062218850619,-0.00822400342417726,-2580.504904443259
8,1,0.15082677318682502,0.7820495919883504,0.12378149714916314,0.13500091962479308,0.7412175832260438,3.7248568034504577,-0.00692926666662143,-2581.523052776361
9,1,-0.32559240302370585,0.7878197937284241,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.8449550163714505,-0.01286259839597078,-2581.7785678957184
10,1,0.038702658510986684,0.7468702602492195,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.705784630015573,-0.01007658008102164,-2580.318354350917
11,1,0.1848439095462224,0.7201166074925227,0.12378149714916314,0.13500091962479308,0.7412175832260438,3.969335686706635,-0.00725783326521076,-2580.569776639185
12,1,0.03380376277763633,0.6268855296322061,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.864055740030415,-0.01049858658284925,-2580.353764915679
13,1,0.13283183442227736,0.7381163719595024,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.02875652798252,-0.01090310692617244,-2580.4637309849277
14,1,-0.03091527982417111,0.7613563836820084,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.852193812676733,-0.0132836442264874,-2581.3990058117643
15,1,0.4255016796232497,0.9176550246029112,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.185690712572378,-0.00725440876541973,-2581.985450932656
16,1,-0.05338376117534957,0.7258636109520203,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.000235955829986,-0.0074577909836434,-2580.5242577032436
17,1,0.35186608279217596,0.79155256566102306,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.081794332168347,-0.01241983059978739,-2583.569281436047
18,1,-0.11110976835148106,0.7840399910524046,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.398766754597347,-0.00866647872023827,-2580.4055009108197
19,1,0.25944432499623293,0.6280758063821059,0.12378149714916314,0.13500091962479308,0.7412175832260438,3.2310457230191583,-0.0045938981705517,-2582.4578165537123
20,1,0.4227750488320629,0.6356387755824763,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.139593186945378,-0.00697198161031723,-2582.4498469316623
21,1,0.23478520113337892,0.6797816753217382,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.513986695052934,-0.00844517847712707,-2581.7772146464163
22,1,-0.06550400852811103,0.6081397443946379,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.448586049496939,-0.01188881846377367,-2581.0675837190624
23,1,0.08678592689326636,0.7974317477606143,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.282357333625579,-0.00921198998297601,-2581.282237580715
24,1,-0.2934326030163388,0.7093427567457844,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.436130682677174,-0.01162855004902551,-2581.449392057406
25,1,-0.11075170666179529,0.8567317452065251,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.453614584729469,-0.00857102325210363,-2580.843239433767
26,1,0.18766896435331182,0.8374816908499244,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.071117875619812,-0.00749950566165789,-2580.5588719449333
27,1,0.14278793176429794,0.6264607628458327,0.12378149714916314,0.13500091962479308,0.7412175832260438,3.9435070223786073,-0.00589698588136213,-2584.2147802275613
28,1,-0.1468249088957575,0.7182778907507475,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.7353648203431105,-0.0105781764874084,-2580.8284193935183
29,1,0.022484139794642602,0.5288654462385325,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.654623223478836,-0.01041744122339856,-2581.038605860589
30,1,0.056393798037966354,0.7843728992412367,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.144679064959529,-0.00793767728576529,-2580.4069725067316
31,1,0.11927691364047419,0.6710642295027076,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.7988440629777385,-0.01398909988374385,-2582.535985278324
32,1,0.3611290840385923,0.7924068062192475,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.812616494937707,-0.01009435160021908,-2580.414602182334
33,1,-0.07164143380703072,0.782798083266771,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.429581076701559,-0.00919463133312987,-2580.3308818995183
34,1,0.2217146445377285,0.6334480900400727,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.54822971077514,-0.00936039099812477,-2580.277134287042
35,1,-0.046652833570619376,0.9545498887174158,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.384561329236343,-0.00878169376211538,-2580.2992503510354
36,1,-0.06745758995919038,0.5714242964034223,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.024055880587524,-0.00708022613741343,-2580.934075886574
37,1,-0.1442433119500437,0.7277498066818869,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.158218188124085,-0.00843718227252358,-2580.676519457568
38,1,0.2741786133829676,0.5409207388703516,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.775958669297753,-0.01022096202971746,-2580.315984505705
39,1,0.23357833534513647,0.8273395928211347,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.411666835770327,-0.01203701366695251,-2580.8190264845075
40,1,-0.13541559252159235,0.7566134262474382,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.012757333341614,-0.00760252580641539,-2580.530082400272
41,1,-0.0284081396687052,0.6457072623594163,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.645149822439258,-0.01346308107728889,-2582.009518875722
42,1,-0.1209855484787041,0.867082647918914,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.7224597776718795,-0.00969400117842986,-2580.4948505032426
43,1,0.27522776103295127,0.779596754670333,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.044912540464055,-0.01112187740452936,-2580.4785124385185
44,1,0.5304418829031263,0.8112108225974515,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.08583846218955,-0.00675212183616923,-2582.5707428128703
45,1,-0.1732132113780097,0.7763522179832024,0.12378149714916314,0.13500091962479308,0.7412175832260438,5.747534745855466,-0.01243372979280082,-2581.9886968300048
46,1,0.305908183672727,0.9505691614631242,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.727839332515304,-0.010072485963853,-2580.300815799735
47,1,0.06711765032460393,0.6899853472344831,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.880411998272968,-0.01113824776626289,-2581.094764236184
48,1,0.20937995544502827,0.8486839602473516,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.500415401736482,-0.00943384166495025,-2580.319719411146
49,1,-0.20105235101723373,0.6778362145055876,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.570344992727758,-0.01027598012957315,-2581.4018473867277
50,1,0.11294376724297658,0.6572764156962851,0.12378149714916314,0.13500091962479308,0.7412175832260438,4.488035706743042,-0.00832338159867391,-2581.8963423931395
51,1,-0.08097085561347059,0.5588573697555554,0.12378149714916314,0.13500091962479308,0.7412175832260438,3.1490811683363806,-0.00299159782217758,-2583.709698602986
