Scenario,Vaccination_Age,Index,mean,sd,q025,q250,q500,q750,q975
CEA_shingrix_IC_39,39,ICER,4408.8066422898055,2397.7076085883987,973.5478670425912,2746.948799521155,4021.7401156152623,5593.095647337081,10301.830483110643
CEA_shingrix_IC_40,40,ICER,4409.371578447283,2453.464867348893,1053.7043482442366,2720.205974399857,4028.6094916456113,5406.789243825729,10016.516216544145
CEA_shingrix_IC_41,41,ICER,4175.54463680032,2370.902879699763,749.5640458030391,2552.4549640152263,3806.558647468817,5214.397355363597,9865.026051851484
CEA_shingrix_IC_42,42,ICER,4009.028125103801,2450.3702367593983,836.1021808153095,2265.4293636112607,3545.4901756182535,5139.431730697877,9314.535539938814
CEA_shingrix_IC_43,43,ICER,3893.1253492837645,2512.9824297535924,626.9967810775286,2265.519273595194,3398.5127851091197,4894.672791685003,10684.615244358873
CEA_shingrix_IC_44,44,ICER,3817.586536285409,2445.2271723146155,174.95422014190893,2183.3991344721317,3451.6670803734005,4824.219468658082,9269.699171121938
CEA_shingrix_IC_45,45,ICER,3605.830453275398,2193.1089488747953,492.7487517791416,2059.2560960583205,3191.6720677819912,4734.017993435852,8861.908318195965
CEA_shingrix_IC_46,46,ICER,3432.613910527617,2260.393968403388,297.57781630128807,1892.192165839391,2921.133466712389,4521.400934552527,9068.896441433953
CEA_shingrix_IC_47,47,ICER,3344.724337526081,2074.914291250902,588.7737766312703,1933.4244821248553,2876.46343582948,4379.998031330901,7616.281335892549
CEA_shingrix_IC_48,48,ICER,3157.9233284638867,2228.399349290088,176.74753795153777,1642.0396180599664,2763.1759055072334,4145.624656745191,8664.742522413635
CEA_shingrix_IC_49,49,ICER,2955.799398307359,1992.7379771808153,-45.56297845035764,1565.0948771296999,2647.484972017472,4040.0880713476395,7387.0181073571275
CEA_shingrix_IC_50,50,ICER,2869.3330743041233,2134.2997717445473,-261.6677937810905,1433.7907994834545,2504.2383267206205,3951.830645872385,7719.304926518064
CEA_shingrix_IC_51,51,ICER,2583.333681764495,2221.8763943321464,-750.0077268156213,1166.9244380641737,2282.011474115143,3631.729138166949,8512.92230429944
CEA_shingrix_IC_52,52,ICER,2329.491792373666,1875.6703033152096,-625.6299404752742,1028.2373272886052,2132.9321437228045,3254.100995436136,6597.893005600208
CEA_shingrix_IC_53,53,ICER,2281.9755954651505,1961.242664588742,-712.6678043337547,966.8823216746114,1861.854253183955,3280.741191468798,6679.008848364236
CEA_shingrix_IC_54,54,ICER,2113.877371834871,1893.8050339505787,-693.1344188947255,826.9989576388975,1788.4817636695334,3054.307567004131,6267.643621851823
CEA_shingrix_IC_55,55,ICER,2127.0466424854935,1949.845532768379,-1014.3512637565229,815.8575884514478,1938.2974108759954,3133.2046093936315,6322.229589350313
CEA_shingrix_IC_56,56,ICER,2164.045821130692,1961.5073531513735,-815.9300370290692,925.5025599965663,1929.8800900652923,3040.2003737977125,6468.597679221347
CEA_shingrix_IC_57,57,ICER,2083.7166206227944,2054.3503666514475,-1224.0629092534627,767.2859893139428,1907.0945167237867,2972.0608130795417,6497.92666227627
CEA_shingrix_IC_58,58,ICER,2137.7490287723035,1933.8531128912146,-1089.393357414067,827.3951594086902,1911.0854453872942,3227.0991268920175,5974.867001130551
CEA_shingrix_IC_59,59,ICER,2316.8966065585887,1923.1267143320874,-1097.6603139125646,1132.4981901097929,2116.6298926084473,3318.204470197118,7074.435094748879
CEA_shingrix_IC_60,60,ICER,2125.32500016117,1819.905282934864,-922.8820202229499,980.7700466346992,1973.1522066167754,3125.8455946896975,6255.168290141804
CEA_shingrix_IC_61,61,ICER,2377.838578600071,2103.2486721967266,-1126.7946881610765,1040.5908408565,2191.2958746683344,3363.568943913737,6770.187764077009
CEA_shingrix_IC_62,62,ICER,2337.6623755849228,1923.4452324395618,-1121.5446332593401,1089.0180062484503,2188.759283579594,3446.603374243835,6244.088724129957
CEA_shingrix_IC_63,63,ICER,2358.8471567789657,1926.9595493827264,-974.5684805687431,1053.3530404540072,2235.636720067744,3356.2867365632806,6685.528658621084
CEA_shingrix_IC_64,64,ICER,2465.1418555272,2033.1901514099602,-1293.7637350511689,1195.419698954463,2442.02597513006,3735.3806552009655,6234.580768088645
CEA_shingrix_IC_65,65,ICER,2538.141633417064,2164.2367862722717,-1256.8505535732684,1234.0927067708838,2284.669848512366,3647.7441208718606,7032.613859485118
CEA_shingrix_IC_66,66,ICER,2492.8039439674935,2060.677477207059,-1289.9836100598018,1265.6683712448116,2356.9158522933967,3539.9603197144634,6424.814264938884
CEA_shingrix_IC_67,67,ICER,2613.016903510575,2193.0341275962633,-1516.1840349303252,1257.1136085715616,2488.4621109370264,3587.528034601422,7626.893186924386
CEA_shingrix_IC_68,68,ICER,2730.0896386940444,2324.6216751898305,-1064.1210370383396,1291.0528378174392,2552.122408714808,4033.257213309375,7507.877247803452
CEA_shingrix_IC_69,69,ICER,2578.1498442181555,2254.9987670081027,-1909.0920093862924,1294.1730902540073,2379.402287401549,3826.264158153055,7811.190142466834
CEA_shingrix_IC_70,70,ICER,2815.742810328034,2226.095626805669,-1426.2113275483314,1332.62886713338,2719.9397639575845,4217.260681914912,7336.658969234009
CEA_shingrix_IC_71,71,ICER,2842.719380775967,2388.8282832079194,-1123.7201311849176,1333.8720488928163,2745.0023303887374,4072.1952821561445,7982.058722040854
CEA_shingrix_IC_72,72,ICER,2749.389467289743,2286.8907049816094,-1639.3593547756427,1353.085728600483,2618.629194758883,4014.5210407157615,7342.4264360246025
CEA_shingrix_IC_73,73,ICER,3040.3943874651204,2531.770499148541,-1082.744460032942,1405.6974510816842,2861.042349821807,4467.485690228194,9359.094457910345
CEA_shingrix_IC_74,74,ICER,2888.4296014825627,2419.9435016734815,-1816.2712913370983,1427.3812499443268,2876.9728383708775,4386.542508131006,8458.160523231472
CEA_shingrix_IC_75,75,ICER,3127.8595067047886,2718.546732297399,-2055.6725822242106,1608.6621809673024,2953.2126536559986,4632.507759994825,8966.680874832833
CEA_shingrix_IC_76,76,ICER,3004.3904405665003,2733.694056335904,-2065.3084346861588,1288.909007258363,2917.9012525179196,4630.042280348515,8529.543087993985
CEA_shingrix_IC_77,77,ICER,3409.6656661050442,2847.8035240262166,-1583.9381180459818,1746.6252676980307,3307.7146568150247,4936.646813952343,9274.128021206434
CEA_shingrix_IC_78,78,ICER,3488.850573064465,2869.5403951018147,-2146.8525259816215,1835.7947283837752,3498.0265323264166,5087.358240489984,9669.236114595738
CEA_shingrix_IC_79,79,ICER,3717.0649826891613,2826.2596873785083,-1851.872964820713,1947.0486027872532,3823.3384103100834,5338.238581229965,9334.258034055887
CEA_shingrix_IC_80,80,ICER,4144.582710049463,3079.1650244713787,-2432.0217343510844,2294.5676038258484,4257.6603372904565,6148.415750821168,9827.27248151257
CEA_shingrix_IC_81,81,ICER,4482.766638127456,3197.303532703124,-2085.9940323856,2492.8550767161073,4533.835754478088,6480.498665249311,10655.979449197454
CEA_shingrix_IC_82,82,ICER,4915.144481390845,3310.266565244816,-1681.911456734212,2991.867951915782,4880.595377018969,6955.447650430245,11648.21171090613
CEA_shingrix_IC_83,83,ICER,5563.78709880576,3565.03253432112,-1604.1209876277976,3291.715550393936,5670.243492152646,7568.4741984632265,13096.913562461996
CEA_shingrix_IC_84,84,ICER,6339.4347993976835,3996.075630952947,-1836.7855750207923,4036.648669880592,6304.90868567096,8731.238996159373,14518.292917520059
CEA_shingrix_IC_85,85,ICER,7133.199966034092,4047.665657549949,-1471.4568152240583,4690.598827104432,7056.393550332748,9777.30691604699,15030.98673964851
CEA_shingrix_IC_86,86,ICER,8162.192158406193,4271.271023174864,-4.533566036797351,5660.256130794063,8204.450571157053,10517.150777427421,17391.253353183944
CEA_shingrix_IC_87,87,ICER,9417.356500949154,4407.129487889898,671.8390612198339,6865.525880292754,9240.302569286181,12036.265783718072,18596.8868360583
CEA_shingrix_IC_88,88,ICER,10877.475156267732,4900.222126675158,347.4271167760081,8107.544361202685,10879.52342832518,13490.895473201192,21090.987028451193
CEA_shingrix_IC_89,89,ICER,12313.606987757685,4851.317577049443,3197.5026762686293,9370.797286428651,12380.637072409898,15018.291992382206,22712.387123930188
CEA_shingrix_IC_90,90,ICER,13933.82498556722,5043.583708746771,4031.591872175859,10903.441638510938,13916.612102866642,17004.6963474976,24036.074611260054
CEA_shingrix_IC_91,91,ICER,NA,NA,NA,NA,NA,NA,NA
CEA_shingrix_IC_92,92,ICER,NA,NA,NA,NA,NA,NA,NA
CEA_shingrix_IC_93,93,ICER,NA,NA,NA,NA,NA,NA,NA
CEA_shingrix_IC_94,94,ICER,NA,NA,NA,NA,NA,NA,NA
CEA_shingrix_IC_95,95,ICER,NA,NA,NA,NA,NA,NA,NA
CEA_shingrix_IC_18,18,total_QALYs_gained_d,55.39326624476853,13.862004029139287,32.12835298427605,45.84985760958598,55.03301991030345,64.37152443475989,86.73360366489905
CEA_shingrix_IC_19,19,total_QALYs_gained_d,55.5899031465929,14.149273437560005,31.008228906340698,45.4486989925649,54.6566990231608,64.37779092065423,85.72467406350523
CEA_shingrix_IC_20,20,total_QALYs_gained_d,56.476457354161276,13.908948911077974,31.42722567589678,47.15987024774737,56.4217381797214,65.25862371015049,83.28364628432934
CEA_shingrix_IC_21,21,total_QALYs_gained_d,59.04834366135831,14.729180211637846,31.111607532292986,49.81963140775217,58.16179626387647,66.88141815418604,90.6251474381414
CEA_shingrix_IC_22,22,total_QALYs_gained_d,59.145280871598665,14.760999471283899,33.092821005300536,49.06466608131228,58.435711094840755,68.40756748679125,89.4373958666264
CEA_shingrix_IC_23,23,total_QALYs_gained_d,58.65694287512386,14.738468138227846,33.290635289129085,48.763061374055376,57.36959511751612,66.82876420288393,89.94774124292107
CEA_shingrix_IC_24,24,total_QALYs_gained_d,60.231396720735056,14.225239789251686,36.67247682591979,49.58598454354871,59.15386128185993,69.63244958757348,90.52791270695242
CEA_shingrix_IC_25,25,total_QALYs_gained_d,57.906778797291715,13.193407015141918,34.288192515783294,48.99657014625198,57.3192934417772,65.79376312598181,86.50133609468624
CEA_shingrix_IC_26,26,total_QALYs_gained_d,59.4142130707747,13.807224186291897,34.04165553335007,50.39749230427475,58.75909895122344,67.17746931760556,88.32952684898089
CEA_shingrix_IC_27,27,total_QALYs_gained_d,59.457384922509775,12.959372137603204,36.46063756805093,50.190260877805514,58.933230608100274,67.60890630941545,85.26161225724056
CEA_shingrix_IC_28,28,total_QALYs_gained_d,57.576199817031224,13.672782506887028,33.94081225248333,48.27392452975157,56.3974717048561,66.64190631977418,87.75238988098104
CEA_shingrix_IC_29,29,total_QALYs_gained_d,57.85536464709028,13.677009234047617,33.922766380969975,48.381750505959744,57.04622771576746,66.88713729481861,84.74798376752838
CEA_shingrix_IC_30,30,total_QALYs_gained_d,60.102949158162424,13.892032184224982,33.28942736558379,50.73694798516778,59.47945552457084,68.97101475484976,90.0840210079206
CEA_shingrix_IC_31,31,total_QALYs_gained_d,59.37442072856501,12.770293345335922,37.70692753018802,50.531914005395414,58.359507661261986,67.79317934762865,87.99396800727925
CEA_shingrix_IC_32,32,total_QALYs_gained_d,58.763683913391155,12.81299346144618,35.78912275137106,49.87663119502912,57.40538162294061,66.26015702689287,85.75724176605479
CEA_shingrix_IC_33,33,total_QALYs_gained_d,57.21602158127211,12.647763914589943,33.37193229098217,49.216915456862864,57.351332064866305,65.56489113819079,82.85334298786134
CEA_shingrix_IC_34,34,total_QALYs_gained_d,53.02308978362902,11.424057317139455,29.822899811275864,45.61506796726139,52.86928145027679,60.37014519319179,75.96840304918643
CEA_shingrix_IC_35,35,total_QALYs_gained_d,51.9599498321614,11.008236581521535,30.906644618510867,44.55911668065367,52.006691077509984,59.031378377622175,72.7162342619111
CEA_shingrix_IC_36,36,total_QALYs_gained_d,51.93606937268874,11.240854952038623,28.67282968695598,44.382467652779376,51.47808789203551,59.56066371008157,75.10593248059578
CEA_shingrix_IC_37,37,total_QALYs_gained_d,53.73071584577754,11.030698576368273,34.179834699702425,45.931410294041356,53.584873737494036,60.71569384620906,74.8082371769438
CEA_shingrix_IC_38,38,total_QALYs_gained_d,54.297047783786844,11.16530084520668,34.25719139746127,46.326448947972615,54.19166977191328,60.617610313065896,78.09561828222994
CEA_shingrix_IC_39,39,total_QALYs_gained_d,56.5384262343092,11.757419955270779,35.35399096832605,47.998996510224785,55.98094677508721,64.97878784713049,79.1846562339029
CEA_shingrix_IC_40,40,total_QALYs_gained_d,58.45876105208984,12.160821613971454,36.165021121447595,50.1813749831982,57.83497960785232,66.06578911397028,82.53040485003079
CEA_shingrix_IC_41,41,total_QALYs_gained_d,60.918159489995496,12.374103773703872,37.293661589497546,53.102447297498266,60.13191273960331,69.4385277742589,85.28069937264922
CEA_shingrix_IC_42,42,total_QALYs_gained_d,59.82221874408979,12.049421605164502,37.98555404045054,52.03216852497545,59.04497514114286,68.09566929576228,81.1196085492625
CEA_shingrix_IC_43,43,total_QALYs_gained_d,61.380754669727764,12.323546736415475,36.13320114755904,53.347657706373894,61.53673946865514,69.80726130957476,83.81193230814868
CEA_shingrix_IC_44,44,total_QALYs_gained_d,60.92340857777445,12.181388374382681,37.791056025164615,52.78980794505214,60.198463073153306,69.16760851923873,82.91603042430728
CEA_shingrix_IC_45,45,total_QALYs_gained_d,62.17316994288597,11.80544539538298,39.144140311819896,54.451172235993084,62.220144582333916,70.083868739782,86.31625155642273
CEA_shingrix_IC_46,46,total_QALYs_gained_d,62.778651291236514,12.548839841282724,37.99254389097467,53.81302675338988,63.26466043870376,71.34134770199647,85.40517782224782
CEA_shingrix_IC_47,47,total_QALYs_gained_d,62.351348062342765,11.260462753109,40.15943604596833,54.72688658917813,62.57591411592645,69.76562136036756,83.507594019571
CEA_shingrix_IC_48,48,total_QALYs_gained_d,62.467802898997775,11.566016679442468,37.158312964193584,55.38177454559016,63.16556074574544,70.77956928732758,82.21114980037191
CEA_shingrix_IC_49,49,total_QALYs_gained_d,61.228936932049834,10.906712730424902,40.64189288712346,53.88090058172113,60.67482207409288,69.3217497695551,82.12707045956807
CEA_shingrix_IC_50,50,total_QALYs_gained_d,59.839667028239916,11.074278947880181,37.09049143225033,52.11500786608821,60.5206760468469,67.57620613362973,81.42354048666135
CEA_shingrix_IC_51,51,total_QALYs_gained_d,58.6967987222474,10.629049471020268,35.4433645045341,51.699890802679676,59.194892187920516,65.6024640665952,78.19401701410314
CEA_shingrix_IC_52,52,total_QALYs_gained_d,56.838514768155264,9.80504255683972,36.98302968128957,50.763493772220215,56.56262210187882,63.531307763080676,74.77061737848314
CEA_shingrix_IC_53,53,total_QALYs_gained_d,55.47454623366696,9.794709717049498,37.29308500025083,48.391940178318904,55.63073821212592,62.148921926186816,73.47013615704432
CEA_shingrix_IC_54,54,total_QALYs_gained_d,54.73749362928242,9.094971775239976,36.45968696474879,48.811319231785035,54.61693523641925,61.08366285183056,71.93420495433605
CEA_shingrix_IC_55,55,total_QALYs_gained_d,52.5602646511998,8.9448748569476475,35.43110579512585,46.29626653705883,52.94655800712006,58.80998215176895,69.35288682332029
CEA_shingrix_IC_56,56,total_QALYs_gained_d,50.47270982414831,8.098592219075773,34.97835273622019,45.0371471244129,50.60356081701508,55.95685361294042,65.47247669021586
CEA_shingrix_IC_57,57,total_QALYs_gained_d,49.349926700450055,8.274851762704879,32.011116118036355,44.03807038414121,49.63706937398352,54.901950298110116,64.69619675387213
CEA_shingrix_IC_58,58,total_QALYs_gained_d,49.30372937608978,8.481874922101415,32.66445314374702,43.28657015799707,49.67387211952532,55.30797293463777,64.36461050095737
CEA_shingrix_IC_59,59,total_QALYs_gained_d,47.91160980687934,7.977325367374417,31.34350045488455,42.745590128994195,48.55214477190482,52.985350725549466,62.56193005524571
CEA_shingrix_IC_60,60,total_QALYs_gained_d,47.563441150223156,7.574296811025463,32.4424032645965,42.61297350772149,47.37334659375129,52.86692162439832,62.252955251657845
CEA_shingrix_IC_61,61,total_QALYs_gained_d,47.02126245653075,8.025804127466062,30.534680471366556,41.59596023705576,47.66023492540336,52.84289768709971,60.621448679401894
CEA_shingrix_IC_62,62,total_QALYs_gained_d,48.09351454532015,7.604295137914648,33.31743159347825,42.51331164233075,48.046313532497805,53.757506815375486,61.28315290267839
CEA_shingrix_IC_63,63,total_QALYs_gained_d,49.3744585675536,7.952014870912655,34.12878884159062,43.62422985230545,49.59113074421731,54.92442053360783,64.61429551882453
CEA_shingrix_IC_64,64,total_QALYs_gained_d,51.57061175335725,8.525381102939422,36.25932060236724,45.86110677664287,51.00892916023436,57.76031072622831,68.28643254734186
CEA_shingrix_IC_65,65,total_QALYs_gained_d,141.91525505812658,22.3360881941945,93.31242025010613,126.84993280459472,143.9292459423632,157.18224939920978,181.28485831003
CEA_shingrix_IC_66,66,total_QALYs_gained_d,109.27772448812549,16.855117123350027,75.6458856318861,98.9711569109552,110.20103331358501,120.45162590048125,139.53603553558895
CEA_shingrix_IC_67,67,total_QALYs_gained_d,104.41034857532354,16.75240544597942,68.9123968357053,94.28384392827283,104.96224282521655,115.94417098764144,133.3887269913152
CEA_shingrix_IC_68,68,total_QALYs_gained_d,101.94698665242238,16.324948837121354,70.76326607773358,90.78284362289259,102.83077280998134,113.79202795509131,130.37856232786217
CEA_shingrix_IC_69,69,total_QALYs_gained_d,94.75729180305221,14.131616814474233,62.48586482380405,86.49606032588835,95.47160106997833,103.99165569763032,121.54675293875246
CEA_shingrix_IC_70,70,total_QALYs_gained_d,82.02479046137422,12.71073206290716,56.382391407322416,74.26017504146485,81.74972636224636,90.17965678114236,105.77869687944269
CEA_shingrix_IC_71,71,total_QALYs_gained_d,73.142180824212,11.578498850177946,47.87822395353763,65.99915762647106,73.76500145942393,80.50971572059736,94.78345621665474
CEA_shingrix_IC_72,72,total_QALYs_gained_d,75.2205377704647,10.981490014292799,52.608235978528285,68.33278012392513,75.10965479074952,82.14102245196108,96.24096592470065
CEA_shingrix_IC_73,73,total_QALYs_gained_d,72.22714777995864,11.815269203212198,47.19328411486511,65.15911775033881,72.5821643159945,80.13019540257488,94.21717758977601
CEA_shingrix_IC_74,74,total_QALYs_gained_d,69.5509030229059,10.06856239867208,48.95089973762116,62.8362619787022,70.25479312235112,76.42034285686324,88.33332141480491
CEA_shingrix_IC_75,75,total_QALYs_gained_d,64.1971156394383,10.419742187274018,42.04268222912693,57.65910273433234,64.53335606967761,71.122448582554,83.21032160346772
CEA_shingrix_IC_76,76,total_QALYs_gained_d,60.45116499284831,9.147693967815437,42.4871058759182,54.137981733960586,61.00196621353323,67.21279480610295,77.28778099029708
CEA_shingrix_IC_77,77,total_QALYs_gained_d,55.11899431803242,8.970599245737784,36.957456636950226,49.31172117641575,55.89015162671214,61.176473093369644,71.23398636746336
CEA_shingrix_IC_78,78,total_QALYs_gained_d,49.743424433705364,7.714440793338691,33.92458873951266,44.60582573862506,49.953156310036874,55.18871635033447,64.45500953872926
CEA_shingrix_IC_79,79,total_QALYs_gained_d,45.74371679398306,6.856185232073824,33.077615028883386,41.357706830272306,45.69649713117313,49.86062130577946,59.6692759911645
CEA_shingrix_IC_80,80,total_QALYs_gained_d,42.69114447205237,6.690011753903644,30.22997890799262,38.235294103091206,42.62980679138015,46.85032972820108,56.4723206343744
CEA_shingrix_IC_81,81,total_QALYs_gained_d,39.258457132142844,6.293437950426524,26.944612436883432,35.22826069774616,39.42181383870785,42.85806583524496,51.86098496644594
CEA_shingrix_IC_82,82,total_QALYs_gained_d,35.14450907207177,5.7581761987846045,24.312701421372108,31.2875343708038,35.08677822557742,38.95678076624394,46.858620751076145
CEA_shingrix_IC_83,83,total_QALYs_gained_d,30.248561428482706,5.051314124481849,20.260781885000796,26.899668245726993,30.53650442645641,33.69923464169284,40.026553322432605
CEA_shingrix_IC_84,84,total_QALYs_gained_d,25.909343338201683,4.572587203600044,16.72484350621592,22.717439325716715,25.90968882889841,29.143759345165268,34.61370687081981
CEA_shingrix_IC_85,85,total_QALYs_gained_d,22.501723512255705,3.958599619611212,14.985810002929536,19.99908731542105,22.491864492404474,24.998619065154895,30.718228530026987
CEA_shingrix_IC_86,86,total_QALYs_gained_d,19.18197888864552,3.3674947008620655,12.915592849345568,16.847816829667693,19.065628203485943,21.57488280634033,25.437026557683787
CEA_shingrix_IC_87,87,total_QALYs_gained_d,15.948274852179475,2.9875122269633447,10.211456443173947,13.982044884089985,15.753152895056676,17.917883106835067,21.925385912614836
CEA_shingrix_IC_88,88,total_QALYs_gained_d,13.049242733402327,2.37848167913073,8.79201828747228,11.37727392696902,12.980404623757565,14.567005047705338,17.775276602025244
CEA_shingrix_IC_89,89,total_QALYs_gained_d,10.583772295509247,1.7837226277372233,7.017144339086629,9.468237670839507,10.554909451733234,11.727397338952677,14.180470899300097
CEA_shingrix_IC_90,90,total_QALYs_gained_d,35.80956725748211,5.80590123533641,25.01766914739774,32.090131730246355,35.79235018918601,39.398172645362266,47.89511494865191
CEA_shingrix_IC_91,91,total_QALYs_gained_d,0,0,0,0,0,0,0
CEA_shingrix_IC_92,92,total_QALYs_gained_d,0,0,0,0,0,0,0
CEA_shingrix_IC_93,93,total_QALYs_gained_d,0,0,0,0,0,0,0
CEA_shingrix_IC_94,94,total_QALYs_gained_d,0,0,0,0,0,0,0
CEA_shingrix_IC_95,95,total_QALYs_gained_d,0,0,0,0,0,0,0
CEA_shingrix_IC_18,18,total_costs_intervention,495788.39100000006,0,495788.39100000006,495788.39100000006,495788.39100000006,495788.39100000006,495788.39100000006
CEA_shingrix_IC_19,19,total_costs_intervention,500222.331,0,500222.331,500222.331,500222.331,500222.331,500222.331
CEA_shingrix_IC_20,20,total_costs_intervention,521135.74799999996,0,521135.74799999996,521135.74799999996,521135.74799999996,521135.74799999996,521135.74799999996
CEA_shingrix_IC_21,21,total_costs_intervention,538575.9119999999,0,538575.9119999999,538575.9119999999,538575.9119999999,538575.9119999999,538575.9119999999
CEA_shingrix_IC_22,22,total_costs_intervention,535915.548,0,535915.548,535915.548,535915.548,535915.548,535915.548
CEA_shingrix_IC_23,23,total_costs_intervention,535841.649,0,535841.649,535841.649,535841.649,535841.649,535841.649
CEA_shingrix_IC_24,24,total_costs_intervention,544783.428,0,544783.428,544783.428,544783.428,544783.428,544783.428
CEA_shingrix_IC_25,25,total_costs_intervention,534807.063,0,534807.063,534807.063,534807.063,534807.063,534807.063
CEA_shingrix_IC_26,26,total_costs_intervention,543009.852,0,543009.852,543009.852,543009.852,543009.852,543009.852
CEA_shingrix_IC_27,27,total_costs_intervention,547222.095,0,547222.095,547222.095,547222.095,547222.095,547222.095
CEA_shingrix_IC_28,28,total_costs_intervention,536506.74,0,536506.74,536506.74,536506.74,536506.74,536506.74
CEA_shingrix_IC_29,29,total_costs_intervention,542935.953,0,542935.953,542935.953,542935.953,542935.953,542935.953
CEA_shingrix_IC_30,30,total_costs_intervention,543601.044,0,543601.044,543601.044,543601.044,543601.044,543601.044
CEA_shingrix_IC_31,31,total_costs_intervention,548995.671,0,548995.671,548995.671,548995.671,548995.671,548995.671
CEA_shingrix_IC_32,32,total_costs_intervention,550843.146,0,550843.146,550843.146,550843.146,550843.146,550843.146
CEA_shingrix_IC_33,33,total_costs_intervention,528747.345,0,528747.345,528747.345,528747.345,528747.345,528747.345
CEA_shingrix_IC_34,34,total_costs_intervention,493423.623,0,493423.623,493423.623,493423.623,493423.623,493423.623
CEA_shingrix_IC_35,35,total_costs_intervention,485738.1269999999,0,485738.1269999999,485738.1269999999,485738.1269999999,485738.1269999999,485738.1269999999
CEA_shingrix_IC_36,36,total_costs_intervention,493940.91599999997,0,493940.91599999997,493940.91599999997,493940.91599999997,493940.91599999997,493940.91599999997
CEA_shingrix_IC_37,37,total_costs_intervention,503473.88699999993,0,503473.88699999993,503473.88699999993,503473.88699999993,503473.88699999993,503473.88699999993
CEA_shingrix_IC_38,38,total_costs_intervention,512193.969,0,512193.969,512193.969,512193.969,512193.969,512193.969
CEA_shingrix_IC_39,39,total_costs_intervention,534437.568,0,534437.568,534437.568,534437.568,534437.568,534437.568
CEA_shingrix_IC_40,40,total_costs_intervention,556607.268,0,556607.268,556607.268,556607.268,556607.268,556607.268
CEA_shingrix_IC_41,41,total_costs_intervention,574564.725,0,574564.725,574564.725,574564.725,574564.725,574564.725
CEA_shingrix_IC_42,42,total_costs_intervention,560893.41,0,560893.41,560893.41,560893.41,560893.41,560893.41
