Scenario,Vaccination_Age,Index,mean,sd,q025,q250,q500,q750,q975
shingrix_IC_age63,63,ICER,2362.5224805673474,2100.0961784619944,-1331.012021708886,975.7537463236437,2203.0040210371453,3553.195786785705,6593.60500702977
shingrix_IC_age64,64,ICER,2394.28475388005,2139.274327782376,-1135.475196661288,1055.4109863356725,2136.58819281979,3525.6369452958825,7119.94604545635
shingrix_IC_age65,65,ICER,2430.6747467022815,2051.558601512146,-1033.1720007332015,1153.61856565058,2237.243982095085,3496.416577808225,6898.26527838533
shingrix_IC_age66,66,ICER,2491.3238645949295,2061.2309250766525,-1175.7385653094968,1214.1215632077701,2342.208964605255,3597.6545784264126,6928.1377990932615
shingrix_IC_age67,67,ICER,2500.237391109605,2116.692560124041,-1387.3120266615606,1208.4183821265501,2380.725541556385,3597.8233863409223,7022.243160615528
shingrix_IC_age68,68,ICER,2619.5266672910707,2167.754597046858,-1224.8363420701519,1260.0149992185725,2502.25453132645,3804.287332584702,7201.179286821975
shingrix_IC_age69,69,ICER,2693.9402920892016,2159.921209812587,-973.1675742670859,1311.6340166245673,2481.79606848827,3824.41974359674,7445.10094744346
shingrix_IC_age70,70,ICER,2686.6393485907224,2290.2541354864056,-1582.8882770387363,1193.0045983198174,2593.702692219405,4023.33767675617,7406.869865503231
shingrix_IC_age71,71,ICER,2702.3724108648016,2262.4174388124547,-1626.8676412467316,1378.5060688931226,2598.8927490998003,3976.867816563175,7509.595899071498
shingrix_IC_age72,72,ICER,2909.1689157205146,2317.1714087318232,-1264.3287754413445,1370.6072286713452,2851.23602386409,4222.9405187977245,7681.806159706678
shingrix_IC_age73,73,ICER,3050.636359832571,2480.129414813428,-993.7453913098005,1482.229878531455,2903.058987722085,4344.9346998357805,8311.025225406527
shingrix_IC_age74,74,ICER,3017.060265667301,2545.76297811578,-1704.4627687348282,1481.13973385682,2891.098368446345,4330.17287771891,8360.001206405826
shingrix_IC_age75,75,ICER,3063.7275467877394,2510.224733492934,-1450.2683336266768,1525.8408136380976,2951.33071683565,4441.842979427911,8439.929839634586
shingrix_IC_age76,76,ICER,3240.6397251838066,2541.145254584498,-1733.3563613666588,1619.7913298603626,3196.120655022275,4668.175445728198,8431.38923912968
shingrix_IC_age77,77,ICER,3412.179697299282,2769.033555427512,-1688.949732461122,1689.353780129325,3331.47879462344,5002.016610449722,9219.7138755300075
shingrix_IC_age78,78,ICER,3681.0437195301133,2853.6608870267364,-1412.772372360507,1798.37499942892,3569.856199300825,5351.4570604115925,9760.86306571089
shingrix_IC_age79,79,ICER,3947.2041194373514,2973.5475961206344,-1601.6029885850296,2080.70654049829,3834.733249867495,5595.41791106293,10095.767415846964
shingrix_IC_age80,80,ICER,4351.955874721114,3215.2814421264793,-1658.2872832033722,2454.0181293421824,4301.825422462075,6164.998633273947,10564.237564306453
shingrix_IC_age81,81,ICER,4773.268513909745,3291.8395349990105,-1478.1664252071664,2703.69039011936,4607.548957077305,6642.2444720243475,11468.728340462361
shingrix_IC_age82,82,ICER,5151.021299200739,3451.0106420349157,-1008.630134120349,2887.8377879602526,5023.035415367885,7399.740472702721,11891.48701640458
shingrix_IC_age83,83,ICER,5771.3134862049,3516.11517455082,-1002.337384312888,3473.6356004537347,5717.73912429012,7786.464366922817,13412.763761267639
shingrix_IC_age84,84,ICER,6585.334824913243,3742.968746188817,-684.3310603504118,4270.304891513864,6474.269990505675,8782.558288289985,14063.790644701481
shingrix_IC_age85,85,ICER,7361.393088370364,3917.0577959678926,279.3860290037693,4913.713991076905,7206.26109868457,9691.377857742584,15869.702709192534
shingrix_IC_age86,86,ICER,8461.560648774546,4230.775020372804,699.3814740676257,5819.4300621757375,8405.864252296986,10914.520189112201,16586.04398271827
shingrix_IC_age87,87,ICER,9776.66291278417,4248.62871914782,2173.53444327815,6990.53041348303,9499.99804257042,12109.536501617175,18487.135724107924
shingrix_IC_age88,88,ICER,10978.344405505391,4691.962805357672,1998.0556479083048,8182.585143838757,10778.986344930701,13534.3696740764,20989.32131832457
shingrix_IC_age89,89,ICER,12659.020013273654,4959.641776197247,4002.8060594444564,9610.980042986284,12530.7022001346,15349.910269866075,23511.743953876703
shingrix_IC_age90,90,ICER,14108.600010367169,5507.110716699153,4536.707326210804,10548.0603060437,13679.892185516252,16807.002616646772,26318.85187727912
shingrix_IC_age50,50,total_QALYs_gained_d,60.09778842762816,11.176042931724632,38.01482276830584,52.75028064725946,60.28017688866275,67.63856920497552,81.0285180465658
shingrix_IC_age51,51,total_QALYs_gained_d,58.53694983446279,10.458194529421988,38.3086154650489,51.53713812181162,58.803496128894494,66.02714426729578,77.62449279287725
shingrix_IC_age52,52,total_QALYs_gained_d,55.88797061151018,9.744081777095298,36.95940465876427,49.010178709815,56.16324539310325,62.80678054569695,73.58948504355133
shingrix_IC_age53,53,total_QALYs_gained_d,54.97256990961957,9.636592479265472,35.30906570166159,48.489596701734584,55.3020545482169,61.73588927884807,73.4139798873508
shingrix_IC_age54,54,total_QALYs_gained_d,54.119775624065845,9.472049133940674,34.76483287545394,47.8870497407207,54.307510218359795,60.9911931865426,71.03233406479181
shingrix_IC_age55,55,total_QALYs_gained_d,52.23163928878449,8.995565173798779,33.880893214658386,46.414846855006054,52.3608697283571,58.381605933869324,68.94099050967316
shingrix_IC_age56,56,total_QALYs_gained_d,50.34921077560362,8.496694973516401,34.22116869273145,44.309356979011575,50.22873731902055,56.44713216174293,66.84720171341651
shingrix_IC_age57,57,total_QALYs_gained_d,48.478456122883806,8.097256928076819,31.97148890067337,42.870080809754796,48.602303885306355,54.547670854892175,63.09342202285102
shingrix_IC_age58,58,total_QALYs_gained_d,48.838591932030646,8.293146963711445,31.791173459583355,43.09618851778485,49.16326324173755,54.800786931054745,63.98265487394251
shingrix_IC_age59,59,total_QALYs_gained_d,48.20961830178742,7.748754363340116,32.83921095181033,43.16044646578588,48.43931247763125,53.8986704950217,61.98149746903309
shingrix_IC_age60,60,total_QALYs_gained_d,46.61413648594722,7.318059464866646,32.20415230660203,41.63462177112877,46.8009296876569,51.46852957072412,60.251011549768
shingrix_IC_age61,61,total_QALYs_gained_d,46.80169324771707,7.552407556771164,31.961735750189764,41.607205067740146,46.89728204052375,52.02479316680822,60.60763298784395
shingrix_IC_age62,62,total_QALYs_gained_d,47.5803234287425,7.6689793374761654,32.714252501854524,42.57666125376717,47.3594864611508,52.94890570763233,61.89313965519574
shingrix_IC_age63,63,total_QALYs_gained_d,48.40802275877583,7.721831501183656,33.47666674663957,43.18784511762905,48.612758337383,53.572976988461875,62.95540557864445
shingrix_IC_age64,64,total_QALYs_gained_d,51.129513024999824,8.201062384357003,34.01231031238948,46.0604824772402,51.7444996894818,57.11167485846572,65.52024345558925
shingrix_IC_age65,65,total_QALYs_gained_d,140.32795493509028,21.72358656039069,95.8725225833243,126.86689246245125,140.770354305098,154.8811731291585,181.45864280716805
shingrix_IC_age66,66,total_QALYs_gained_d,107.25311669920133,16.83886911906484,73.18459036466439,96.1298469820826,107.7119977525245,119.11348025566025,138.13317505548142
shingrix_IC_age67,67,total_QALYs_gained_d,103.00585503474977,15.619809780218112,71.28070563754959,93.47062920110008,103.730743168739,113.25121207486126,131.35250113110118
shingrix_IC_age68,68,total_QALYs_gained_d,101.12990242803265,15.591914079054119,69.72987173905769,91.05924490331338,101.197009844977,111.893632813668,129.61642705133653
shingrix_IC_age69,69,total_QALYs_gained_d,92.53239550420354,14.216529776923807,61.676587586014264,83.37975819633074,93.09881622249719,102.62274810412976,118.93694606312594
shingrix_IC_age70,70,total_QALYs_gained_d,81.18240543531923,12.179317087222568,57.11583143232261,73.63464229327121,81.5788892796427,89.3226856944955,103.53062126657137
shingrix_IC_age71,71,total_QALYs_gained_d,71.7565961851732,10.67253459750768,49.76016881201807,64.71308322423991,72.12436672747044,79.2517926382351,91.89279935137074
shingrix_IC_age72,72,total_QALYs_gained_d,73.0737320250031,11.065788600839577,51.55235526665263,65.60854601823871,73.29947521859066,80.43117361062562,92.95149831015279
shingrix_IC_age73,73,total_QALYs_gained_d,70.931926812759,10.890607299509083,49.07121304785535,63.761297346548155,71.4841197613813,78.65228667750827,89.45144356489307
shingrix_IC_age74,74,total_QALYs_gained_d,67.4366189087357,10.23918695621376,46.33248762720466,60.54990618840163,68.0443393870681,74.60759548849745,87.01540161344174
shingrix_IC_age75,75,total_QALYs_gained_d,62.54499965179884,9.43732949752763,43.51412337852414,55.787571348008946,63.39919996753885,69.20329768350454,80.27494000389751
shingrix_IC_age76,76,total_QALYs_gained_d,57.430335665120964,8.562100716414388,40.198809787448944,52.07309562329513,57.90380936486465,63.03221883285933,73.51264495209566
shingrix_IC_age77,77,total_QALYs_gained_d,52.79729453948123,7.8898186992716886,36.55586590401669,47.9705779813269,53.366602692406005,58.15532101769067,66.55881384616335
shingrix_IC_age78,78,total_QALYs_gained_d,47.41404636847528,7.101049653826573,33.31843346816138,42.7142662955021,47.7669496839944,52.41956940928016,60.78612263968868
shingrix_IC_age79,79,total_QALYs_gained_d,43.592392869222735,6.640375774637968,30.637884774122366,39.34439718374428,43.7123081652214,48.09632826152285,56.100882649996024
shingrix_IC_age80,80,total_QALYs_gained_d,40.800292469983646,6.342013520096953,28.151329714597825,36.605614186571074,41.185052758036846,45.08427854607288,52.877757743080664
shingrix_IC_age81,81,total_QALYs_gained_d,37.35849627441474,5.656424296363739,26.01194250405954,33.643163559092024,37.51734882206655,41.00074592194885,49.063198744158996
shingrix_IC_age82,82,total_QALYs_gained_d,33.29715958790767,5.179948005679033,23.063307631457555,30.0517290192537,33.3097141042999,36.6754693172637,43.340113598792854
shingrix_IC_age83,83,total_QALYs_gained_d,28.550180353120773,4.36169215171535,19.609150096217025,25.846562779045176,28.66581302333585,31.5355963464782,36.40133715538689
shingrix_IC_age84,84,total_QALYs_gained_d,24.416257963820783,3.8060502655910526,16.96262367629654,22.00223953335745,24.4583653838477,26.8987266880293,31.73817646758312
shingrix_IC_age85,85,total_QALYs_gained_d,21.16163588913508,3.5081902705865597,14.236730992127557,18.79471184230095,21.15430872435875,23.5390045287309,27.883115424577255
shingrix_IC_age86,86,total_QALYs_gained_d,18.051859501325993,2.9044354091853717,12.410523177125087,16.091586008912024,18.1622590990281,20.045060836287647,23.641432831520802
shingrix_IC_age87,87,total_QALYs_gained_d,15.017335282890599,2.5124868848331894,10.231573848533323,13.342259071341324,15.049526614147851,16.72403412678633,20.051545215422077
shingrix_IC_age88,88,total_QALYs_gained_d,12.286152780734053,1.934405405110454,8.559035418763536,11.056844219511198,12.26036320977145,13.590707732872975,16.220501578722942
shingrix_IC_age89,89,total_QALYs_gained_d,9.981580384703548,1.67219148564945,6.668685210108601,8.794866052807464,9.984133886995075,11.042999503295425,13.515593294584058
shingrix_IC_age90,90,total_QALYs_gained_d,9.169101229071336,1.592543550531719,6.133064163926677,8.094250388957033,9.166088437875015,10.200894007861125,12.427742525358
shingrix_IC_age50,50,total_costs_intervention,555794.379,0,555794.379,555794.379,555794.379,555794.379,555794.379
shingrix_IC_age51,51,total_costs_intervention,536580.639,0,536580.639,536580.639,536580.639,536580.639,536580.639
shingrix_IC_age52,52,total_costs_intervention,515076.03,0,515076.03,515076.03,515076.03,515076.03,515076.03
shingrix_IC_age53,53,total_costs_intervention,503769.483,0,503769.483,503769.483,503769.483,503769.483,503769.483
shingrix_IC_age54,54,total_costs_intervention,492610.734,0,492610.734,492610.734,492610.734,492610.734,492610.734
shingrix_IC_age55,55,total_costs_intervention,474431.58,0,474431.58,474431.58,474431.58,474431.58,474431.58
shingrix_IC_age56,56,total_costs_intervention,458173.8,0,458173.8,458173.8,458173.8,458173.8,458173.8
shingrix_IC_age57,57,total_costs_intervention,441916.02,0,441916.02,441916.02,441916.02,441916.02,441916.02
shingrix_IC_age58,58,total_costs_intervention,443541.798,0,443541.798,443541.798,443541.798,443541.798,443541.798
shingrix_IC_age59,59,total_costs_intervention,438442.767,0,438442.767,438442.767,438442.767,438442.767,438442.767
shingrix_IC_age60,60,total_costs_intervention,426766.725,0,426766.725,426766.725,426766.725,426766.725,426766.725
shingrix_IC_age61,61,total_costs_intervention,430166.079,0,430166.079,430166.079,430166.079,430166.079,430166.079
shingrix_IC_age62,62,total_costs_intervention,439846.848,0,439846.848,439846.848,439846.848,439846.848,439846.848
shingrix_IC_age63,63,total_costs_intervention,451818.486,0,451818.486,451818.486,451818.486,451818.486,451818.486
shingrix_IC_age64,64,total_costs_intervention,477978.732,0,477978.732,477978.732,477978.732,477978.732,477978.732
shingrix_IC_age65,65,total_costs_intervention,1328203.149,0,1328203.149,1328203.149,1328203.149,1328203.149,1328203.149
shingrix_IC_age66,66,total_costs_intervention,1026038.349,0,1026038.349,1026038.349,1026038.349,1026038.349,1026038.349
shingrix_IC_age67,67,total_costs_intervention,997521.546,0,997521.546,997521.546,997521.546,997521.546,997521.546
shingrix_IC_age68,68,total_costs_intervention,995066.457,0,995066.457,995066.457,995066.457,995066.457,995066.457
shingrix_IC_age69,69,total_costs_intervention,925946.259,0,925946.259,925946.259,925946.259,925946.259,925946.259
shingrix_IC_age70,70,total_costs_intervention,827742.699,0,827742.699,827742.699,827742.699,827742.699,827742.699
shingrix_IC_age71,71,total_costs_intervention,746158.203,0,746158.203,746158.203,746158.203,746158.203,746158.203
shingrix_IC_age72,72,total_costs_intervention,777885.507,0,777885.507,777885.507,777885.507,777885.507,777885.507
shingrix_IC_age73,73,total_costs_intervention,772408.77,0,772408.77,772408.77,772408.77,772408.77,772408.77
shingrix_IC_age74,74,total_costs_intervention,752201.499,0,752201.499,752201.499,752201.499,752201.499,752201.499
shingrix_IC_age75,75,total_costs_intervention,715564.017,0,715564.017,715564.017,715564.017,715564.017,715564.017
shingrix_IC_age76,76,total_costs_intervention,681003.918,0,681003.918,681003.918,681003.918,681003.918,681003.918
shingrix_IC_age77,77,total_costs_intervention,647954.643,0,647954.643,647954.643,647954.643,647954.643,647954.643
shingrix_IC_age78,78,total_costs_intervention,600930.246,0,600930.246,600930.246,600930.246,600930.246,600930.246
shingrix_IC_age79,79,total_costs_intervention,572791.149,0,572791.149,572791.149,572791.149,572791.149,572791.149
shingrix_IC_age80,80,total_costs_intervention,557871.762,0,557871.762,557871.762,557871.762,557871.762,557871.762
shingrix_IC_age81,81,total_costs_intervention,531054.636,0,531054.636,531054.636,531054.636,531054.636,531054.636
shingrix_IC_age82,82,total_costs_intervention,494039.448,0,494039.448,494039.448,494039.448,494039.448,494039.448
shingrix_IC_age83,83,total_costs_intervention,446448.492,0,446448.492,446448.492,446448.492,446448.492,446448.492
shingrix_IC_age84,84,total_costs_intervention,401879.184,0,401879.184,401879.184,401879.184,401879.184,401879.184
shingrix_IC_age85,85,total_costs_intervention,367130.232,0,367130.232,367130.232,367130.232,367130.232,367130.232
shingrix_IC_age86,86,total_costs_intervention,332003.574,0,332003.574,332003.574,332003.574,332003.574,332003.574
shingrix_IC_age87,87,total_costs_intervention,293477.562,0,293477.562,293477.562,293477.562,293477.562,293477.562
shingrix_IC_age88,88,total_costs_intervention,259106.316,0,259106.316,259106.316,259106.316,259106.316,259106.316
shingrix_IC_age89,89,total_costs_intervention,226057.041,0,226057.041,226057.041,226057.041,226057.041,226057.041
shingrix_IC_age90,90,total_costs_intervention,226057.041,0,226057.041,226057.041,226057.041,226057.041,226057.041
shingrix_IC_age50,50,total_net_cost,131729.28744918064,95934.53708230035,-72982.57944536398,75388.3345976176,135581.3797447535,196836.19535980799,309041.9387085243
shingrix_IC_age51,51,total_net_cost,117868.29933915213,88542.20079375923,-67469.0850785987,57010.9781185963,120759.43575348801,179902.1928218595,276452.6520334243
shingrix_IC_age52,52,total_net_cost,110660.01039230371,84219.90350834296,-58828.2487510246,50987.012497975804,111555.00175201299,170580.73084362524,261879.41462402622
shingrix_IC_age53,53,total_net_cost,103488.68169171337,84618.26258995308,-65665.60476055929,50357.5152161471,106588.675330842,162163.967327406,256919.17090671833
shingrix_IC_age54,54,total_net_cost,95775.35078816931,82013.84095866594,-73856.7580433392,40584.355718554776,101211.90657454499,150063.7800532025,250106.17852191566
shingrix_IC_age55,55,total_net_cost,89698.04290565169,82862.43948461667,-84308.26603148543,35836.82633550442,95927.13812334949,147232.76498792,238335.3753996402
shingrix_IC_age56,56,total_net_cost,85647.47352116863,75728.85134972494,-66189.93640155869,35585.90279053785,90731.0482979785,139263.872479242,223847.36562726303
shingrix_IC_age57,57,total_net_cost,86222.59671292278,75306.04516887455,-82832.20756835461,39710.454507819246,91214.68380336405,137236.21901667476,221457.07961908577
shingrix_IC_age58,58,total_net_cost,88225.75173517299,76989.82922354629,-84882.04047640017,43075.40408532671,91069.7937323422,139535.40894410101,228389.31589384883
shingrix_IC_age59,59,total_net_cost,86615.489864808,73059.83629433878,-67394.7943810856,38507.12606326895,91393.7667590914,138618.71314851975,220708.05334309404
shingrix_IC_age60,60,total_net_cost,89394.97889847077,70607.72813812073,-62741.805090524955,46240.189339266224,95716.23280623136,138276.97059419827,208095.88819017567
shingrix_IC_age61,61,total_net_cost,90163.93689128882,72179.49350285792,-65833.48971344973,43682.2349269579,95244.99077474326,141662.77829292425,218547.44535795052
shingrix_IC_age62,62,total_net_cost,93913.88939366996,75333.62114461984,-65805.67762322076,46506.44185088432,101414.622977641,147074.012493488,226936.6039294829
shingrix_IC_age63,63,total_net_cost,101514.63655520705,79274.59582865481,-73744.77417230254,50665.862227084144,108659.703328336,157018.31085977927,236283.59203907123
shingrix_IC_age64,64,total_net_cost,108334.89366382628,83713.66037376305,-67458.47037990658,56659.75013812802,114138.0628286475,165254.25603890076,252289.5837010738
shingrix_IC_age65,65,total_net_cost,306202.76011086284,220721.39309381548,-166295.09726464705,178427.37459288875,323376.2946479535,454576.878312792,701239.6247076244
shingrix_IC_age66,66,total_net_cost,240227.02980119135,172855.98959926653,-143723.30121482132,138721.177266834,256298.828640185,359782.8173053575,542867.831546197
shingrix_IC_age67,67,total_net_cost,232963.75977366502,173906.71535939365,-163720.44928022675,132575.632416836,247263.4315647675,350493.211247655,533952.8229621983
shingrix_IC_age68,68,total_net_cost,239166.28716530398,172486.3553421771,-169025.996457583,138158.58998293726,258126.2747690605,359648.389046982,541483.9751338674
shingrix_IC_age69,69,total_net_cost,226589.91257777202,153473.21412465142,-111655.54635654298,132984.699535871,232678.932093146,335280.3996113665,494208.1780152793
shingrix_IC_age70,70,total_net_cost,197941.52594214986,152079.38580478166,-150095.313683702,104610.16514889125,210751.596263547,307097.5499907215,448769.4358376529
shingrix_IC_age71,71,total_net_cost,176293.1680936734,131007.5630078688,-128397.07470560452,103088.91092807101,189606.87623083,266509.2722558287,399315.83106203616
shingrix_IC_age72,72,total_net_cost,194144.13393477123,137721.8492929572,-102395.9759932645,106390.50847094652,212470.4149020025,289301.695412773,424440.13778274006
shingrix_IC_age73,73,total_net_cost,196692.92271495608,136160.07196853723,-82246.82721038545,110947.38564929175,209109.012380043,289420.32320252823,428961.2628664126
shingrix_IC_age74,74,total_net_cost,184959.13563858825,137340.4250633959,-126259.93251031566,107389.54844965824,198269.5422672635,275202.5638956847,420344.78360420064
shingrix_IC_age75,75,total_net_cost,174888.8151758085,127146.97117801987,-94870.17890435536,101926.77329765375,186034.851270859,258673.85937730677,388184.9742699849
shingrix_IC_age76,76,total_net_cost,171410.32297212782,121639.189099468,-107756.81344530702,98665.75769366715,188682.773236874,255245.70588941302,368545.7740397049
shingrix_IC_age77,77,total_net_cost,165353.2312686326,120560.92248147578,-100531.97940656373,93938.01552104403,179462.86235356348,251364.0986617945,363833.8500327293
shingrix_IC_age78,78,total_net_cost,161473.0310448452,110526.81900092128,-77362.01007998665,91164.39953238827,174011.534439446,240869.08174325127,340474.07587960374
shingrix_IC_age79,79,total_net_cost,159088.84835614977,104560.5389920513,-81231.76168158311,94189.11343997077,172534.5711105225,233102.43534059674,333181.5900451884
shingrix_IC_age80,80,total_net_cost,164452.82981887285,104771.55858863669,-71522.84576320433,103487.77086191776,179957.1946363625,236021.63457185877,338182.6692780457
shingrix_IC_age81,81,total_net_cost,166601.74100146047,98750.5248441907,-61237.44685448288,105372.21147782101,173591.640983074,237987.752505725,327963.759298763
shingrix_IC_age82,82,total_net_cost,160145.29346505518,93446.82506019597,-34505.44539609123,100586.31308470275,173905.7320652705,232388.1882584035,306775.2486762216
shingrix_IC_age83,83,total_net_cost,154759.10900443888,79298.21446732589,-32108.477988500345,104600.40273490801,167682.96091055498,208181.63570954025,287829.4437715137
shingrix_IC_age84,84,total_net_cost,151482.96842908973,71762.25535925271,-18724.540367592046,109841.65280174874,161538.464125044,202757.03992332023,265616.7299102312
shingrix_IC_age85,85,total_net_cost,146766.72797439797,62041.264325044125,7080.983611384051,111801.41688842801,153053.2015148325,190205.5575476415,243318.45069407785
shingrix_IC_age86,86,total_net_cost,144756.73581446294,57191.83733480501,14863.804297244278,109506.88835210024,154091.90937778,186472.9429468445,233842.1331702986
shingrix_IC_age87,87,total_net_cost,139566.47759802235,46331.08414705134,37487.709655213,111911.1394693685,146281.475233374,171349.05786525377,213023.8493896121
shingrix_IC_age88,88,total_net_cost,128671.54543844532,42275.78930535984,27280.423573057407,104754.7050504495,135052.27074027451,157918.62091481447,194271.75918492465
shingrix_IC_age89,89,total_net_cost,120417.9871646689,33471.3896824752,42076.228210946116,101908.13895292801,126128.7644844305,144338.996496559,171411.10663791816
shingrix_IC_age90,90,total_net_cost,123091.45836430675,33030.78373648781,47939.27230165737,103451.97755869926,128375.20207474951,146962.57643733275,175186.1293143008
shingrix_IC_age50,50,total_saved_costs_d,424065.09155081934,95934.53708230036,246752.4402914757,358958.183640192,420212.9992552465,480406.04440238205,628776.9584453641
shingrix_IC_age51,51,total_saved_costs_d,418712.33966084785,88542.20079375923,260127.98696657573,356678.4461781405,415821.2032465115,479569.6608814037,604049.7240785984
shingrix_IC_age52,52,total_saved_costs_d,404416.0196076963,84219.90350834296,253196.61537597375,344495.29915637476,403521.02824798704,464089.0175020241,573904.2787510243
shingrix_IC_age53,53,total_saved_costs_d,400280.8013082866,84618.26258995307,246850.31209328165,341605.515672594,397180.807669158,453411.967783853,569435.0877605596
shingrix_IC_age54,54,total_saved_costs_d,396835.38321183063,82013.84095866594,242504.5554780843,342546.9539467973,391398.827425455,452026.37828144553,566467.4920433387
shingrix_IC_age55,55,total_saved_costs_d,384733.5370943483,82862.43948461667,236096.2046003598,327198.8150120792,378504.4418766505,438594.75366449525,558739.846031485
shingrix_IC_age56,56,total_saved_costs_d,372526.32647883135,75728.85134972494,234326.43437273594,318909.927520758,367442.7517020215,422587.89720946224,524363.7364015587
shingrix_IC_age57,57,total_saved_costs_d,355693.42328707717,75306.04516887455,220458.94038091425,304679.80098332523,350701.33619663597,402205.56549218076,524748.2275683546
shingrix_IC_age58,58,total_saved_costs_d,355316.04626482696,76989.82922354629,215152.48210615115,304006.389055899,352472.0042676575,400466.39391467354,528423.8384764005
shingrix_IC_age59,59,total_saved_costs_d,351827.277135192,73059.83629433878,217734.71365690598,299824.05385148025,347049.00024090847,399935.64093673124,505837.56138108537
shingrix_IC_age60,60,total_saved_costs_d,337371.7461015292,70607.72813812074,218670.8368098243,288489.75440580177,331050.4921937685,380526.535660734,489508.5300905248
shingrix_IC_age61,61,total_saved_costs_d,340002.1421087112,72179.49350285793,211618.63364204948,288503.300707075,334921.08822525654,386483.8440730425,495999.56871345005
shingrix_IC_age62,62,total_saved_costs_d,345932.9586063301,75333.62114461983,212910.24407051707,292772.83550651197,338432.225022359,393340.406149116,505652.52562322054
shingrix_IC_age63,63,total_saved_costs_d,350303.8494447929,79274.59582865483,215534.89396092878,294800.1751402208,343158.782671664,401152.62377291627,525563.2601723021
shingrix_IC_age64,64,total_saved_costs_d,369643.83833617374,83713.66037376306,225689.14829892621,312724.47596109926,363840.6691713525,421318.98186187225,545437.2023799067
shingrix_IC_age65,65,total_saved_costs_d,1022000.3888891371,220721.3930938155,626963.5242923754,873626.270687208,1004826.8543520451,1149775.774407115,1494498.246264645
shingrix_IC_age66,66,total_saved_costs_d,785811.3191988085,172855.9895992665,483170.517453803,666255.5316946425,769739.5203598151,887317.171733166,1169761.6502148241
shingrix_IC_age67,67,total_saved_costs_d,764557.786226335,173906.71535939368,463568.72303780174,647028.334752345,750258.1144352325,864945.913583164,1161241.9952802286
shingrix_IC_age68,68,total_saved_costs_d,755900.1698346961,172486.35534217703,453582.4818661326,635418.067953018,736940.1822309395,856907.8670170627,1164092.453457583
shingrix_IC_age69,69,total_saved_costs_d,699356.3464222279,153473.2141246514,431738.0809847207,590665.8593886335,693267.326906854,792961.559464129,1037601.805356546
shingrix_IC_age70,70,total_saved_costs_d,629801.1730578502,152079.3858047816,378973.263162347,520645.1490092785,616991.1027364531,723132.5338511087,977838.012683702
shingrix_IC_age71,71,total_saved_costs_d,569865.0349063266,131007.56300786881,346842.3719379638,479648.9307441712,556551.32676917,643069.292071929,874555.2777056044
shingrix_IC_age72,72,total_saved_costs_d,583741.3730652287,137721.8492929572,353445.36921725987,488583.811587227,565415.0920979974,671494.9985290535,880281.4829932643
shingrix_IC_age73,73,total_saved_costs_d,575715.8472850439,136160.0719685372,343447.5071335873,482988.4467974717,563299.757619957,661461.3843507082,854655.5972103856
shingrix_IC_age74,74,total_saved_costs_d,567242.3633614117,137340.42506339587,331856.7153957994,476998.9351043153,553931.9567327364,644811.9505503419,878461.4315103155
shingrix_IC_age75,75,total_saved_costs_d,540675.2018241915,127146.97117801984,327379.0427300151,456890.1576226932,529529.165729141,613637.2437023462,810434.1959043557
shingrix_IC_age76,76,total_saved_costs_d,509593.5950278721,121639.189099468,312458.1439602951,425758.212110587,492321.14476312546,582338.160306333,788760.7314453069
