Scenario,Arm,Key,Q_All_d,C_All_d,Q_All_d0,C_All_d0,dE,dC,ICER
Vac_57,SOC,88,5179345.7467716895,0,5179345.7467716895,0,0,0,0
Vac_57,SOC,89,5179394.702791391,0,5179394.702791391,0,0,0,0
Vac_57,SOC,90,5179439.9309199685,0,5179439.9309199685,0,0,0,0
Vac_57,SOC,91,5179355.662274019,0,5179355.662274019,0,0,0,0
Vac_57,SOC,92,5179484.709130427,0,5179484.709130427,0,0,0,0
Vac_57,SOC,93,5179454.28066329,0,5179454.28066329,0,0,0,0
Vac_57,SOC,94,5179453.873472626,0,5179453.873472626,0,0,0,0
Vac_57,SOC,95,5179373.130215361,0,5179373.130215361,0,0,0,0
Vac_57,SOC,96,5179366.842459728,0,5179366.842459728,0,0,0,0
Vac_57,SOC,97,5179414.460261287,0,5179414.460261287,0,0,0,0
Vac_57,SOC,98,5179428.16722971,0,5179428.16722971,0,0,0,0
Vac_57,SOC,99,5179376.308572423,0,5179376.308572423,0,0,0,0
Vac_57,SOC,100,5179437.052460905,0,5179437.052460905,0,0,0,0
Vac_58,SOC,1,5038697.924211747,0,5038697.924211747,0,0,0,0
Vac_58,SOC,2,5038688.267628057,0,5038688.267628057,0,0,0,0
Vac_58,SOC,3,5038551.203643073,0,5038551.203643073,0,0,0,0
Vac_58,SOC,4,5038570.559275579,0,5038570.559275579,0,0,0,0
Vac_58,SOC,5,5038661.994182015,0,5038661.994182015,0,0,0,0
Vac_58,SOC,6,5038615.317228914,0,5038615.317228914,0,0,0,0
Vac_58,SOC,7,5038607.868639833,0,5038607.868639833,0,0,0,0
Vac_58,SOC,8,5038599.711970463,0,5038599.711970463,0,0,0,0
Vac_58,SOC,9,5038612.967101649,0,5038612.967101649,0,0,0,0
Vac_58,SOC,10,5038636.655402612,0,5038636.655402612,0,0,0,0
Vac_58,SOC,11,5038546.871462682,0,5038546.871462682,0,0,0,0
Vac_58,SOC,12,5038579.476383973,0,5038579.476383973,0,0,0,0
Vac_58,SOC,13,5038498.0217868965,0,5038498.0217868965,0,0,0,0
Vac_58,SOC,14,5038549.009033572,0,5038549.009033572,0,0,0,0
Vac_58,SOC,15,5038562.8572874265,0,5038562.8572874265,0,0,0,0
Vac_58,SOC,16,5038581.487879128,0,5038581.487879128,0,0,0,0
Vac_58,SOC,17,5038536.275307164,0,5038536.275307164,0,0,0,0
Vac_58,SOC,18,5038516.41572264,0,5038516.41572264,0,0,0,0
Vac_58,SOC,19,5038585.282967336,0,5038585.282967336,0,0,0,0
Vac_58,SOC,20,5038587.052680014,0,5038587.052680014,0,0,0,0
Vac_58,SOC,21,5038575.551699807,0,5038575.551699807,0,0,0,0
Vac_58,SOC,22,5038511.168764229,0,5038511.168764229,0,0,0,0
Vac_58,SOC,23,5038595.757608396,0,5038595.757608396,0,0,0,0
Vac_58,SOC,24,5038625.183249303,0,5038625.183249303,0,0,0,0
Vac_58,SOC,25,5038652.344105019,0,5038652.344105019,0,0,0,0
Vac_58,SOC,26,5038564.662537608,0,5038564.662537608,0,0,0,0
Vac_58,SOC,27,5038560.137770294,0,5038560.137770294,0,0,0,0
Vac_58,SOC,28,5038583.520672749,0,5038583.520672749,0,0,0,0
Vac_58,SOC,29,5038566.221586403,0,5038566.221586403,0,0,0,0
Vac_58,SOC,30,5038553.524057888,0,5038553.524057888,0,0,0,0
Vac_58,SOC,31,5038542.146514977,0,5038542.146514977,0,0,0,0
Vac_58,SOC,32,5038636.925124603,0,5038636.925124603,0,0,0,0
Vac_58,SOC,33,5038620.982224702,0,5038620.982224702,0,0,0,0
Vac_58,SOC,34,5038637.252992925,0,5038637.252992925,0,0,0,0
Vac_58,SOC,35,5038593.998937567,0,5038593.998937567,0,0,0,0
Vac_58,SOC,36,5038671.361735392,0,5038671.361735392,0,0,0,0
Vac_58,SOC,37,5038596.206047418,0,5038596.206047418,0,0,0,0
Vac_58,SOC,38,5038643.105537798,0,5038643.105537798,0,0,0,0
Vac_58,SOC,39,5038558.089424419,0,5038558.089424419,0,0,0,0
Vac_58,SOC,40,5038569.983497354,0,5038569.983497354,0,0,0,0
Vac_58,SOC,41,5038616.593452708,0,5038616.593452708,0,0,0,0
Vac_58,SOC,42,5038629.822532751,0,5038629.822532751,0,0,0,0
Vac_58,SOC,43,5038607.029100988,0,5038607.029100988,0,0,0,0
Vac_58,SOC,44,5038617.156880905,0,5038617.156880905,0,0,0,0
Vac_58,SOC,45,5038655.228678658,0,5038655.228678658,0,0,0,0
Vac_58,SOC,46,5038658.906873477,0,5038658.906873477,0,0,0,0
Vac_58,SOC,47,5038652.54242359,0,5038652.54242359,0,0,0,0
Vac_58,SOC,48,5038580.8844948495,0,5038580.8844948495,0,0,0,0
Vac_58,SOC,49,5038595.524555784,0,5038595.524555784,0,0,0,0
Vac_58,SOC,50,5038543.490454705,0,5038543.490454705,0,0,0,0
Vac_58,SOC,51,5038617.206878217,0,5038617.206878217,0,0,0,0
Vac_58,SOC,52,5038594.741058949,0,5038594.741058949,0,0,0,0
Vac_58,SOC,53,5038559.937667703,0,5038559.937667703,0,0,0,0
Vac_58,SOC,54,5038553.018559373,0,5038553.018559373,0,0,0,0
Vac_58,SOC,55,5038600.531646725,0,5038600.531646725,0,0,0,0
Vac_58,SOC,56,5038565.23615586,0,5038565.23615586,0,0,0,0
Vac_58,SOC,57,5038593.891272674,0,5038593.891272674,0,0,0,0
Vac_58,SOC,58,5038590.730680083,0,5038590.730680083,0,0,0,0
Vac_58,SOC,59,5038541.60567908,0,5038541.60567908,0,0,0,0
Vac_58,SOC,60,5038515.425256703,0,5038515.425256703,0,0,0,0
Vac_58,SOC,61,5038667.14166495,0,5038667.14166495,0,0,0,0
Vac_58,SOC,62,5038640.032419645,0,5038640.032419645,0,0,0,0
Vac_58,SOC,63,5038578.734561728,0,5038578.734561728,0,0,0,0
Vac_58,SOC,64,5038696.453532923,0,5038696.453532923,0,0,0,0
Vac_58,SOC,65,5038589.123959649,0,5038589.123959649,0,0,0,0
Vac_58,SOC,66,5038618.850310235,0,5038618.850310235,0,0,0,0
Vac_58,SOC,67,5038561.141740179,0,5038561.141740179,0,0,0,0
Vac_58,SOC,68,5038612.309401076,0,5038612.309401076,0,0,0,0
Vac_58,SOC,69,5038569.071402211,0,5038569.071402211,0,0,0,0
Vac_58,SOC,70,5038616.851422368,0,5038616.851422368,0,0,0,0
Vac_58,SOC,71,5038583.910572161,0,5038583.910572161,0,0,0,0
Vac_58,SOC,72,5038640.113705662,0,5038640.113705662,0,0,0,0
Vac_58,SOC,73,5038539.712022523,0,5038539.712022523,0,0,0,0
Vac_58,SOC,74,5038651.925170649,0,5038651.925170649,0,0,0,0
Vac_58,SOC,75,5038508.354560625,0,5038508.354560625,0,0,0,0
Vac_58,SOC,76,5038647.752283958,0,5038647.752283958,0,0,0,0
Vac_58,SOC,77,5038544.229437765,0,5038544.229437765,0,0,0,0
Vac_58,SOC,78,5038608.930043549,0,5038608.930043549,0,0,0,0
Vac_58,SOC,79,5038568.1245937105,0,5038568.1245937105,0,0,0,0
Vac_58,SOC,80,5038617.638669867,0,5038617.638669867,0,0,0,0
Vac_58,SOC,81,5038547.846094845,0,5038547.846094845,0,0,0,0
Vac_58,SOC,82,5038597.824482541,0,5038597.824482541,0,0,0,0
Vac_58,SOC,83,5038571.152246916,0,5038571.152246916,0,0,0,0
Vac_58,SOC,84,5038537.443877587,0,5038537.443877587,0,0,0,0
Vac_58,SOC,85,5038633.28182415,0,5038633.28182415,0,0,0,0
Vac_58,SOC,86,5038600.651860618,0,5038600.651860618,0,0,0,0
Vac_58,SOC,87,5038517.317198699,0,5038517.317198699,0,0,0,0
Vac_58,SOC,88,5038519.477435204,0,5038519.477435204,0,0,0,0
Vac_58,SOC,89,5038560.864557115,0,5038560.864557115,0,0,0,0
Vac_58,SOC,90,5038618.118234229,0,5038618.118234229,0,0,0,0
Vac_58,SOC,91,5038522.414371827,0,5038522.414371827,0,0,0,0
Vac_58,SOC,92,5038657.896265368,0,5038657.896265368,0,0,0,0
Vac_58,SOC,93,5038635.915767052,0,5038635.915767052,0,0,0,0
Vac_58,SOC,94,5038626.707326792,0,5038626.707326792,0,0,0,0
Vac_58,SOC,95,5038550.106371773,0,5038550.106371773,0,0,0,0
Vac_58,SOC,96,5038544.850271271,0,5038544.850271271,0,0,0,0
Vac_58,SOC,97,5038582.32590236,0,5038582.32590236,0,0,0,0
Vac_58,SOC,98,5038599.135068776,0,5038599.135068776,0,0,0,0
Vac_58,SOC,99,5038570.380947264,0,5038570.380947264,0,0,0,0
Vac_58,SOC,100,5038612.462357896,0,5038612.462357896,0,0,0,0
Vac_59,SOC,1,4937389.01673963,0,4937389.01673963,0,0,0,0
Vac_59,SOC,2,4937382.345014218,0,4937382.345014218,0,0,0,0
Vac_59,SOC,3,4937260.411984684,0,4937260.411984684,0,0,0,0
Vac_59,SOC,4,4937249.837078486,0,4937249.837078486,0,0,0,0
Vac_59,SOC,5,4937348.959988339,0,4937348.959988339,0,0,0,0
Vac_59,SOC,6,4937317.764508986,0,4937317.764508986,0,0,0,0
Vac_59,SOC,7,4937292.126282747,0,4937292.126282747,0,0,0,0
Vac_59,SOC,8,4937293.804337321,0,4937293.804337321,0,0,0,0
Vac_59,SOC,9,4937303.6182542965,0,4937303.6182542965,0,0,0,0
Vac_59,SOC,10,4937337.998981845,0,4937337.998981845,0,0,0,0
Vac_59,SOC,11,4937245.807576536,0,4937245.807576536,0,0,0,0
Vac_59,SOC,12,4937273.874400336,0,4937273.874400336,0,0,0,0
Vac_59,SOC,13,4937195.843920437,0,4937195.843920437,0,0,0,0
Vac_59,SOC,14,4937233.246784606,0,4937233.246784606,0,0,0,0
Vac_59,SOC,15,4937251.053789142,0,4937251.053789142,0,0,0,0
Vac_59,SOC,16,4937270.121352817,0,4937270.121352817,0,0,0,0
Vac_59,SOC,17,4937249.53910081,0,4937249.53910081,0,0,0,0
Vac_59,SOC,18,4937226.247026391,0,4937226.247026391,0,0,0,0
Vac_59,SOC,19,4937278.093999457,0,4937278.093999457,0,0,0,0
Vac_59,SOC,20,4937281.619420854,0,4937281.619420854,0,0,0,0
Vac_59,SOC,21,4937280.064024926,0,4937280.064024926,0,0,0,0
Vac_59,SOC,22,4937210.8238526955,0,4937210.8238526955,0,0,0,0
Vac_59,SOC,23,4937299.149705751,0,4937299.149705751,0,0,0,0
Vac_59,SOC,24,4937319.924216805,0,4937319.924216805,0,0,0,0
Vac_59,SOC,25,4937340.592426179,0,4937340.592426179,0,0,0,0
Vac_59,SOC,26,4937261.94348121,0,4937261.94348121,0,0,0,0
Vac_59,SOC,27,4937254.245865877,0,4937254.245865877,0,0,0,0
Vac_59,SOC,28,4937276.852387891,0,4937276.852387891,0,0,0,0
Vac_59,SOC,29,4937268.470771162,0,4937268.470771162,0,0,0,0
Vac_59,SOC,30,4937259.948685546,0,4937259.948685546,0,0,0,0
Vac_59,SOC,31,4937234.19367184,0,4937234.19367184,0,0,0,0
Vac_59,SOC,32,4937338.357632536,0,4937338.357632536,0,0,0,0
Vac_59,SOC,33,4937312.988838374,0,4937312.988838374,0,0,0,0
Vac_59,SOC,34,4937324.986757479,0,4937324.986757479,0,0,0,0
Vac_59,SOC,35,4937286.341360669,0,4937286.341360669,0,0,0,0
Vac_59,SOC,36,4937379.4217938455,0,4937379.4217938455,0,0,0,0
Vac_59,SOC,37,4937288.722812147,0,4937288.722812147,0,0,0,0
Vac_59,SOC,38,4937334.263356401,0,4937334.263356401,0,0,0,0
Vac_59,SOC,39,4937238.182711396,0,4937238.182711396,0,0,0,0
Vac_59,SOC,40,4937260.123849261,0,4937260.123849261,0,0,0,0
Vac_59,SOC,41,4937310.9505192265,0,4937310.9505192265,0,0,0,0
Vac_59,SOC,42,4937330.583023311,0,4937330.583023311,0,0,0,0
Vac_59,SOC,43,4937297.3093446335,0,4937297.3093446335,0,0,0,0
Vac_59,SOC,44,4937321.692355586,0,4937321.692355586,0,0,0,0
Vac_59,SOC,45,4937347.329008866,0,4937347.329008866,0,0,0,0
Vac_59,SOC,46,4937347.102488327,0,4937347.102488327,0,0,0,0
Vac_59,SOC,47,4937339.380988383,0,4937339.380988383,0,0,0,0
Vac_59,SOC,48,4937267.22878496,0,4937267.22878496,0,0,0,0
Vac_59,SOC,49,4937283.5791877005,0,4937283.5791877005,0,0,0,0
Vac_59,SOC,50,4937230.329583804,0,4937230.329583804,0,0,0,0
Vac_59,SOC,51,4937310.267112438,0,4937310.267112438,0,0,0,0
Vac_59,SOC,52,4937282.353735549,0,4937282.353735549,0,0,0,0
Vac_59,SOC,53,4937249.942814767,0,4937249.942814767,0,0,0,0
Vac_59,SOC,54,4937250.299171994,0,4937250.299171994,0,0,0,0
Vac_59,SOC,55,4937295.398984716,0,4937295.398984716,0,0,0,0
Vac_59,SOC,56,4937258.467759187,0,4937258.467759187,0,0,0,0
Vac_59,SOC,57,4937282.301292702,0,4937282.301292702,0,0,0,0
Vac_59,SOC,58,4937278.933882283,0,4937278.933882283,0,0,0,0
Vac_59,SOC,59,4937235.355849133,0,4937235.355849133,0,0,0,0
Vac_59,SOC,60,4937202.544608819,0,4937202.544608819,0,0,0,0
Vac_59,SOC,61,4937345.922449478,0,4937345.922449478,0,0,0,0
Vac_59,SOC,62,4937338.821200874,0,4937338.821200874,0,0,0,0
Vac_59,SOC,63,4937262.670721445,0,4937262.670721445,0,0,0,0
Vac_59,SOC,64,4937389.507154815,0,4937389.507154815,0,0,0,0
Vac_59,SOC,65,4937292.70190067,0,4937292.70190067,0,0,0,0
Vac_59,SOC,66,4937319.220309794,0,4937319.220309794,0,0,0,0
Vac_59,SOC,67,4937256.703985791,0,4937256.703985791,0,0,0,0
Vac_59,SOC,68,4937311.030931491,0,4937311.030931491,0,0,0,0
Vac_59,SOC,69,4937264.019183162,0,4937264.019183162,0,0,0,0
Vac_59,SOC,70,4937312.950725951,0,4937312.950725951,0,0,0,0
Vac_59,SOC,71,4937280.71054407,0,4937280.71054407,0,0,0,0
Vac_59,SOC,72,4937340.146541158,0,4937340.146541158,0,0,0,0
Vac_59,SOC,73,4937235.532781274,0,4937235.532781274,0,0,0,0
Vac_59,SOC,74,4937342.676439781,0,4937342.676439781,0,0,0,0
Vac_59,SOC,75,4937196.366461322,0,4937196.366461322,0,0,0,0
Vac_59,SOC,76,4937337.377858903,0,4937337.377858903,0,0,0,0
Vac_59,SOC,77,4937230.085129317,0,4937230.085129317,0,0,0,0
Vac_59,SOC,78,4937295.134939698,0,4937295.134939698,0,0,0,0
Vac_59,SOC,79,4937261.832567238,0,4937261.832567238,0,0,0,0
Vac_59,SOC,80,4937325.613870854,0,4937325.613870854,0,0,0,0
Vac_59,SOC,81,4937223.453215325,0,4937223.453215325,0,0,0,0
Vac_59,SOC,82,4937289.68669346,0,4937289.68669346,0,0,0,0
Vac_59,SOC,83,4937251.175922211,0,4937251.175922211,0,0,0,0
Vac_59,SOC,84,4937232.566071645,0,4937232.566071645,0,0,0,0
Vac_59,SOC,85,4937310.394240555,0,4937310.394240555,0,0,0,0
Vac_59,SOC,86,4937291.639021393,0,4937291.639021393,0,0,0,0
Vac_59,SOC,87,4937211.0413739495,0,4937211.0413739495,0,0,0,0
Vac_59,SOC,88,4937217.83576656,0,4937217.83576656,0,0,0,0
Vac_59,SOC,89,4937256.398134878,0,4937256.398134878,0,0,0,0
Vac_59,SOC,90,4937307.526251724,0,4937307.526251724,0,0,0,0
Vac_59,SOC,91,4937210.065823274,0,4937210.065823274,0,0,0,0
Vac_59,SOC,92,4937345.589914866,0,4937345.589914866,0,0,0,0
Vac_59,SOC,93,4937327.897865663,0,4937327.897865663,0,0,0,0
Vac_59,SOC,94,4937336.567111221,0,4937336.567111221,0,0,0,0
Vac_59,SOC,95,4937240.781270658,0,4937240.781270658,0,0,0,0
Vac_59,SOC,96,4937241.819086528,0,4937241.819086528,0,0,0,0
Vac_59,SOC,97,4937280.651803588,0,4937280.651803588,0,0,0,0
Vac_59,SOC,98,4937305.068613188,0,4937305.068613188,0,0,0,0
Vac_59,SOC,99,4937276.993604873,0,4937276.993604873,0,0,0,0
Vac_59,SOC,100,4937309.533638823,0,4937309.533638823,0,0,0,0
Vac_60,SOC,1,4747202.379094309,0,4747202.379094309,0,0,0,0
Vac_60,SOC,2,4747187.847335886,0,4747187.847335886,0,0,0,0
Vac_60,SOC,3,4747078.161373511,0,4747078.161373511,0,0,0,0
Vac_60,SOC,4,4747067.288558942,0,4747067.288558942,0,0,0,0
Vac_60,SOC,5,4747156.018636578,0,4747156.018636578,0,0,0,0
Vac_60,SOC,6,4747147.019746216,0,4747147.019746216,0,0,0,0
Vac_60,SOC,7,4747116.041976536,0,4747116.041976536,0,0,0,0
Vac_60,SOC,8,4747103.938081847,0,4747103.938081847,0,0,0,0
Vac_60,SOC,9,4747118.509618496,0,4747118.509618496,0,0,0,0
Vac_60,SOC,10,4747151.991795291,0,4747151.991795291,0,0,0,0
Vac_60,SOC,11,4747057.49792265,0,4747057.49792265,0,0,0,0
Vac_60,SOC,12,4747098.898341161,0,4747098.898341161,0,0,0,0
Vac_60,SOC,13,4747018.614865477,0,4747018.614865477,0,0,0,0
Vac_60,SOC,14,4747050.966143172,0,4747050.966143172,0,0,0,0
Vac_60,SOC,15,4747065.396286138,0,4747065.396286138,0,0,0,0
Vac_60,SOC,16,4747092.6945184255,0,4747092.6945184255,0,0,0,0
Vac_60,SOC,17,4747069.902178702,0,4747069.902178702,0,0,0,0
Vac_60,SOC,18,4747037.167581329,0,4747037.167581329,0,0,0,0
Vac_60,SOC,19,4747092.065995628,0,4747092.065995628,0,0,0,0
Vac_60,SOC,20,4747089.899006026,0,4747089.899006026,0,0,0,0
Vac_60,SOC,21,4747109.959834766,0,4747109.959834766,0,0,0,0
Vac_60,SOC,22,4747026.429843807,0,4747026.429843807,0,0,0,0
Vac_60,SOC,23,4747120.400637537,0,4747120.400637537,0,0,0,0
Vac_60,SOC,24,4747132.031868529,0,4747132.031868529,0,0,0,0
Vac_60,SOC,25,4747155.245328585,0,4747155.245328585,0,0,0,0
Vac_60,SOC,26,4747080.315132266,0,4747080.315132266,0,0,0,0
Vac_60,SOC,27,4747063.277764438,0,4747063.277764438,0,0,0,0
Vac_60,SOC,28,4747098.116965166,0,4747098.116965166,0,0,0,0
Vac_60,SOC,29,4747092.183714398,0,4747092.183714398,0,0,0,0
Vac_60,SOC,30,4747068.46328969,0,4747068.46328969,0,0,0,0
Vac_60,SOC,31,4747063.546878532,0,4747063.546878532,0,0,0,0
Vac_60,SOC,32,4747157.751536019,0,4747157.751536019,0,0,0,0
Vac_60,SOC,33,4747121.373775558,0,4747121.373775558,0,0,0,0
Vac_60,SOC,34,4747141.611174286,0,4747141.611174286,0,0,0,0
Vac_60,SOC,35,4747120.067235978,0,4747120.067235978,0,0,0,0
Vac_60,SOC,36,4747203.913773857,0,4747203.913773857,0,0,0,0
Vac_60,SOC,37,4747098.226633572,0,4747098.226633572,0,0,0,0
Vac_60,SOC,38,4747158.765292964,0,4747158.765292964,0,0,0,0
Vac_60,SOC,39,4747047.142679197,0,4747047.142679197,0,0,0,0
Vac_60,SOC,40,4747075.590365153,0,4747075.590365153,0,0,0,0
Vac_60,SOC,41,4747123.673452076,0,4747123.673452076,0,0,0,0
Vac_60,SOC,42,4747154.737417038,0,4747154.737417038,0,0,0,0
Vac_60,SOC,43,4747116.745293602,0,4747116.745293602,0,0,0,0
Vac_60,SOC,44,4747132.785264967,0,4747132.785264967,0,0,0,0
Vac_60,SOC,45,4747160.99593983,0,4747160.99593983,0,0,0,0
Vac_60,SOC,46,4747172.837023128,0,4747172.837023128,0,0,0,0
Vac_60,SOC,47,4747151.497288487,0,4747151.497288487,0,0,0,0
Vac_60,SOC,48,4747083.127668866,0,4747083.127668866,0,0,0,0
Vac_60,SOC,49,4747100.493704279,0,4747100.493704279,0,0,0,0
Vac_60,SOC,50,4747050.430245091,0,4747050.430245091,0,0,0,0
Vac_60,SOC,51,4747131.735777814,0,4747131.735777814,0,0,0,0
Vac_60,SOC,52,4747100.066209808,0,4747100.066209808,0,0,0,0
Vac_60,SOC,53,4747066.745826543,0,4747066.745826543,0,0,0,0
Vac_60,SOC,54,4747066.781192098,0,4747066.781192098,0,0,0,0
Vac_60,SOC,55,4747111.791915034,0,4747111.791915034,0,0,0,0
Vac_60,SOC,56,4747070.215800098,0,4747070.215800098,0,0,0,0
Vac_60,SOC,57,4747103.554718,0,4747103.554718,0,0,0,0
Vac_60,SOC,58,4747102.943027119,0,4747102.943027119,0,0,0,0
Vac_60,SOC,59,4747048.277286082,0,4747048.277286082,0,0,0,0
Vac_60,SOC,60,4747018.168079782,0,4747018.168079782,0,0,0,0
Vac_60,SOC,61,4747165.621985685,0,4747165.621985685,0,0,0,0
Vac_60,SOC,62,4747147.057010302,0,4747147.057010302,0,0,0,0
Vac_60,SOC,63,4747078.091716275,0,4747078.091716275,0,0,0,0
Vac_60,SOC,64,4747211.498173809,0,4747211.498173809,0,0,0,0
Vac_60,SOC,65,4747122.77084678,0,4747122.77084678,0,0,0,0
Vac_60,SOC,66,4747140.285531562,0,4747140.285531562,0,0,0,0
Vac_60,SOC,67,4747061.585899409,0,4747061.585899409,0,0,0,0
Vac_60,SOC,68,4747122.2693504775,0,4747122.2693504775,0,0,0,0
Vac_60,SOC,69,4747097.774764187,0,4747097.774764187,0,0,0,0
Vac_60,SOC,70,4747121.921282816,0,4747121.921282816,0,0,0,0
Vac_60,SOC,71,4747103.8301049955,0,4747103.8301049955,0,0,0,0
Vac_60,SOC,72,4747155.161681623,0,4747155.161681623,0,0,0,0
Vac_60,SOC,73,4747052.134149861,0,4747052.134149861,0,0,0,0
Vac_60,SOC,74,4747159.2738500135,0,4747159.2738500135,0,0,0,0
Vac_60,SOC,75,4747009.632575563,0,4747009.632575563,0,0,0,0
Vac_60,SOC,76,4747154.6667633,0,4747154.6667633,0,0,0,0
Vac_60,SOC,77,4747045.430497074,0,4747045.430497074,0,0,0,0
Vac_60,SOC,78,4747108.924782453,0,4747108.924782453,0,0,0,0
Vac_60,SOC,79,4747083.59614677,0,4747083.59614677,0,0,0,0
Vac_60,SOC,80,4747149.40920221,0,4747149.40920221,0,0,0,0
Vac_60,SOC,81,4747045.388645005,0,4747045.388645005,0,0,0,0
Vac_60,SOC,82,4747110.28934534,0,4747110.28934534,0,0,0,0
Vac_60,SOC,83,4747066.83796379,0,4747066.83796379,0,0,0,0
Vac_60,SOC,84,4747049.631683439,0,4747049.631683439,0,0,0,0
Vac_60,SOC,85,4747119.431585081,0,4747119.431585081,0,0,0,0
Vac_60,SOC,86,4747105.24556868,0,4747105.24556868,0,0,0,0
Vac_60,SOC,87,4747028.480844394,0,4747028.480844394,0,0,0,0
Vac_60,SOC,88,4747038.196789331,0,4747038.196789331,0,0,0,0
Vac_60,SOC,89,4747068.166307355,0,4747068.166307355,0,0,0,0
Vac_60,SOC,90,4747117.852196584,0,4747117.852196584,0,0,0,0
Vac_60,SOC,91,4747034.897036746,0,4747034.897036746,0,0,0,0
Vac_60,SOC,92,4747154.106472539,0,4747154.106472539,0,0,0,0
Vac_60,SOC,93,4747159.64228429,0,4747159.64228429,0,0,0,0
Vac_60,SOC,94,4747161.45449223,0,4747161.45449223,0,0,0,0
Vac_60,SOC,95,4747059.6799131995,0,4747059.6799131995,0,0,0,0
Vac_60,SOC,96,4747052.832524503,0,4747052.832524503,0,0,0,0
Vac_60,SOC,97,4747112.0137848575,0,4747112.0137848575,0,0,0,0
Vac_60,SOC,98,4747136.1123819975,0,4747136.1123819975,0,0,0,0
Vac_60,SOC,99,4747094.973550461,0,4747094.973550461,0,0,0,0
Vac_60,SOC,100,4747144.277558715,0,4747144.277558715,0,0,0,0
Vac_61,SOC,1,4502844.278923756,0,4502844.278923756,0,0,0,0
Vac_61,SOC,2,4502834.055926542,0,4502834.055926542,0,0,0,0
Vac_61,SOC,3,4502718.679459445,0,4502718.679459445,0,0,0,0
Vac_61,SOC,4,4502730.694995473,0,4502730.694995473,0,0,0,0
Vac_61,SOC,5,4502813.341648922,0,4502813.341648922,0,0,0,0
Vac_61,SOC,6,4502796.360194696,0,4502796.360194696,0,0,0,0
Vac_61,SOC,7,4502759.856291528,0,4502759.856291528,0,0,0,0
Vac_61,SOC,8,4502745.000716299,0,4502745.000716299,0,0,0,0
Vac_61,SOC,9,4502755.923786865,0,4502755.923786865,0,0,0,0
Vac_61,SOC,10,4502796.77378031,0,4502796.77378031,0,0,0,0
Vac_61,SOC,11,4502707.271944633,0,4502707.271944633,0,0,0,0
Vac_61,SOC,12,4502737.479276784,0,4502737.479276784,0,0,0,0
Vac_61,SOC,13,4502662.963279573,0,4502662.963279573,0,0,0,0
Vac_61,SOC,14,4502701.186233731,0,4502701.186233731,0,0,0,0
Vac_61,SOC,15,4502706.196879737,0,4502706.196879737,0,0,0,0
Vac_61,SOC,16,4502748.412087665,0,4502748.412087665,0,0,0,0
Vac_61,SOC,17,4502713.981281105,0,4502713.981281105,0,0,0,0
Vac_61,SOC,18,4502684.593218319,0,4502684.593218319,0,0,0,0
Vac_61,SOC,19,4502730.824801126,0,4502730.824801126,0,0,0,0
Vac_61,SOC,20,4502739.211589454,0,4502739.211589454,0,0,0,0
Vac_61,SOC,21,4502765.198132887,0,4502765.198132887,0,0,0,0
Vac_61,SOC,22,4502675.009200411,0,4502675.009200411,0,0,0,0
Vac_61,SOC,23,4502758.013217925,0,4502758.013217925,0,0,0,0
Vac_61,SOC,24,4502775.173997361,0,4502775.173997361,0,0,0,0
Vac_61,SOC,25,4502796.201922165,0,4502796.201922165,0,0,0,0
Vac_61,SOC,26,4502733.3247534605,0,4502733.3247534605,0,0,0,0
Vac_61,SOC,27,4502706.88269213,0,4502706.88269213,0,0,0,0
Vac_61,SOC,28,4502754.716563169,0,4502754.716563169,0,0,0,0
Vac_61,SOC,29,4502737.498870126,0,4502737.498870126,0,0,0,0
Vac_61,SOC,30,4502729.350828777,0,4502729.350828777,0,0,0,0
Vac_61,SOC,31,4502708.9061611,0,4502708.9061611,0,0,0,0
Vac_61,SOC,32,4502799.060721893,0,4502799.060721893,0,0,0,0
Vac_61,SOC,33,4502743.514771809,0,4502743.514771809,0,0,0,0
Vac_61,SOC,34,4502805.587580438,0,4502805.587580438,0,0,0,0
Vac_61,SOC,35,4502767.972364265,0,4502767.972364265,0,0,0,0
Vac_61,SOC,36,4502853.1639503585,0,4502853.1639503585,0,0,0,0
Vac_61,SOC,37,4502746.992430105,0,4502746.992430105,0,0,0,0
Vac_61,SOC,38,4502809.506650995,0,4502809.506650995,0,0,0,0
Vac_61,SOC,39,4502691.526397861,0,4502691.526397861,0,0,0,0
Vac_61,SOC,40,4502720.024610523,0,4502720.024610523,0,0,0,0
Vac_61,SOC,41,4502773.558764948,0,4502773.558764948,0,0,0,0
Vac_61,SOC,42,4502786.865962017,0,4502786.865962017,0,0,0,0
Vac_61,SOC,43,4502757.396884506,0,4502757.396884506,0,0,0,0
Vac_61,SOC,44,4502768.296491516,0,4502768.296491516,0,0,0,0
Vac_61,SOC,45,4502792.642209487,0,4502792.642209487,0,0,0,0
Vac_61,SOC,46,4502815.603452427,0,4502815.603452427,0,0,0,0
Vac_61,SOC,47,4502803.475265106,0,4502803.475265106,0,0,0,0
Vac_61,SOC,48,4502728.360891837,0,4502728.360891837,0,0,0,0
Vac_61,SOC,49,4502754.578611617,0,4502754.578611617,0,0,0,0
Vac_61,SOC,50,4502702.651247592,0,4502702.651247592,0,0,0,0
Vac_61,SOC,51,4502781.938731652,0,4502781.938731652,0,0,0,0
Vac_61,SOC,52,4502749.949281149,0,4502749.949281149,0,0,0,0
Vac_61,SOC,53,4502712.809466155,0,4502712.809466155,0,0,0,0
