Scenario,Age0,Age1,Arm,Year0,ICER_A,ICER25_A,ICER50_A,ICER75_A,ICER100_A,ICER_Thres_A,ICER_M,ICER25_M,ICER50_M,ICER75_M,ICER100_M,ICER_Thres_M,ICER_L,ICER25_L,ICER50_L,ICER75_L,ICER100_L,ICER_Thres_L,ICER_U,ICER25_U,ICER50_U,ICER75_U,ICER100_U,ICER_Thres_U
Overall,70,80,ReVac_RZV1,2024,14489.56929652114,-583.7225691745039,911.1267959775143,2405.9761611295326,3900.825526281551,20000,14428.101224486933,-582.1844568025527,910.7004575998349,2395.8188805536406,3883.9695624556057,20000,12772.363921464324,-802.801568812078,668.5007385674083,2035.53014984824,3374.0132009959048,19999.999999999996,16578.98678537569,-397.6834035069287,1174.367093305296,2852.9232612826377,4537.149446946995,20000.000000000004
Overall,70,80,ReVac_RZV2,2024,19572.057138038002,911.1267959775143,3900.825526281551,6890.524256585588,9880.222986889625,20000,19490.299647938555,910.7004575998349,3883.9695624556057,6860.648560492165,9839.467076605753,20000,17270.595851209804,668.5007385674083,3374.0132009959048,6034.533372091026,8691.594596892319,19999.999999999996,22329.773413393566,1174.367093305296,4537.149446946995,7966.427122714464,11355.247284907437,20000.000000000004
Overall,70,81,ReVac_RZV1,2024,14730.560338422933,-647.9247007565195,792.759702911219,2233.4441065789574,3674.128510246696,20000,14673.264552789591,-644.9973124805152,791.3819374883203,2229.1897178566196,3659.4648592451094,20000,12961.785903821861,-864.6812566939735,562.9743429094545,1875.3217971667286,3164.527756606885,19999.999999999996,16957.90933217003,-462.7232480806959,1052.1212242312977,2657.839893943063,4285.021272289335,20000.000000000004
Overall,70,81,ReVac_RZV2,2024,19628.887310893242,792.759702911219,3674.128510246696,6555.497317582173,9436.86612491765,20000,19549.464823788403,791.3819374883203,3659.4648592451094,6528.915182928851,9391.84638824392,20000,17289.16341574861,562.9743429094545,3164.527756606885,5724.179058609895,8279.735201532574,19999.999999999996,22544.949400553764,1052.1212242312977,4285.021272289335,7570.456401559272,10874.412222625451,20000.000000000004
Overall,70,82,ReVac_RZV1,2024,15016.762605015278,-708.7744593457071,676.0663275002952,2060.9071143462975,3445.7479011922997,20000,14940.312990590854,-705.2443194917053,675.4517971643302,2059.241306686276,3435.6511620561514,20000,13208.158321331264,-921.3639336106496,445.3428869748044,1714.7516192467317,2947.9125753995354,20000,17226.98487516106,-528.1081254801925,914.8854201190057,2474.628567291935,4051.3840337696424,20000
Overall,70,82,ReVac_RZV2,2024,19725.221280291684,676.0663275002952,3445.7479011922997,6215.429474884304,8985.11104857631,20000,19627.691356659176,675.4517971643302,3435.6511620561514,6190.263087765872,8941.746247777664,20000,17375.628842247235,445.3428869748044,2947.9125753995354,5394.138310906774,7852.867102996792,20000,22583.363517750375,914.8854201190057,4051.3840337696424,7171.373990628199,10329.953634834566,20000
Overall,70,83,ReVac_RZV1,2024,15337.435194712489,-768.7547582009616,557.0393029866741,1882.8333641743097,3208.6274253619454,20000,15253.37099117782,-764.5584064919008,553.64225945354,1877.9595862655885,3198.140627277753,20000,13372.919247608288,-980.7836988718357,329.2876463378398,1544.520605854049,2730.810321987322,20000,17637.10293578409,-584.8478610870669,803.06012229038,2278.286907521228,3783.107578513427,20000
Overall,70,83,ReVac_RZV2,2024,19845.13500275045,557.0393029866741,3208.6274253619454,5860.215547737217,8511.803670112487,20000,19735.31373893655,553.64225945354,3198.140627277753,5833.814472085412,8470.610105786312,20000,17379.997389144763,329.2876463378398,2730.810321987322,5057.507181897213,7397.232711904723,20000,22822.723886039257,803.06012229038,3783.107578513427,6805.288983786629,9827.71466440503,20000
Overall,70,84,ReVac_RZV1,2024,15684.137595238419,-828.2789724659235,433.8995599225031,1696.0780923109296,2958.256624699356,20000,15619.093154546155,-824.4564893935783,428.94307721062273,1687.696310945019,2943.9921177097403,20000,13608.643779112796,-1037.8608454407463,198.57324423694178,1355.0273983318875,2500.702212593628,20000,18131.862133623647,-638.9579060375809,686.8402461564676,2099.897198751937,3515.022341537097,20000
Overall,70,84,ReVac_RZV2,2024,19975.544605359068,433.8995599225031,2958.256624699356,5482.613689476209,8006.970754253062,20000,19880.386103542256,428.94307721062273,2943.9921177097403,5453.969138094202,7974.017362173215,20000,17368.256557912566,198.57324423694178,2500.702212593628,4690.193722774432,6923.009150726218,20000,23055.775933550984,686.8402461564676,3515.022341537097,6417.2946492001065,9305.754146316718,20000
Overall,70,85,ReVac_RZV1,2024,16045.879846293234,-886.7991986289975,305.97963433143457,1498.7584672918667,2691.537300252299,20000,15975.399037364352,-884.2130048670608,302.3199198778193,1485.906092072128,2675.286388499451,20000,13891.469190516456,-1108.9915910487512,68.87757702573417,1151.1747824048482,2233.194817829824,20000,18603.38747549832,-692.7034718380957,560.1076032880967,1912.375944376273,3252.6471842357405,20000
Overall,70,85,ReVac_RZV2,2024,20101.327878358705,305.97963433143457,2691.537300252299,5077.094966173163,7462.6526320940275,20000,20017.33481290332,302.3199198778193,2675.286388499451,5056.998307870179,7436.322788395753,20000,17432.01010733984,68.87757702573417,2233.194817829824,4321.886364889874,6401.360135410319,20000,23268.111794475455,560.1076032880967,3252.6471842357405,5969.532510352823,8724.067619831823,20000
Overall,70,86,ReVac_RZV1,2024,16415.78513846123,-945.2366001634227,171.94551874474482,1289.1276376529124,2406.3097565610797,20000,16361.42368474316,-943.1813170547764,167.8585281955283,1274.723040965985,2387.929820810099,20000,14130.885037854923,-1165.881899956353,-78.9467160476386,949.6506465751665,1958.3582725303943,19999.999999999996,19147.9967374371,-742.1108705421389,435.9303515334652,1694.1624851726535,2978.0917521890256,20000.000000000004
Overall,70,86,ReVac_RZV2,2024,20214.204342749,171.94551874474482,2406.3097565610797,4640.673994377415,6875.0382321937495,20000,20137.894583000736,167.8585281955283,2387.929820810099,4625.872869395981,6852.383891038116,20000,17429.458071588087,-78.9467160476386,1958.3582725303943,3911.5506294536103,5868.484317273967,19999.999999999996,23526.238519442242,435.9303515334652,2978.0917521890256,5541.278700929913,8118.035550501961,20000.000000000004
Overall,70,87,ReVac_RZV1,2024,16775.766572103475,-1005.2523252467737,29.62149347777599,1064.4953122023257,2099.369130926875,20000,16731.798768136818,-1003.1202313122864,24.299628867734747,1049.5007076598147,2077.473632826235,20000,14390.305850459707,-1228.8837475047108,-215.4188437751886,733.4344426272537,1655.4340661494225,19999.999999999996,19700.71441255349,-796.5414251697993,302.1722986106587,1475.9258492976855,2649.8495324080322,20000.000000000004
Overall,70,87,ReVac_RZV2,2024,20294.337555766946,29.62149347777599,2099.369130926875,4169.116768375975,6238.864405825074,20000,20237.93967662539,24.299628867734747,2077.473632826235,4147.159730020088,6217.58520312636,20000,17408.04650623693,-215.4188437751886,1655.4340661494225,3462.166381314278,5271.432940369132,19999.999999999996,23785.894816129454,302.1722986106587,2649.8495324080322,5053.328407370184,7444.95609605872,20000.000000000004
Overall,70,88,ReVac_RZV1,2024,17118.10920161566,-1065.0946295736633,-118.74660814769265,827.601413278278,1773.9494347042487,20000,17053.27730197739,-1061.184564710702,-120.68349270378863,813.1607580083698,1755.539349727846,20000,14589.490691822637,-1300.3285518360558,-361.36319429461423,506.10883942710126,1339.7620564911667,19999.999999999996,20267.254371568346,-858.4462575693587,150.63877420071466,1229.4552876927023,2317.725672370165,20000.000000000004
