Scenario,Year,Index,Group,L,M,U
Scheduled,2042,IncHZ,80u,0.002386262712604808,0.002516562429306155,0.002712326695990454
Scheduled,2042,IncPHN,All,1.1423477001503538e-4,1.201609987587111e-4,1.2721744154408152e-4
Scheduled,2042,IncPHN,60u,1.471324937083828e-4,1.5536314811528428e-4,1.6758924783194285e-4
Scheduled,2042,IncPNH,80u,2.1037972095488814e-4,2.283731645003243e-4,2.4451699105206703e-4
Scheduled,2043,N,All,59507973.292836465,59507973.292836465,59507973.292836465
Scheduled,2043,N,60u,17964325,17964325,17964325
Scheduled,2043,N,80u,4846041,4846041,4846041
Scheduled,2043,IncHZ,All,0.0032205878331010352,0.003293106903685508,0.003371327460910589
Scheduled,2043,IncHZ,60u,0.0022096170571127612,0.002326505843354068,0.002500703189296748
Scheduled,2043,IncHZ,80u,0.0022933489144749365,0.002427148112853608,0.002628240071971911
Scheduled,2043,IncPHN,All,1.135692431567477e-4,1.1958066607672835e-4,1.2669135554684653e-4
Scheduled,2043,IncPHN,60u,1.447306536245625e-4,1.5287201501892173e-4,1.6574891207529968e-4
Scheduled,2043,IncPNH,80u,2.0303820193146857e-4,2.2063839832652337e-4,2.374652471571093e-4
Scheduled,2044,N,All,59600112.80976739,59600112.80976739,59600112.80976739
Scheduled,2044,N,60u,18068623,18068623,18068623
Scheduled,2044,N,80u,4978859,4978859,4978859
Scheduled,2044,IncHZ,All,0.0032112037867584333,0.0032836610656340956,0.0033626913882203683
Scheduled,2044,IncHZ,60u,0.0021817634463689346,0.0022983501077245803,0.002474314260048971
Scheduled,2044,IncHZ,80u,0.0022086437413170413,0.002345885426301651,0.002553980276889654
Scheduled,2044,IncPHN,All,1.1303021560581398e-4,1.1906506287057817e-4,1.2634415517782488e-4
Scheduled,2044,IncPHN,60u,1.426894503929004e-4,1.506847327979515e-4,1.639006185934949e-4
Scheduled,2044,IncPNH,80u,1.9557530976690562e-4,2.1321612913988413e-4,2.3073776042553733e-4
Scheduled,2045,N,All,59688179.00570769,59688179.00570769,59688179.00570769
Scheduled,2045,N,60u,18187133,18187133,18187133
Scheduled,2045,N,80u,5111869,5111869,5111869
Scheduled,2045,IncHZ,All,0.0032027854406585636,0.0032751041394681627,0.0033557673635110936
Scheduled,2045,IncHZ,60u,0.0021553827241035037,0.0022741235717874814,0.002452254454128195
Scheduled,2045,IncHZ,80u,0.0021331270183204565,0.0022797539186310547,0.0024895247648471525
Scheduled,2045,IncPHN,All,1.1255116188598843e-4,1.1859857772887963e-4,1.2591283475191556e-4
Scheduled,2045,IncPHN,60u,1.4080699392293012e-4,1.4876773356154138e-4,1.621610259160148e-4
Scheduled,2045,IncPNH,80u,1.8895638024734657e-4,2.066488805568567e-4,2.248279723080009e-4
Scheduled,2046,N,All,59771251.5885225,59771251.5885225,59771251.5885225
Scheduled,2046,N,60u,18304488,18304488,18304488
Scheduled,2046,N,80u,5235283,5235283,5235283
Scheduled,2046,IncHZ,All,0.0031951797705992214,0.0032681137340563517,0.003349392709830902
Scheduled,2046,IncHZ,60u,0.0021342519661726443,0.0022533292330961813,0.002434208396770111
Scheduled,2046,IncHZ,80u,0.002060657138056108,0.002214700324759922,0.002429515163590042
Scheduled,2046,IncPHN,All,1.1211297557202614e-4,1.1817479175688729e-4,1.255318400902057e-4
Scheduled,2046,IncPHN,60u,1.390750526781502e-4,1.4719606793640134e-4,1.60631248804154e-4
Scheduled,2046,IncPNH,80u,1.8315187318527346e-4,2.0000688430042222e-4,2.1935480195101729e-4
Scheduled,2047,N,All,59848259.03156813,59848259.03156813,59848259.03156813
Scheduled,2047,N,60u,18414100,18414100,18414100
Scheduled,2047,N,80u,5354018,5354018,5354018
Scheduled,2047,IncHZ,All,0.0031885499866663738,0.0032616175339019718,0.003342651123988554
Scheduled,2047,IncHZ,60u,0.0021168208373778,0.002234627940780436,0.0024180378734610427
Scheduled,2047,IncHZ,80u,0.001996813814856527,0.00215252355949003,0.0023752127867121275
Scheduled,2047,IncPHN,All,1.1170177060299678e-4,1.1782841602877268e-4,1.2523256865916777e-4
Scheduled,2047,IncPHN,60u,1.3763041472972416e-4,1.4570248737306768e-4,1.5930247657974605e-4
Scheduled,2047,IncPNH,80u,1.7763660958328042e-4,1.943589658469233e-4,2.1396702007487922e-4
Scheduled,2048,N,All,59918074.20475488,59918074.20475488,59918074.20475488
Scheduled,2048,N,60u,18539193,18539193,18539193
Scheduled,2048,N,80u,5460391,5460391,5460391
Scheduled,2048,IncHZ,All,0.0031816874907948534,0.0032546905546168244,0.0033344459419627566
Scheduled,2048,IncHZ,60u,0.0021022690838005385,0.0022194715221089643,0.0024049538298577446
Scheduled,2048,IncHZ,80u,0.0019400224867028638,0.0020948259648282275,0.002325404117627163
Scheduled,2048,IncPHN,All,1.1134390535073108e-4,1.1751116156265397e-4,1.2493842801336068e-4
Scheduled,2048,IncPHN,60u,1.363058567871532e-4,1.4424529217971227e-4,1.581276184672199e-4
Scheduled,2048,IncPNH,80u,1.721627247262042e-4,1.894346940598822e-4,2.0966509540386994e-4
Scheduled,2049,N,All,59979888.31324713,59979888.31324713,59979888.31324713
Scheduled,2049,N,60u,18655593,18655593,18655593
Scheduled,2049,N,80u,5561670,5561670,5561670
Scheduled,2049,IncHZ,All,0.003175344184684341,0.003249042196841719,0.0033269512200828875
Scheduled,2049,IncHZ,60u,0.002089255813535104,0.002205930888416133,0.002392371027155381
Scheduled,2049,IncHZ,80u,0.001890917420331829,0.002048199055719788,0.0022833201798940486
Scheduled,2049,IncPHN,All,1.1101277666466594e-4,1.1725279733288125e-4,1.2481340310110974e-4
Scheduled,2049,IncPHN,60u,1.351287179210587e-4,1.4313556812150797e-4,1.569576090861949e-4
Scheduled,2049,IncPNH,80u,1.6782910990336818e-4,1.8529261941218164e-4,2.0589983283666365e-4
Scheduled,2050,N,All,60033257.21197521,60033257.21197521,60033257.21197521
Scheduled,2050,N,60u,18776005,18776005,18776005
Scheduled,2050,N,80u,5644521,5644521,5644521
Scheduled,2050,IncHZ,All,0.0031689158512506243,0.0032437062037951295,0.0033207323415475666
Scheduled,2050,IncHZ,60u,0.0020777421148446586,0.0021949876197618493,0.0023817048930349634
Scheduled,2050,IncHZ,80u,0.0018479764892995899,0.002007791055306584,0.002247598647529226
Scheduled,2050,IncPHN,All,1.1074145102291524e-4,1.1701911988453145e-4,1.2469922964461252e-4
Scheduled,2050,IncPHN,60u,1.3403558851456468e-4,1.420736833197889e-4,1.5581912242689346e-4
Scheduled,2050,IncPNH,80u,1.643664786479141e-4,1.8182546943435737e-4,2.024677525004493e-4
"Scheduled + [80, 85)",2012,N,All,53493729,53493729,53493729
"Scheduled + [80, 85)",2012,N,60u,12069402,12069402,12069402
"Scheduled + [80, 85)",2012,N,80u,2507928,2507928,2507928
"Scheduled + [80, 85)",2012,IncHZ,All,0.004436500813955701,0.004534160725002663,0.004601830829492901
"Scheduled + [80, 85)",2012,IncHZ,60u,0.007365312392857466,0.007413433467593737,0.0074739843676828585
"Scheduled + [80, 85)",2012,IncHZ,80u,0.009340744246705654,0.009448156357317286,0.009560726103271189
"Scheduled + [80, 85)",2012,IncPHN,All,1.8355159898444798e-4,1.909363543019315e-4,1.9902852982649395e-4
"Scheduled + [80, 85)",2012,IncPHN,60u,4.7886793641790666e-4,4.905315776459324e-4,5.018951655968364e-4
"Scheduled + [80, 85)",2012,IncPNH,80u,8.204056157088272e-4,8.559903886612246e-4,8.881422806014019e-4
"Scheduled + [80, 85)",2013,N,All,53853469,53853469,53853469
"Scheduled + [80, 85)",2013,N,60u,12244950,12244950,12244950
"Scheduled + [80, 85)",2013,N,80u,2538132,2538132,2538132
"Scheduled + [80, 85)",2013,IncHZ,All,0.004390010358126479,0.00448646312481513,0.004551666995247612
"Scheduled + [80, 85)",2013,IncHZ,60u,0.007117263739197566,0.007165637767434121,0.007227936527673006
"Scheduled + [80, 85)",2013,IncHZ,80u,0.009248964466234924,0.009354004627135619,0.009468428970260076
"Scheduled + [80, 85)",2013,IncPHN,All,1.8019065659508968e-4,1.8748220904711392e-4,1.9565394844210307e-4
"Scheduled + [80, 85)",2013,IncPHN,60u,4.6242512964332643e-4,4.731576580077406e-4,4.84017673050402e-4
"Scheduled + [80, 85)",2013,IncPNH,80u,8.126463350292324e-4,8.480118885486094e-4,8.787841138845963e-4
"Scheduled + [80, 85)",2014,N,All,54302951.3490557,54302951.3490557,54302951.3490557
"Scheduled + [80, 85)",2014,N,60u,12451639,12451639,12451639
"Scheduled + [80, 85)",2014,N,80u,2589877,2589877,2589877
"Scheduled + [80, 85)",2014,IncHZ,All,0.004348346023935724,0.004446449043209083,0.004508211115755817
"Scheduled + [80, 85)",2014,IncHZ,60u,0.006899227371931389,0.006950558303507557,0.007010719632598329
"Scheduled + [80, 85)",2014,IncHZ,80u,0.009076569222122747,0.00918730067643293,0.009290749168159971
"Scheduled + [80, 85)",2014,IncPHN,All,1.7768743373116144e-4,1.849019374472071e-4,1.9289136610179313e-4
"Scheduled + [80, 85)",2014,IncPHN,60u,4.4689882099695037e-4,4.5753269322620465e-4,4.684651359454477e-4
"Scheduled + [80, 85)",2014,IncPNH,80u,7.976758748729844e-4,8.315510079779415e-4,8.649871551728789e-4
"Scheduled + [80, 85)",2015,N,All,54778660.292393945,54778660.292393945,54778660.292393945
"Scheduled + [80, 85)",2015,N,60u,12616293,12616293,12616293
"Scheduled + [80, 85)",2015,N,80u,2621589,2621589,2621589
"Scheduled + [80, 85)",2015,IncHZ,All,0.004310492647754292,0.004410951213090833,0.004468081769652462
"Scheduled + [80, 85)",2015,IncHZ,60u,0.00670564886944976,0.006765199286678813,0.006818644904556776
"Scheduled + [80, 85)",2015,IncHZ,80u,0.008848092965685938,0.008958641430735501,0.009058146858294631
"Scheduled + [80, 85)",2015,IncPHN,All,1.752368192254397e-4,1.81959208990158e-4,1.899167916756572e-4
"Scheduled + [80, 85)",2015,IncPHN,60u,4.320793560076869e-4,4.4311635788364884e-4,4.535247665719811e-4
"Scheduled + [80, 85)",2015,IncPNH,80u,7.785884279609351e-4,8.109182846450364e-4,8.418796260089745e-4
"Scheduled + [80, 85)",2016,N,All,55244709.34552622,55244709.34552622,55244709.34552622
"Scheduled + [80, 85)",2016,N,60u,12813814,12813814,12813814
"Scheduled + [80, 85)",2016,N,80u,2673451,2673451,2673451
"Scheduled + [80, 85)",2016,IncHZ,All,0.004278648127781684,0.004379248247526774,0.004437856088364566
"Scheduled + [80, 85)",2016,IncHZ,60u,0.006536614454415733,0.0065969890423191345,0.006650056324064144
"Scheduled + [80, 85)",2016,IncHZ,80u,0.008566761673022415,0.00868258028245009,0.008785224446532998
"Scheduled + [80, 85)",2016,IncPHN,All,1.7305743470871933e-4,1.7968481586505845e-4,1.873719106362791e-4
"Scheduled + [80, 85)",2016,IncPHN,60u,4.195449222976729e-4,4.306949861199174e-4,4.406010382453588e-4
"Scheduled + [80, 85)",2016,IncPNH,80u,7.540257875901541e-4,7.846494379143802e-4,8.126981894498593e-4
"Scheduled + [80, 85)",2017,N,All,55580263.551905476,55580263.551905476,55580263.551905476
"Scheduled + [80, 85)",2017,N,60u,13013431,13013431,13013431
"Scheduled + [80, 85)",2017,N,80u,2721910,2721910,2721910
"Scheduled + [80, 85)",2017,IncHZ,All,0.004246698777069759,0.004346330183205236,0.004405956136613591
"Scheduled + [80, 85)",2017,IncHZ,60u,0.006357235608210364,0.006419366874723081,0.006473161623629519
"Scheduled + [80, 85)",2017,IncHZ,80u,0.00826275700419933,0.00837495110484645,0.008467410737927129
"Scheduled + [80, 85)",2017,IncPHN,All,1.7096196026796803e-4,1.7724415873648464e-4,1.850043002558622e-4
"Scheduled + [80, 85)",2017,IncPHN,60u,4.0675834095617444e-4,4.176473151347295e-4,4.2615705031491416e-4
"Scheduled + [80, 85)",2017,IncPNH,80u,7.268608323666961e-4,7.555839121705637e-4,7.830111119036067e-4
"Scheduled + [80, 85)",2018,N,All,55918704.81235852,55918704.81235852,55918704.81235852
"Scheduled + [80, 85)",2018,N,60u,13223627,13223627,13223627
"Scheduled + [80, 85)",2018,N,80u,2768734,2768734,2768734
"Scheduled + [80, 85)",2018,IncHZ,All,0.0042212327681863115,0.004319483762478189,0.004377678862089086
"Scheduled + [80, 85)",2018,IncHZ,60u,0.006199246717462665,0.006263797233492548,0.006317214463250089
"Scheduled + [80, 85)",2018,IncHZ,80u,0.00792254453915418,0.008037665143366308,0.008129407450344286
"Scheduled + [80, 85)",2018,IncPHN,All,1.6881458835320192e-4,1.7502739926096827e-4,1.8300383896910181e-4
"Scheduled + [80, 85)",2018,IncPHN,60u,3.947163223767543e-4,4.0503326562827584e-4,0.00041353292420954303
"Scheduled + [80, 85)",2018,IncPNH,80u,6.991241377307247e-4,7.236489685224455e-4,7.52617932470747e-4
"Scheduled + [80, 85)",2019,N,All,56211072.81072051,56211072.81072051,56211072.81072051
"Scheduled + [80, 85)",2019,N,60u,13465551,13465551,13465551
"Scheduled + [80, 85)",2019,N,80u,2836964,2836964,2836964
"Scheduled + [80, 85)",2019,IncHZ,All,0.004202788278800112,0.004298741843513552,0.004356947575675759
"Scheduled + [80, 85)",2019,IncHZ,60u,0.0060730387318710544,0.006134304835099002,0.006194596936985418
"Scheduled + [80, 85)",2019,IncHZ,80u,0.007582336490312696,0.007696066154378858,0.00778419162100344
"Scheduled + [80, 85)",2019,IncPHN,All,1.6736950611603006e-4,1.7365572409713668e-4,1.8146730795136297e-4
"Scheduled + [80, 85)",2019,IncPHN,60u,3.844705677126252e-4,3.945728792212943e-4,4.034512723645309e-4
"Scheduled + [80, 85)",2019,IncPNH,80u,6.692832818967486e-4,6.917368517143196e-4,7.194473567927969e-4
"Scheduled + [80, 85)",2020,N,All,56437241.85089297,56437241.85089297,56437241.85089297
"Scheduled + [80, 85)",2020,N,60u,13660832,13660832,13660832
"Scheduled + [80, 85)",2020,N,80u,2855599,2855599,2855599
"Scheduled + [80, 85)",2020,IncHZ,All,0.004184174678267459,0.004278434772678215,0.004336404718673992
"Scheduled + [80, 85)",2020,IncHZ,60u,0.005953508108842003,0.006017945305051692,0.006077456512325307
"Scheduled + [80, 85)",2020,IncHZ,80u,0.007233550761965574,0.007343236050079415,0.007438909947582423
"Scheduled + [80, 85)",2020,IncPHN,All,1.6585639271451597e-4,1.7194172460830825e-4,1.7982474276772615e-4
"Scheduled + [80, 85)",2020,IncPHN,60u,3.7415647397207524e-4,3.84965513879933e-4,3.931060846039053e-4
"Scheduled + [80, 85)",2020,IncPNH,80u,6.385811438227009e-4,6.586709825025737e-4,6.864287687301423e-4
"Scheduled + [80, 85)",2021,N,All,56632003.14928431,56632003.14928431,56632003.14928431
"Scheduled + [80, 85)",2021,N,60u,14030495,14030495,14030495
"Scheduled + [80, 85)",2021,N,80u,2868643,2868643,2868643
"Scheduled + [80, 85)",2021,IncHZ,All,0.00417489793167421,0.004269792118202427,0.0043282293783166075
"Scheduled + [80, 85)",2021,IncHZ,60u,0.005851547138628361,0.00592005512255778,0.005977846827371057
"Scheduled + [80, 85)",2021,IncHZ,80u,0.006894377483554085,0.007006916794551551,0.00710527429808798
"Scheduled + [80, 85)",2021,IncPHN,All,1.6522405240636912e-4,1.713018695073337e-4,1.788506823214053e-4
"Scheduled + [80, 85)",2021,IncPHN,60u,3.644656655170866e-4,3.753355899148566e-4,3.835125995049519e-4
"Scheduled + [80, 85)",2021,IncPNH,80u,6.089519649684344e-4,6.288963149435869e-4,6.556372735942461e-4
"Scheduled + [80, 85)",2022,N,All,56834252.806983784,56834252.806983784,56834252.806983784
"Scheduled + [80, 85)",2022,N,60u,14287697,14287697,14287697
"Scheduled + [80, 85)",2022,N,80u,2909899,2909899,2909899
"Scheduled + [80, 85)",2022,IncHZ,All,0.004161350717616362,0.004255792387318179,0.004314428567813162
"Scheduled + [80, 85)",2022,IncHZ,60u,0.005761759584959269,0.005832000686857141,0.005892792462930048
"Scheduled + [80, 85)",2022,IncHZ,80u,0.006470625005859373,0.006593572455911034,0.006699356380082703
"Scheduled + [80, 85)",2022,IncPHN,All,1.641761913769024e-4,1.7020694847249746e-4,1.7791363828506882e-4
"Scheduled + [80, 85)",2022,IncPHN,60u,3.5632416159477466e-4,3.6706401387092454e-4,3.7590798297292574e-4
"Scheduled + [80, 85)",2022,IncPNH,80u,5.70911787696672e-4,5.91764357931282e-4,6.178460065184985e-4
"Scheduled + [80, 85)",2023,N,All,57045501.619796,57045501.619796,57045501.619796
"Scheduled + [80, 85)",2023,N,60u,14568372,14568372,14568372
"Scheduled + [80, 85)",2023,N,80u,2989402,2989402,2989402
"Scheduled + [80, 85)",2023,IncHZ,All,0.004065114302967201,0.0041547535512453035,0.0042169634413126746
"Scheduled + [80, 85)",2023,IncHZ,60u,0.0053445771302531395,0.005412921110018123,0.005468486432292131
"Scheduled + [80, 85)",2023,IncHZ,80u,0.005866028007188794,0.005965639940775813,0.006058950070343627
"Scheduled + [80, 85)",2023,IncPHN,All,1.5885423793770407e-4,1.650754149995906e-4,1.7285470309137655e-4
"Scheduled + [80, 85)",2023,IncPHN,60u,3.314868467371744e-4,3.4122059570621747e-4,3.48865535274434e-4
"Scheduled + [80, 85)",2023,IncPNH,80u,5.137006986358171e-4,5.353628525487368e-4,5.595383432041344e-4
"Scheduled + [80, 85)",2024,N,All,57245043.862556264,57245043.862556264,57245043.862556264
"Scheduled + [80, 85)",2024,N,60u,14857500,14857500,14857500
"Scheduled + [80, 85)",2024,N,80u,3086634,3086634,3086634
"Scheduled + [80, 85)",2024,IncHZ,All,0.003982714134093093,0.004072579075231456,0.004134574660234686
"Scheduled + [80, 85)",2024,IncHZ,60u,0.004996494883218999,0.005066547753611339,0.005120073056906684
"Scheduled + [80, 85)",2024,IncHZ,80u,0.00534082634800301,0.005435157380676364,0.0055391447521103854
"Scheduled + [80, 85)",2024,IncPHN,All,1.5406375238746038e-4,1.6007956955707114e-4,1.6711503541974446e-4
"Scheduled + [80, 85)",2024,IncPHN,60u,3.096297078837915e-4,3.180731982687393e-4,3.25606116482461e-4
"Scheduled + [80, 85)",2024,IncPNH,80u,4.6724087451324785e-4,4.858491532285579e-4,5.094008753241106e-4
"Scheduled + [80, 85)",2025,N,All,57430157.31964595,57430157.31964595,57430157.31964595
"Scheduled + [80, 85)",2025,N,60u,15145928,15145928,15145928
"Scheduled + [80, 85)",2025,N,80u,3175049,3175049,3175049
"Scheduled + [80, 85)",2025,IncHZ,All,0.003907982260190324,0.003997755591327634,0.0040612927143025435
"Scheduled + [80, 85)",2025,IncHZ,60u,0.004706738077422558,0.00476777819642294,0.004834170135607642
"Scheduled + [80, 85)",2025,IncHZ,80u,0.004891136539150826,0.004996829338107085,0.005117925040429799
"Scheduled + [80, 85)",2025,IncPHN,All,1.4984568058588137e-4,1.5572532399257155e-4,1.6241966106009348e-4
"Scheduled + [80, 85)",2025,IncPHN,60u,2.907472580736581e-4,2.982032067317446e-4,3.052567762802681e-4
"Scheduled + [80, 85)",2025,IncPNH,80u,4.3017674201098623e-4,4.4656612510068005e-4,4.6602695925290934e-4
"Scheduled + [80, 85)",2026,N,All,57601892.44014474,57601892.44014474,57601892.44014474
"Scheduled + [80, 85)",2026,N,60u,15420096,15420096,15420096
"Scheduled + [80, 85)",2026,N,80u,3266699,3266699,3266699
"Scheduled + [80, 85)",2026,IncHZ,All,0.003848876169871679,0.003935626904632267,0.003997999494195978
"Scheduled + [80, 85)",2026,IncHZ,60u,0.004450781910080674,0.0045185180123438855,0.00459084924476778
"Scheduled + [80, 85)",2026,IncHZ,80u,0.004502440824829981,0.004628954195778715,0.004752189882005965
"Scheduled + [80, 85)",2026,IncPHN,All,1.459422118687022e-4,1.5184153615306704e-4,1.5858220458089454e-4
"Scheduled + [80, 85)",2026,IncPHN,60u,2.739425287861607e-4,2.8134752167644145e-4,2.8754415489945056e-4
"Scheduled + [80, 85)",2026,IncPNH,80u,3.985810035822787e-4,4.1307507734745537e-4,4.320186095154334e-4
"Scheduled + [80, 85)",2027,N,All,57759291.13835117,57759291.13835117,57759291.13835117
"Scheduled + [80, 85)",2027,N,60u,15686789,15686789,15686789
"Scheduled + [80, 85)",2027,N,80u,3465462,3465462,3465462
"Scheduled + [80, 85)",2027,IncHZ,All,0.003791370231112435,0.0038758428530740767,0.003937086094234473
"Scheduled + [80, 85)",2027,IncHZ,60u,0.004212429365455226,0.004294009132016361,0.0043787043828197895
"Scheduled + [80, 85)",2027,IncHZ,80u,0.0041266993341484755,0.004281888202326914,0.0044125523347284664
"Scheduled + [80, 85)",2027,IncPHN,All,1.427023504243694e-4,1.4799696674939024e-4,1.5490216593356184e-4
"Scheduled + [80, 85)",2027,IncPHN,60u,2.581868679616253e-4,2.6563766922345e-4,2.724776853564387e-4
"Scheduled + [80, 85)",2027,IncPNH,80u,3.674434655653282e-4,3.8323740317613574e-4,4.0054037065827107e-4
"Scheduled + [80, 85)",2028,N,All,57907855.55779924,57907855.55779924,57907855.55779924
"Scheduled + [80, 85)",2028,N,60u,15935441,15935441,15935441
"Scheduled + [80, 85)",2028,N,80u,3610900,3610900,3610900
"Scheduled + [80, 85)",2028,IncHZ,All,0.0036866864807510984,0.0037673970318912067,0.0038312898794998266
"Scheduled + [80, 85)",2028,IncHZ,60u,0.003822258008374293,0.0039015944233870893,0.0039988324775640845
"Scheduled + [80, 85)",2028,IncHZ,80u,0.00384093263446592,0.003995166539164581,0.004146836101189537
"Scheduled + [80, 85)",2028,IncPHN,All,1.3743362050033675e-4,1.4294676335252612e-4,1.4996736888031213e-4
"Scheduled + [80, 85)",2028,IncPHN,60u,2.378754321495076e-4,2.450186893978194e-4,2.529626582233264e-4
"Scheduled + [80, 85)",2028,IncPNH,80u,3.4252447698729024e-4,3.573475759736007e-4,3.7614333410392314e-4
"Scheduled + [80, 85)",2029,N,All,58047670.585551575,58047670.585551575,58047670.585551575
"Scheduled + [80, 85)",2029,N,60u,16175605,16175605,16175605
"Scheduled + [80, 85)",2029,N,80u,3720376,3720376,3720376
"Scheduled + [80, 85)",2029,IncHZ,All,0.003592964564133708,0.0036729271669160304,0.003738237655440622
"Scheduled + [80, 85)",2029,IncHZ,60u,0.003479964084897191,0.0035711766845577817,0.003682367699680559
"Scheduled + [80, 85)",2029,IncHZ,80u,0.003606252261600551,0.003762532317268346,0.0039166357073432525
"Scheduled + [80, 85)",2029,IncPHN,All,1.328766454558957e-4,1.3840034655520717e-4,1.4558608747683742e-4
"Scheduled + [80, 85)",2029,IncPHN,60u,2.1874361278253262e-4,2.2755400004874203e-4,2.3583768023563892e-4
"Scheduled + [80, 85)",2029,IncPNH,80u,3.208287072993814e-4,3.3731729220889213e-4,3.550395288538052e-4
"Scheduled + [80, 85)",2030,N,All,58179177.32993071,58179177.32993071,58179177.32993071
"Scheduled + [80, 85)",2030,N,60u,16389315,16389315,16389315
"Scheduled + [80, 85)",2030,N,80u,3808128,3808128,3808128
"Scheduled + [80, 85)",2030,IncHZ,All,0.003514931711317038,0.0035882190759024745,0.00365964137883701
"Scheduled + [80, 85)",2030,IncHZ,60u,0.003189901860068024,0.003291448876523359,0.003418321637531447
"Scheduled + [80, 85)",2030,IncHZ,80u,0.003401778547756619,0.0035582892412257695,0.003731906387085866
"Scheduled + [80, 85)",2030,IncPHN,All,1.289110411073846e-4,1.3420463706370034e-4,1.4187481832145701e-4
"Scheduled + [80, 85)",2030,IncPHN,60u,2.0276473554780945e-4,2.117296417841282e-4,2.2157701769679055e-4
"Scheduled + [80, 85)",2030,IncPNH,80u,3.0365618743098655e-4,3.2034738370241155e-4,3.3865249843129824e-4
"Scheduled + [80, 85)",2031,N,All,58302960.44968728,58302960.44968728,58302960.44968728
"Scheduled + [80, 85)",2031,N,60u,16611952,16611952,16611952
"Scheduled + [80, 85)",2031,N,80u,3877704,3877704,3877704
"Scheduled + [80, 85)",2031,IncHZ,All,0.0034432184021086706,0.003516229039857598,0.003592023605694949
"Scheduled + [80, 85)",2031,IncHZ,60u,0.0029574270928393975,0.0030580460135260154,0.00319541976183837
"Scheduled + [80, 85)",2031,IncHZ,80u,0.0032246771226411277,0.0033801884486142,0.003562753457014071
"Scheduled + [80, 85)",2031,IncPHN,All,1.2510480933670325e-4,1.3074427982100095e-4,1.382670331235726e-4
"Scheduled + [80, 85)",2031,IncPHN,60u,1.8886510632142993e-4,1.9826447792940175e-4,2.083891054841732e-4
"Scheduled + [80, 85)",2031,IncPNH,80u,2.8857826925690253e-4,3.049438207026235e-4,3.2352592880738524e-4
"Scheduled + [80, 85)",2032,N,All,58419412.46477923,58419412.46477923,58419412.46477923
"Scheduled + [80, 85)",2032,N,60u,16802646,16802646,16802646
"Scheduled + [80, 85)",2032,N,80u,3935412,3935412,3935412
"Scheduled + [80, 85)",2032,IncHZ,All,0.0033837042253568486,0.003454504395355915,0.003533446511049728
"Scheduled + [80, 85)",2032,IncHZ,60u,0.002760913633015302,0.0028644031696599074,0.003010246251908443
"Scheduled + [80, 85)",2032,IncHZ,80u,0.0030747969294707207,0.0032314863082024527,0.0034096617560932328
"Scheduled + [80, 85)",2032,IncPHN,All,1.2209111117919495e-4,1.2767646016493872e-4,1.351519284805699e-4
"Scheduled + [80, 85)",2032,IncPHN,60u,1.7722614301692274e-4,1.8646476852497473e-4,1.9690783888225475e-4
"Scheduled + [80, 85)",2032,IncPNH,80u,2.74252246003773e-4,2.918218564178219e-4,3.103334267641703e-4
"Scheduled + [80, 85)",2033,N,All,58529151.816488974,58529151.816488974,58529151.816488974
"Scheduled + [80, 85)",2033,N,60u,16955359,16955359,16955359
"Scheduled + [80, 85)",2033,N,80u,3997061,3997061,3997061
"Scheduled + [80, 85)",2033,IncHZ,All,0.0033459864464037915,0.003419721842719885,0.0034974407658878246
"Scheduled + [80, 85)",2033,IncHZ,60u,0.0026404042629774326,0.00274469339397601,0.0029003564586779075
"Scheduled + [80, 85)",2033,IncHZ,80u,0.0028701702197298246,0.0030277779748804417,0.0032184883539166393
"Scheduled + [80, 85)",2033,IncPHN,All,1.1996269139907282e-4,0.00012572089065024839,1.3284904394046768e-4
"Scheduled + [80, 85)",2033,IncPHN,60u,1.6974770260642875e-4,1.7865532907356799e-4,1.8927799922021263e-4
"Scheduled + [80, 85)",2033,IncPNH,80u,2.55594334000953e-4,2.745600977187789e-4,2.906312230730076e-4
"Scheduled + [80, 85)",2034,N,All,58633224.54834486,58633224.54834486,58633224.54834486
"Scheduled + [80, 85)",2034,N,60u,17071667,17071667,17071667
"Scheduled + [80, 85)",2034,N,80u,4056390,4056390,4056390
"Scheduled + [80, 85)",2034,IncHZ,All,0.003315710353077125,0.0033900092626157237,0.0034701288371584487
"Scheduled + [80, 85)",2034,IncHZ,60u,0.002534088645652143,0.0026415809666747786,0.0028081501734354723
"Scheduled + [80, 85)",2034,IncHZ,80u,0.002686386115307902,0.0028454627051475168,0.0030591961807053545
"Scheduled + [80, 85)",2034,IncPHN,All,1.1809127807409396e-4,1.2396610799933895e-4,1.3094932364925835e-4
"Scheduled + [80, 85)",2034,IncPHN,60u,1.6276813657694345e-4,1.7234134283167246e-4,1.8263758780027648e-4
"Scheduled + [80, 85)",2034,IncPNH,80u,2.3855131672040157e-4,2.5892827324475165e-4,2.7578090780856605e-4
"Scheduled + [80, 85)",2035,N,All,58733536.07774301,58733536.07774301,58733536.07774301
"Scheduled + [80, 85)",2035,N,60u,17169741,17169741,17169741
"Scheduled + [80, 85)",2035,N,80u,4107296,4107296,4107296
"Scheduled + [80, 85)",2035,IncHZ,All,0.0032915167807928453,0.003363596921883168,0.003445493412970301
"Scheduled + [80, 85)",2035,IncHZ,60u,0.0024430511925640983,0.00255688859629993,0.00272884456019494
"Scheduled + [80, 85)",2035,IncHZ,80u,0.0025284473308659658,0.0026858402133366475,0.0029256717393837213
