Scenario,Age0,Arm,Year0,ICER_A,ICER25_A,ICER50_A,ICER75_A,ICER100_A,ICER_Thres_A,ICER_M,ICER25_M,ICER50_M,ICER75_M,ICER100_M,ICER_Thres_M,ICER_L,ICER25_L,ICER50_L,ICER75_L,ICER100_L,ICER_Thres_L,ICER_U,ICER25_U,ICER50_U,ICER75_U,ICER100_U,ICER_Thres_U
Vac_67,67,Vac_2d,2024,12952.492005106056,2694.60362523602,6968.723783515202,11242.843941794383,15516.964100073565,20000,12202.72120856441,2514.595394128033,6538.4786817930035,10573.10019178845,14651.089874490306,20000,7326.666350635309,1228.301340548315,3782.463187813019,6320.301172945428,8796.242072428715,19999.999999999996,23538.5484227423,5088.795742119035,12815.894727943207,20502.168917307914,28089.660161917105,20000.000000000004
Vac_68,68,Vac_1d,2024,6819.364527860137,887.2768588319678,3358.9800542603716,5830.6832496887755,8302.38644511718,20000,6412.644941905938,835.8520147512128,3145.8857571851163,5471.982377173987,7814.166496851599,20000,3445.991718823019,4.238826872810586,1488.974181264321,2884.1382203013127,4282.754269050869,19999.999999999996,12732.11866455882,2120.2652986586745,6537.363196412161,10988.704439502508,15347.18810447636,20000
Vac_68,68,Vac_2d,2024,12834.899239887285,2626.238720233571,6879.847270089285,11133.455819945,15387.064369800713,20000,12100.973802322183,2463.83278651412,6471.430244495334,10493.762004915494,14520.785466259487,20000,7333.864747705617,1226.9928989775854,3788.177220571831,6326.029187719225,8851.198650298229,19999.999999999996,23036.623935569998,4922.086027640764,12629.842117470007,20053.017678052332,27512.033321846484,20000.000000000004
Vac_69,69,Vac_1d,2024,6721.128153468863,822.2305807570984,3280.1045693870005,5737.978558016903,8195.852546646805,20000,6324.230618409023,772.0604979643003,3073.889022266795,5392.407983680965,7719.595166325931,20000,3485.2420286616443,-14.1674030856922,1494.62592841509,2903.20567717779,4346.6753912209415,20000,12443.78118707724,1974.0932368396511,6340.187886990276,10701.073336081889,15166.07755092913,20000
Vac_69,69,Vac_2d,2024,12751.637758834966,2565.4396829241605,6809.68888122033,11053.938079516498,15298.187277812667,20000,12025.61645575536,2394.4876246185904,6418.039015206701,10433.220688449966,14413.389914825897,20000,7399.225320963111,1214.990529292877,3803.7900634312036,6374.836780550928,8920.441203192982,19999.999999999996,22720.876315690584,4796.641141861131,12321.496098020598,19733.467179349132,27201.99002020276,20000.000000000004
Vac_70,70,Vac_1d,2024,6641.051989161077,759.7736064165983,3210.306265893464,5660.83892537033,8111.371584847196,20000,6249.339658822653,709.1625787313324,3015.247824497998,5322.561478976553,7651.67932510058,20000,3522.8425701843234,-24.790176447257608,1498.579127505553,2941.8841159004073,4399.110075000578,19999.999999999996,12312.284047175117,1848.9202854511414,6137.835051932973,10462.448992008656,14986.146985233985,20000.000000000004
Vac_70,70,Vac_2d,2024,12703.215111532185,2512.2798434238853,6758.502871802343,11004.725900180802,15250.94892855926,20000,11957.076556379445,2342.5418500856294,6356.393941616916,10379.403459879206,14355.854021559524,20000,7467.813747250864,1231.4830429281797,3833.0765519385523,6413.735873460055,9041.824890695174,19999.999999999996,22547.647505143752,4710.3563898401935,12186.407819976359,19596.938060608576,26973.71167194651,20000.000000000004
Vac_71,71,Vac_1d,2024,6579.747686860131,699.7826658380211,3149.7680912639003,5599.753516689779,8049.738942115659,20000,6179.839949403564,645.5095982472457,2948.2316723273034,5263.5099114224595,7562.967241964683,20000,3551.2271761843226,-39.75357302906499,1495.8732164699834,2961.37357436598,4405.442788522311,19999.999999999996,12094.992338376096,1716.5904268181196,5931.173382483229,10256.148826885277,14701.283426970827,20000.000000000004
Vac_71,71,Vac_2d,2024,12691.258034543018,2466.9640874221027,6727.086565389151,10987.209043356199,15247.331521323247,20000,11943.473093225153,2297.884668355603,6351.459860189016,10347.2275890692,14332.055699916727,20000,7526.78703633611,1233.260062161242,3859.8657026538817,6500.22554319846,9067.311850683902,19999.999999999996,22374.603152495936,4627.04674031911,11990.221460540444,19404.76113995134,26829.366171312842,20000.000000000004
Vac_72,72,Vac_1d,2024,6537.15420798614,641.4378446768851,3097.9863293890744,5554.534814101265,8011.083298813453,20000,6143.433463425865,586.1417001856191,2905.460043258686,5228.402811840196,7553.270175621172,20000,3597.446427433014,-67.9737046593771,1503.831702150347,2988.658515075211,4484.896303332516,19999.999999999996,11837.29465144399,1596.2468628335,5779.010777865457,10113.319407012059,14644.974185345487,20000.000000000004
Vac_72,72,Vac_2d,2024,12716.723936600129,2429.027153635352,6715.567479870676,11002.107806106,15288.648132341323,20000,11963.200175831998,2258.8889320832322,6348.951171514457,10346.339280456332,14359.122477750527,20000,7631.0456015595255,1232.3017271313624,3913.805202214843,6564.194595094998,9212.565364460046,19999.999999999996,22356.17165564463,4515.8426453470165,11936.688148702084,19379.176367946755,26957.75898949158,20000.000000000004
Vac_73,73,Vac_1d,2024,6515.276955035958,586.1069330410284,3056.5944422055823,5527.081951370136,7997.56946053469,20000,6124.435968048298,537.5155193264306,2878.601658330439,5190.368231423975,7552.936578698156,20000,3634.8040519200044,-86.72853665386143,1526.139763363713,3032.9852940652017,4536.670529359885,19999.999999999996,11847.780442495952,1513.45952413645,5597.11392960446,10010.294108477006,14336.50555601819,20000.000000000004
Vac_73,73,Vac_2d,2024,12782.628621637923,2400.059523867496,6726.129981271841,11052.200438676186,15378.27089608053,20000,12018.232921176324,2242.8604786934584,6355.9019537636,10417.861121584068,14456.179486331746,20000,7752.051899384357,1245.4199803611693,3959.455318549847,6670.171503670478,9358.05583832704,19999.999999999996,22352.247684950693,4429.854217675218,11848.804685482919,19445.866871862054,26735.368443388103,20000.000000000004
Vac_74,74,Vac_1d,2024,6515.137963345516,533.8671638969023,3026.063330333825,5518.259496770747,8010.455663207669,20000,6146.048405636515,485.9290379152228,2832.487189937452,5184.587580382774,7570.569264760527,20000,3685.5855220282,-110.5832616311546,1530.4002213023402,3083.2219894694745,4590.7232252512285,19999.999999999996,11793.392963112226,1387.822873167245,5500.585656618362,10039.43860327408,14356.697356766314,20000.000000000004
Vac_74,74,Vac_2d,2024,12891.320711996435,2380.5563181540533,6760.041482255046,11139.526646356038,15519.01181045703,20000,12110.285584010444,2226.0133760523177,6398.332025125941,10473.388442286472,14597.007746009142,20000,7895.695119777881,1260.7263809164483,4029.1397376597783,6790.846861797924,9552.424828793057,19999.999999999996,22255.576463522502,4382.384972676953,11878.69685128929,19369.196121207846,26649.966755790374,20000.000000000004
Vac_75,75,Vac_1d,2024,6537.959899252897,483.69950499415853,3006.3080026019666,5528.916500209774,8051.524997817582,20000,6171.005924201576,439.9378807271659,2809.434469961259,5209.654219123442,7625.769065696304,20000,3746.6360492892263,-114.18148694273908,1555.9302444729874,3131.3019057739198,4674.632071188159,19999.999999999996,11629.193458750118,1315.9992705749378,5454.107466689548,9873.998171363633,14262.429406197027,20000.000000000004
Vac_75,75,Vac_2d,2024,13046.755512195077,2370.367949420763,6818.862767243394,11267.357585066025,15715.852402888657,20000,12269.155793909125,2230.2092482842218,6433.805588124396,10613.289146606914,14786.711688109135,20000,8051.855685181047,1275.3011283484038,4101.239897401161,6940.848785278171,9749.163347201516,19999.999999999996,22360.965443968493,4327.177584796082,11857.632861749267,19446.413467127953,26732.793409229293,20000.000000000004
Vac_76,76,Vac_1d,2024,6587.483882278187,438.53599581484127,3000.5976151745685,5562.659234534296,8124.720853894023,20000,6246.918082351138,396.54966537630753,2807.4030058676685,5264.361924965042,7704.25538927508,20000,3806.312673502616,-134.78600103014261,1586.879030275285,3173.3450949830203,4754.85728966261,19999.999999999996,11527.522700005511,1219.528085942681,5400.728936419378,9807.516179244165,14150.534260647319,20000.000000000004
Vac_76,76,Vac_2d,2024,13253.826071335689,2372.6465205090076,6906.471333353458,11440.296146197908,15974.120959042359,20000,12487.762397504775,2245.2833115107715,6509.513992267506,10786.794855403421,15059.12446987313,20000,8220.977650975201,1296.8332758473716,4209.358778214949,7078.206265772014,9923.50468962401,19999.999999999996,22628.594086740653,4294.230193743615,11877.127916691737,19402.51532153617,27260.703357953244,20000.000000000004
Vac_77,77,Vac_1d,2024,6666.193534352869,397.83976366782406,3009.653834786593,5621.4679059053615,8233.281977024131,20000,6313.25630480287,357.9925156666419,2825.5963770941676,5302.74329616041,7785.552496509799,20000,3896.92273172317,-163.01176014540422,1617.5430245424095,3243.4294021147316,4854.207961188416,19999.999999999996,11668.48690468311,1159.5070926393234,5463.120759813076,9915.30320018489,14304.678442788309,20000.000000000004
Vac_77,77,Vac_2d,2024,13518.54604422293,2387.946273724903,7025.696178099081,11663.44608247326,16301.195986847437,20000,12749.46983497561,2252.289852545683,6621.719265071255,10992.662339090683,15372.728919420297,20000,8393.671552311302,1326.3227112765244,4305.018010297793,7254.954843934984,10176.704034197744,19999.999999999996,23109.563155811134,4289.163125406355,11988.248252123167,19869.545242165645,27832.4199537654,20000.000000000004
Vac_78,78,Vac_1d,2024,6777.741086244906,363.18018935682505,3035.913896393525,5708.647603430226,8381.381310466926,20000,6408.634833666441,324.734371891176,2842.136862536595,5381.767921089653,7932.380083323358,20000,3990.1975325221906,-183.64953105883737,1651.9164811032592,3321.971407796103,5015.572214459226,19999.999999999996,11744.50570786769,1118.0131549556133,5560.084824867652,10038.71831982011,14394.8625871994,20000.000000000004
Vac_78,78,Vac_2d,2024,13847.325130940824,2418.6362560057287,7180.589953895352,11942.543651784976,16704.4973496746,20000,13098.904933042631,2273.512290279749,6776.563612506639,11283.27870277115,15781.298062074933,20000,8676.697270637182,1367.4982169575392,4405.946969636229,7443.431274036259,10494.004772962347,19999.999999999996,23397.492231556436,4264.266153286925,12217.169547904938,20279.173579498016,28182.998241273002,20000.000000000004
Vac_79,79,Vac_1d,2024,6925.473418977029,335.98326817534087,3081.604164342711,5827.225060510081,8572.84595667745,20000,6558.154686812888,295.8019438458855,2882.9123940150657,5514.035385656048,8117.090575871001,20000,4112.5653144179605,-194.35355413932265,1733.4549757479588,3435.5972029182644,5137.410560353837,19999.999999999996,12091.613849228577,1060.0509171213766,5580.113267044322,10237.252896785705,14919.748497563563,20000.000000000004
Vac_79,79,Vac_2d,2024,14246.014752590461,2466.8438676530354,7374.831736376963,12282.81960510089,17190.807473824818,20000,13503.320875048987,2332.8925521642554,6966.737398860447,11635.083102312601,16279.314290357066,20000,8889.579844932758,1412.8813513686198,4568.408829456192,7674.901329723283,10754.398095639048,19999.999999999996,23847.068970908873,4376.036822797255,12540.352179687006,20603.93892360589,28785.771762299348,20000.000000000004
Vac_80,80,Vac_1d,2024,7116.023204956791,317.42659690427473,3150.1751835928235,5982.9237702813725,8815.67235696992,20000,6717.0182651832365,277.8052724310729,2964.905466219282,5645.900960487295,8318.295354001504,20000,4280.704063558899,-198.8043486493533,1809.090833027812,3577.1654889494407,5325.803909255716,19999.999999999996,12318.701299738597,1032.3559657551398,5600.101655304801,10400.459742989979,15171.951737794669,20000.000000000004
Vac_80,80,Vac_2d,2024,14727.738307018417,2535.6544157526005,7615.68937044669,12695.724325140782,17775.75927983487,20000,13923.03858022806,2391.639388514745,7186.488802388418,11985.716312090466,16804.43261402456,20000,9156.218948884307,1468.184738598315,4674.8634050101655,7876.500135245791,11076.353853490129,19999.999999999996,24612.71468565167,4451.114089640855,12869.657835252632,21196.90156837129,29735.140916551292,20000.000000000004
Vac_81,81,Vac_1d,2024,7348.318649008938,307.8628981722757,3241.386127687552,6174.909357202828,9108.432586718103,20000,6930.456624829967,272.5889640488998,3060.198320833631,5826.686163237297,8604.098001629693,20000,4403.45471396014,-211.32231806066417,1878.4150371498977,3696.170905325202,5500.105666996421,19999.999999999996,12461.383584404293,1038.0268085769376,5721.691976218484,10537.880371690275,15349.344103630763,20000.000000000004
Vac_81,81,Vac_2d,2024,15290.837362416338,2625.226837604633,7902.5645562761765,13179.90227494772,18457.239993619263,20000,14461.582053746191,2492.9787605688434,7452.319799330895,12470.737586346073,17478.591812485174,20000,9462.177231526004,1513.2518699304078,4856.462542629223,8145.232101354635,11439.662888140607,19999.999999999996,25335.1715402819,4627.461137897266,13223.98631432411,21831.367482879192,30527.650587426393,20000.000000000004
Vac_82,82,Vac_1d,2024,7632.90506747175,312.61677219357796,3362.7368952261495,6412.857018258721,9462.977141291292,20000,7209.195049588727,280.1478592076443,3149.3324950573024,6052.268371017855,8947.480106891066,20000,4625.65357245058,-214.50584422225947,1940.1550924584692,3845.5707779941004,5757.114461563135,19999.999999999996,12868.065454134708,1054.415535739553,5897.491491915168,10892.545868430369,15831.344832691218,20000.000000000004
Vac_82,82,Vac_2d,2024,15951.870560968448,2742.5302547056913,8246.42204898184,13750.313843257989,19254.205637534138,20000,15066.960711008083,2597.994071256181,7801.214060728254,13005.850977322538,18209.655067412572,20000,9904.653958213921,1579.0447156914167,5092.340972004708,8526.946964064195,11990.312445230864,19999.999999999996,26536.510069249973,4743.262181195816,13716.033139117455,22944.965649940164,31971.595830615926,20000.000000000004
Vac_83,83,Vac_1d,2024,7966.4628883339265,327.47091245955306,3510.384235740542,6693.297559021531,9876.21088230252,20000,7531.970776507285,295.24319169688727,3298.204428906655,6319.352279179784,9354.911128581036,20000,4816.85480360915,-235.24363500888515,1967.7703547011547,4016.168861490252,6018.8531211408545,19999.999999999996,13362.644131158893,1047.3390848766792,6130.859670025507,11394.116070313188,16516.548576409958,20000.000000000004
Vac_83,83,Vac_2d,2024,16709.325907445513,2884.0180870516915,8644.563012215784,14405.107937379877,20165.652862543968,20000,15789.485635450888,2724.234643520987,8202.220145656484,13623.96465909239,19047.42583682134,20000,10371.24432170349,1633.491858230093,5337.531439519256,8957.103857449229,12493.657637227225,19999.999999999996,27870.61518215473,4981.606086006009,14433.387417264927,24060.57590002688,33584.74505244833,20000.000000000004
Vac_84,84,Vac_1d,2024,8355.89155432214,354.9698184713515,3688.6872084091797,7022.404598347008,10356.121988284835,20000,7862.314439772607,320.78595217011997,3471.6037575630417,6598.43967526167,9727.99183617406,20000,5083.771823091816,-235.9420152649811,2100.0065561456613,4239.924407492847,6288.313480614639,19999.999999999996,13972.500769996215,1123.1326571240065,6351.6168323290285,11719.451528223131,17174.469141837908,20000.000000000004
Vac_84,84,Vac_2d,2024,17575.46067886798,3053.727703363091,9104.44977649013,15155.171849617167,21205.893922744206,20000,16629.039057479713,2891.344196309459,8618.462006185244,14359.774720517049,20049.58568161977,20000,10969.118208895778,1765.437264458859,5610.386590946223,9468.56965704736,13211.227794033444,19999.999999999996,28917.212123712037,5232.237080546637,15100.340785148373,24968.88317939395,34839.705540189185,20000.000000000004
Vac_85,85,Vac_1d,2024,8809.734023744777,402.7341687282229,3905.6507749851207,7408.567381242018,10911.483987498916,20000,8257.401602822447,362.6902459192145,3677.6449277501224,6947.7923748935345,10225.252019784071,20000,5305.465620722222,-215.09670007252373,2230.750380800985,4438.117394713357,6615.486766859621,19999.999999999996,14752.133947461494,1282.3093934415047,6716.1815459606805,12485.684820346498,18000.515407684008,20000.000000000004
Vac_85,85,Vac_2d,2024,18560.29622991864,3259.561110583508,9634.86741030648,16010.173710029452,22385.480009752424,20000,17492.824759657782,3080.5747880878153,9077.986061112268,15084.267971596695,21109.054656157903,20000,11544.671300475311,1893.0507358209063,5920.553198717102,9942.480480613702,13953.534079368928,19999.999999999996,30496.195248135344,5622.433068613258,16022.777945501139,26348.285103679864,36635.36141367184,20000.000000000004
Vac_86,86,Vac_1d,2024,9346.000352458224,473.8399950186377,4170.573477285133,7867.306959551627,11564.040441818122,20000,8754.340282778805,427.28244128260985,3906.5270272870002,7370.832066775067,10832.83088234547,20000,5657.016306533006,-184.44651431966602,2363.192698427816,4699.456715117622,7000.872197031632,19999.999999999996,15668.077235360717,1423.5557742512074,7256.223809385672,13346.76112915753,19245.279954852227,20000.000000000004
Vac_86,86,Vac_2d,2024,19699.653561096802,3509.9809810859824,10255.677889423823,17001.374797761666,23747.071706099505,20000,18573.819776798315,3318.3459431377723,9679.091508807152,16014.267426729988,22372.260857341167,20000,12261.818445693047,2027.9392386448183,6279.429665527564,10584.004966296028,14778.538664788577,19999.999999999996,32059.742980082556,5987.204799272303,17012.680902541793,27754.345334131922,38701.71119396826,20000.000000000004
Vac_87,87,Vac_1d,2024,9959.382481502134,566.4328418465876,4480.161858369732,8393.890874892877,12307.619891416021,20000,9333.891716509366,514.018596673397,4220.823100669446,7880.73631237893,11561.626292004705,20000,5988.042918504397,-142.010205919561,2587.790880726114,5009.008896507617,7455.527903923209,19999.999999999996,16876.716581261804,1583.914009020577,7799.268341011552,14318.23018996741,20710.356977061103,20000.000000000004
Vac_87,87,Vac_2d,2024,20985.299912520808,3802.134150655013,10961.786551432428,18121.438952209843,25281.09135298726,20000,19773.502007111405,3599.765289397699,10343.42666194794,17080.347147190525,23857.786740731397,20000,13034.135417151332,2240.9870427144465,6784.820559146871,11258.028598287747,15698.606280660619,19999.999999999996,34366.50343548142,6543.4632420229655,17994.517267842835,29586.847281836097,41387.95085393868,20000.000000000004
Vac_88,88,Vac_1d,2024,10682.54077621554,698.3650251937543,4858.438254786164,9018.511484378574,13178.584713970984,20000,10093.083107235669,639.780482241993,4606.416009510476,8504.019884847805,12422.772803214371,20000,6403.167047317663,-55.19937187647659,2817.0552749189364,5397.756451943865,7963.639526836121,19999.999999999996,18021.04179346469,1855.9754683141623,8447.932699265537,15234.579333808853,22052.267072213923,20000.000000000004
Vac_88,88,Vac_2d,2024,22467.375971549347,4158.793744711285,11787.369672560477,19415.94560040967,27044.52152825886,20000,21184.15851553226,3952.2677339630545,11145.136185883282,18320.1182733956,25470.806051175234,20000,13959.38162539693,2460.5508145640383,7252.914004223644,12062.472812042188,16810.62915400969,19999.999999999996,36836.65034600422,7199.777358219448,19429.86908322276,31729.003860394176,44298.23856625482,20000.000000000004
Vac_89,89,Vac_1d,2024,11520.931589624635,862.7478821704755,5303.6577602763755,9744.567638382276,14185.477516488174,20000,10874.035842531179,781.9950514728278,4998.251680441291,9189.519600157453,13387.386370721826,20000,6982.933803371087,26.559148734471375,3111.3885787973227,5847.777254947483,8627.050997966844,19999.999999999996,19556.05797971081,2142.338290361765,9097.706159021334,16588.3800766478,23811.256735055485,20000.000000000004
Vac_89,89,Vac_2d,2024,24167.68139935364,4578.2805630335915,12740.530911500278,20902.781259966967,29065.031608433652,20000,22817.56157584892,4353.625282564441,12019.633198243544,19735.933889769658,27427.189975630787,20000,15118.318055866446,2752.5537655684784,7906.238878760154,13067.666674564327,18190.710308527978,19999.999999999996,39356.42846357394,7641.337105910656,20613.466351438612,34149.58300740112,47548.652394847464,20000.000000000004
Vac_90,90,Vac_1d,2024,12511.408800863794,1078.6680745051397,5842.310043821246,10605.952013137352,15369.593982453458,20000,11792.910851865212,1004.0584257109758,5513.089594113066,9987.871130015079,14510.861514755936,20000,7546.686514312205,199.08319111774156,3397.718768124073,6380.348504005443,9314.040430268837,19999.999999999996,21438.605629849648,2480.1218476313247,10129.985047989394,18207.847735362833,26005.006819915532,20000.000000000004
Vac_90,90,Vac_2d,2024,26145.450496941,5085.925500201015,13860.727582176009,22635.529664151003,31410.331746125994,20000,24665.207007736473,4815.619061301647,13087.885816147678,21384.153784972877,29579.22179546379,20000,16321.236563804638,3013.2330357526575,8612.253429689921,14131.952478045821,19605.16269244286,19999.999999999996,42698.64609348691,8583.937499818398,22769.667083738354,36872.411518178094,51237.24085576523,20000.000000000004
Vac_91,91,Vac_1d,2024,13648.899521329191,1348.7579081158215,6473.816913621392,11598.875919126962,16723.934924632533,20000,12878.837364257548,1258.3320973923953,6091.7534983806545,10930.874483297153,15825.610344485314,20000,8200.821658006504,403.70628984244763,3778.198726127915,6928.461731173255,10108.580322235744,19999.999999999996,23072.7073710123,2958.411955533123,11195.893663823621,19593.954600010555,28290.45432124499,20000.000000000004
Vac_91,91,Vac_2d,2024,28388.20801415392,5682.142754151929,15143.003279152757,24603.86380415359,34064.724329154415,20000,26798.570541853802,5384.604866762392,14332.072299835778,23218.38663587966,32125.830701118437,20000,17760.117957879007,3348.8762420216235,9448.468550001491,15388.232897481874,21297.705133231084,19999.999999999996,46037.57482230756,9610.009397521097,24587.45790777081,39764.35422996583,55447.40571082017,20000.000000000004
Vac_92,92,Vac_1d,2024,14966.935722473789,1679.2256067010276,7215.7714882730115,12752.317369844995,18288.86325141698,20000,14127.50599020948,1567.7819280608314,6805.2442742749745,12018.543132960129,17245.371363230537,20000,9009.95116353895,637.6683721206565,4276.5857891189535,7641.595737838453,11054.513101409264,19999.999999999996,25445.48273686238,3508.741872378008,12512.440551908305,21833.110111462716,30744.846580981626,20000.000000000004
Vac_92,92,Vac_2d,2024,30964.395948187368,6383.457924993576,16625.515434657656,26867.572944321735,37109.63045398582,20000,29251.01573796195,6036.403638212737,15727.930452085795,25372.59113369364,35000.87663600383,20000,19166.1498661536,3881.312621777659,10257.76401598864,16659.020258510944,22975.88966867919,19999.999999999996,51067.09481588263,10755.151120183918,27380.60112421957,44289.7719240401,61124.5564115717,20000.000000000004
Vac_93,93,Vac_1d,2024,16546.94368851412,2103.454172205105,8121.574804000527,14139.69543579595,20157.81606759137,20000,15620.154658626241,1982.4156219149554,7637.589262256098,13312.006681278224,19036.436423763276,20000,9991.074331539929,863.996166690177,4807.690561274643,8524.400612719914,12201.031168334683,19999.999999999996,28024.91366715647,4265.189440957166,14275.483718647914,24064.821829212848,34075.06888619918,20000.000000000004
