Scenario,Age0,Arm,Year0,N0,dYear_Life_A,dYear_Life_M,dYear_Life_L,dYear_Life_U,dYear_Immunised_A,dYear_Immunised_M,dYear_Immunised_L,dYear_Immunised_U,dRisk_HZ_A,dRisk_HZ_M,dRisk_HZ_L,dRisk_HZ_U,dRisk_Hosp_A,dRisk_Hosp_M,dRisk_Hosp_L,dRisk_Hosp_U,dRisk_PHN_A,dRisk_PHN_M,dRisk_PHN_L,dRisk_PHN_U,dRisk_Death_A,dRisk_Death_M,dRisk_Death_L,dRisk_Death_U,dQ_Life_A,dQ_Life_M,dQ_Life_L,dQ_Life_U,dQ_HZ_A,dQ_HZ_M,dQ_HZ_L,dQ_HZ_U,dQ_All_A,dQ_All_M,dQ_All_L,dQ_All_U,dQ_HZ_d_A,dQ_HZ_d_M,dQ_HZ_d_L,dQ_HZ_d_U,dQ_Life_d_A,dQ_Life_d_M,dQ_Life_d_L,dQ_Life_d_U,dQ_All_d_A,dQ_All_d_M,dQ_All_d_L,dQ_All_d_U,dC_Hosp_A,dC_Hosp_M,dC_Hosp_L,dC_Hosp_U,dC_GP_NonPHN_A,dC_GP_NonPHN_M,dC_GP_NonPHN_L,dC_GP_NonPHN_U,dC_GP_PHN_A,dC_GP_PHN_M,dC_GP_PHN_L,dC_GP_PHN_U,dC_GP_A,dC_GP_M,dC_GP_L,dC_GP_U,dC_Med_A,dC_Med_M,dC_Med_L,dC_Med_U,dC_VacZVL_A,dC_VacZVL_M,dC_VacZVL_L,dC_VacZVL_U,dC_VacRZV_A,dC_VacRZV_M,dC_VacRZV_L,dC_VacRZV_U,dC_Vac_A,dC_Vac_M,dC_Vac_L,dC_Vac_U,dC_All_A,dC_All_M,dC_All_L,dC_All_U,dC_Hosp_d_A,dC_Hosp_d_M,dC_Hosp_d_L,dC_Hosp_d_U,dC_GP_NonPHN_d_A,dC_GP_NonPHN_d_M,dC_GP_NonPHN_d_L,dC_GP_NonPHN_d_U,dC_GP_PHN_d_A,dC_GP_PHN_d_M,dC_GP_PHN_d_L,dC_GP_PHN_d_U,dC_GP_d_A,dC_GP_d_M,dC_GP_d_L,dC_GP_d_U,dC_Med_d_A,dC_Med_d_M,dC_Med_d_L,dC_Med_d_U,dC_VacZVL_d_A,dC_VacZVL_d_M,dC_VacZVL_d_L,dC_VacZVL_d_U,dC_VacRZV_d_A,dC_VacRZV_d_M,dC_VacRZV_d_L,dC_VacRZV_d_U,dC_Vac_d_A,dC_Vac_d_M,dC_Vac_d_L,dC_Vac_d_U,dC_All_d_A,dC_All_d_M,dC_All_d_L,dC_All_d_U,dN_VacZVL_A,dN_VacZVL_M,dN_VacZVL_L,dN_VacZVL_U,dN_VacRZV_A,dN_VacRZV_M,dN_VacRZV_L,dN_VacRZV_U,dN_VacZVL_d_A,dN_VacZVL_d_M,dN_VacZVL_d_L,dN_VacZVL_d_U,dN_VacRZV_d_A,dN_VacRZV_d_M,dN_VacRZV_d_L,dN_VacRZV_d_U,ICER_A,ICER_M,ICER_L,ICER_U,Price0_A,Price0_M,Price0_L,Price0_U,Thres20_A,Thres20_M,Thres20_L,Thres20_U,Thres30_A,Thres30_M,Thres30_L,Thres30_U,Thres20_50,Thres30_90,Thres
Vac_60,60,Vac,2024,1,0.0028106555973707293,0.0025017555999937713,0.0014216772411788092,0.005772741438590855,9.59503048796215,8.80023687065451,6.1745550654634025,16.942901244138113,-0.16103809202738098,-0.14748799934167514,-0.2843458616490568,-0.09998022010859091,-0.016621298859640175,-0.01475679214484598,-0.03333109889643293,-0.008993309465742866,-0.01696613812057753,-0.015180930318251632,-0.0347119385252699,-0.008176025767171911,-5.505178998646146e-6,-4.396689823685344e-6,-1.4149745774489037e-5,-2.0815146216458833e-6,0.0020174122454781375,0.0018039476406883637,0.0010321272292076245,0.0040878628311415525,0.016623153652943364,0.014987602624564902,0.009644445403498195,0.03141279665918866,0.01864056589842166,0.01673782305756255,0.010826227456106797,0.03516915809707876,0.012297174800238168,0.011620673790826937,0.00796825659871039,0.020169365778362248,0.0010181188516857826,9.41991844274348e-4,5.674677339585265e-4,0.0018420095465502494,0.013315293651923969,0.01247674097431073,0.008622128357693937,0.02182856127981827,-62.49844462806981,-56.016973542971414,-126.63529697422216,-33.62702912250913,-12.274093775849707,-11.320191992821073,-21.160062144974724,-7.654215344816441,-6.463507071368333,-5.850662037531183,-12.990711213402598,-3.109231251766269,-18.73760084721804,-17.085600141179178,-33.36860975493377,-11.364418543813636,-81.23604547528785,-72.72359892224469,-157.7689771484085,-45.6384299457197,0,0,0,0,170,170,170,170,170,170,170,170,88.76395452471215,97.27640107775531,12.231022851591506,124.36157005428026,-45.265364194316426,-42.60862217782168,-77.15150039947814,-26.90580537249169,-9.394037515096507,-8.985608989591238,-14.179341535162282,-6.403842287283456,-4.712965871552227,-4.422479248493586,-8.384915436916266,-2.439470264226392,-14.107003386648733,-13.38918191828959,-22.042074282545933,-9.362440987701358,-59.372367580965154,-55.79477730912221,-98.41929234306846,-37.288035244131365,0,0,0,0,170,170,170,170,170,170,170,170,110.62763241903484,114.20522269087778,71.58070765693154,132.71196475586865,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,9061.74836955632,9158.043414159754,3296.250834659572,15038.004863130982,85,85,85,85,162.83912030972226,152.40456920015964,106.15253883803736,268.7218877615231,229.4155885693421,214.74522418489863,150.09847136121115,376.34976439305984,152.40456920015964,166.7078845496692,152.40456920015964
Vac_61,61,Vac,2024,1,0.0027881421821452433,0.002495869273074547,0.0014163471480030053,0.005617923277177894,9.450346418551803,8.73111102406585,6.144423242308996,16.376649108488888,-0.1599773399208749,-0.1471696004881375,-0.2759904812267196,-0.10035250389191695,-0.016713602758629792,-0.015027712500283567,-0.03232589260522951,-0.009318738109843806,-0.017151105102015857,-0.015505938398557368,-0.03387542870505263,-0.008623668919179492,-5.6702770292640525e-6,-4.615931068504835e-6,-1.4077478184518006e-5,-2.230139916652076e-6,0.0019954675002556215,0.0017950287771277829,0.0010263444916987828,0.003954826485095885,0.016689296529220264,0.01520114846555692,0.009877574014386305,0.03083636114676863,0.018684764029475852,0.01695585349331097,0.011095691786679308,0.03447056907050188,0.012451891033555849,0.011802241608149713,0.008184382287630427,0.019967561516242526,0.0010203189341459495,9.542124976675836e-4,5.724276078597602e-4,0.0018377696214405767,0.01347220996770185,0.012745175024232225,0.0088594912555374,0.021704019149648122,-62.89255213689222,-56.626181660212964,-124.00996145739416,-34.51033809027751,-12.150719919689523,-11.292633378604886,-20.483717299954975,-7.6780037702990285,-6.525732303353193,-5.989322897844045,-12.896479369297936,-3.2365606933970312,-18.676452223042716,-17.181453438868576,-32.64945522400163,-11.497464506822052,-81.56900435993494,-73.33854262168295,-154.87933294047835,-46.68716542394538,0,0,0,0,170,170,170,170,170,170,170,170,88.43099564006506,96.66145737831705,15.120667059521654,123.31283457605458,-45.908373931948724,-43.31654458850211,-77.6552911318113,-27.70513100209965,-9.363669309077617,-9.003543830507715,-13.976400960773143,-6.385496199932012,-4.803447824417761,-4.560452806069817,-8.293713135149586,-2.5159842582952505,-14.167117133495378,-13.569289670566866,-21.714510169989744,-9.422550030493184,-60.075491065444105,-56.977492538229605,-97.51027088559181,-38.10453148044534,0,0,0,0,170,170,170,170,170,170,170,170,109.9245089345559,113.02250746177039,72.48972911440819,131.89546851955467,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,8861.479201320219,8848.88698875804,3322.7504936994305,14678.42787381506,85,85,85,85,164.75984520974055,155.6009984203637,108.69813918695677,266.9186327179808,232.12089504824982,219.21883602670127,153.47512687225998,373.9351009537559,155.6009984203637,169.58170486863224,155.6009984203637
Vac_62,62,Vac,2024,1,0.0027713511552653783,0.002497417607004948,0.0014224889959604248,0.0054895679192566325,9.30130053510562,8.656516384039515,6.105724266759685,15.814181922616878,-0.1585934285936432,-0.14695057843864046,-0.26710977229003136,-0.0999332601596878,-0.01679728448267081,-0.01514863404232249,-0.03172837120801103,-0.00951710616442139,-0.017336323708260323,-0.015908691496814696,-0.033192593328744004,-0.008780462030322926,-5.844793039429444e-6,-4.821719226185181e-6,-1.4129086082471619e-5,-2.3445352136895283e-6,0.0019779421372535353,0.0017891341800204685,0.0010232037175351928,0.0038656489709665287,0.01672118733109147,0.015294548462930168,0.010089817929689342,0.030160912675262212,0.018699129468344924,0.01704693639437771,0.011347944098180828,0.03371553035614924,0.012578502683685681,0.01196723474544902,0.008337290432197565,0.019869257715868588,0.0010251313739252925,9.590523503177906e-4,5.791629895788742e-4,0.0018234564115160445,0.013603634057610997,0.012904326882105188,0.009069507994126357,0.021611802070861372,-63.25351487354675,-56.82803836789432,-122.28794819435302,-35.100207755759406,-11.99783936205244,-11.253936558542728,-19.77746984662091,-7.662025346848762,-6.586194604990037,-6.073463241334985,-12.70540927744271,-3.31634830579307,-18.584033967042476,-17.237317623544733,-31.79288318771793,-11.68614541850273,-81.83754884058922,-74.03060043652646,-152.0372798854396,-47.53997868765281,0,0,0,0,170,170,170,170,170,170,170,170,88.16245115941078,95.96939956347353,17.962720114560412,122.4600213123472,-46.53530706200731,-43.90608123515236,-77.88113038517237,-28.155942261333358,-9.306308966713653,-9.016012717869689,-13.63251526512997,-6.436086985399365,-4.8953497424198265,-4.6904719773140915,-8.276406976435478,-2.627877832032403,-14.201658709133481,-13.652485282369042,-21.532979649273823,-9.518626409624702,-60.736965771140795,-57.38985919949713,-97.98068293752745,-38.773359913951936,0,0,0,0,170,170,170,170,170,170,170,170,109.2630342288592,112.61014080050288,72.01931706247254,131.2266400860481,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,8686.451738254775,8704.974496157418,3419.314101962815,14294.08970601372,85,85,85,85,166.4048234616804,157.51023141658504,111.23246772234997,263.75033620430656,234.42299374973538,222.5845667219006,157.64353879783692,369.4059219976669,157.51023141658504,173.40193220247977,157.51023141658504
Vac_63,63,Vac,2024,1,0.0027595783368081685,0.002503919177636149,0.0014385734600859124,0.005381499972621473,9.147661265885674,8.556149767401443,6.057860198547372,15.255728838884568,-0.15694498878797702,-0.1466310445824143,-0.2582603091925744,-0.10108070922168713,-0.01685241488076259,-0.015302179070787647,-0.031123027039648726,-0.009527064556522677,-0.0174925701003413,-0.016181880637722742,-0.03229130223537386,-0.00919262241773317,-6.0293222930457545e-6,-5.061729707022787e-6,-1.4172462653416521e-5,-2.4897904619680006e-6,0.0019643403283113583,0.0017873969386812405,0.001031320642004463,0.0037806663878658495,0.01672332575221985,0.015427776676163987,0.010212465587781175,0.02932281037908895,0.018687666080531105,0.017144486834187234,0.011417896047979426,0.03303725122279015,0.012681313751040452,0.012116519782622438,0.008449372784566351,0.019724608166338364,0.0010323802616716868,9.723050662469035e-4,5.849247746032126e-4,0.001796187210305433,0.01371369401271213,0.013086343163345227,0.009131762016190459,0.021434129768145693,-63.51598241690092,-57.71941025535935,-119.80753472594209,-35.47752967289757,-11.82509861318279,-11.169144436315158,-19.076978451355963,-7.712961209551294,-6.635216148096243,-6.190414608474373,-12.21763407346957,-3.4750833748865766,-18.460314761279033,-17.21610340386203,-30.780697797469497,-11.778081685491372,-81.97629717817995,-74.88635580716365,-148.69356313755645,-48.119300411591084,0,0,0,0,170,170,170,170,170,170,170,170,88.02370282182005,95.11364419283633,21.30643686244355,121.88069958840892,-47.07947799353215,-44.78829743885902,-77.68092721545744,-28.28010256550124,-9.231324891360389,-8.975756807666876,-13.339655206930193,-6.537823460191467,-4.97903073641154,-4.776851031282909,-8.166259424114456,-2.7614488112920785,-14.210355627771929,-13.761738672302947,-21.233023860463184,-9.635974445410115,-61.289833621304076,-58.42009369656846,-96.98928086285916,-38.86519477948709,0,0,0,0,170,170,170,170,170,170,170,170,108.71016637869592,111.57990630343156,73.01071913714084,131.13480522051293,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,8536.199676812283,8512.55959101119,3428.6274867850375,13889.421560420977,85,85,85,85,167.78185693777334,160.05471723801327,113.26949372314381,261.94604243679817,236.350327001334,225.9018360775276,159.31040586291988,368.7952326121052,160.05471723801327,176.0537017147826,160.05471723801327
Vac_64,64,Vac,2024,1,0.0027521695456666356,0.00251116271643248,0.001448777553611258,0.005293582357585791,8.989119889728213,8.43317159246447,6.006108283440609,14.701417228768804,-0.1551158740978401,-0.14638039332322633,-0.24952123316767044,-0.10087982805124424,-0.016918737359350913,-0.015492760558855767,-0.030616235831823834,-0.009601568559061422,-0.01763630152035957,-0.016583884921023022,-0.031747828422232525,-0.009495152086041465,-6.225428827051274e-6,-5.305206080618381e-6,-1.4131433902200385e-5,-2.651023248852008e-6,0.0019542172247510622,0.0017897847109242804,0.0010388249455400179,0.0037187530154921154,0.016702818030474284,0.015525295180429237,0.010272302500451901,0.028690299711664837,0.018657035255225364,0.01726562700430989,0.011507702385590336,0.03210070834433747,0.012767521393565552,0.012279153903275778,0.008603276190066908,0.01938018705822042,0.0010419151381511505,9.814353850918778e-4,5.887189261834181e-4,0.001785520067035939,0.013809436531716745,0.013247276654905882,0.009243235840423704,0.021144514770818468,-63.813335483600646,-58.564877508045576,-117.26008619139037,-36.039236102779114,-11.635512778093211,-11.032548139453711,-18.31393951322582,-7.614110122761409,-6.678581302582931,-6.2801009169951,-12.103935159277523,-3.5334146986834747,-18.314094080676142,-17.19159462913212,-29.84408909693125,-11.85744115457287,-82.12742956427678,-75.31544896250308,-145.8564856878821,-48.332538732130296,0,0,0,0,170,170,170,170,170,170,170,170,87.87257043572322,94.68455103749692,24.143514312117897,121.6674612678697,-47.67778042943677,-45.44441405443232,-76.85048847840508,-28.923891507876736,-9.141566753624154,-8.939946272917165,-12.968438149563179,-6.446119788774138,-5.0605260027561645,-4.839218949730471,-8.289180760082246,-2.8030368100021255,-14.202092756380319,-13.792676510512281,-20.73714282572633,-9.773655511049029,-61.87987318581709,-59.26920078434246,-96.1845248297446,-39.82416665434165,0,0,0,0,170,170,170,170,170,170,170,170,108.12012681418291,110.73079921565754,73.8154751702554,130.1758333456583,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,8397.002858509217,8376.764823053574,3435.946585671461,13743.031620268976,85,85,85,85,169.03430191007598,161.99246350164242,113.99148582382473,260.945494773475,238.08148456865973,228.26737719829873,160.0459265751857,364.97610796414864,161.99246350164242,178.5693163703259,161.99246350164242
Vac_65,65,Vac,2024,1,0.002748527933657812,0.002527959374909017,0.0014559790722541877,0.005161910771477007,8.825373970499395,8.328701425990191,5.9498096369739235,14.152649221738063,-0.15301851562194896,-0.14474613919477958,-0.24192275499793586,-0.10124965888978117,-0.016975516382354526,-0.015613361229969994,-0.029875010396024287,-0.009757037005629986,-0.017711590824976402,-0.016658141636830923,-0.031032262048393433,-0.00986658707638291,-6.431675998220976e-6,-5.541685575445703e-6,-1.4173459297494616e-5,-2.830769316743027e-6,0.0019468398234234918,0.001797145587937976,0.0010373809752732388,0.0036266901059900823,0.016650045952990737,0.015656775478869865,0.010395307235341869,0.02798866701829771,0.018596885776414208,0.01734329565864101,0.011570334762562239,0.03139247394676059,0.012827269975191688,0.012388539620404544,0.008702080919106833,0.019207674413670335,0.0010532704738849983,0.0010001919036142226,5.97778031596885e-4,0.0017709332572619638,0.013880540449076694,0.013338401891631158,0.009366895126827,0.02092192122226679,-64.07437737076474,-59.19649700866652,-115.2264983492872,-36.91872818644235,-11.427444414701032,-10.907608983372242,-17.69220951666669,-7.643332691990124,-6.694199932886457,-6.306131895303235,-11.801132827670886,-3.70673504167038,-18.121644347587488,-17.1312160285635,-29.033232336292407,-11.807000975999282,-82.19602171835223,-75.91170293685173,-142.99333845751522,-49.12401161965314,0,0,0,0,170,170,170,170,170,170,170,170,87.80397828164777,94.08829706314826,27.006661542484757,120.87598838034688,-48.26039921092477,-46.51964158010741,-77.28940999548759,-29.532342541678297,-9.035150161797494,-8.87259599081166,-12.74151391097316,-6.438282335437659,-5.1172403646193,-4.941739566094035,-8.333556202860398,-2.94937069316376,-14.152390526416793,-13.80111387036335,-20.573727185847495,-9.850614335555909,-62.41278973734156,-60.257157777524284,-96.04684672487359,-39.96727557435617,0,0,0,0,170,170,170,170,170,170,170,170,107.58721026265845,109.7428422224757,73.95315327512638,130.03272442564383,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,8281.304383942977,8245.550010608165,3497.669918718296,13463.393721158414,85,85,85,85,170.01179935943773,163.43755164675989,115.30449540229455,258.5774062928762,239.4145016048212,230.00945714621298,161.96753804951206,362.2271623987673,163.43755164675989,180.69389789372485,163.43755164675989
Vac_66,66,Vac,2024,1,0.002748096104649502,0.00253954565150849,0.0014848658656683611,0.005053294566631193,8.656117261180404,8.21283942828212,5.890362452180165,13.608033771420196,-0.15072755782581002,-0.14345325550160848,-0.2320618650783454,-0.0999063457450465,-0.017011736100387243,-0.015842058518315646,-0.02922946461589144,-0.01002980577815211,-0.01777784574587924,-0.01683006543466204,-0.030691339143049622,-0.010130695218235451,-6.648908458841413e-6,-5.8242714068555745e-6,-1.4199820650267289e-5,-2.976542715247007e-6,0.0019418370203415395,0.0018000949052483506,0.001053165529009581,0.0035306644735983543,0.01657149740631278,0.015646045044341562,0.010488674385399802,0.027142486149360972,0.018513334426654343,0.017418892766278837,0.011661252775143448,0.030564765829006288,0.012867028485177007,0.012463263549383633,0.008802274675702272,0.01893128369263323,0.001066298539806537,0.0010172871630915736,6.086621017609595e-4,0.0017780540740835345,0.013933327024983523,0.013451390317380962,0.009495080095328446,0.020653437805448108,-64.25924166881273,-60.30056174993164,-112.41615600444095,-37.5000034470384,-11.203882299904302,-10.78016397822848,-17.0208516077347,-7.499029351316134,-6.706020284320061,-6.333951105164334,-11.46038760468285,-3.7783385561274643,-17.909902584224366,-17.111156281304325,-27.73649375141442,-11.78278093194921,-82.1691442530371,-76.96002380048199,-138.97634156020197,-50.2061554430866,0,0,0,0,170,170,170,170,170,170,170,170,87.8308557469629,93.039976199518,31.023658439798034,119.79384455691344,-48.78783020120774,-47.077801920734174,-76.70039805551338,-30.28200035059395,-8.914891756352484,-8.778729791862308,-12.515606113894904,-6.382282124204387,-5.173443445282918,-5.045879522978356,-8.227507457396323,-3.0360358359185553,-14.0883352016354,-13.748911684761374,-20.070736785283543,-9.833576645577004,-62.876165402843135,-60.85769142526337,-95.91483425228743,-41.03730067952164,0,0,0,0,170,170,170,170,170,170,170,170,107.12383459715686,109.14230857473663,74.08516574771258,128.96269932047832,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,8179.992668667042,8116.503998408767,3608.375089153222,13185.63859963214,85,85,85,85,170.7713529512568,164.8383419130377,116.91405212455994,253.58783989253178,240.4379880761744,232.11926199931455,164.6730860769331,355.4455784025054,164.8383419130377,184.2413243292737,164.8383419130377
Vac_67,67,Vac,2024,1,0.002750345947821813,0.0025647342582288957,0.0015092911327810655,0.00497465415374112,8.48104979688402,8.107928053651971,5.830429718351731,13.068040614941593,-0.1482209582874572,-0.14197137408372523,-0.22348039787078508,-0.10068610859872543,-0.017055416454522267,-0.01599981246158873,-0.028713087535133717,-0.009947573679280843,-0.017771586940861953,-0.016948602742234066,-0.02974936824810305,-0.010209878939923424,-6.876172972627345e-6,-6.11120098555716e-6,-1.4150916171454123e-5,-3.203516514314107e-6,0.0019388736142774761,0.001811817903953461,0.0010691747915299475,0.003484037943941631,0.016463744792423195,0.015638289559179612,0.010595197531270672,0.02638124967229015,0.018402618406700683,0.017363448399226655,0.01183915788371719,0.029703247020172616,0.012883219349910336,0.012500426602943617,0.00895005046280347,0.018718396751897418,0.0010808691172621732,0.0010332759849154272,6.183073339318668e-4,0.0017851993066737568,0.013964088467172554,0.013554636902174622,0.009691729207548282,0.02038397647677117,-64.47153998708382,-60.43431834767247,-109.54980424811487,-37.466065420137596,-10.965569472931525,-10.570892335141737,-16.302730663126965,-7.451287674047055,-6.688490871681047,-6.3705995280544805,-11.172714993185894,-3.8163180221496904,-17.654060344612574,-16.88636693784376,-26.942287759995526,-11.902763792327173,-82.12560033169639,-77.33917621449693,-135.7751825200078,-49.9982486483976,0,0,0,0,170,170,170,170,170,170,170,170,87.87439966830361,92.66082378550308,34.22481747999216,120.00175135160242,-49.36794597118741,-47.588776290689125,-75.55567868189652,-30.946308377084982,-8.781357649024304,-8.647861690343685,-12.246192458306139,-6.302970308809964,-5.203003439649363,-5.066817040512031,-8.116844465286105,-3.020229785366327,-13.984361088673667,-13.678909805384858,-19.69069445500157,-9.899372289316798,-63.352307059861076,-61.41752194557431,-94.16742543080066,-41.485369422730386,0,0,0,0,170,170,170,170,170,170,170,170,106.64769294013892,108.58247805442569,75.83257456919935,128.5146305772696,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,8096.693658072988,8051.494611012782,3714.9713584682504,13037.124419442229,85,85,85,85,171.31703820165606,165.9361403196772,119.56453852363991,250.8577244545404,241.13748053751883,234.0000633771224,167.95876789927712,351.7878465209509,165.9361403196772,186.55503296120025,165.9361403196772
Vac_68,68,Vac,2024,1,0.002754766448257925,0.002595107840024369,0.001535533019971691,0.004894997900963105,8.299877317118067,7.966303684852204,5.761574541990999,12.532724455826706,-0.14543874431910847,-0.14014021080012595,-0.21580937435998723,-0.1002674203173861,-0.017074935229772367,-0.01608451576629591,-0.028052837403041327,-0.01019798209079451,-0.01773924703609152,-0.01689390570914274,-0.02923816319731113,-0.010389690116919998,-7.11312735117554e-6,-6.370500057569991e-6,-1.4188908913480733e-5,-3.3996968096552007e-6,0.001937642741140797,0.0018280235352232665,0.0010806922474218437,0.0034142754422240794,0.01632070626593977,0.01557145854006449,0.010657604499005227,0.025589972490763988,0.01825834900708055,0.017331834787306377,0.01190313913023191,0.028741671451873202,0.012869376557721324,0.012581860813093163,0.0089984149214564,0.018450768817705816,0.0010968671203303425,0.0010561847622927445,6.34568110992717e-4,0.0017868094732301995,0.013966243678051672,0.013609727728161936,0.009795632771841012,0.02017754362180537,-64.59578786004549,-60.926049883445486,-106.4659340317817,-38.31335357335801,-10.705906695812347,-10.380942258319429,-15.603611880889108,-7.343390322373652,-6.660126276078383,-6.341876459765302,-10.951142772730249,-3.9119982699422686,-17.36603297189073,-16.68912562844738,-25.967867375579623,-11.774026371127146,-81.96182083193622,-77.55196833907014,-132.01567685570504,-51.55776279595726,0,0,0,0,170,170,170,170,170,170,170,170,88.03817916806378,92.44803166092983,37.984323144294954,118.44223720404273,-49.88592015896802,-48.151630162466894,-74.8345332295762,-31.76054486676267,-8.627509077960678,-8.51251979147867,-11.855275587953892,-6.187689357793044,-5.224456190903842,-5.077153860599863,-8.15033365424984,-3.1621816325726977,-13.85196526886452,-13.629802867024928,-19.407405242437957,-9.910448410564355,-63.737885427832545,-61.801353123644354,-93.52669843020982,-42.20956434424242,0,0,0,0,170,170,170,170,170,170,170,170,106.26211457216746,108.19864687635567,76.47330156979018,127.79043565575755,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,8038.473179307464,7981.6824023393565,3870.7204695599544,12744.629083578207,85,85,85,85,171.531379494433,166.93120445105052,120.58126756141826,246.04024593343877,241.36259788469135,234.91871140766955,168.52169209961696,345.4420022230691,166.93120445105052,187.58765975661444,166.93120445105052
Vac_69,69,Vac,2024,1,0.0027608744989741966,0.0026192455475584353,0.0015701103355400647,0.004751701826888864,8.112381093517644,7.824041089658519,5.690098766867905,12.002395682693376,-0.1423948237984475,-0.1375077778309708,-0.20670869234031097,-0.09879868601220962,-0.017057994623680316,-0.016061241843619557,-0.02728169891423194,-0.010366994172056117,-0.01769287146099283,-0.01695503007177859,-0.02859384275711536,-0.010743782335211376,-7.357895883316449e-6,-6.648751816104121e-6,-1.420934082024518e-5,-3.6284373006250223e-6,0.0019378740111917737,0.001841566627708069,0.0011053796116413661,0.003323704879100875,0.01614197471541639,0.015483851503176455,0.010751368045848118,0.02484638520840471,0.018079848726608103,0.017259522786808645,0.01199486831416463,0.027734891056681074,0.012824627649276757,0.012554098415126447,0.008982093429706763,0.01825926866430022,0.0011141989280064753,0.0010734272174062198,6.512234815664097e-4,0.0018020091769560317,0.013938826577283204,0.013580644520695628,0.009731436790088744,0.02006061694262655,-64.58228422266897,-61.10460944846457,-104.59362935249963,-39.299581618420724,-10.426160543656753,-10.130810664627306,-14.97165381039739,-7.227461498961326,-6.625595101825099,-6.343953259688801,-10.762220302218772,-3.9434676794390695,-17.051755645481855,-16.508844093981068,-25.10759912901042,-11.672151755376634,-81.63403986815084,-77.59434555030839,-128.77808845691877,-51.944843336996655,0,0,0,0,170,170,170,170,170,170,170,170,88.36596013184916,92.40565444969162,41.22191154308124,118.05515666300334,-50.291003314415384,-48.68168366143874,-74.82499520681127,-32.68760569449334,-8.454156937015362,-8.325606790633445,-11.42816480925896,-6.142036403077385,-5.242613077899728,-5.125386428633744,-8.093765059765918,-3.211034056178249,-13.696770014915092,-13.527451923110842,-18.893584273843963,-9.77659504732411,-63.98777332933048,-62.357889017195944,-92.91030274047844,-43.16210139018048,0,0,0,0,170,170,170,170,170,170,170,170,106.01222667066952,107.64211098280406,77.08969725952156,126.83789860981952,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,8007.052260782893,7963.19098486719,4011.7230143875386,12743.125722359906,85,85,85,85,171.38215243749727,167.31640745791378,120.28697034207434,244.00208605940884,241.07628532391328,235.59691159105122,168.53161125481188,342.06182423307934,167.31640745791378,188.54498477206226,167.31640745791378
Vac_70,70,Vac,2024,1,0.002768185789400942,0.002636772536142473,0.0015859075598918082,0.004666640220386231,7.918359635709852,7.680667791084108,5.602625770636826,11.52280122508132,-0.13911584316097295,-0.13488320640296328,-0.1993294973514952,-0.09859996651724982,-0.017018782491809194,-0.016251752922737298,-0.02665738437441327,-0.010482921391740454,-0.01755881640605513,-0.016837428730014786,-0.02776019201860534,-0.010693936461424304,-7.610793163388554e-6,-6.953419325452334e-6,-1.4169035838173088e-5,-3.8259618402328925e-6,0.0019393131323521243,0.0018518917639305243,0.0011167297973368128,0.003248802560240449,0.01592959635299818,0.01538341082931564,0.010765415449686188,0.02390166720023604,0.017868909485350293,0.017182110973063658,0.012101744395210546,0.026788062904586192,0.012750564643770505,0.012514157280464448,0.008993230245186954,0.017841644927394637,0.0011327829466506235,0.0010985320966723222,6.692288184888984e-4,0.0018098586995157983,0.01388334759042111,0.013591039699958785,0.00982734984928948,0.019541440226418814,-64.48103122454991,-61.57389401995305,-101.20143747128498,-39.942352979657,-10.133882635596642,-9.882844524364259,-14.394123395367187,-7.119238104489877,-6.556689525751562,-6.301695200244488,-10.515476456884127,-3.9540087755803843,-16.690572161348204,-16.211633340458416,-24.08527845649563,-11.489879031551714,-81.17160338589811,-77.44280262470714,-124.70546644666592,-52.41138998557939,0,0,0,0,170,170,170,170,170,170,170,170,88.82839661410189,92.55719737529284,45.29453355333408,117.58861001442062,-50.63395190803018,-49.191163836396186,-73.32095605366753,-33.44558727779106,-8.268597751249608,-8.165926923725074,-11.122706250600292,-6.078782879026969,-5.2284230668587846,-5.076396218622415,-7.878264480179801,-3.2200950702041125,-13.49702081810839,-13.318162886160266,-18.38464209441449,-9.808703323186144,-64.13097272613857,-62.25648193141883,-90.91701398393798,-44.14236569277038,0,0,0,0,170,170,170,170,170,170,170,170,105.86902727386143,107.74351806858117,79.08298601606202,125.85763430722962,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,8000.851120425984,7915.619367317452,4207.400401572847,12644.063173576851,85,85,85,85,170.89896226728038,167.31929913170887,121.30977377174219,239.08370178418934,240.31570021938595,235.37525726108424,170.50678609821395,336.7131836501392,167.31929913170887,189.01297419553106,167.31929913170887
