Scenario,Age0,Arm,Year0,N0,dYear_Life_A,dYear_Life_M,dYear_Life_L,dYear_Life_U,dYear_Immunised_A,dYear_Immunised_M,dYear_Immunised_L,dYear_Immunised_U,dRisk_HZ_A,dRisk_HZ_M,dRisk_HZ_L,dRisk_HZ_U,dRisk_Hosp_A,dRisk_Hosp_M,dRisk_Hosp_L,dRisk_Hosp_U,dRisk_PHN_A,dRisk_PHN_M,dRisk_PHN_L,dRisk_PHN_U,dRisk_Death_A,dRisk_Death_M,dRisk_Death_L,dRisk_Death_U,dQ_Life_A,dQ_Life_M,dQ_Life_L,dQ_Life_U,dQ_HZ_A,dQ_HZ_M,dQ_HZ_L,dQ_HZ_U,dQ_All_A,dQ_All_M,dQ_All_L,dQ_All_U,dQ_HZ_d_A,dQ_HZ_d_M,dQ_HZ_d_L,dQ_HZ_d_U,dQ_Life_d_A,dQ_Life_d_M,dQ_Life_d_L,dQ_Life_d_U,dQ_All_d_A,dQ_All_d_M,dQ_All_d_L,dQ_All_d_U,dC_Hosp_A,dC_Hosp_M,dC_Hosp_L,dC_Hosp_U,dC_GP_NonPHN_A,dC_GP_NonPHN_M,dC_GP_NonPHN_L,dC_GP_NonPHN_U,dC_GP_PHN_A,dC_GP_PHN_M,dC_GP_PHN_L,dC_GP_PHN_U,dC_GP_A,dC_GP_M,dC_GP_L,dC_GP_U,dC_Med_A,dC_Med_M,dC_Med_L,dC_Med_U,dC_VacZVL_A,dC_VacZVL_M,dC_VacZVL_L,dC_VacZVL_U,dC_VacRZV_A,dC_VacRZV_M,dC_VacRZV_L,dC_VacRZV_U,dC_Vac_A,dC_Vac_M,dC_Vac_L,dC_Vac_U,dC_All_A,dC_All_M,dC_All_L,dC_All_U,dC_Hosp_d_A,dC_Hosp_d_M,dC_Hosp_d_L,dC_Hosp_d_U,dC_GP_NonPHN_d_A,dC_GP_NonPHN_d_M,dC_GP_NonPHN_d_L,dC_GP_NonPHN_d_U,dC_GP_PHN_d_A,dC_GP_PHN_d_M,dC_GP_PHN_d_L,dC_GP_PHN_d_U,dC_GP_d_A,dC_GP_d_M,dC_GP_d_L,dC_GP_d_U,dC_Med_d_A,dC_Med_d_M,dC_Med_d_L,dC_Med_d_U,dC_VacZVL_d_A,dC_VacZVL_d_M,dC_VacZVL_d_L,dC_VacZVL_d_U,dC_VacRZV_d_A,dC_VacRZV_d_M,dC_VacRZV_d_L,dC_VacRZV_d_U,dC_Vac_d_A,dC_Vac_d_M,dC_Vac_d_L,dC_Vac_d_U,dC_All_d_A,dC_All_d_M,dC_All_d_L,dC_All_d_U,dN_VacZVL_A,dN_VacZVL_M,dN_VacZVL_L,dN_VacZVL_U,dN_VacRZV_A,dN_VacRZV_M,dN_VacRZV_L,dN_VacRZV_U,dN_VacZVL_d_A,dN_VacZVL_d_M,dN_VacZVL_d_L,dN_VacZVL_d_U,dN_VacRZV_d_A,dN_VacRZV_d_M,dN_VacRZV_d_L,dN_VacRZV_d_U,ICER_A,ICER_M,ICER_L,ICER_U,Price0_A,Price0_M,Price0_L,Price0_U,Thres20_A,Thres20_M,Thres20_L,Thres20_U,Thres30_A,Thres30_M,Thres30_L,Thres30_U,Thres20_50,Thres30_90,Thres
Vac_47,47,Vac,2024,1,0,0,0,0,0.7485857757713736,0.7499744162541065,0.5490980208642108,0.9367883511939447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,NA,NA,NA,NA,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0
Vac_48,48,Vac,2024,1,0,0,0,0,0.7485857757713736,0.7499744162541065,0.5490980208642108,0.9367883511939447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,NA,NA,NA,NA,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0
Vac_49,49,Vac,2024,1,0,0,0,0,0.7485857757713736,0.7499744162541065,0.5490980208642108,0.9367883511939447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,NA,NA,NA,NA,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0
Vac_50,50,Vac,2024,1,0.0036041835001635503,0.0031823912610704497,0.0014305133078389431,0.007725091540145,10.824940849655695,9.375076191463325,6.3765279126535654,22.03041700516364,-0.15929642302187852,-0.13488481679532294,-0.35449703524425663,-0.08537587456109479,-0.015270411888078265,-0.012412310763993958,-0.038669125913027895,-0.007051712142249073,-0.01396806088390797,-0.010925064940796175,-0.038778293971820574,-0.0046885243977810975,-4.425160211724884e-6,-3.1099806129883395e-6,-1.4420261052721638e-5,-1.2376905154902902e-6,0.0026731744050411486,0.002370873189603273,0.0010766315355548173,0.00558496657654519,0.014774207521483063,0.012095376775117878,0.007185296906926696,0.03619272213832815,0.017447381926524137,0.014530711377357619,0.008684508995538565,0.04200381582006994,0.00992909790950095,0.008848120023483775,0.005785052434560903,0.019647209088040185,0.001217994352737705,0.0011120085075848607,5.004005862922156e-4,0.0024370440543307836,0.011147092262238631,0.009983287667574281,0.006549613822598132,0.0218011418865784,-57.00240646524161,-46.242365531446936,-146.09487379766216,-25.93713827136313,-12.482656158932947,-10.740668410813914,-26.627741797501375,-6.771564220328102,-5.361101476836774,-4.258204818637047,-14.548231897768012,-1.836012478424539,-17.843757635769723,-14.940946067034872,-40.69899180513176,-9.189506667382048,-74.84616410101134,-60.96982301603451,-186.55970074236672,-35.20529472698887,0,0,0,0,170,170,170,170,170,170,170,170,95.15383589898866,109.0301769839655,-16.55970074236672,134.79470527301117,-38.16116919593874,-34.42176891119634,-75.76860805649714,-20.640115555980525,-8.875011643562617,-8.187707271846346,-15.6817840423786,-5.616799422848667,-3.4884587679004806,-3.0975678996012115,-7.7422769914059275,-1.3616954492067523,-12.363470411463098,-11.144623743275062,-23.094292172355566,-7.474031807697088,-50.52463960740184,-45.49921670978902,-98.40387854799823,-28.309099898682664,0,0,0,0,170,170,170,170,170,170,170,170,119.47536039259816,124.50078329021098,71.59612145200175,141.69090010131737,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,12262.593504503364,12541.937646712928,3310.8777245684023,21205.932400077574,85,85,85,85,136.73324242608723,122.49807982824166,81.06930399876681,265.16181405576657,192.46870373728038,172.2945032984186,113.83130400401728,376.27557143935144,122.49807982824166,128.21533151160648,122.49807982824166
Vac_51,51,Vac,2024,1,0.003450774785221576,0.003065701300897672,0.0014107616293927096,0.007401047982631857,10.719812614299844,9.34443650351006,6.364154684471352,21.537460084505376,-0.16029654266797339,-0.13698809089466066,-0.34769721873425863,-0.08649375819772176,-0.015428014687025881,-0.012638100854771857,-0.03804931552846656,-0.007294978997308357,-0.014323409793056425,-0.011385212620678868,-0.038416112953241904,-0.005172176684628532,-4.4876867966386495e-6,-3.1709036293019943e-6,-1.44566316442445e-5,-1.2946757175754422e-6,0.002549837677979209,0.0022758643886149343,0.0010547216039918262,0.005355970065540916,0.015029012269901835,0.012502027457827428,0.0074817474912049955,0.03600259588952997,0.01757884994788105,0.014789191392081236,0.008800256071026791,0.041233226857995825,0.010204663005730544,0.009176429190193253,0.006027742695353966,0.019743852734416808,0.0011702966977692332,0.0010769492294082639,5.015942926420269e-4,0.0022253814687405605,0.011374959703499799,0.010237083316332551,0.006735590443101014,0.02181305047813304,-57.62933047224509,-47.20262631619282,-144.96390577939005,-26.698555346618758,-12.532652373798246,-10.855656793559605,-26.078295173630522,-6.910771681629872,-5.4958758369159275,-4.406150201929107,-14.557680960825731,-2.0263073617821066,-18.028528210714175,-15.290521405943078,-40.026877548669844,-9.530366859459827,-75.65785868295926,-62.41741550692289,-184.08560555235766,-36.634942434308485,0,0,0,0,170,170,170,170,170,170,170,170,94.34214131704074,107.58258449307709,-14.085605552357686,133.3650575656915,-38.87586785057654,-34.97810315975126,-75.93357752863061,-21.260473651315838,-8.97810111239287,-8.346152484796397,-15.574398756015269,-5.703282143808276,-3.622891179241564,-3.2403565116136734,-7.810388092551112,-1.5326225570122318,-12.600992291634435,-11.430960515693284,-23.07375415103115,-7.6346182226237485,-51.476860142210974,-46.35411192886662,-97.88888430302113,-29.382076816743623,0,0,0,0,170,170,170,170,170,170,170,170,118.52313985778902,123.6458880711334,72.11111569697884,140.61792318325638,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,11862.118968686991,12100.561883336646,3299.8007054093414,20423.4619049735,85,85,85,85,139.4880271061035,125.83728379056026,83.59253787066389,266.8800897142248,196.36282562360248,176.69449226854147,116.84344823893905,375.9834906445459,125.83728379056026,131.89292096930367,125.83728379056026
Vac_52,52,Vac,2024,1,0.003321081467334981,0.0029492965282038597,0.0013895704379827125,0.007118585468217907,10.609969354171524,9.291178675843518,6.350547151295154,21.064987123278264,-0.16115003640636397,-0.13927979196685839,-0.34040129282295994,-0.08824214404800021,-0.015580250593255634,-0.013002553615562316,-0.037600225785253454,-0.007428779775966673,-0.014659784586118186,-0.011724937020814633,-0.038299341081023196,-0.005459113766812448,-4.5579360098858055e-6,-3.2382734574581556e-6,-1.4482556160967965e-5,-1.3655997709188642e-6,0.0024452115014475346,0.0021851251950462114,0.0010279516409079648,0.005088433723958995,0.015272355736926167,0.012839667672766786,0.007734431545718401,0.03560730929948556,0.017717567238373644,0.015033302346321165,0.00902788537025554,0.04057896021555107,0.010476989734920632,0.00948913417597759,0.006269469630925124,0.019801099896357956,0.0011313254507330903,0.0010512234911308482,5.090786926500446e-4,0.0020824638829671114,0.011608315185653662,0.010482653096803851,0.006996018940355819,0.021936766913494568,-58.2389986335191,-48.08529119712435,-141.77847161715795,-27.871309705684254,-12.571055159538243,-10.966218376159711,-25.713493230492084,-7.06885647171149,-5.622249236858006,-4.558702792332597,-14.64243252879462,-2.1049328153230467,-18.19330439639625,-15.542710079097922,-39.27853240104655,-9.794133941694868,-76.43230302991535,-63.43713975256391,-181.13989550271734,-38.02014543417823,0,0,0,0,170,170,170,170,170,170,170,170,93.56769697008465,106.56286024743608,-11.139895502717325,131.9798545658218,-39.59815368983653,-35.41178636737508,-77.07657429229054,-21.899180064874948,-9.074836704109499,-8.453776307057119,-15.578077293521236,-5.799544607913371,-3.7522791389082033,-3.333682047300047,-7.958022036273017,-1.5920579411989524,-12.827115843017703,-11.683038262390141,-23.01266324131261,-7.868594292267441,-52.42526953285423,-47.51977942505073,-99.12096922651871,-30.461425133194513,0,0,0,0,170,170,170,170,170,170,170,170,117.57473046714577,122.48022057494924,70.87903077348129,139.53857486680548,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,11472.69531922351,11753.057553127132,3267.044653490897,19847.115384967026,85,85,85,85,142.29578662296373,128.74791913252602,85.52211508091949,267.9112191891817,200.33736255123205,181.1387465387388,121.16343199356061,377.548318889093,128.74791913252602,134.94702041537298,128.74791913252602
Vac_53,53,Vac,2024,1,0.003211429452168133,0.002833845638775756,0.001409888211806365,0.00681776257605655,10.496579735547472,9.22671457976211,6.3355619654203,20.586964960822083,-0.1618617579448815,-0.14063215696315606,-0.3346096622433535,-0.09043406435561571,-0.015717623842542116,-0.013148197714784562,-0.03696714888863746,-0.007718435021386678,-0.014980561659032306,-0.012238906777674138,-0.037732025160296355,-0.005793745041872489,-4.639814856729429e-6,-3.3238216528414633e-6,-1.4354595532308819e-5,-1.4475705191454587e-6,0.0023563980809554685,0.0020911786547941347,0.0010446852965183774,0.00488327062110807,0.015505219403943888,0.013185042309650084,0.007961574500648777,0.03513650102897999,0.01786161748489942,0.0153060363787354,0.009238455863988904,0.04003485955611605,0.010745123459626962,0.009801376232755512,0.006530281003537387,0.020004264110330967,0.0010998575387078464,0.0010229386392506257,5.179496531973805e-4,0.0020050763142746677,0.011844980998334767,0.010753593063994593,0.007216049525854106,0.02199552928128696,-58.794263589275076,-48.8987772691482,-140.08214919233595,-27.878113366664365,-12.598748558893488,-11.054198257545362,-25.219715745464946,-7.163907825968348,-5.742500489387863,-4.743914306983692,-14.343273637718559,-2.254874640236119,-18.34124904828135,-15.86436503557352,-38.64574195702107,-10.03875096364829,-77.13551263755643,-64.61840113528363,-176.98755132930557,-38.66936290528325,0,0,0,0,170,170,170,170,170,170,170,170,92.86448736244357,105.38159886471638,-6.987551329305572,131.3306370947167,-40.27770146069606,-36.4931470083053,-76.83954660717897,-22.593835488173173,-9.165227335868623,-8.57165359640181,-15.590796783616879,-5.909226370115862,-3.8778742008372133,-3.527958002214484,-7.923973513911092,-1.7588626885551548,-13.043101536705837,-11.96242892922409,-22.908324237102025,-8.044559308669731,-53.32080299740189,-48.42244609651974,-98.98334558504291,-31.559130456214145,0,0,0,0,170,170,170,170,170,170,170,170,116.6791970025981,121.57755390348024,71.01665441495709,138.44086954378585,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,11101.748174866649,11314.282580640356,3244.121518842915,18943.294990089555,85,85,85,85,145.1102114820486,132.17535887555215,88.89864779566089,268.583484643515,204.33511647372245,186.11126433429794,125.7738179812944,378.5043857554574,132.17535887555215,139.59933548649502,132.17535887555215
Vac_54,54,Vac,2024,1,0.0031188235036036147,0.002749616181642267,0.0014122854381048101,0.0066590963754650885,10.379460542778538,9.176372768056922,6.319040330359253,20.091261784487465,-0.1623806499751218,-0.14132741681999367,-0.32817389864504437,-0.092163803119242535,-0.015846382461449964,-0.013419838656090567,-0.036424245908386596,-0.007838083994512345,-0.015290896434698761,-0.01257346988958312,-0.03727317969189355,-0.0063035584490186945,-4.7323463484157166e-6,-3.44165311741902e-6,-1.4275797983387762e-5,-1.5180385017290725e-6,0.002281040855762363,0.002026441222181319,0.0010453160779522186,0.004793077899200426,0.01572289594573499,0.013482930457167756,0.00822092516212383,0.03466241229322991,0.018003936801497367,0.015488208248484625,0.009582190189282615,0.03957680031706925,0.011004559065373381,0.010091985982516939,0.006769760076150382,0.02019362388661078,0.0010749049377713398,9.97295427109357e-4,5.221748811087501e-4,0.0019540652516322862,0.012079464003144752,0.011016562512152106,0.0074217457116756425,0.02214093169448841,-59.32235737617163,-49.9564678113656,-138.3965501823953,-28.950825180818747,-12.609927655809734,-11.192323687646281,-24.74145165468464,-7.253907724783019,-5.858575419959294,-4.841929439449803,-14.334979644989271,-2.4105009392856767,-18.46850307576903,-16.107946718672675,-38.01574996976388,-10.244187929423122,-77.79086045194066,-65.72308639844783,-173.57082724356405,-39.57133128034065,0,0,0,0,170,170,170,170,170,170,170,170,92.20913954805934,104.27691360155214,-3.570827243564079,130.42866871965938,-40.94180252976528,-37.41011617709727,-77.30024873778797,-23.302332448684083,-9.24346601430877,-8.726338225878154,-15.404758959812918,-6.007632513631956,-4.001720575613664,-3.6454315693356905,-8.058593784298937,-1.8315474177128466,-13.245186589922435,-12.183363620090118,-22.89096820540199,-8.296264752724369,-54.18698911968772,-49.76734489991293,-99.46979899904788,-32.32935184935674,0,0,0,0,170,170,170,170,170,170,170,170,115.81301088031228,120.23265510008707,70.53020100095212,137.67064815064325,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,10755.851324435904,10944.762739769641,3238.2446482659125,18039.487703352817,85,85,85,85,147.8881345912914,134.99187167485314,92.24075861042911,270.804258884116,208.28545460701514,190.0390679302123,129.94554654222966,380.8551976281755,134.99187167485314,142.89144599758586,134.99187167485314
Vac_55,55,Vac,2024,1,0.003040843836848378,0.0026800702902587403,0.0014185990150799022,0.006489669210512705,10.258569854744428,9.123022391825156,6.295484237440142,19.513904895348674,-0.16272388450428402,-0.14328784207991305,-0.32065777485737046,-0.09362159981672953,-0.015987401499380636,-0.01368311214495441,-0.03607161387501597,-0.007908600774171931,-0.015583815177168581,-0.013051623183786658,-0.03717568951411991,-0.006828044807460216,-4.835985180056604e-6,-3.519948790248059e-6,-1.4234481148422751e-5,-1.6029471704334057e-6,0.002216842224131145,0.0019675927973548113,0.0010429656160648726,0.0046399811728845995,0.015925776364208326,0.013805625839621909,0.008401941130438835,0.03415525537024498,0.018142618588339553,0.01574554706882836,0.009788347712139787,0.03894181185313998,0.011255865690206524,0.010373350672561404,0.006885650473535326,0.02028502887920816,0.0010552822855651148,9.859078495271234e-4,5.302652539591612e-4,0.0019152118437635755,0.012311147975771621,0.011292415895463925,0.007606033136288649,0.022070022580062697,-59.89660043478591,-51.094701359665876,-136.7442707640217,-29.905259079502873,-12.605137241071024,-11.239024778926542,-24.23682602494177,-7.35661516720083,-5.96634126660982,-5.0822520710041035,-14.235353497954975,-2.6626226888268065,-18.571478507680844,-16.368848953236366,-37.04890761761706,-10.437658412941445,-78.46807894246676,-67.34844741582678,-171.77823672480156,-40.75701953872598,0,0,0,0,170,170,170,170,170,170,170,170,91.53192105753324,102.65155258417323,-1.7782367248015643,129.24298046127402,-41.66633766792627,-38.1052204123212,-76.70703111632413,-23.775768362443596,-9.310058709593903,-8.798429534706013,-15.249331917847721,-6.098171832507239,-4.11966012986755,-3.812225736480231,-8.165543249944005,-2.043426641398042,-13.429718839461453,-12.492754411986729,-22.744996233592488,-8.512109803288629,-55.09605650738772,-50.93277312676146,-99.00069551398103,-32.889196038189795,0,0,0,0,170,170,170,170,170,170,170,170,114.90394349261227,119.06722687323852,70.99930448601897,137.1108039618102,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,10422.68158970786,10579.337189074333,3283.2056259058204,17447.795648362393,85,85,85,85,150.65950801141008,137.93479738112114,94.6205518915826,269.28295463308933,212.2152478902682,194.4497340011081,132.5116886529519,381.6983964456716,137.93479738112114,147.07324383760445,137.93479738112114
Vac_56,56,Vac,2024,1,0.0029754639370524138,0.0026221829238615157,0.0014288895100698974,0.006364922651804416,10.133759384089052,9.072146553114361,6.273277578129309,19.017081833541635,-0.16287285972925278,-0.14500129190094904,-0.3138768944689316,-0.095660051699509,-0.016134832880077114,-0.01387310148662331,-0.03579338631116076,-0.008245010270511484,-0.015883695550492044,-0.013415762574273956,-0.036464481492132106,-0.007090585847223229,-4.9497058983517485e-6,-3.672180992708857e-6,-1.4283916976314975e-5,-1.680867061418856e-6,0.002162240489831227,0.001922418348955901,0.0010519071402367963,0.004529727278859763,0.016111248365807376,0.014110804677949437,0.00865989289403525,0.03367131669710552,0.01827348885563859,0.015987437707151386,0.010118066776811218,0.03837536818005764,0.011496611648622316,0.010604984440817483,0.007142460477362581,0.020320105081613624,0.0010403351880243577,9.718222821382128e-4,5.425788634219498e-4,0.0018974986983682385,0.012536946836646792,0.011531253656459128,0.007824924175042014,0.02206335536326307,-60.49213932474819,-51.86571534665984,-135.17461317076769,-30.99084852672024,-12.580881493708663,-11.289558746780179,-23.698392210088524,-7.482155793424341,-6.07547633842552,-5.217829702002746,-13.861454076045673,-2.744353590637462,-18.656357832134184,-16.496525851116903,-36.370957631976474,-10.575553418008656,-79.14849715688237,-68.44735818726089,-169.05701464665046,-41.8827715838578,0,0,0,0,170,170,170,170,170,170,170,170,90.85150284311763,101.5526418127391,0.9429853533495093,128.1172284161422,-42.428669012845624,-38.83627645864821,-78.0750663481724,-24.433182402114777,-9.361388488945192,-8.875908127584331,-15.09853269844713,-6.142771785474818,-4.241724829660714,-3.904836501779975,-8.267336203957779,-2.179048033916672,-13.603113318605907,-12.683298605639852,-22.66985907043117,-8.715047826731182,-56.03178233145153,-51.8370478857877,-99.73701022637755,-34.16138313720809,0,0,0,0,170,170,170,170,170,170,170,170,113.96821766854848,118.16295211421229,70.26298977362246,135.83861686279192,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,10100.697199316784,10280.998329696933,3213.215715586506,17074.826647418002,85,85,85,85,153.3853595321937,141.0357867313881,96.12545026122181,269.00460242629964,216.07009371542765,198.7185561148351,134.82375002009738,380.4308977451487,141.0357867313881,151.03444056861642,141.0357867313881
Vac_57,57,Vac,2024,1,0.0029210094556947758,0.002576592783062992,0.0014431789730164014,0.006210477320970753,10.004927871600467,9.014635814072133,6.251231070739877,18.58510511312821,-0.16277435745632005,-0.14671864338388785,-0.3066895608975039,-0.0968873275978498,-0.016252214853233138,-0.014168424931698627,-0.034992479491055106,-0.008522628614607265,-0.01618672917025826,-0.013940165009865536,-0.03597216666217394,-0.007345509103917238,-5.073093552112492e-6,-3.816020016372565e-6,-1.4312305450728222e-5,-1.767976116515834e-6,0.0021159509609434864,0.001880550630861677,0.001058802855949903,0.004415243987417572,0.016274201497685294,0.014407696178210843,0.009012452608120372,0.033128374982455015,0.018390152458628645,0.016173806174075267,0.010264914440718797,0.03757102336175633,0.011721685192586843,0.010889446366552348,0.00740026025466749,0.020209201341670927,0.0010295304811665637,9.606798636410119e-4,5.528079315995527e-4,0.001889463242000744,0.012751215673753407,0.011801177678234964,0.008124637057021688,0.021926189264347546,-60.97884360736774,-52.76984964079607,-133.30701910368757,-31.157257184630406,-12.535646495465096,-11.387643831060199,-23.044481610600695,-7.573964206759285,-6.186559262042967,-5.350293788551739,-13.792897517359641,-2.808799633465501,-18.722205757508064,-16.711454631412256,-35.599155664642545,-10.833352087648194,-79.70104936487581,-69.48898010982147,-166.08697251939932,-42.599336854004356,0,0,0,0,170,170,170,170,170,170,170,170,90.29895063512419,100.51101989017855,3.913027480600668,127.40066314599565,-43.09637462723001,-39.735883596332975,-78.20858498090723,-24.93055132929517,-9.3957473562434,-8.955715389323217,-14.84097754938172,-6.276379850387905,-4.368873153355412,-4.032257842361236,-8.29721049780443,-2.2053806490330725,-13.76462050959881,-12.878245419802461,-22.546381563202296,-8.853725990358313,-56.86099513682882,-52.65139719578714,-100.27292257634501,-34.63764455197916,0,0,0,0,170,170,170,170,170,170,170,170,113.13900486317118,117.34860280421287,69.72707742365499,135.36235544802082,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,9809.457225394557,9965.602032982246,3222.7273623303695,16539.497079580902,85,85,85,85,155.94265430594848,143.95776247576327,99.05160811143139,269.1597638007538,219.69873267471553,203.0976072897759,139.32174313963762,380.4466805671545,143.95776247576327,155.17193567093287,143.95776247576327
Vac_58,58,Vac,2024,1,0.002876135239697533,0.0025457194279248085,0.001426411478323697,0.006076663321107567,9.872191681735943,8.95030327616444,6.226347952700495,18.055777592348225,-0.16244741388232503,-0.14685869527268236,-0.29876437623827184,-0.0981187050804741,-0.016397802879917184,-0.014387310081658534,-0.03459652478549164,-0.008622923215182876,-0.016479117132931712,-0.014430977202845478,-0.03595679924554174,-0.007569879022136959,-5.207267098131035e-6,-4.003985890542284e-6,-1.426408639921342e-5,-1.8726520505379074e-6,0.002076945771102462,0.001850658354632273,0.0010433092886572128,0.00430753115225837,0.016415495704098292,0.014679359266372715,0.009250632689255809,0.03251681982049642,0.01849244147520066,0.016418440363933584,0.010476560531895806,0.03674226672395217,0.011931877872431029,0.011139404557708132,0.007580544286629701,0.02025232031148042,0.0010224500311797496,9.477696864008678e-4,5.513826242540265e-4,0.0018526350435541959,0.012954327903610752,0.01204078741029857,0.00826892133906374,0.021844978669841447,-61.566924523795464,-53.7341520701578,-131.43338975936175,-31.45305433139808,-12.46729103239549,-11.390952726472808,-22.42298041514685,-7.702996629524584,-6.2918480818793014,-5.511652800616519,-13.458373593196242,-2.92761080554794,-18.75913911427479,-16.84588196947616,-34.90449600958903,-11.023635740477172,-80.32606363807025,-70.76527760764391,-163.45014521698567,-43.56304019693465,0,0,0,0,170,170,170,170,170,170,170,170,89.67393636192975,99.23472239235608,6.549854783014335,126.43695980306533,-43.88419564692722,-40.71315361229193,-78.2086491335977,-25.55322017822438,-9.410632496841703,-8.987889340062758,-14.734663659491462,-6.328898710481002,-4.493453925480547,-4.20482699598011,-8.389789167014337,-2.2878142687659695,-13.904086422322251,-13.082767948578892,-22.38991707524147,-9.068461001929439,-57.78828206924947,-53.92649799549064,-99.26711639771591,-35.50228909260097,0,0,0,0,170,170,170,170,170,170,170,170,112.21171793075054,116.07350200450936,70.7328836022841,134.49771090739904,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,9532.287410046858,9631.956537015649,3201.5957078281126,15913.21732816203,85,85,85,85,158.43742007073226,147.04803884759914,101.80281124610704,268.4404334688313,223.209059588786,207.25014420092705,142.6514179953023,379.328822414525,147.04803884759914,159.24057966883922,147.04803884759914
Vac_59,59,Vac,2024,1,0.002839683745587152,0.0025098425523406576,0.0014275834726817037,0.005852865871029065,9.735571700037381,8.881968876375884,6.202354807121494,17.512712246240536,-0.1618747123751735,-0.14750839067053906,-0.2910417275097013,-0.09887850272687101,-0.016522071848868426,-0.01462751085234357,-0.03399376552567406,-0.008832342353651363,-0.016739872163246676,-0.014897200899946762,-0.035344576250304335,-0.007826126663608969,-5.35115602087595e-6,-4.165132292782313e-6,-1.4203799185202385e-5,-1.9825198260133922e-6,0.002044348736829118,0.0018218860523884217,0.001039909317195331,0.004157158263514393,0.016532509015506847,0.014813125440984197,0.009435593915539272,0.031906341104211165,0.018576857752336015,0.016599464956707166,0.010591698206051792,0.035913794242393667,0.01212445708582051,0.01139671597494753,0.007834700792890765,0.02029359963891119,0.001018743522937367,9.426070615727866e-4,5.476706579489842e-4,0.0018527176255553443,0.01314320060875787,0.012278346155970787,0.008453179177936842,0.021862009678022785,-62.07954540477427,-55.08437393805086,-129.0217160273327,-32.79367992563998,-12.380483904218746,-11.408827087829335,-21.73300621248909,-7.59585502242654,-6.3847973979349435,-5.7171825551032605,-13.262583386675006,-3.0160759134496953,-18.76528130215369,-16.980015622069484,-34.10068489520716,-11.201395111979723,-80.84482670692796,-72.12050276361009,-161.51868306166298,-44.67644425742548,0,0,0,0,170,170,170,170,170,170,170,170,89.15517329307204,97.87949723638991,8.481316938337018,125.32355574257451,-44.61391739007312,-41.82660950986466,-77.94407629542653,-26.115235090623177,-9.410519692585465,-9.012759832681,-14.433632364434107,-6.359291526468296,-4.608829728861631,-4.349754512936449,-8.48057439183544,-2.3623858857892692,-14.019349421447096,-13.268482550772035,-22.086225748595485,-9.178560752835185,-58.633266811520215,-54.91196856303515,-98.6445406042758,-36.689497999462176,0,0,0,0,170,170,170,170,170,170,170,170,111.36673318847978,115.08803143696484,71.35545939572418,133.31050200053784,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,9282.923460868235,9382.5979480104,3247.0260466405493,15271.321498092819,85,85,85,85,160.7486394933388,150.09341672046642,104.7584938969863,268.55073437633297,226.46464253712816,210.84902639948027,147.07897225812079,377.93804821189866,150.09341672046642,163.52055121143928,150.09341672046642
