Scenario,Age0,Age1,Arm,Year0,ICER_A,ICER25_A,ICER50_A,ICER75_A,ICER100_A,ICER_Thres_A,ICER_M,ICER25_M,ICER50_M,ICER75_M,ICER100_M,ICER_Thres_M,ICER_L,ICER25_L,ICER50_L,ICER75_L,ICER100_L,ICER_Thres_L,ICER_U,ICER25_U,ICER50_U,ICER75_U,ICER100_U,ICER_Thres_U
"Second_[80,85)",70,"[80,85)",ReVac_RZV1,2024,18069.90717035336,3473.1242482283924,9555.117132447129,15637.110016665865,21719.1029008846,20000,17413.174165328957,3305.2046254870934,9186.175425455069,15055.197519908115,20968.47237854172,20000,12384.449984362325,1803.4024786755606,6215.669471787228,10622.443058399085,15009.100445551392,19999.999999999996,27328.192510333043,6127.282076985406,14998.107213252897,23806.169298387063,32611.227328252004,20000.000000000004
"Second_[80,85)",70,"[80,85)",ReVac_RZV2,2024,30069.01016131655,6986.379578830012,16604.142321532738,26221.90506423546,35839.66780693819,20000,29557.865966250036,6840.94676801574,16290.79479971418,25778.072927315145,35253.55523045786,20000,22784.438121112074,4902.5518621496485,12354.369704001827,19816.619492609836,27320.263762383936,19999.999999999996,40107.63200504987,9945.761268878729,22511.15921418532,35080.67423036218,47646.484328576,20000.000000000004
"Second_[80,85)",71,"[80,85)",ReVac_RZV1,2024,18503.1133901174,3598.712656003804,9808.879628551136,16019.046601098467,22229.213573645797,20000,17804.22055272958,3417.4209214210587,9408.583251478849,15404.138025912936,21445.334327922006,20000,12615.355874710087,1854.1919991418515,6339.198806621646,10833.099850524379,15279.85355743364,19999.999999999996,28207.920913911486,6382.817911864482,15513.460193846331,24581.008481321805,33647.33930308679,20000.000000000004
"Second_[80,85)",71,"[80,85)",ReVac_RZV2,2024,30599.805849065804,7140.811325117821,16915.392376762815,26689.973428407808,36464.5544800528,20000,30100.43402152738,6993.360182701641,16591.115445659714,26237.585351696398,35857.7006186819,20000,23093.610367823363,4988.013960238948,12507.702490699825,20068.404092335586,27653.871161650666,19999.999999999996,40995.53821984478,10205.772230965773,23036.944903977077,35864.51155816829,48693.75161280983,20000.000000000004
"Second_[80,85)",72,"[80,85)",ReVac_RZV1,2024,19020.687119880557,3748.71532080502,10112.036903753162,16475.3584867013,22838.680069649443,20000,18286.801944504743,3551.8217682863033,9671.458078846077,15812.779439134203,21977.059600946333,20000,12881.815037857123,1936.2680495106279,6475.601517781955,11060.363065062455,15589.814633550908,19999.999999999996,29223.589687208303,6722.709822479132,16098.425451330895,25473.5427626719,34848.66007401291,20000.000000000004
"Second_[80,85)",72,"[80,85)",ReVac_RZV2,2024,31227.132764953243,7323.293180001514,17283.22634039807,27243.15950079462,37203.09266119118,20000,30677.328145865686,7167.577992231847,16941.911856712613,26769.192430031475,36555.601700969884,20000,23440.267577289975,5090.048556706742,12711.171850431349,20374.02901249493,28053.441828523468,19999.999999999996,42062.736602104975,10514.342236880266,23662.9071653156,36805.642477308014,49948.37778930042,20000.000000000004
"Second_[80,85)",73,"[80,85)",ReVac_RZV1,2024,19645.640127411414,3929.7838990084783,10478.057327509701,17026.330756010924,23574.604184512147,20000,18841.3271096892,3719.877402856794,9992.079393658638,16307.524791856005,22650.271908063052,20000,13189.618206262361,2026.7675426679186,6638.305825911973,11327.740626514309,15948.288534452216,19999.999999999996,30429.129834797695,7043.77651532179,16744.80622098218,26520.21956458525,36292.28074168332,20000.000000000004
"Second_[80,85)",73,"[80,85)",ReVac_RZV2,2024,31974.770566029918,7540.728800837832,17721.579536334535,27902.430271831236,38083.28100732794,20000,31367.01274232584,7384.727405809337,17337.730721679523,27387.343691307673,37387.99452603938,20000,23898.89838251584,5219.755025453552,12979.91391918186,20778.67001228104,28579.940186130683,19999.999999999996,43345.724626051066,10887.451936951817,24414.570373497565,37937.273088644935,51458.401932160254,20000.000000000004
"Second_[80,85)",74,"[80,85)",ReVac_RZV1,2024,20409.977546153044,4151.167744407828,10925.671828468334,17700.17591252884,24474.679996589348,20000,19534.509112898188,3926.8010703486457,10410.439889109246,16922.598028103665,23485.494923286165,20000,13549.015487624078,2132.126870983691,6866.023928368135,11644.524157196432,16371.696847893076,19999.999999999996,31980.989366439786,7535.265766316384,17677.27723797251,27920.63829764659,38046.6439022481,20000.000000000004
"Second_[80,85)",74,"[80,85)",ReVac_RZV2,2024,32874.665621348846,7802.391328191659,18249.17228367382,28695.95323915598,39142.73419463814,20000,32200.68088643117,7622.497636830583,17828.05332772018,28093.911223174684,38365.89554351746,20000,24505.544559089918,5387.951891219,13334.663282524005,21313.26864665043,29293.958427749152,19999.999999999996,44904.17029528359,11341.65167375749,25326.451425413918,39310.72876648039,53293.51202146214,20000.000000000004
"Second_[80,85)",75,"[80,85)",ReVac_RZV1,2024,21359.67788442311,4426.152457094166,11481.788051814558,18537.42364653495,25593.05924125534,20000,20411.333250595642,4181.831358159644,10922.877347506663,17700.74438412921,24485.741702735028,20000,13992.85985210061,2262.513043798999,7121.972166674576,12037.137635737614,16898.466341877196,19999.999999999996,33935.8181015969,8207.276885999205,18943.556958964044,29652.31491798751,40361.072877010985,20000.000000000004
"Second_[80,85)",75,"[80,85)",ReVac_RZV2,2024,33970.835220006775,8121.05573846403,18891.79718910684,29662.538639749648,40433.28009039246,20000,33212.40614600354,7927.662751248,18450.793800220144,28977.828851914535,39516.231931908915,20000,25264.95685806891,5586.636142818864,13802.832414072118,22018.513186417134,30133.840101924405,19999.999999999996,46815.507153926,11867.465591724644,26443.224748019118,40995.84612504305,55544.99869725041,20000.000000000004
"Second_[80,85)",76,"[80,85)",ReVac_RZV1,2024,22563.50509595697,4774.604448873241,12186.646385158128,19598.688321443016,27010.730257727904,20000,21488.13001685562,4480.3506008379845,11543.98525307701,18656.190004332577,25739.137320721256,20000,14548.604643859664,2422.0466799269507,7426.53506579804,12551.676043970585,17554.82605762372,19999.999999999996,37083.03107210573,8940.98858462095,20641.435441240534,32385.43232042997,44129.42919961941,20000.000000000004
"Second_[80,85)",76,"[80,85)",ReVac_RZV2,2024,35325.81030288386,8514.866676573187,19686.093187535967,30857.319698498744,42028.54620946152,20000,34456.3783512558,8288.95524615367,19201.218432723603,30092.083666807725,40998.7434635449,20000,26011.398207191676,5833.156467912471,14282.936692123047,22677.077468645017,31012.87931501166,19999.999999999996,48826.548277514245,12457.372469222324,27540.6688857228,42667.60679191406,58064.96050591451,20000.000000000004
"Second_[80,85)",77,"[80,85)",ReVac_RZV1,2024,24129.75947363446,5227.807924585069,13103.621070022316,20979.434215459565,28855.247360896814,20000,22830.08424577058,4855.5669740112635,12355.937202100555,19832.11445535476,27342.197485755412,20000,15234.36649281462,2615.5836099786166,7861.129687679236,13116.005635395082,18425.43679401423,19999.999999999996,40863.94233343653,10043.492011384616,22879.67404220218,35738.647911165026,48551.88396684378,20000.000000000004
"Second_[80,85)",77,"[80,85)",ReVac_RZV2,2024,37031.90309331516,9010.604277366921,20686.145450678687,32361.686623990452,44037.227797302214,20000,36071.51308540421,8761.982570256743,20146.280536850925,31514.404648034935,42898.2141163857,20000,26919.323671580794,6147.1338897187525,14865.705564257087,23478.324891960314,32086.840682008165,19999.999999999996,51826.14239413112,13312.24197844185,29360.457919269254,45421.602960535296,61460.45726969561,20000.000000000004
"Second_[80,85)",78,"[80,85)",ReVac_RZV1,2024,26239.431832745755,5838.05959257713,14338.631359314057,22839.203126050983,31339.77489278791,20000,24660.84323960513,5365.566729121203,13425.272476751032,21448.74618633753,29495.593687852805,20000,16095.682360692055,2915.504279877598,8402.368501195082,13891.02332433902,19457.023140963,19999.999999999996,46243.01381441745,11686.732286389846,26083.48345478014,40483.14799737821,54882.69617559542,20000.000000000004
"Second_[80,85)",78,"[80,85)",ReVac_RZV2,2024,39232.315995332174,9649.799441414232,21975.848005546708,34301.896569679186,46627.945133811656,20000,38117.720144835665,9343.057816247416,21362.97638696512,33323.80082679969,45321.4819143654,20000,28316.74916953298,6537.115842204545,15616.474995362767,24697.444456876376,33745.7062385179,19999.999999999996,56288.597273606094,14687.963052298926,32065.281470221296,49367.64990121043,66670.01833219956,20000.000000000004
"Second_[80,85)",79,"[80,85)",ReVac_RZV1,2024,29208.60128671264,6696.810192247488,16076.723148274636,25456.636104301782,34836.54906032893,20000,27153.647570256166,6079.617033595311,14862.793108225314,23610.659956080508,32434.964787750556,20000,17281.2549630378,3233.110506148715,9105.27494157999,14941.903155247905,20786.355768304296,19999.999999999996,53944.11224109144,13938.557118722549,30625.70630723799,47281.71054570474,63937.71478417149,20000.000000000004
"Second_[80,85)",79,"[80,85)",ReVac_RZV2,2024,42164.917135265234,10501.407008106358,23694.53622775589,36887.66544740542,50080.79466705496,20000,40802.67417929557,10132.681011906085,22855.445559397594,35685.564376221366,48468.30277956881,20000,30150.549728760496,7008.701465874498,16615.86592605302,26294.998052977262,35931.53777249332,19999.999999999996,61713.85315970893,16318.293463899234,35345.04022746287,54179.90660763863,73014.7729878144,20000.000000000004
"Second_[85,90)",70,"[85,90)",ReVac_RZV1,2024,21199.96219750602,4062.213386057215,11202.942057494218,18343.67072893122,25484.399400368224,20000,20488.45806166338,3880.2675064375176,10807.904582614658,17731.71651284907,24649.117423380663,20000,14998.266569954922,2215.352485000893,7584.391137886528,12917.368082195617,18143.0564555832,19999.999999999996,31658.848963650824,6971.5065147745845,17185.26102488666,27471.76989921727,37815.335482724025,20000.000000000004
"Second_[85,90)",70,"[85,90)",ReVac_RZV2,2024,36501.5335019062,8553.59052915841,20198.56676780332,31843.54300644823,43488.51924509314,20000,35807.163337901555,8361.46479012496,19769.61958310997,31224.643731130163,42661.4188672914,20000,28640.367435181517,6329.448014801643,15577.50713457018,24909.86257427597,34174.12328734566,19999.999999999996,48683.231574651334,11985.682580118755,27382.157343644238,42606.415399611986,57798.455837210364,20000.000000000004
"Second_[85,90)",71,"[85,90)",ReVac_RZV1,2024,21453.938276295474,4136.272584703787,11351.96662286699,18567.660661030193,25783.354699193394,20000,20742.354791363847,3949.2595804793364,10936.11487681252,17961.253458667677,24924.610111460213,20000,15132.174098962983,2264.7481250035153,7658.959877796483,13018.254624567337,18306.43112994546,19999.999999999996,32223.98829008085,7127.5698315026875,17532.7025248922,27991.481251039153,38598.4416030257,20000.000000000004
"Second_[85,90)",71,"[85,90)",ReVac_RZV2,2024,36833.61216363884,8650.669799579238,20393.56245127074,32136.45510296224,43879.34775465374,20000,36085.03402889929,8444.709839404935,19947.048751963895,31465.66670441773,43024.35710554523,20000,28749.328556781384,6372.872520070769,15678.146217132882,25014.625983418937,34351.85720440684,19999.999999999996,49388.02270346181,12190.008335000028,27779.774602740137,43228.22292710103,58627.72236800298,20000.000000000004
"Second_[85,90)",72,"[85,90)",ReVac_RZV1,2024,21748.07045050577,4222.028889826215,11524.546206776029,18827.063523725843,26129.580840675655,20000,21014.20993749777,4028.386904953056,11102.972916815257,18187.937170710582,25265.648444632556,20000,15284.697874557487,2320.580962774218,7748.407082470545,13138.251169205347,18504.71897512497,19999.999999999996,32874.71273015725,7329.3133936528575,17914.338309624483,28597.149461190747,39373.97835246002,20000.000000000004
"Second_[85,90)",72,"[85,90)",ReVac_RZV2,2024,37216.36763412627,8762.553796250748,20618.309562032213,32474.06532781368,44329.82109359515,20000,36422.65444261777,8553.565651364275,20132.49455275078,31763.210885423287,43430.922948413,20000,28869.793509197276,6426.991369875402,15781.532026681316,25120.531157748323,34493.687036370706,19999.999999999996,50171.835437235386,12422.798502749876,28231.79900312409,43919.74638924191,59549.969009225606,20000.000000000004
"Second_[85,90)",73,"[85,90)",ReVac_RZV1,2024,22090.526464086164,4321.859434203647,11725.470696654696,19129.081959105744,26532.693221556794,20000,21328.19278747549,4116.193599287505,11283.956772258549,18447.2554519568,25631.94360188885,20000,15436.13411724905,2377.4231407752,7854.930932422362,13281.900628222047,18684.42920873022,19999.999999999996,33636.77688987085,7569.034465423394,18409.258531435196,29214.827852994957,40205.86179946601,20000.000000000004
"Second_[85,90)",73,"[85,90)",ReVac_RZV2,2024,37659.55298009669,8892.090090650312,20878.532961252968,32864.97583185563,44851.41870245828,20000,36841.20214205234,8671.035433979403,20391.20097539087,32128.219415274085,43893.777988883805,20000,29103.723656963106,6507.97805253909,15913.765664983219,25326.622488548393,34769.37540958517,19999.999999999996,51047.74901211336,12689.383576255384,28748.201193858695,44692.52457830171,60580.58566283084,20000.000000000004
"Second_[85,90)",74,"[85,90)",ReVac_RZV1,2024,22491.67322898124,4438.780985116238,11960.819420059988,19482.85785500374,27004.896289947486,20000,21679.627433208294,4224.229774811885,11485.783004778876,18742.590095319727,26060.29612234083,20000,15655.887894414447,2432.9491695229,7984.358146004201,13454.863834913593,18936.035337139743,19999.999999999996,34534.992086734674,7844.307258027839,18967.69861652047,30007.224940156248,41319.107369932826,20000.000000000004
