Scenario,Agp0,Arm,Year0,N0,Index,A,M,L,U
"Vac[60,65)","[60,65)",Vac1,2024,1,Risk_HZ,0.05635425547325009,0.06252113808434699,0.012387544268044889,0.08511358261378794
"Vac[60,65)","[60,65)",Vac1,2024,1,Risk_Hosp,0.0029995463775915917,0.00321404826444087,5.595586221794183e-4,0.0046657288110400165
"Vac[60,65)","[60,65)",Vac1,2024,1,Risk_PHN,0.004785798633540278,0.005432435358023782,9.709653514014796e-4,0.007023684202460917
"Vac[60,65)","[60,65)",Vac1,2024,1,Risk_Death,4.5364341653754435e-7,4.840617434828473e-7,2.4622221458950824e-8,8.079565600920366e-7
"Vac[60,65)","[60,65)",Vac1,2024,1,Q_Life,63577079.058695346,63576988.203050554,63576559.218434215,63577885.29427206
"Vac[60,65)","[60,65)",Vac1,2024,1,Q_HZ,-23862.761040213176,-25971.978852510652,-36450.52845024118,-5244.268566489411
"Vac[60,65)","[60,65)",Vac1,2024,1,Q_All,63553216.297655135,63551016.22419805,63540114.37251159,63572641.02570557
"Vac[60,65)","[60,65)",Vac1,2024,1,Q_HZ_d,-11887.265223572118,-12960.733381808488,-18042.486447686806,-2925.8255711573534
"Vac[60,65)","[60,65)",Vac1,2024,1,Q_Life_d,42746322.34806298,42746290.347214594,42746125.10915828,42746618.87513243
"Vac[60,65)","[60,65)",Vac1,2024,1,Q_All_d,42734435.08283941,42733329.61383279,42728082.62271059,42743693.04956128
"Vac[60,65)","[60,65)",Vac1,2024,1,C_Hosp,35913871.96491853,38419318.496710226,6614958.358991398,55822337.94763347
"Vac[60,65)","[60,65)",Vac1,2024,1,C_GP_NonPHN,16364522.377031973,18038743.47244046,3680255.8421676634,24946048.599116907
"Vac[60,65)","[60,65)",Vac1,2024,1,C_GP_PHN,6686989.9213425955,7599197.65526371,1381739.482588508,9689412.210601667
"Vac[60,65)","[60,65)",Vac1,2024,1,C_GP,23051512.298374567,25637941.127704166,5061995.324756172,34635460.80971857
"Vac[60,65)","[60,65)",Vac1,2024,1,C_Med,58965384.2632931,64547316.40200735,11676953.68374757,87678870.85386461
"Vac[60,65)","[60,65)",Vac1,2024,1,C_VacZVL,0,0,0,0
"Vac[60,65)","[60,65)",Vac1,2024,1,C_VacRZV,299841325,299841325,299841325,299841325
"Vac[60,65)","[60,65)",Vac1,2024,1,C_Vac,299841325,299841325,299841325,299841325
"Vac[60,65)","[60,65)",Vac1,2024,1,C_All,358806709.2632931,364388641.40200734,311518278.6837476,387520195.85386467
"Vac[60,65)","[60,65)",Vac1,2024,1,C_Hosp_d,15645546.298696363,16771469.803860798,2979530.058590626,24441973.460073426
"Vac[60,65)","[60,65)",Vac1,2024,1,C_GP_NonPHN_d,8399065.987719415,9299472.227228057,2147752.619620679,12786515.98454226
"Vac[60,65)","[60,65)",Vac1,2024,1,C_GP_PHN_d,3328844.589774756,3762959.362484937,749368.2690905412,4860497.000132366
"Vac[60,65)","[60,65)",Vac1,2024,1,C_GP_d,11727910.57749417,13062431.589712992,2897120.8887112197,17647012.984674625
"Vac[60,65)","[60,65)",Vac1,2024,1,C_Med_d,27373456.876190536,30047917.896126993,5876650.947301846,40571348.21415338
"Vac[60,65)","[60,65)",Vac1,2024,1,C_VacZVL_d,0,0,0,0
"Vac[60,65)","[60,65)",Vac1,2024,1,C_VacRZV_d,299841325,299841325,299841325,299841325
"Vac[60,65)","[60,65)",Vac1,2024,1,C_Vac_d,299841325,299841325,299841325,299841325
"Vac[60,65)","[60,65)",Vac1,2024,1,C_All_d,327214781.87619054,329889242.896127,305717975.9473018,340412673.2141534
"Vac[60,65)","[60,65)",Vac1,2024,1,N_VacZVL,0,0,0,0
"Vac[60,65)","[60,65)",Vac1,2024,1,N_VacRZV,3527545,3527545,3527545,3527545
"Vac[60,65)","[60,65)",Vac1,2024,1,N_VacZVL_d,0,0,0,0
"Vac[60,65)","[60,65)",Vac1,2024,1,N_VacRZV_d,3527545,3527545,3527545,3527545
"Vac[65,70)","[65,70)",SOC,2024,1,Year_Life,19.160360463080718,19.16038101667576,19.160231950972324,19.160427609112162
"Vac[65,70)","[65,70)",SOC,2024,1,Year_Immunised,0,0,0,0
"Vac[65,70)","[65,70)",SOC,2024,1,Risk_HZ,0.1643663364818406,0.16412719773830015,0.16256096084065724,0.16646030424654668
"Vac[65,70)","[65,70)",SOC,2024,1,Risk_Hosp,0.00629678461276307,0.006238770312722358,0.005863959303912257,0.007090651328002394
"Vac[65,70)","[65,70)",SOC,2024,1,Risk_PHN,0.012845062895317921,0.01279951445528222,0.012262749192526292,0.013537025889055759
"Vac[65,70)","[65,70)",SOC,2024,1,Risk_Death,1.1472657391046204e-6,1.1075857976807657e-6,1.0650561945501427e-6,1.3566519688936567e-6
"Vac[65,70)","[65,70)",SOC,2024,1,Q_Life,43596797.429468125,43596838.44773793,43596533.710680775,43596936.63788291
"Vac[65,70)","[65,70)",SOC,2024,1,Q_HZ,-56010.05307692978,-56014.09565067469,-60031.5389542537,-51921.593612024
"Vac[65,70)","[65,70)",SOC,2024,1,Q_All,43540787.376391195,43540916.188534886,43536542.153663315,43544855.57912478
"Vac[65,70)","[65,70)",SOC,2024,1,Q_HZ_d,-38223.461549606596,-38313.396929550414,-40861.42137717547,-35368.86785753848
"Vac[65,70)","[65,70)",SOC,2024,1,Q_Life_d,30992995.631372087,30993008.50820063,30992875.20916,30993066.337293625
"Vac[65,70)","[65,70)",SOC,2024,1,Q_All_d,30954772.16982248,30954749.766765352,30952017.086098343,30957619.654024623
"Vac[65,70)","[65,70)",SOC,2024,1,C_Hosp,61322386.97168596,60795077.780450836,56846938.62265871,69310676.54028258
"Vac[65,70)","[65,70)",SOC,2024,1,C_GP_NonPHN,41101489.231717534,41005690.34305285,40583218.598139524,41700043.76152378
"Vac[65,70)","[65,70)",SOC,2024,1,C_GP_PHN,15450238.009443486,15469936.380712405,14372761.230205452,16889173.923105314
"Vac[65,70)","[65,70)",SOC,2024,1,C_GP,56551727.24116102,56533321.08013326,55315452.41229963,58124877.58211673
"Vac[65,70)","[65,70)",SOC,2024,1,C_Med,117874114.21284698,117106152.29183413,113038073.10600635,125240575.78830212
"Vac[65,70)","[65,70)",SOC,2024,1,C_VacZVL,0,0,0,0
"Vac[65,70)","[65,70)",SOC,2024,1,C_VacRZV,0,0,0,0
"Vac[65,70)","[65,70)",SOC,2024,1,C_Vac,0,0,0,0
"Vac[65,70)","[65,70)",SOC,2024,1,C_All,117874114.21284698,117106152.29183413,113038073.10600635,125240575.78830212
"Vac[65,70)","[65,70)",SOC,2024,1,C_Hosp_d,35044555.86349429,34566195.24010073,32800823.951442145,39263594.50928181
"Vac[65,70)","[65,70)",SOC,2024,1,C_GP_NonPHN_d,28922661.549711205,28870096.451331556,28590294.801313862,29332015.217496105
"Vac[65,70)","[65,70)",SOC,2024,1,C_GP_PHN_d,10387971.033861889,10434790.330704581,9646204.532130774,11274203.478705699
"Vac[65,70)","[65,70)",SOC,2024,1,C_GP_d,39310632.583573096,39296431.43784323,38480946.19217718,40274402.43462105
"Vac[65,70)","[65,70)",SOC,2024,1,C_Med_d,74355188.44706738,73943457.97929247,71863351.67774972,78293420.41899118
"Vac[65,70)","[65,70)",SOC,2024,1,C_VacZVL_d,0,0,0,0
"Vac[65,70)","[65,70)",SOC,2024,1,C_VacRZV_d,0,0,0,0
"Vac[65,70)","[65,70)",SOC,2024,1,C_Vac_d,0,0,0,0
"Vac[65,70)","[65,70)",SOC,2024,1,C_All_d,74355188.44706738,73943457.97929247,71863351.67774972,78293420.41899118
"Vac[65,70)","[65,70)",SOC,2024,1,N_VacZVL,0,0,0,0
"Vac[65,70)","[65,70)",SOC,2024,1,N_VacRZV,0,0,0,0
"Vac[65,70)","[65,70)",SOC,2024,1,N_VacZVL_d,0,0,0,0
"Vac[65,70)","[65,70)",SOC,2024,1,N_VacRZV_d,0,0,0,0
"Vac[65,70)","[65,70)",Vac,2024,1,Year_Life,19.160773190286495,19.160732234125444,19.160606090779382,19.161090746212125
"Vac[65,70)","[65,70)",Vac,2024,1,Year_Immunised,12.350703915092978,11.45409489603156,10.120678270612554,16.555690119644332
"Vac[65,70)","[65,70)",Vac,2024,1,Risk_HZ,0.06175411615860911,0.06974580192412241,0.022643600825089125,0.08189117511706734
"Vac[65,70)","[65,70)",Vac,2024,1,Risk_Hosp,0.003359559338667453,0.0036135838403606353,0.0010321863572164847,0.004767072289344556
"Vac[65,70)","[65,70)",Vac,2024,1,Risk_PHN,0.005309880647831128,0.006173769475023112,0.0018271826168144456,0.00686078688033967
"Vac[65,70)","[65,70)",Vac,2024,1,Risk_Death,5.190026373202174e-7,5.821583348094722e-7,5.6076091966180385e-8,8.128119310910429e-7
"Vac[65,70)","[65,70)",Vac,2024,1,Q_Life,43597653.64495517,43597570.045059234,43597311.38232085,43598302.17208667
"Vac[65,70)","[65,70)",Vac,2024,1,Q_HZ,-22111.465803626845,-24202.488300712164,-29886.898211874708,-8090.255464396987
"Vac[65,70)","[65,70)",Vac,2024,1,Q_All,43575542.17915155,43573356.04558465,43567429.76059209,43590211.91662228
"Vac[65,70)","[65,70)",Vac,2024,1,Q_HZ_d,-12864.762020071828,-14068.546514050095,-17159.462567846433,-5199.237080860541
"Vac[65,70)","[65,70)",Vac,2024,1,Q_Life_d,30993432.03051413,30993396.58915001,30993280.46950143,30993711.805135645
"Vac[65,70)","[65,70)",Vac,2024,1,Q_All_d,30980567.26849406,30979323.225758974,30976121.006933585,30988512.568054784
"Vac[65,70)","[65,70)",Vac,2024,1,C_Hosp,33869220.48462865,36360090.24240067,10242018.449111369,48187011.1692262
"Vac[65,70)","[65,70)",Vac,2024,1,C_GP_NonPHN,15040322.857989227,16906973.509297743,5639237.218597349,20106427.001908682
"Vac[65,70)","[65,70)",Vac,2024,1,C_GP_PHN,6257482.9451623345,7233247.349393822,2188105.623014194,7938005.586770116
"Vac[65,70)","[65,70)",Vac,2024,1,C_GP,21297805.803151563,24214586.229267888,7827342.841611544,28044432.5886788
"Vac[65,70)","[65,70)",Vac,2024,1,C_Med,55167026.28778021,60574676.47166856,18069361.29072291,73687625.58983415
"Vac[65,70)","[65,70)",Vac,2024,1,C_VacZVL,0,0,0,0
"Vac[65,70)","[65,70)",Vac,2024,1,C_VacRZV,504135850,504135850,504135850,504135850
"Vac[65,70)","[65,70)",Vac,2024,1,C_Vac,504135850,504135850,504135850,504135850
"Vac[65,70)","[65,70)",Vac,2024,1,C_All,559302876.2877802,564710526.4716686,522205211.2907229,577823475.5898342
"Vac[65,70)","[65,70)",Vac,2024,1,C_Hosp_d,17454866.636886053,18804133.176436618,5520145.240405566,24712147.696792528
"Vac[65,70)","[65,70)",Vac,2024,1,C_GP_NonPHN_d,8975576.339461574,10059989.495739829,3744922.6543773217,11898664.779241389
"Vac[65,70)","[65,70)",Vac,2024,1,C_GP_PHN_d,3652699.714222105,4221970.23348885,1387407.797746541,4637656.96796268
"Vac[65,70)","[65,70)",Vac,2024,1,C_GP_d,12628276.05368368,14298014.555555636,5132330.452123863,16536321.747204069
"Vac[65,70)","[65,70)",Vac,2024,1,C_Med_d,30083142.690569732,33102147.73199225,10652475.692529429,39809247.806680016
"Vac[65,70)","[65,70)",Vac,2024,1,C_VacZVL_d,0,0,0,0
"Vac[65,70)","[65,70)",Vac,2024,1,C_VacRZV_d,504135850,504135850,504135850,504135850
"Vac[65,70)","[65,70)",Vac,2024,1,C_Vac_d,504135850,504135850,504135850,504135850
"Vac[65,70)","[65,70)",Vac,2024,1,C_All_d,534218992.69056976,537237997.7319922,514788325.69252944,543945097.8066801
"Vac[65,70)","[65,70)",Vac,2024,1,N_VacZVL,0,0,0,0
"Vac[65,70)","[65,70)",Vac,2024,1,N_VacRZV,5931010,5931010,5931010,5931010
"Vac[65,70)","[65,70)",Vac,2024,1,N_VacZVL_d,0,0,0,0
"Vac[65,70)","[65,70)",Vac,2024,1,N_VacRZV_d,5931010,5931010,5931010,5931010
"Vac[65,70)","[65,70)",Vac1,2024,1,Year_Life,19.16091888834977,19.160889165737885,19.16074174816069,19.161165220436978
"Vac[65,70)","[65,70)",Vac1,2024,1,Year_Immunised,15.017213111462892,14.580977296625267,12.818840684728285,18.08205970862788
"Vac[65,70)","[65,70)",Vac1,2024,1,Risk_HZ,0.037897371220453314,0.04201441059358705,0.009411734025606522,0.05797836744964516
"Vac[65,70)","[65,70)",Vac1,2024,1,Risk_Hosp,0.0023065661368406438,0.0024627470774783544,4.57155329599694e-4,0.003654608647634449
"Vac[65,70)","[65,70)",Vac1,2024,1,Risk_PHN,0.0033027706119289272,0.003785412329272108,7.693403870249333e-4,0.004902173585180601
"Vac[65,70)","[65,70)",Vac1,2024,1,Risk_Death,3.1216082192561386e-7,3.2624855622951486e-7,1.4549257983065243e-8,6.05102801589826e-7
"Vac[65,70)","[65,70)",Vac1,2024,1,Q_Life,43597953.87407115,43597893.67622767,43597591.634089805,43598455.06676943
"Vac[65,70)","[65,70)",Vac1,2024,1,Q_HZ,-13787.424776598766,-15004.236333323614,-21230.23955358717,-3392.267768328381
"Vac[65,70)","[65,70)",Vac1,2024,1,Q_All,43584166.44929455,43582889.43989435,43576390.95122512,43595062.7990011
"Vac[65,70)","[65,70)",Vac1,2024,1,Q_HZ_d,-7590.341528530307,-8270.801720098356,-11515.32098099036,-2128.4471322519357
"Vac[65,70)","[65,70)",Vac1,2024,1,Q_Life_d,30993570.849192783,30993545.80152575,30993415.467942946,30993782.020985313
"Vac[65,70)","[65,70)",Vac1,2024,1,Q_All_d,30985980.507664256,30985274.99980565,30981911.917801067,30991653.573853064
"Vac[65,70)","[65,70)",Vac1,2024,1,C_Hosp,23512285.481358,25065131.045382813,4569574.4854216995,37290215.13085161
"Vac[65,70)","[65,70)",Vac1,2024,1,C_GP_NonPHN,9153709.603697008,10071958.109199774,2333766.7217641915,14132713.005345464
"Vac[65,70)","[65,70)",Vac1,2024,1,C_GP_PHN,3852750.8201546874,4418014.634059627,918283.423891312,5646489.959266048
"Vac[65,70)","[65,70)",Vac1,2024,1,C_GP,13006460.423851693,14489972.7432594,3252050.1456555035,19779202.964611515
"Vac[65,70)","[65,70)",Vac1,2024,1,C_Med,36518745.90520969,39848486.4832875,7821624.631077202,55068430.6648405
"Vac[65,70)","[65,70)",Vac1,2024,1,C_VacZVL,0,0,0,0
"Vac[65,70)","[65,70)",Vac1,2024,1,C_VacRZV,252067925,252067925,252067925,252067925
"Vac[65,70)","[65,70)",Vac1,2024,1,C_Vac,252067925,252067925,252067925,252067925
"Vac[65,70)","[65,70)",Vac1,2024,1,C_All,288586670.90520966,291916411.4832875,259889549.6310772,307136355.66484046
"Vac[65,70)","[65,70)",Vac1,2024,1,C_Hosp_d,11650033.90287793,12439477.116874175,2402233.949805692,18465486.076732267
"Vac[65,70)","[65,70)",Vac1,2024,1,C_GP_NonPHN_d,5158399.238836682,5722684.231587028,1515989.275467568,7872187.936957699
"Vac[65,70)","[65,70)",Vac1,2024,1,C_GP_PHN_d,2139921.6436136775,2439872.9015395273,569012.8913688553,3139594.83201843
"Vac[65,70)","[65,70)",Vac1,2024,1,C_GP_d,7298320.88245036,8162557.133126555,2085002.166836423,11011782.768976128
"Vac[65,70)","[65,70)",Vac1,2024,1,C_Med_d,18948354.78532829,20716670.438889764,4487236.116642116,28300919.57016239
"Vac[65,70)","[65,70)",Vac1,2024,1,C_VacZVL_d,0,0,0,0
"Vac[65,70)","[65,70)",Vac1,2024,1,C_VacRZV_d,252067925,252067925,252067925,252067925
"Vac[65,70)","[65,70)",Vac1,2024,1,C_Vac_d,252067925,252067925,252067925,252067925
"Vac[65,70)","[65,70)",Vac1,2024,1,C_All_d,271016279.78532827,272784595.43888974,256555161.11664212,280368844.5701624
"Vac[65,70)","[65,70)",Vac1,2024,1,N_VacZVL,0,0,0,0
"Vac[65,70)","[65,70)",Vac1,2024,1,N_VacRZV,2965505,2965505,2965505,2965505
"Vac[65,70)","[65,70)",Vac1,2024,1,N_VacZVL_d,0,0,0,0
"Vac[65,70)","[65,70)",Vac1,2024,1,N_VacRZV_d,2965505,2965505,2965505,2965505
"Vac[70,75)","[70,75)",SOC,2024,1,Year_Life,15.24972940010452,15.249756310346044,15.249597864251008,15.24979092683667
"Vac[70,75)","[70,75)",SOC,2024,1,Year_Immunised,0,0,0,0
"Vac[70,75)","[70,75)",SOC,2024,1,Risk_HZ,0.1372973299981814,0.1370509981856604,0.13598117999226011,0.13995912473339925
"Vac[70,75)","[70,75)",SOC,2024,1,Risk_Hosp,0.0062695585869349995,0.006194575690708333,0.005775498052059582,0.007095030319599091
"Vac[70,75)","[70,75)",SOC,2024,1,Risk_PHN,0.01161503977752881,0.01160193815629076,0.011130511550640534,0.012232893645810854
"Vac[70,75)","[70,75)",SOC,2024,1,Risk_Death,1.1991303327551072e-6,1.1565913212977378e-6,1.114506926718833e-6,1.4209963122494641e-6
"Vac[70,75)","[70,75)",SOC,2024,1,Q_Life,30919931.224230226,30919980.166573502,30919689.293801192,30920045.25314459
"Vac[70,75)","[70,75)",SOC,2024,1,Q_HZ,-43305.15346541096,-43005.154820121534,-46528.51780102996,-40273.73053640463
"Vac[70,75)","[70,75)",SOC,2024,1,Q_All,30876626.070764817,30876975.343620643,30873227.047338113,30879634.42859648
"Vac[70,75)","[70,75)",SOC,2024,1,Q_HZ_d,-32031.013574269567,-31887.078547178797,-34331.60417702271,-29760.58597705834
"Vac[70,75)","[70,75)",SOC,2024,1,Q_Life_d,23234516.874641664,23234538.922017176,23234388.048269514,23234582.519059263
"Vac[70,75)","[70,75)",SOC,2024,1,Q_All_d,23202485.861067396,23202681.423761964,23200081.641019553,23204745.390453376
"Vac[70,75)","[70,75)",SOC,2024,1,C_Hosp,55613777.976542726,54846080.827785105,51081393.84131449,63130413.62685677
"Vac[70,75)","[70,75)",SOC,2024,1,C_GP_NonPHN,30368480.214732714,30319358.575548954,29895580.908046946,30952219.284827534
"Vac[70,75)","[70,75)",SOC,2024,1,C_GP_PHN,12472208.027071908,12457501.135698725,11650510.970825737,13767721.03912024
"Vac[70,75)","[70,75)",SOC,2024,1,C_GP,42840688.24180462,42725314.46727102,41859178.55105733,44240013.80178236
"Vac[70,75)","[70,75)",SOC,2024,1,C_Med,98454466.21834736,97551037.9057248,93665956.20828457,105477008.1301302
"Vac[70,75)","[70,75)",SOC,2024,1,C_VacZVL,0,0,0,0
"Vac[70,75)","[70,75)",SOC,2024,1,C_VacRZV,0,0,0,0
"Vac[70,75)","[70,75)",SOC,2024,1,C_Vac,0,0,0,0
"Vac[70,75)","[70,75)",SOC,2024,1,C_All,98454466.21834736,97551037.9057248,93665956.20828457,105477008.1301302
"Vac[70,75)","[70,75)",SOC,2024,1,C_Hosp_d,36385887.596659176,35888799.88123751,33569481.11335256,41019036.213691376
"Vac[70,75)","[70,75)",SOC,2024,1,C_GP_NonPHN_d,22929905.48534148,22913107.03351044,22623499.754282843,23380502.96824548
"Vac[70,75)","[70,75)",SOC,2024,1,C_GP_PHN_d,9248753.589604422,9267208.93468929,8637030.155015599,10160031.021592483
"Vac[70,75)","[70,75)",SOC,2024,1,C_GP_d,32178659.0749459,32135993.08733497,31508565.524022076,33147732.949728936
"Vac[70,75)","[70,75)",SOC,2024,1,C_Med_d,68564546.67160507,68073197.91912656,65561395.48231515,72989412.3635318
"Vac[70,75)","[70,75)",SOC,2024,1,C_VacZVL_d,0,0,0,0
