Scenario,Age0,Age1,Arm,Index,M,L,U
Vac_60,60,61,ReVac_RZV2,C_Med_d,15.090433968521271,7.015424660915425,18.302018173929724
Vac_60,60,61,ReVac_RZV2,C_VacZVL_d,0,0,0
Vac_60,60,61,ReVac_RZV2,C_VacRZV_d,334.2512077294686,334.2512077294686,334.2512077294686
Vac_60,60,61,ReVac_RZV2,C_Vac_d,334.2512077294686,334.2512077294686,334.2512077294686
Vac_60,60,61,ReVac_RZV2,C_All_d,349.34164169798987,341.2666323903841,352.5532259033983
Vac_60,60,61,ReVac_RZV2,N_VacZVL,0,0,0
Vac_60,60,61,ReVac_RZV2,N_VacRZV,4,4,4
Vac_60,60,61,ReVac_RZV2,N_VacZVL_d,0,0,0
Vac_60,60,61,ReVac_RZV2,N_VacRZV_d,3.9323671497584543,3.9323671497584543,3.9323671497584543
Vac_60,60,62,ReVac_RZV1,N0,1,1,1
Vac_60,60,62,ReVac_RZV1,Year0,2024,2024,2024
Vac_60,60,62,ReVac_RZV1,Year_Life,24.893452679434624,24.893279205536924,24.893854879211336
Vac_60,60,62,ReVac_RZV1,Year_Immunised,10.057546427267088,7.11052246508898,17.802024295573002
Vac_60,60,62,ReVac_RZV1,Risk_HZ,0.12663660435098067,0.05717678954198836,0.15114287627492315
Vac_60,60,62,ReVac_RZV1,Risk_Hosp,0.005167343221148794,0.0021681032181084373,0.006456377075506119
Vac_60,60,62,ReVac_RZV1,Risk_PHN,0.009769073884997002,0.004025054050427481,0.011934623325239719
Vac_60,60,62,ReVac_RZV1,Risk_Death,8.371909063435898e-7,1.3264461633411058e-7,1.103548079478901e-6
Vac_60,60,62,ReVac_RZV1,Q_Life,19.365468915450528,19.365347397192885,19.365747444780474
Vac_60,60,62,ReVac_RZV1,Q_HZ,-0.014713305247208913,-0.018113308574523417,-0.006286381338309334
Vac_60,60,62,ReVac_RZV1,Q_All,19.35073453225381,19.347291652903348,19.35944416096342
Vac_60,60,62,ReVac_RZV1,Q_HZ_d,-0.007852756658167846,-0.009738044047600586,-0.0036686599570733775
Vac_60,60,62,ReVac_RZV1,Q_Life_d,12.75089482470453,12.750851814910677,12.750995592811229
Vac_60,60,62,ReVac_RZV1,Q_All_d,12.74301879141825,12.741139403707974,12.747344026494059
Vac_60,60,62,ReVac_RZV1,C_Hosp,17.157583927483756,7.023400911885533,21.375641181041065
Vac_60,60,62,ReVac_RZV1,C_GP_NonPHN,10.628919842180586,4.847663433908453,12.715581517221903
Vac_60,60,62,ReVac_RZV1,C_GP_PHN,3.951188858222792,1.6012409279761668,4.944700401862831
Vac_60,60,62,ReVac_RZV1,C_GP,14.639478527142867,6.46550258860931,17.435464342356408
Vac_60,60,62,ReVac_RZV1,C_Med,32.00957882854993,13.470406195027397,37.93354088726692
Vac_60,60,62,ReVac_RZV1,C_VacZVL,0,0,0
Vac_60,60,62,ReVac_RZV1,C_VacRZV,254.48461765537309,254.4846149862823,254.48461983687622
Vac_60,60,62,ReVac_RZV1,C_Vac,254.48461765537309,254.4846149862823,254.48461983687622
Vac_60,60,62,ReVac_RZV1,C_All,286.4941962677339,267.9550234721122,292.41815802058215
Vac_60,60,62,ReVac_RZV1,C_Hosp_d,7.493957095722999,3.216831546127765,9.378151928078571
Vac_60,60,62,ReVac_RZV1,C_GP_NonPHN_d,5.922907663775,2.925660737908935,7.188662885795013
Vac_60,60,62,ReVac_RZV1,C_GP_PHN_d,2.072571764312761,0.9070755408019033,2.634007832155601
Vac_60,60,62,ReVac_RZV1,C_GP_d,8.0374458735192,3.8111840299095783,9.712674813290215
Vac_60,60,62,ReVac_RZV1,C_Med_d,15.616321860233015,7.098647656711975,18.80639436773093
Vac_60,60,62,ReVac_RZV1,C_VacZVL_d,0,0,0
Vac_60,60,62,ReVac_RZV1,C_VacRZV_d,248.86729459765513,248.86729210603033,248.86729663411165
Vac_60,60,62,ReVac_RZV1,C_Vac_d,248.86729459765513,248.86729210603033,248.86729663411165
Vac_60,60,62,ReVac_RZV1,C_All_d,264.4836171604494,255.96594190123088,267.6736889011878
Vac_60,60,62,ReVac_RZV1,N_VacZVL,0,0,0
Vac_60,60,62,ReVac_RZV1,N_VacRZV,2.993936678298507,2.9939366468974393,2.99393670396325
Vac_60,60,62,ReVac_RZV1,N_VacZVL_d,0,0,0
Vac_60,60,62,ReVac_RZV1,N_VacRZV_d,2.9278505246782958,2.9278504953650626,2.927850548636608
Vac_60,60,62,ReVac_RZV2,N0,1,1,1
Vac_60,60,62,ReVac_RZV2,Year0,2024,2024,2024
Vac_60,60,62,ReVac_RZV2,Year_Life,24.893482499764293,24.893312645658906,24.893863772692317
Vac_60,60,62,ReVac_RZV2,Year_Immunised,11.273583929668309,8.479605727441765,18.01351111367244
Vac_60,60,62,ReVac_RZV2,Risk_HZ,0.11730486020739744,0.05534112935231289,0.1411912862119585
Vac_60,60,62,ReVac_RZV2,Risk_Hosp,0.004945623924589738,0.0021110784002808356,0.006221051324993267
Vac_60,60,62,ReVac_RZV2,Risk_PHN,0.009116885535560153,0.00387876994991394,0.011280312613796318
Vac_60,60,62,ReVac_RZV2,Risk_Death,7.953504188440228e-7,1.2765887267631425e-7,1.0835989315783835e-6
Vac_60,60,62,ReVac_RZV2,Q_Life,19.365489617449185,19.36537074932176,19.36575357238676
Vac_60,60,62,ReVac_RZV2,Q_HZ,-0.013629374706845037,-0.017028489674811915,-0.006148224518922582
Vac_60,60,62,ReVac_RZV2,Q_All,19.351850420474094,19.348391284938533,19.35964673457041
Vac_60,60,62,ReVac_RZV2,Q_HZ_d,-0.0071760099509536705,-0.009018031150448483,-0.003645905702339482
Vac_60,60,62,ReVac_RZV2,Q_Life_d,12.750903667862694,12.750858831659164,12.75099792531827
Vac_60,60,62,ReVac_RZV2,Q_All_d,12.743735598154032,12.741865485280519,12.747367437218648
Vac_60,60,62,ReVac_RZV2,C_Hosp,16.437410067751195,7.007031728151482,20.690328195346716
Vac_60,60,62,ReVac_RZV2,C_GP_NonPHN,9.806129003186342,4.697955906466567,11.851990794816786
Vac_60,60,62,ReVac_RZV2,C_GP_PHN,3.6943403630883367,1.5875767305815138,4.677742814707527
Vac_60,60,62,ReVac_RZV2,C_GP,13.554152713426891,6.252602909519504,16.278903592285808
Vac_60,60,62,ReVac_RZV2,C_Med,30.287012068777152,13.102506337349146,36.30085480178373
Vac_60,60,62,ReVac_RZV2,C_VacZVL,0,0,0
Vac_60,60,62,ReVac_RZV2,C_VacRZV,338.96923531074617,338.9692299725647,338.96923967375244
Vac_60,60,62,ReVac_RZV2,C_Vac,338.96923531074617,338.9692299725647,338.96923967375244
Vac_60,60,62,ReVac_RZV2,C_All,369.256247672341,352.0717408915187,375.27009281103534
Vac_60,60,62,ReVac_RZV2,C_Hosp_d,7.12544072657454,3.057667527755672,8.963565657788884
Vac_60,60,62,ReVac_RZV2,C_GP_NonPHN_d,5.383065910598178,2.8524093148659526,6.559850807974867
Vac_60,60,62,ReVac_RZV2,C_GP_PHN_d,1.9064349122031041,0.9010903722052477,2.435695838973292
Vac_60,60,62,ReVac_RZV2,C_GP_d,7.311048032373256,3.703211252533759,8.897832240969633
Vac_60,60,62,ReVac_RZV2,C_Med_d,14.538635812997978,6.938071523902925,17.702178644982812
Vac_60,60,62,ReVac_RZV2,C_VacZVL_d,0,0,0
Vac_60,60,62,ReVac_RZV2,C_VacRZV_d,327.73458919531026,327.73458421206067,327.7345932682233
Vac_60,60,62,ReVac_RZV2,C_Vac_d,327.73458919531026,327.73458421206067,327.7345932682233
Vac_60,60,62,ReVac_RZV2,C_All_d,342.27322605707013,334.67266001294075,345.4367679052055
Vac_60,60,62,ReVac_RZV2,N_VacZVL,0,0,0
Vac_60,60,62,ReVac_RZV2,N_VacRZV,3.987873356597014,3.987873293794878,3.9878734079264992
Vac_60,60,62,ReVac_RZV2,N_VacZVL_d,0,0,0
Vac_60,60,62,ReVac_RZV2,N_VacRZV_d,3.8557010493565906,3.855700990730125,3.855701097273215
Vac_60,60,63,ReVac_RZV1,N0,1,1,1
Vac_60,60,63,ReVac_RZV1,Year0,2024,2024,2024
Vac_60,60,63,ReVac_RZV1,Year_Life,24.893453185141176,24.893290868700632,24.893854879211336
Vac_60,60,63,ReVac_RZV1,Year_Immunised,10.08556495853157,7.536459450078274,17.802024295573002
Vac_60,60,63,ReVac_RZV1,Risk_HZ,0.12648074473224957,0.05717678954198836,0.14764784945809797
Vac_60,60,63,ReVac_RZV1,Risk_Hosp,0.005134313349635607,0.0021681032181084373,0.006387934627335035
Vac_60,60,63,ReVac_RZV1,Risk_PHN,0.009721360009219984,0.004025054050427481,0.011677831035184414
Vac_60,60,63,ReVac_RZV1,Risk_Death,8.371909063435898e-7,1.3264461633411058e-7,1.097852145512581e-6
Vac_60,60,63,ReVac_RZV1,Q_Life,19.365469026741504,19.36535532743996,19.365747444780474
Vac_60,60,63,ReVac_RZV1,Q_HZ,-0.014537353151622967,-0.01762855954926371,-0.006286381338309334
Vac_60,60,63,ReVac_RZV1,Q_All,19.350903507371733,19.34779934324699,19.35944416096342
Vac_60,60,63,ReVac_RZV1,Q_HZ_d,-0.007734310704948367,-0.00949781358154568,-0.0036686599570733775
Vac_60,60,63,ReVac_RZV1,Q_Life_d,12.75089531599907,12.750852741993105,12.750995592811229
Vac_60,60,63,ReVac_RZV1,Q_All_d,12.743165182360038,12.741361543374074,12.747344026494059
Vac_60,60,63,ReVac_RZV1,C_Hosp,17.113016448890146,7.023400911885533,21.185688752395606
Vac_60,60,63,ReVac_RZV1,C_GP_NonPHN,10.575580708834167,4.847663433908453,12.366057951960382
Vac_60,60,63,ReVac_RZV1,C_GP_PHN,3.9387522604176706,1.6012409279761668,4.887495224669602
Vac_60,60,63,ReVac_RZV1,C_GP,14.6045426321934,6.46550258860931,17.01859022280005
Vac_60,60,63,ReVac_RZV1,C_Med,31.910449947184716,13.470406195027397,37.37757364236142
Vac_60,60,63,ReVac_RZV1,C_VacZVL,0,0,0
Vac_60,60,63,ReVac_RZV1,C_VacRZV,253.92294513502543,253.92293936014732,253.92294973344184
Vac_60,60,63,ReVac_RZV1,C_Vac,253.92294513502543,253.92293936014732,253.92294973344184
Vac_60,60,63,ReVac_RZV1,C_All,285.8333941697113,267.39335056277685,291.30051774146034
Vac_60,60,63,ReVac_RZV1,C_Hosp_d,7.477124454459193,3.216831546127765,9.250465609906591
Vac_60,60,63,ReVac_RZV1,C_GP_NonPHN_d,5.891747917116742,2.925660737908935,6.990381099419828
Vac_60,60,63,ReVac_RZV1,C_GP_PHN_d,2.066166809125514,0.9070755408019033,2.5653245811856427
Vac_60,60,63,ReVac_RZV1,C_GP_d,7.991639389238094,3.8111840299095783,9.425338713847223
Vac_60,60,63,ReVac_RZV1,C_Med_d,15.56858406064763,7.098647656711975,18.446554102037492
Vac_60,60,63,ReVac_RZV1,C_VacZVL_d,0,0,0
Vac_60,60,63,ReVac_RZV1,C_VacRZV_d,245.69368820271382,245.69368299410462,245.69369235022197
Vac_60,60,63,ReVac_RZV1,C_Vac_d,245.69368820271382,245.69368299410462,245.69369235022197
Vac_60,60,63,ReVac_RZV1,C_All_d,261.2622707917791,252.79233516738685,264.14024431670657
Vac_60,60,63,ReVac_RZV1,N_VacZVL,0,0,0
Vac_60,60,63,ReVac_RZV1,N_VacRZV,2.987328766294417,2.9873286983546743,2.9873288203934334
Vac_60,60,63,ReVac_RZV1,N_VacZVL_d,0,0,0
Vac_60,60,63,ReVac_RZV1,N_VacRZV_d,2.8905139788554566,2.8905139175777017,2.89051402764967
Vac_60,60,63,ReVac_RZV2,N0,1,1,1
Vac_60,60,63,ReVac_RZV2,Year0,2024,2024,2024
Vac_60,60,63,ReVac_RZV2,Year_Life,24.893498569735634,24.89333050121515,24.89386785441422
Vac_60,60,63,ReVac_RZV2,Year_Immunised,11.863361355933474,9.127991541634321,18.108094027863743
Vac_60,60,63,ReVac_RZV2,Risk_HZ,0.11231381997319786,0.05453755947925598,0.1360787020169559
Vac_60,60,63,ReVac_RZV2,Risk_Hosp,0.004832909113950658,0.0020577753584786855,0.006086609643905172
Vac_60,60,63,ReVac_RZV2,Risk_PHN,0.00878474554371194,0.0038187549351163664,0.010926481614363822
Vac_60,60,63,ReVac_RZV2,Risk_Death,7.70754421368537e-7,1.2309519746962464e-7,1.06131982555226e-6
Vac_60,60,63,ReVac_RZV2,Q_Life,19.36550010709039,19.365383737085512,19.365756381752156
Vac_60,60,63,ReVac_RZV2,Q_HZ,-0.013088984777903443,-0.016472064961800825,-0.0061260565516660075
Vac_60,60,63,ReVac_RZV2,Q_All,19.352342116090888,19.34895689258428,19.359669767222734
Vac_60,60,63,ReVac_RZV2,Q_HZ_d,-0.0068417911867522645,-0.008608631642056414,-0.0036362305920433053
Vac_60,60,63,ReVac_RZV2,Q_Life_d,12.750908349026052,12.75086281729159,12.750998890086388
Vac_60,60,63,ReVac_RZV2,Q_All_d,12.744066502464928,12.742278476899646,12.747377402254061
Vac_60,60,63,ReVac_RZV2,C_Hosp,16.09104271736847,6.827565679911944,20.29250333627124
Vac_60,60,63,ReVac_RZV2,C_GP_NonPHN,9.378675317363697,4.632515111852052,11.375642899597755
Vac_60,60,63,ReVac_RZV2,C_GP_PHN,3.5561355024560486,1.5817926314825541,4.52957643040313
Vac_60,60,63,ReVac_RZV2,C_GP,13.014657015723342,6.156239456752856,15.699246365680983
Vac_60,60,63,ReVac_RZV2,C_Med,29.41402152800325,12.935453106122532,35.42774436258825
Vac_60,60,63,ReVac_RZV2,C_VacZVL,0,0,0
Vac_60,60,63,ReVac_RZV2,C_VacRZV,337.84589027005086,337.84587872029465,337.8458994668837
Vac_60,60,63,ReVac_RZV2,C_Vac,337.84589027005086,337.84587872029465,337.8458994668837
Vac_60,60,63,ReVac_RZV2,C_All,367.25991284575804,350.7813418416215,373.2736325607861
Vac_60,60,63,ReVac_RZV2,C_Hosp_d,6.921790810424062,2.9821419049859474,8.75717845297188
Vac_60,60,63,ReVac_RZV2,C_GP_NonPHN_d,5.10907052543179,2.81747769792039,6.267422344082128
Vac_60,60,63,ReVac_RZV2,C_GP_PHN_d,1.825555424597232,0.8985600498359465,2.3416020485465237
Vac_60,60,63,ReVac_RZV2,C_GP_d,6.958939015672865,3.6556109601784503,8.515234919926204
Vac_60,60,63,ReVac_RZV2,C_Med_d,14.007332185124124,6.86675828417849,17.16360816374116
Vac_60,60,63,ReVac_RZV2,C_VacZVL_d,0,0,0
Vac_60,60,63,ReVac_RZV2,C_VacRZV_d,321.38737640542763,321.3873659882093,321.38738470044393
Vac_60,60,63,ReVac_RZV2,C_Vac_d,321.38737640542763,321.3873659882093,321.38738470044393
Vac_60,60,63,ReVac_RZV2,C_All_d,335.39470907594097,328.25413347996954,338.5509845732928
Vac_60,60,63,ReVac_RZV2,N_VacZVL,0,0,0
Vac_60,60,63,ReVac_RZV2,N_VacRZV,3.974657532588833,3.974657396709348,3.974657640786867
Vac_60,60,63,ReVac_RZV2,N_VacZVL_d,0,0,0
Vac_60,60,63,ReVac_RZV2,N_VacRZV_d,3.781027957710913,3.781027835155403,3.7810280552993403
Vac_60,60,64,ReVac_RZV1,N0,1,1,1
Vac_60,60,64,ReVac_RZV1,Year0,2024,2024,2024
Vac_60,60,64,ReVac_RZV1,Year_Life,24.893461044300416,24.893307276981407,24.893854879211336
Vac_60,60,64,ReVac_RZV1,Year_Immunised,10.597561420296259,8.096711935620329,17.802024295573002
Vac_60,60,64,ReVac_RZV1,Risk_HZ,0.12361649785509896,0.05717678954198836,0.14330634030036787
Vac_60,60,64,ReVac_RZV1,Risk_Hosp,0.005122610119485548,0.0021681032181084373,0.006270650775804576
Vac_60,60,64,ReVac_RZV1,Risk_PHN,0.009524953834482621,0.004025054050427481,0.011370264903620366
Vac_60,60,64,ReVac_RZV1,Risk_Death,8.362968845420389e-7,1.3264461633411058e-7,1.0836040450941018e-6
Vac_60,60,64,ReVac_RZV1,Q_Life,19.365474205625652,19.36536694062194,19.365747444780474
Vac_60,60,64,ReVac_RZV1,Q_HZ,-0.014288689790549133,-0.017163928730364656,-0.006286381338309334
Vac_60,60,64,ReVac_RZV1,Q_All,19.351166607847045,19.348265214924158,19.35944416096342
Vac_60,60,64,ReVac_RZV1,Q_HZ_d,-0.00758291362208484,-0.009282390359496927,-0.0036686599570733775
Vac_60,60,64,ReVac_RZV1,Q_Life_d,12.750897035528377,12.750855653532879,12.750995592811229
Vac_60,60,64,ReVac_RZV1,Q_All_d,12.74331526969565,12.741619989522086,12.747344026494059
Vac_60,60,64,ReVac_RZV1,C_Hosp,17.030622276239114,7.023400911885533,20.84331188460211
Vac_60,60,64,ReVac_RZV1,C_GP_NonPHN,10.349514141227203,4.847663433908453,12.101616343735788
Vac_60,60,64,ReVac_RZV1,C_GP_PHN,3.8669842155027547,1.6012409279761668,4.748533813525749
Vac_60,60,64,ReVac_RZV1,C_GP,14.289440259712936,6.46550258860931,16.531486621450266
Vac_60,60,64,ReVac_RZV1,C_Med,31.48048354024713,13.470406195027397,36.75205605414677
Vac_60,60,64,ReVac_RZV1,C_VacZVL,0,0,0
Vac_60,60,64,ReVac_RZV1,C_VacRZV,253.31192320913783,253.31191385215587,253.31193056015596
Vac_60,60,64,ReVac_RZV1,C_Vac,253.31192320913783,253.31191385215587,253.31193056015596
Vac_60,60,64,ReVac_RZV1,C_All,284.79241129002116,266.7823283400327,290.063973810849
Vac_60,60,64,ReVac_RZV1,C_Hosp_d,7.406341153924769,3.216831546127765,9.180783636619543
Vac_60,60,64,ReVac_RZV1,C_GP_NonPHN_d,5.683970349985406,2.925660737908935,6.778643023116324
Vac_60,60,64,ReVac_RZV1,C_GP_PHN_d,2.011822932681341,0.9070755408019033,2.4743667780878105
Vac_60,60,64,ReVac_RZV1,C_GP_d,7.74083760403348,3.8111840299095783,9.13702500433657
Vac_60,60,64,ReVac_RZV1,C_Med_d,15.27479731397144,7.098647656711975,18.07877344953979
Vac_60,60,64,ReVac_RZV1,C_VacZVL_d,0,0,0
Vac_60,60,64,ReVac_RZV1,C_VacRZV_d,242.60152795522347,242.60151980115427,242.60153436121107
Vac_60,60,64,ReVac_RZV1,C_Vac_d,242.60152795522347,242.60151980115427,242.60153436121107
Vac_60,60,64,ReVac_RZV1,C_All_d,257.8763274122183,249.70017468460537,260.68029866857523
Vac_60,60,64,ReVac_RZV1,N_VacZVL,0,0,0
Vac_60,60,64,ReVac_RZV1,N_VacRZV,2.9801402730486806,2.98014016296654,2.980140359531246
Vac_60,60,64,ReVac_RZV1,N_VacZVL_d,0,0,0
Vac_60,60,64,ReVac_RZV1,N_VacRZV_d,2.8541356230026294,2.854135527072403,2.8541356983671893
Vac_60,60,64,ReVac_RZV2,N0,1,1,1
Vac_60,60,64,ReVac_RZV2,Year0,2024,2024,2024
Vac_60,60,64,ReVac_RZV2,Year_Life,24.893514687779643,24.893343536687762,24.8938716888617
Vac_60,60,64,ReVac_RZV2,Year_Immunised,12.419537878171617,9.675558765408711,18.19521429667271
Vac_60,60,64,ReVac_RZV2,Risk_HZ,0.10774543297464087,0.05380542422728364,0.13120531129906615
Vac_60,60,64,ReVac_RZV2,Risk_Hosp,0.004711717878670331,0.0020063153031010207,0.005953632097896405
Vac_60,60,64,ReVac_RZV2,Risk_PHN,0.008427775129579294,0.0038050104433759876,0.010592900733273958
Vac_60,60,64,ReVac_RZV2,Risk_Death,7.455588543056428e-7,1.1882752969724934e-7,1.0339674120029205e-6
Vac_60,60,64,ReVac_RZV2,Q_Life,19.365511861228725,19.36539411643121,19.365759018940825
Vac_60,60,64,ReVac_RZV2,Q_HZ,-0.012547673760805896,-0.015921858266145703,-0.006106010946551635
Vac_60,60,64,ReVac_RZV2,Q_All,19.352918997492544,19.349550189991135,19.35969060836227
Vac_60,60,64,ReVac_RZV2,Q_HZ_d,-0.006557807154597119,-0.008235707004141848,-0.0036275966206014343
Vac_60,60,64,ReVac_RZV2,Q_Life_d,12.750912829653439,12.75086821078936,12.75099979066776
Vac_60,60,64,ReVac_RZV2,Q_All_d,12.744351541680413,12.74265664299783,12.747386301791465
Vac_60,60,64,ReVac_RZV2,C_Hosp,15.677021361904476,6.653819161651099,19.886940865325943
Vac_60,60,64,ReVac_RZV2,C_GP_NonPHN,8.960045263214182,4.573043867357481,10.938666761557865
Vac_60,60,64,ReVac_RZV2,C_GP_PHN,3.4109960605299348,1.5765936630037902,4.3659925050420405
Vac_60,60,64,ReVac_RZV2,C_GP,12.46545755253905,6.066750584277887,15.147923030253597
Vac_60,60,64,ReVac_RZV2,C_Med,28.494737885524376,12.779601225442256,34.46870264231638
Vac_60,60,64,ReVac_RZV2,C_VacZVL,0,0,0
Vac_60,60,64,ReVac_RZV2,C_VacRZV,336.62384641827566,336.62382770431174,336.6238611203119
Vac_60,60,64,ReVac_RZV2,C_Vac,336.62384641827566,336.62382770431174,336.6238611203119
Vac_60,60,64,ReVac_RZV2,C_All,365.11858274261016,349.40344551545274,371.0925581462198
Vac_60,60,64,ReVac_RZV2,C_Hosp_d,6.727232625963472,2.909618997117085,8.548765453106672
Vac_60,60,64,ReVac_RZV2,C_GP_NonPHN_d,4.865089254341652,2.785855167142398,6.013045186188627
Vac_60,60,64,ReVac_RZV2,C_GP_PHN_d,1.7462996173532543,0.8963110306445955,2.2457609156153246
Vac_60,60,64,ReVac_RZV2,C_GP_d,6.624272799535063,3.6376766166433776,8.165468213837675
Vac_60,60,64,ReVac_RZV2,C_Med_d,13.503357379623262,6.803446738102044,16.645605641904847
Vac_60,60,64,ReVac_RZV2,C_VacZVL_d,0,0,0
