Scenario,Age0,Age1,Arm,Year0,Index,A,M,L,U
Overall,60,80,ReRZV_1d,2024,dYear_Life,4.61803110271763e-4,4.589380744626226e-4,3.6535729977282827e-4,5.702739350402552e-4
Overall,60,80,ReRZV_1d,2024,dYear_Immunised,12.827398433574569,12.832206422871511,11.1758197726264,14.389355025825557
Overall,60,80,ReRZV_1d,2024,dRisk_HZ,-0.10018531467025003,-0.10026544728961512,-0.11345140696918007,-0.08587197066782472
Overall,60,80,ReRZV_1d,2024,dRisk_Hosp,-0.0034842300392324186,-0.0034492414097730497,-0.00445025505368574,-0.002679644628874541
Overall,60,80,ReRZV_1d,2024,dRisk_PHN,-0.006937322392937614,-0.006932189546902538,-0.008047926593101249,-0.005790988418955553
Overall,60,80,ReRZV_1d,2024,dRisk_Death,-8.31783378919333e-7,-8.291540772117784e-7,-1.0194333285456117e-6,-6.538163934978573e-7
Overall,60,80,ReRZV_1d,2024,dQ_Life,3.1876506030684837e-4,3.1742056428285537e-4,2.5357854956373774e-4,3.9084302973977356e-4
Overall,60,80,ReRZV_1d,2024,dQ_HZ,0.013275011331489681,0.013282673729532337,0.011027262133321366,0.015641322572391578
Overall,60,80,ReRZV_1d,2024,dQ_HZ_Norm,0.0041688466874547445,0.004156502904512583,0.0034295774656421824,0.004955288441915058
Overall,60,80,ReRZV_1d,2024,dQ_All,0.013589478043490321,0.013583410933721396,0.011322470429817509,0.015993381186391088
Overall,60,80,ReRZV_1d,2024,dQ_HZ_d,0.0082126992993503,0.008200329606651893,0.0068916638031712345,0.009526437881831573
Overall,60,80,ReRZV_1d,2024,dQ_HZ_Norm_d,0.0028278377723451827,0.002819909206438375,0.002357261600976375,0.003317286439518631
Overall,60,80,ReRZV_1d,2024,dQ_Life_d,1.2186855645106754e-4,1.2132566415967716e-4,9.814000074457319e-5,1.4801588195156867e-4
Overall,60,80,ReRZV_1d,2024,dQ_All_d,0.008334567855801372,0.00831849528350137,0.006995416549879119,0.009650844753520583
Overall,60,80,ReRZV_1d,2024,dC_Hosp,-14.66522320820509,-14.49527441642974,-18.978092257891408,-11.13922817825382
Overall,60,80,ReRZV_1d,2024,dC_GP_NonPHN,-9.236415027409073,-9.248962595532618,-10.444481647395866,-7.931785637662083
Overall,60,80,ReRZV_1d,2024,dC_GP_PHN,-3.0630289171786904,-3.0555144601805297,-3.59328411319682,-2.539913760065809
Overall,60,80,ReRZV_1d,2024,dC_GP,-12.299443944587765,-12.31840531856328,-13.971669593737518,-10.466095226721949
Overall,60,80,ReRZV_1d,2024,dC_Med,-26.964667152792853,-26.883547909875062,-32.52905174281473,-22.31174490132005
Overall,60,80,ReRZV_1d,2024,dC_VacZVL,110,110,110,110
Overall,60,80,ReRZV_1d,2024,dC_VacRZV,62.4944517804142,62.49444959388926,62.494217052553104,62.4946682811475
Overall,60,80,ReRZV_1d,2024,dC_Vac,172.4944517804142,172.49444959388927,172.49421705255313,172.4946682811475
Overall,60,80,ReRZV_1d,2024,dC_All,145.52978462762135,145.6108445834545,139.96540385169496,150.18270590514592
Overall,60,80,ReRZV_1d,2024,dC_Hosp_d,-6.710393087582603,-6.672592036330496,-8.393443600129197,-5.286302674408042
Overall,60,80,ReRZV_1d,2024,dC_GP_NonPHN_d,-5.964121973256566,-5.976493297586151,-6.67804393732958,-5.195926372399725
Overall,60,80,ReRZV_1d,2024,dC_GP_PHN_d,-1.7585212356669233,-1.7559691269886835,-2.046933301526369,-1.4681553740085083
Overall,60,80,ReRZV_1d,2024,dC_GP_d,-7.722643208923489,-7.741157855125742,-8.657259412075843,-6.688469163902232
Overall,60,80,ReRZV_1d,2024,dC_Med_d,-14.433036296506092,-14.40406517368138,-16.793557172199538,-12.254727560885897
Overall,60,80,ReRZV_1d,2024,dC_VacZVL_d,110,110,110,110
Overall,60,80,ReRZV_1d,2024,dC_VacRZV_d,31.407579431096256,31.407578332223416,31.407461464881145,31.407688236978764
Overall,60,80,ReRZV_1d,2024,dC_Vac_d,141.40757943109625,141.4075783322234,141.40746146488112,141.40768823697877
Overall,60,80,ReRZV_1d,2024,dC_All_d,126.97454313459016,127.00353521312749,124.6139993818083,129.15275914895955
Overall,60,80,ReRZV_1d,2024,dN_VacZVL,1,1,1,1
Overall,60,80,ReRZV_1d,2024,dN_VacRZV,0.7352288444754612,0.7352288187516384,0.735226082971213,0.7352313915429117
Overall,60,80,ReRZV_1d,2024,dN_VacZVL_d,1,1,1,1
Overall,60,80,ReRZV_1d,2024,dN_VacRZV_d,0.36950093448348537,0.3695009215555696,0.36949954664566054,0.36950221455269133
Overall,60,80,ReRZV_1d,2024,ICER,15341.369919938084,15269.268688704047,13015.273768887679,18414.247609521684
Overall,60,80,ReRZV_1d,2024,Price0,85,85,84.99999999999999,85.00000000000001
Overall,60,80,ReRZV_1d,2024,Thres20,490.1865305335224,489.2462841439044,412.6407584320587,564.7279807544479
Overall,60,80,ReRZV_1d,2024,Thres30,715.7493507556197,714.7246716307413,601.1460821206335,825.6088089931645
Overall,60,80,ReRZV_1d,2024,Thres20_50,NA,489.2462841439044,NA,NA
Overall,60,80,ReRZV_1d,2024,Thres30_90,NA,646.2206012885687,NA,NA
Overall,60,80,ReRZV_1d,2024,Thres,NA,489.2462841439044,NA,NA
Overall,60,80,ReRZV_2d,2024,dYear_Life,5.191086372547033e-4,5.165211755038257e-4,4.24769683031645e-4,6.234921552694672e-4
Overall,60,80,ReRZV_2d,2024,dYear_Immunised,13.487084028975566,13.501657215358922,11.873804623579458,14.950909458931289
Overall,60,80,ReRZV_2d,2024,dRisk_HZ,-0.10638368701668889,-0.10657634776335728,-0.11897273968088806,-0.09286568212495762
Overall,60,80,ReRZV_2d,2024,dRisk_Hosp,-0.003935483756259905,-0.003915460254781256,-0.004863024726911084,-0.003123537498258964
Overall,60,80,ReRZV_2d,2024,dRisk_PHN,-0.007491489922722338,-0.007498201225998381,-0.008531537715579626,-0.006353039696399837
Overall,60,80,ReRZV_2d,2024,dRisk_Death,-9.018728791285802e-7,-9.015466063725446e-7,-1.0683875399484923e-6,-7.332926438754006e-7
Overall,60,80,ReRZV_2d,2024,dQ_Life,3.572878673235635e-4,3.559172221958562e-4,2.9317000492223855e-4,4.288928090883992e-4
Overall,60,80,ReRZV_2d,2024,dQ_HZ,0.01415947807714935,0.014159893296110001,0.011941571037817112,0.016460115914566597
Overall,60,80,ReRZV_2d,2024,dQ_HZ_Norm,0.004365513443618743,0.00435416728831381,0.003625858483294549,0.005174990231578294
Overall,60,80,ReRZV_2d,2024,dQ_All,0.014511510151284835,0.014503057349221748,0.012244174396840979,0.016836564174608704
Overall,60,80,ReRZV_2d,2024,dQ_HZ_d,0.008569682687464752,0.008567322900127048,0.007302237606621367,0.009865631590283754
Overall,60,80,ReRZV_2d,2024,dQ_HZ_Norm_d,0.0029080499547503046,0.002898747972763769,0.002433584255952084,0.0034141849505204603
Overall,60,80,ReRZV_2d,2024,dQ_Life_d,1.347812679977345e-4,1.3421850250949774e-4,1.1157977472908698e-4,1.605157357914333e-4
Overall,60,80,ReRZV_2d,2024,dQ_All_d,0.00870446395546248,0.008697246990914564,0.007428143630903827,0.010012203711075206
Overall,60,80,ReRZV_2d,2024,dC_Hosp,-16.676320854447084,-16.575756413340983,-20.825280744321674,-13.086327611455367
Overall,60,80,ReRZV_2d,2024,dC_GP_NonPHN,-9.771805364665314,-9.78439209913343,-10.93872028925133,-8.499117421179903
Overall,60,80,ReRZV_2d,2024,dC_GP_PHN,-3.29973229017158,-3.2977803163031076,-3.8126228580266934,-2.8022979969371824
Overall,60,80,ReRZV_2d,2024,dC_GP,-13.071537654836895,-13.094289899299802,-14.627295433446687,-11.348040037195585
Overall,60,80,ReRZV_2d,2024,dC_Med,-29.74785850928398,-29.684342596974112,-34.946600362924606,-25.236519759534794
Overall,60,80,ReRZV_2d,2024,dC_VacZVL,110,110,110,110
Overall,60,80,ReRZV_2d,2024,dC_VacRZV,124.9889035608284,124.98889918777851,124.98843410510621,124.989336562295
Overall,60,80,ReRZV_2d,2024,dC_Vac,234.98890356082842,234.98889918777851,234.98843410510622,234.98933656229502
Overall,60,80,ReRZV_2d,2024,dC_All,205.24104505154443,205.30480269522127,200.04257143786438,209.7523820965097
Overall,60,80,ReRZV_2d,2024,dC_Hosp_d,-7.4793228818354756,-7.462153684719048,-9.111774001145571,-6.0487774341925045
Overall,60,80,ReRZV_2d,2024,dC_GP_NonPHN_d,-6.181034815387655,-6.196789356140494,-6.887277933134825,-5.431082561701881
Overall,60,80,ReRZV_2d,2024,dC_GP_PHN_d,-1.8549760889356675,-1.8550332866121462,-2.1375509913868957,-1.5731637855395102
Overall,60,80,ReRZV_2d,2024,dC_GP_d,-8.036010904323323,-8.050818551596532,-8.951358241685707,-7.034229755545804
Overall,60,80,ReRZV_2d,2024,dC_Med_d,-15.515333786158799,-15.481855533438157,-17.819545195404867,-13.405470715038643
Overall,60,80,ReRZV_2d,2024,dC_VacZVL_d,110,110,110,110
Overall,60,80,ReRZV_2d,2024,dC_VacRZV_d,62.81515886219251,62.81515666444683,62.81492292976229,62.81537647395753
Overall,60,80,ReRZV_2d,2024,dC_Vac_d,172.8151588621925,172.81515666444682,172.8149229297623,172.8153764739575
Overall,60,80,ReRZV_2d,2024,dC_All_d,157.2998250760337,157.33339291722368,154.9956427154017,159.40978774024015
Overall,60,80,ReRZV_2d,2024,dN_VacZVL,1,1,1,1
Overall,60,80,ReRZV_2d,2024,dN_VacRZV,1.4704576889509224,1.4704576375032767,1.470452165942426,1.4704627830858235
Overall,60,80,ReRZV_2d,2024,dN_VacZVL_d,1,1,1,1
Overall,60,80,ReRZV_2d,2024,dN_VacRZV_d,0.7390018689669707,0.7390018431111391,0.7389990932913211,0.7390044291053827
Overall,60,80,ReRZV_2d,2024,ICER,18184.55308432248,18090.263823757952,15558.67694928765,21474.199765800186
Overall,60,80,ReRZV_2d,2024,Price0,85,85,84.99999999999999,85.00000000000001
Overall,60,80,ReRZV_2d,2024,Thres20,256.5684996071142,256.3585741062458,219.00643411869765,294.0383849571269
Overall,60,80,ReRZV_2d,2024,Thres30,374.35525708805034,373.99608917830517,319.7003552087165,429.37311036821745
Overall,60,80,ReRZV_2d,2024,Thres20_50,NA,256.3585741062458,NA,NA
Overall,60,80,ReRZV_2d,2024,Thres30_90,NA,338.90015420795135,NA,NA
Overall,60,80,ReRZV_2d,2024,Thres,NA,256.3585741062458,NA,NA
Overall,60,81,ReRZV_1d,2024,dYear_Life,4.5326478804218694e-4,4.520721174827713e-4,3.6395422924861975e-4,5.531512962856589e-4
Overall,60,81,ReRZV_1d,2024,dYear_Immunised,12.495503934506116,12.514239428862659,10.855718511630903,14.071460501915825
Overall,60,81,ReRZV_1d,2024,dRisk_HZ,-0.09705624904677553,-0.09710670836720073,-0.11063336607399692,-0.08293222027387818
Overall,60,81,ReRZV_1d,2024,dRisk_Hosp,-0.0034269911486161145,-0.0033951982138358166,-0.004326388952256185,-0.0026548916721648936
Overall,60,81,ReRZV_1d,2024,dRisk_PHN,-0.006656574070861731,-0.006653739024459138,-0.007709580225652072,-0.005500107559521524
Overall,60,81,ReRZV_1d,2024,dRisk_Death,-8.293730500754378e-7,-8.268432919511452e-7,-1.0054763977527948e-6,-6.599386406905205e-7
Overall,60,81,ReRZV_1d,2024,dQ_Life,3.122369163842187e-4,3.112385320811484e-4,2.5142112539047187e-4,3.797923868995134e-4
Overall,60,81,ReRZV_1d,2024,dQ_HZ,0.012843115047061657,0.012814818944737922,0.010584018396171875,0.01517052851706817
Overall,60,81,ReRZV_1d,2024,dQ_HZ_Norm,0.004044611806254494,0.004029718961511741,0.003300353384719505,0.004821605326915663
Overall,60,81,ReRZV_1d,2024,dQ_All,0.013150875157487864,0.013126478613669335,0.01084807283285052,0.0155192083921591
Overall,60,81,ReRZV_1d,2024,dQ_HZ_d,0.007970636994384162,0.00794751165810277,0.006676635226925357,0.00925999457987233
Overall,60,81,ReRZV_1d,2024,dQ_HZ_Norm_d,0.0027600734648975662,0.0027502562261426406,0.0022909706283053177,0.0032539262378745142
Overall,60,81,ReRZV_1d,2024,dQ_Life_d,1.1850436991445435e-4,1.181070720139843e-4,9.56342975083846e-5,1.4335852800773097e-4
Overall,60,81,ReRZV_1d,2024,dQ_All_d,0.008089141364298663,0.008062346647439433,0.006769534419176093,0.009394860844595333
Overall,60,81,ReRZV_1d,2024,dC_Hosp,-14.482189418075658,-14.31391051681665,-18.441354681795836,-11.147968920607118
Overall,60,81,ReRZV_1d,2024,dC_GP_NonPHN,-8.949181811288215,-8.967164172194087,-10.194294862373257,-7.6297494463827675
Overall,60,81,ReRZV_1d,2024,dC_GP_PHN,-2.935852294913798,-2.9369645054189837,-3.462975287430848,-2.413147399960233
Overall,60,81,ReRZV_1d,2024,dC_GP,-11.885034106202012,-11.92625551868673,-13.564527296575589,-10.058016116619003
Overall,60,81,ReRZV_1d,2024,dC_Med,-26.36722352427767,-26.305113750437705,-31.47997770714253,-21.791372091978296
Overall,60,81,ReRZV_1d,2024,dC_VacZVL,110,110,110,110
