Scenario,Age0,Age1,Arm,Type,Index,M,L,U
Vac_60,60,61,ReVac_RZV1,Second,Thres30,0,0,0
Vac_60,60,61,ReVac_RZV1,Second,ICER,Inf,Inf,Inf
Vac_60,60,61,ReVac_RZV2,Overall,AvtHZ,0.3844552423354153,0.2608692139621944,0.7133705343242357
Vac_60,60,61,ReVac_RZV2,Overall,AvtDeath,0.23567698220386762,0.06591872119616855,0.8869536418563375
Vac_60,60,61,ReVac_RZV2,Overall,dQ_HZ_d,0.005825550880164246,0.004058430804330009,0.00978475338026621
Vac_60,60,61,ReVac_RZV2,Overall,dQ_Life_d,5.773964195920911e-5,2.7135735168304363e-5,1.619283319584053e-4
Vac_60,60,61,ReVac_RZV2,Overall,dQ_All_d,0.0058930740163471995,0.004106300778454042,0.009930586439442515
Vac_60,60,61,ReVac_RZV2,Overall,dC_Vac_d,334.2512077294686,334.2512077294686,334.2512077294686
Vac_60,60,61,ReVac_RZV2,Overall,dC_VacRZV_d,334.2512077294686,334.2512077294686,334.2512077294686
Vac_60,60,61,ReVac_RZV2,Overall,dC_Med_d,-8.671543476194923,-17.26692108545359,-5.771224360996554
Vac_60,60,61,ReVac_RZV2,Overall,dC_All_d,349.34164169798987,341.2666323903841,352.5532259033983
Vac_60,60,61,ReVac_RZV2,Overall,Thres20,32.20335564974657,22.402261274907527,55.064744453142445
Vac_60,60,61,ReVac_RZV2,Overall,Thres30,47.21361262861902,32.844574065325055,80.31820136916949
Vac_60,60,61,ReVac_RZV2,Overall,ICER,59134.89888976244,34271.403430012215,85797.4317021847
Vac_60,60,61,ReVac_RZV2,Second,AvtHZ,0.037268035141043994,0.003221180190976933,0.04749624485366014
Vac_60,60,61,ReVac_RZV2,Second,AvtDeath,0.024269598991219353,0.007934085935622726,0.06146332849994696
Vac_60,60,61,ReVac_RZV2,Second,dQ_HZ_d,3.421571802938732e-4,9.978171875257653e-6,4.80417328146243e-4
Vac_60,60,61,ReVac_RZV2,Second,dQ_Life_d,4.2723152082757565e-6,2.993201741130491e-7,5.6677400545712684e-6
Vac_60,60,61,ReVac_RZV2,Second,dQ_All_d,3.4643372790377214e-4,1.01658291593143e-5,4.8418417003950334e-4
Vac_60,60,61,ReVac_RZV2,Second,dC_Vac_d,170,170,170
Vac_60,60,61,ReVac_RZV2,Second,dC_VacRZV_d,170,170,170
Vac_60,60,61,ReVac_RZV2,Second,dC_Med_d,-0.5506832890256135,-0.7015250384240772,-0.022069574237215298
Vac_60,60,61,ReVac_RZV2,Second,dC_All_d,169.4493167109744,169.29847496157598,169.97793042576276
Vac_60,60,61,ReVac_RZV2,Second,Thres20,3.737721067496062,0.1105652364565671,5.165152739941602
Vac_60,60,61,ReVac_RZV2,Second,Thres30,5.46754132508248,0.1613943822531386,7.58607359013912
Vac_60,60,61,ReVac_RZV2,Second,ICER,489078.8560702028,349770.6767300302,16727013.954889815
Vac_60,60,62,ReVac_RZV1,Overall,AvtHZ,0.3621596549841009,0.23571620865312612,0.7084280341354066
Vac_60,60,62,ReVac_RZV1,Overall,AvtDeath,0.21418160409976605,0.05674461388104468,0.8868192192802107
Vac_60,60,62,ReVac_RZV1,Overall,dQ_HZ_d,0.005496152103693714,0.0037078683494241103,0.009759886650519526
Vac_60,60,62,ReVac_RZV1,Overall,dQ_Life_d,5.3153214881973554e-5,2.3877928671423024e-5,1.6156965477951424e-4
Vac_60,60,62,ReVac_RZV1,Overall,dQ_All_d,0.00554989862413624,0.003750652742115612,0.00990501286871588
Vac_60,60,62,ReVac_RZV1,Overall,dC_Vac_d,248.86729459765513,248.86729210603033,248.86729663411165
Vac_60,60,62,ReVac_RZV1,Overall,dC_VacRZV_d,248.86729459765513,248.86729210603033,248.86729663411165
Vac_60,60,62,ReVac_RZV1,Overall,dC_Med_d,-8.151687979476604,-17.137095366751623,-5.247109269281993
Vac_60,60,62,ReVac_RZV1,Overall,dC_All_d,264.4836171604494,255.96594190123088,267.6736889011878
Vac_60,60,62,ReVac_RZV1,Overall,Thres20,40.775904859418155,27.47262822126984,73.76131984297344
Vac_60,60,62,ReVac_RZV1,Overall,Thres30,59.73976866806792,40.28288861483311,107.59164274603806
Vac_60,60,62,ReVac_RZV1,Overall,ICER,47733.792339264764,25745.28588560287,71310.14474250775
Vac_60,60,62,ReVac_RZV1,Second,AvtHZ,0,0,0.010904766193593188
Vac_60,60,62,ReVac_RZV1,Second,AvtDeath,0,0,5.741663577625548e-4
Vac_60,60,62,ReVac_RZV1,Second,dQ_HZ_d,0,0,1.3675634791471852e-4
Vac_60,60,62,ReVac_RZV1,Second,dQ_Life_d,0,0,7.696253750300034e-7
Vac_60,60,62,ReVac_RZV1,Second,dQ_All_d,0,0,1.3766734589011343e-4
Vac_60,60,62,ReVac_RZV1,Second,dC_Vac_d,84.48461765537311,84.48461498628235,84.48461983687623
Vac_60,60,62,ReVac_RZV1,Second,dC_VacRZV_d,84.48461765537311,84.48461498628235,84.48461983687623
Vac_60,60,62,ReVac_RZV1,Second,dC_Med_d,0,-0.1723120293346886,0
Vac_60,60,62,ReVac_RZV1,Second,dC_All_d,84.48461707178564,84.31230699458862,84.48461889178898
Vac_60,60,62,ReVac_RZV1,Second,Thres20,0,0,2.964782777889327
Vac_60,60,62,ReVac_RZV1,Second,Thres30,0,0,4.34985435852908
Vac_60,60,62,ReVac_RZV1,Second,ICER,Inf,612285.8305879555,Inf
Vac_60,60,62,ReVac_RZV2,Overall,AvtHZ,0.4085993479159951,0.28723484082894224,0.7179724845861328
Vac_60,60,62,ReVac_RZV2,Overall,AvtDeath,0.2593332306508751,0.07613202298252278,0.8871041509625348
Vac_60,60,62,ReVac_RZV2,Overall,dQ_HZ_d,0.006147659261711566,0.004467276613101352,0.009806191238755698
Vac_60,60,62,ReVac_RZV2,Overall,dQ_Life_d,6.236220231148337e-5,3.082221680279495e-5,1.622500848109443e-4
Vac_60,60,62,ReVac_RZV2,Overall,dQ_All_d,0.006234299971133339,0.004502836529361032,0.009952771686962828
Vac_60,60,62,ReVac_RZV2,Overall,dC_Vac_d,327.73458919531026,327.73458421206067,327.7345932682233
Vac_60,60,62,ReVac_RZV2,Overall,dC_VacRZV_d,327.73458919531026,327.73458421206067,327.7345932682233
Vac_60,60,62,ReVac_RZV2,Overall,dC_Med_d,-9.246381888337643,-17.389115718749387,-6.359082630403666
Vac_60,60,62,ReVac_RZV2,Overall,dC_All_d,342.27322605707013,334.67266001294075,345.4367679052055
Vac_60,60,62,ReVac_RZV2,Overall,Thres20,34.864095713149084,25.05388891814594,56.293483859753465
Vac_60,60,62,ReVac_RZV2,Overall,Thres30,51.0974708591743,36.732274988976975,82.10723144771393
Vac_60,60,62,ReVac_RZV2,Overall,ICER,54780.85568906567,33532.05703638061,76733.53125030024
Vac_60,60,62,ReVac_RZV2,Second,AvtHZ,0.07380805574287747,0.006100677109970382,0.09365543988990906
Vac_60,60,62,ReVac_RZV2,Second,AvtDeath,0.050399734577213,0.017253228111832292,0.11835308071533049
Vac_60,60,62,ReVac_RZV2,Second,dQ_HZ_d,6.96153471918595e-4,1.9831484216327618e-5,9.627921375708051e-4
Vac_60,60,62,ReVac_RZV2,Second,dQ_Life_d,9.112956939283379e-6,5.89745275947351e-7,1.187215552258536e-5
Vac_60,60,62,ReVac_RZV2,Second,dQ_All_d,7.050703740443254e-4,2.0216571728015612e-5,9.71689474650317e-4
Vac_60,60,62,ReVac_RZV2,Second,dC_Vac_d,168.96923531074623,168.96922997256468,168.9692396737525
Vac_60,60,62,ReVac_RZV2,Second,dC_VacRZV_d,168.96923531074623,168.96922997256468,168.9692396737525
Vac_60,60,62,ReVac_RZV2,Second,dC_Med_d,-1.137986648401422,-1.4420088265150435,-0.04334269020123916
Vac_60,60,62,ReVac_RZV2,Second,dC_All_d,167.83124792787265,167.52723066248052,168.92589252256272
Vac_60,60,62,ReVac_RZV2,Second,Thres20,7.680178361662119,0.22139980717066773,10.451776283003648
Vac_60,60,62,ReVac_RZV2,Second,Thres30,11.235284171252816,0.3230993049419979,15.340489513537587
Vac_60,60,62,ReVac_RZV2,Second,ICER,238018.323747733,172510.3399186337,8360269.3861551015
Vac_60,60,63,ReVac_RZV1,Overall,AvtHZ,0.3635916356378095,0.2569872420660412,0.7084280341354066
Vac_60,60,63,ReVac_RZV1,Overall,AvtDeath,0.21424493258195793,0.060460417373090485,0.8868192192802107
Vac_60,60,63,ReVac_RZV1,Overall,dQ_HZ_d,0.005546076305388118,0.004036207129382461,0.009759886650519526
Vac_60,60,63,ReVac_RZV1,Overall,dQ_Life_d,5.3349823438075816e-5,2.6122754798807436e-5,1.6156965477951424e-4
Vac_60,60,63,ReVac_RZV1,Overall,dQ_All_d,0.005607710511699615,0.0040581727267754,0.00990501286871588
Vac_60,60,63,ReVac_RZV1,Overall,dC_Vac_d,245.69368820271382,245.69368299410462,245.69369235022197
Vac_60,60,63,ReVac_RZV1,Overall,dC_VacRZV_d,245.69368820271382,245.69368299410462,245.69369235022197
Vac_60,60,63,ReVac_RZV1,Overall,dC_Med_d,-8.253563637727785,-17.137095366751623,-5.76984107239229
Vac_60,60,63,ReVac_RZV1,Overall,dC_All_d,261.2622707917791,252.79233516738685,264.14024431670657
Vac_60,60,63,ReVac_RZV1,Overall,Thres20,41.639329134835066,30.076665303975936,74.71408907144735
Vac_60,60,63,ReVac_RZV1,Overall,Thres30,61.10059077701199,44.11628838006644,108.98139562285427
Vac_60,60,63,ReVac_RZV1,Overall,ICER,46511.12391683835,25424.871226770203,65024.58644341793
Vac_60,60,63,ReVac_RZV1,Second,AvtHZ,0,0,0.04352973421572973
Vac_60,60,63,ReVac_RZV1,Second,AvtDeath,0,0,0.008580782647761114
Vac_60,60,63,ReVac_RZV1,Second,dQ_HZ_d,0,0,5.209409412955283e-4
Vac_60,60,63,ReVac_RZV1,Second,dQ_Life_d,0,0,4.5234168557950484e-6
Vac_60,60,63,ReVac_RZV1,Second,dQ_All_d,0,0,5.247916094151872e-4
Vac_60,60,63,ReVac_RZV1,Second,dC_Vac_d,83.92294513502543,83.92293936014731,83.92294973344184
Vac_60,60,63,ReVac_RZV1,Second,dC_VacRZV_d,83.92294513502543,83.92293936014731,83.92294973344184
Vac_60,60,63,ReVac_RZV1,Second,dC_Med_d,0,-0.7433739429274429,0
Vac_60,60,63,ReVac_RZV1,Second,dC_All_d,83.92293853649697,83.17957414024026,83.922946463672
Vac_60,60,63,ReVac_RZV1,Second,Thres20,0,0,11.383448067296397
Vac_60,60,63,ReVac_RZV1,Second,Thres30,0,0,16.698714966197414
Vac_60,60,63,ReVac_RZV1,Second,ICER,Inf,158500.53061224095,Inf
Vac_60,60,63,ReVac_RZV2,Overall,AvtHZ,0.4345789765445739,0.3146346661938346,0.7222710277905187
Vac_60,60,63,ReVac_RZV2,Overall,AvtDeath,0.2815855743846045,0.0886753711298294,0.887937640629422
Vac_60,60,63,ReVac_RZV2,Overall,dQ_HZ_d,0.0064750558274507715,0.00481543069789848,0.00991124543482552
Vac_60,60,63,ReVac_RZV2,Overall,dQ_Life_d,6.705061442513482e-5,3.4780219679264596e-5,1.6272581003082823e-4
Vac_60,60,63,ReVac_RZV2,Overall,dQ_All_d,0.00653409970968255,0.004855164510900379,0.01005598782485624
Vac_60,60,63,ReVac_RZV2,Overall,dC_Vac_d,321.38737640542763,321.3873659882093,321.38738470044393
Vac_60,60,63,ReVac_RZV2,Overall,dC_VacRZV_d,321.38737640542763,321.3873659882093,321.38738470044393
Vac_60,60,63,ReVac_RZV2,Overall,dC_Med_d,-9.832876645778132,-17.502889875299164,-6.918671327240371
Vac_60,60,63,ReVac_RZV2,Overall,dC_All_d,335.39470907594097,328.25413347996954,338.5509845732928
Vac_60,60,63,ReVac_RZV2,Overall,Thres20,37.165242391842924,27.55771655353003,57.52180562408686
Vac_60,60,63,ReVac_RZV2,Overall,Thres30,54.39388232504625,40.3985751587378,84.06114201457315
Vac_60,60,63,ReVac_RZV2,Overall,ICER,51464.11169210484,32771.17823057663,69746.43056497152
Vac_60,60,63,ReVac_RZV2,Second,AvtHZ,0.10929185482574741,0.008663838352030748,0.13828632143842579
Vac_60,60,63,ReVac_RZV2,Second,AvtDeath,0.07818184892463093,0.026204869250909927,0.17310698911712988
Vac_60,60,63,ReVac_RZV2,Second,dQ_HZ_d,0.001055462914142406,2.9574687875230807e-5,0.0014703742579818936
Vac_60,60,63,ReVac_RZV2,Second,dQ_Life_d,1.454909711906538e-5,8.709517679506007e-7,1.862353210335677e-5
Vac_60,60,63,ReVac_RZV2,Second,dQ_All_d,0.0010700279224833409,3.0166811255405435e-5,0.0014846672354078996
Vac_60,60,63,ReVac_RZV2,Second,dC_Vac_d,167.84589027005086,167.84587872029462,167.84589946688368
Vac_60,60,63,ReVac_RZV2,Second,dC_VacRZV_d,167.84589027005086,167.84587872029462,167.84589946688368
Vac_60,60,63,ReVac_RZV2,Second,dC_Med_d,-1.7461851485650497,-2.2323761351101865,-0.06382178828821566
Vac_60,60,63,ReVac_RZV2,Second,dC_All_d,166.09970991299258,165.61351834010475,167.78206838972747
Vac_60,60,63,ReVac_RZV2,Second,Thres20,11.754266594302388,0.3328358159123367,16.09744921728414
Vac_60,60,63,ReVac_RZV2,Second,Thres30,17.150962235707894,0.485605662266169,23.60082175802701
Vac_60,60,63,ReVac_RZV2,Second,ICER,155318.10810480657,111664.58192626484,5565679.103698805
Vac_60,60,64,ReVac_RZV1,Overall,AvtHZ,0.374996033175119,0.27857554222403585,0.7084280341354066
Vac_60,60,64,ReVac_RZV1,Overall,AvtDeath,0.21878247979935755,0.0705815428136538,0.8868192192802107
Vac_60,60,64,ReVac_RZV1,Overall,dQ_HZ_d,0.005743585334658335,0.0042859357962728994,0.009759886650519526
Vac_60,60,64,ReVac_RZV1,Overall,dQ_Life_d,5.459419426045997e-5,2.9594869813109883e-5,1.6156965477951424e-4
Vac_60,60,64,ReVac_RZV1,Overall,dQ_All_d,0.005793115060501286,0.004321193508509324,0.00990501286871588
Vac_60,60,64,ReVac_RZV1,Overall,dC_Vac_d,242.60152795522347,242.60151980115427,242.60153436121107
Vac_60,60,64,ReVac_RZV1,Overall,dC_VacRZV_d,242.60152795522347,242.60151980115427,242.60153436121107
Vac_60,60,64,ReVac_RZV1,Overall,dC_Med_d,-8.454508053255115,-17.137095366751623,-6.155945406697498
Vac_60,60,64,ReVac_RZV1,Overall,dC_All_d,257.8763274122183,249.70017468460537,260.68029866857523
Vac_60,60,64,ReVac_RZV1,Overall,Thres20,43.50136738990271,32.52469475456811,75.66638279247243
Vac_60,60,64,ReVac_RZV1,Overall,Thres30,63.79863334949377,47.68703410362326,110.37045490270698
Vac_60,60,64,ReVac_RZV1,Overall,ICER,44552.51237475092,25112.679578182095,60396.58615592266
Vac_60,60,64,ReVac_RZV1,Second,AvtHZ,0.01511546948992424,0,0.08025275635793232
Vac_60,60,64,ReVac_RZV1,Second,AvtDeath,0.0023502194675566745,0,0.023349727887504917
Vac_60,60,64,ReVac_RZV1,Second,dQ_HZ_d,1.6407252797738135e-4,0,9.661116571921009e-4
Vac_60,60,64,ReVac_RZV1,Second,dQ_Life_d,1.556760503618193e-6,0,9.518123234419916e-6
Vac_60,60,64,ReVac_RZV1,Second,dQ_All_d,1.650751329416167e-4,0,9.753515620817499e-4
Vac_60,60,64,ReVac_RZV1,Second,dC_Vac_d,83.31192320913786,83.31191385215587,83.31193056015596
Vac_60,60,64,ReVac_RZV1,Second,dC_VacRZV_d,83.31192320913786,83.31191385215587,83.31193056015596
Vac_60,60,64,ReVac_RZV1,Second,dC_Med_d,-0.2308866302606436,-1.444113855743402,0
Vac_60,60,64,ReVac_RZV1,Second,dC_All_d,83.0810389218979,81.8678156114612,83.31192502156068
Vac_60,60,64,ReVac_RZV1,Second,Thres20,3.5914628760298486,0,21.404776250574
Vac_60,60,64,ReVac_RZV1,Second,Thres30,5.275661864186085,0,31.35591811083856
Vac_60,60,64,ReVac_RZV1,Second,ICER,503411.5333592248,83907.55487161476,Inf
Vac_60,60,64,ReVac_RZV2,Overall,AvtHZ,0.4576733150601393,0.33986140660990244,0.7262601049572567
Vac_60,60,64,ReVac_RZV2,Overall,AvtDeath,0.305516998040709,0.1042072661816204,0.891822552504336
Vac_60,60,64,ReVac_RZV2,Overall,dQ_HZ_d,0.006780684472805533,0.005157812197342339,0.010055157074814823
Vac_60,60,64,ReVac_RZV2,Overall,dQ_Life_d,7.223464606109786e-5,3.8983280131787974e-5,1.6326008508209537e-4
Vac_60,60,64,ReVac_RZV2,Overall,dQ_All_d,0.006861628683484611,0.0051900951060519064,0.010189785454071966
Vac_60,60,64,ReVac_RZV2,Overall,dC_Vac_d,315.20305591044695,315.20303960230854,315.20306872242213
Vac_60,60,64,ReVac_RZV2,Overall,dC_VacRZV_d,315.20305591044695,315.20303960230854,315.20306872242213
Vac_60,60,64,ReVac_RZV2,Overall,dC_Med_d,-10.27714972809806,-17.60932846608826,-7.454316000856416
Vac_60,60,64,ReVac_RZV2,Overall,dC_All_d,328.7064184864191,322.00650106151375,331.84866100222865
Vac_60,60,64,ReVac_RZV2,Overall,Thres20,39.8024542482419,30.03050191791014,59.36479857215448
Vac_60,60,64,ReVac_RZV2,Overall,Thres30,58.31982801079036,44.015796605964624,86.84333162560415
Vac_60,60,64,ReVac_RZV2,Overall,ICER,47967.082351091674,31754.561461006637,63910.97666479057
Vac_60,60,64,ReVac_RZV2,Second,AvtHZ,0.14404967633808075,0.010934515300807307,0.18111842056008784
Vac_60,60,64,ReVac_RZV2,Second,AvtDeath,0.10801574931788505,0.03728142411515551,0.22974297090818108
Vac_60,60,64,ReVac_RZV2,Second,dQ_HZ_d,0.001419690232718279,3.905203645995074e-5,0.0019779217993788735
Vac_60,60,64,ReVac_RZV2,Second,dQ_Life_d,2.041547827769108e-5,1.14271587583481e-6,2.5956719146780222e-5
Vac_60,60,64,ReVac_RZV2,Second,dQ_All_d,0.0014404494561244263,3.9860488477305725e-5,0.001998309656030051
Vac_60,60,64,ReVac_RZV2,Second,dC_Vac_d,166.6238464182757,166.62382770431176,166.6238611203119
Vac_60,60,64,ReVac_RZV2,Second,dC_VacRZV_d,166.6238464182757,166.62382770431176,166.6238611203119
Vac_60,60,64,ReVac_RZV2,Second,dC_Med_d,-2.3564248274655943,-3.0455446293670385,-0.08354229033236438
Vac_60,60,64,ReVac_RZV2,Second,dC_All_d,164.26742695115695,163.57831405974673,166.54030435196046
Vac_60,60,64,ReVac_RZV2,Second,Thres20,15.94165520317898,0.4434295847185698,21.820400764566447
Vac_60,60,64,ReVac_RZV2,Second,Thres30,23.266192740210627,0.6467703351658791,32.01439832814844
Vac_60,60,64,ReVac_RZV2,Second,ICER,114057.46917703788,81977.26857032496,4181585.9822135265
Vac_60,60,65,ReVac_RZV1,Overall,AvtHZ,0.4001776112137422,0.30047039176396156,0.7084280341354066
Vac_60,60,65,ReVac_RZV1,Overall,AvtDeath,0.22986173144205357,0.08261749810143836,0.8868192192802107
Vac_60,60,65,ReVac_RZV1,Overall,dQ_HZ_d,0.005991797343452416,0.004554852502645182,0.009759886650519526
Vac_60,60,65,ReVac_RZV1,Overall,dQ_Life_d,5.902878530505973e-5,3.3493661535732856e-5,1.6156965477951424e-4
Vac_60,60,65,ReVac_RZV1,Overall,dQ_All_d,0.006053208036744806,0.004592443364343346,0.00990501286871588
Vac_60,60,65,ReVac_RZV1,Overall,dC_Vac_d,239.58810521655656,239.58809380674742,239.58811364393844
Vac_60,60,65,ReVac_RZV1,Overall,dC_VacRZV_d,239.58810521655656,239.58809380674742,239.58811364393844
Vac_60,60,65,ReVac_RZV1,Overall,dC_Med_d,-8.88795523125441,-17.137095366751623,-6.626480271709729
Vac_60,60,65,ReVac_RZV1,Overall,dC_All_d,254.50979520666635,246.68675187622003,257.2788331136071
Vac_60,60,65,ReVac_RZV1,Overall,Thres20,46.10993609434337,35.17915692960461,76.61807759295178
Vac_60,60,65,ReVac_RZV1,Overall,Thres30,67.58530908074303,51.459604287767874,111.75864056959558
Vac_60,60,65,ReVac_RZV1,Overall,ICER,41985.44144807206,24808.43747706171,55646.36637194724
Vac_60,60,65,ReVac_RZV1,Second,AvtHZ,0.0420230674376971,0,0.12350161200330165
Vac_60,60,65,ReVac_RZV1,Second,AvtDeath,0.014617537316364719,0,0.044889357309183885
Vac_60,60,65,ReVac_RZV1,Second,dQ_HZ_d,4.432618518787571e-4,0,0.0014399993624680685
Vac_60,60,65,ReVac_RZV1,Second,dQ_Life_d,5.482623953945165e-6,0,1.535911648660182e-5
Vac_60,60,65,ReVac_RZV1,Second,dQ_All_d,4.489198790667004e-4,0,0.0014535158767639445
Vac_60,60,65,ReVac_RZV1,Second,dC_Vac_d,82.64883960161805,82.64882605034401,82.64884961070409
Vac_60,60,65,ReVac_RZV1,Second,dC_VacRZV_d,82.64883960161805,82.64882605034401,82.64884961070409
Vac_60,60,65,ReVac_RZV1,Second,dC_Med_d,-0.6843395520856106,-2.180065800654848,0
Vac_60,60,65,ReVac_RZV1,Second,dC_All_d,81.96449632098486,80.46878243033706,82.64884041916808
Vac_60,60,65,ReVac_RZV1,Second,Thres20,9.969288235858667,0,31.97076061264431
Vac_60,60,65,ReVac_RZV1,Second,Thres30,14.586193907292564,0,46.91940815074777
Vac_60,60,65,ReVac_RZV1,Second,ICER,182559.06829149078,55474.321375625485,Inf
Vac_60,60,65,ReVac_RZV2,Overall,AvtHZ,0.4775755113148039,0.36213237775833157,0.7299409332325812
Vac_60,60,65,ReVac_RZV2,Overall,AvtDeath,0.3311895648920776,0.1219268685178277,0.8958045951656747
Vac_60,60,65,ReVac_RZV2,Overall,dQ_HZ_d,0.007047121599367377,0.005494981514242444,0.010207287675990238
Vac_60,60,65,ReVac_RZV2,Overall,dQ_Life_d,7.753073357630313e-5,4.338252570050827e-5,1.6375564128843226e-4
Vac_60,60,65,ReVac_RZV2,Overall,dQ_All_d,0.00712947150792953,0.0055312083861095655,0.01034784164738456
Vac_60,60,65,ReVac_RZV2,Overall,dC_Vac_d,309.1762104331131,309.17618761349485,309.1762272878769
Vac_60,60,65,ReVac_RZV2,Overall,dC_VacRZV_d,309.1762104331131,309.17618761349485,309.1762272878769
Vac_60,60,65,ReVac_RZV2,Overall,dC_Med_d,-10.743565213159348,-17.708539616639264,-7.976676836712834
Vac_60,60,65,ReVac_RZV2,Overall,dC_All_d,322.17669584890456,315.9025454422943,325.33445213685934
Vac_60,60,65,ReVac_RZV2,Overall,Thres20,42.058269533556825,32.60785865424518,61.48727559784321
Vac_60,60,65,ReVac_RZV2,Overall,Thres30,61.65306665058513,47.81448451045569,89.93598871739783
Vac_60,60,65,ReVac_RZV2,Overall,ICER,45231.175502323065,30660.96593486576,58785.48587170373
Vac_60,60,65,ReVac_RZV2,Second,AvtHZ,0.17689330530838127,0.012935884843699575,0.2219229184036946
Vac_60,60,65,ReVac_RZV2,Second,AvtDeath,0.13900794718211562,0.0503997231787841,0.2853583456849619
Vac_60,60,65,ReVac_RZV2,Second,dQ_HZ_d,0.0017874286862503445,4.8240129475954486e-5,0.0024625911582627728
Vac_60,60,65,ReVac_RZV2,Second,dQ_Life_d,2.6620154642387206e-5,1.404911927993524e-6,3.4507230418290297e-5
Vac_60,60,65,ReVac_RZV2,Second,dQ_All_d,0.0018183692076441105,4.9273679412431555e-5,0.002488633240596183
Vac_60,60,65,ReVac_RZV2,Second,dC_Vac_d,165.2976792032361,165.29765210068797,165.29769922140818
Vac_60,60,65,ReVac_RZV2,Second,dC_VacRZV_d,165.2976792032361,165.29765210068797,165.29769922140818
Vac_60,60,65,ReVac_RZV2,Second,dC_Med_d,-2.9991708246261526,-3.9114131929438973,-0.1025177267247446
Vac_60,60,65,ReVac_RZV2,Second,dC_All_d,162.29851548502558,161.38628335335315,165.1951625644452
Vac_60,60,65,ReVac_RZV2,Second,Thres20,20.28393548176509,0.5531217960307904,27.472765146547253
Vac_60,60,65,ReVac_RZV2,Second,Thres30,29.67739583147037,0.8064988099385619,40.26990838509019
Vac_60,60,65,ReVac_RZV2,Second,ICER,89226.32282106552,64953.20996426596,3355859.3573555234
Vac_60,60,66,ReVac_RZV1,Overall,AvtHZ,0.4202190408982321,0.32125058494424746,0.7084280341354066
Vac_60,60,66,ReVac_RZV1,Overall,AvtDeath,0.2504723901022695,0.09694401550575654,0.8868192192802107
Vac_60,60,66,ReVac_RZV1,Overall,dQ_HZ_d,0.006246296180996791,0.0047956918495878345,0.009759886650519526
Vac_60,60,66,ReVac_RZV1,Overall,dQ_Life_d,6.379567322856161e-5,3.737197696596084e-5,1.6156965477951424e-4
Vac_60,60,66,ReVac_RZV1,Overall,dQ_All_d,0.006304335146201545,0.004838329413263187,0.00990501286871588
Vac_60,60,66,ReVac_RZV1,Overall,dC_Vac_d,236.65052361189075,236.65050894225777,236.65053388271917
Vac_60,60,66,ReVac_RZV1,Overall,dC_VacRZV_d,236.65052361189075,236.65050894225777,236.65053388271917
Vac_60,60,66,ReVac_RZV1,Overall,dC_Med_d,-9.377266711910462,-17.137095366751623,-7.056480516073616
Vac_60,60,66,ReVac_RZV1,Overall,dC_All_d,251.18836372863868,243.74917096094867,253.86562975701773
Vac_60,60,66,ReVac_RZV1,Overall,Thres20,48.74160624654323,37.570121409623994,77.56914982917694
Vac_60,60,66,ReVac_RZV1,Overall,Thres30,71.36080905980268,54.94840548818117,113.14591813572335
Vac_60,60,66,ReVac_RZV1,Overall,ICER,39880.931323460565,24511.852560293533,52526.91993147979
Vac_60,60,66,ReVac_RZV1,Second,AvtHZ,0.07311059264063816,0,0.16172006924440677
