Scenario,Age0,Arm,Year0,N0,dYear_Life_A,dYear_Life_M,dYear_Life_L,dYear_Life_U,dYear_Immunised_A,dYear_Immunised_M,dYear_Immunised_L,dYear_Immunised_U,dRisk_HZ_A,dRisk_HZ_M,dRisk_HZ_L,dRisk_HZ_U,dRisk_Hosp_A,dRisk_Hosp_M,dRisk_Hosp_L,dRisk_Hosp_U,dRisk_PHN_A,dRisk_PHN_M,dRisk_PHN_L,dRisk_PHN_U,dRisk_Death_A,dRisk_Death_M,dRisk_Death_L,dRisk_Death_U,dQ_Life_A,dQ_Life_M,dQ_Life_L,dQ_Life_U,dQ_HZ_A,dQ_HZ_M,dQ_HZ_L,dQ_HZ_U,dQ_HZ_Norm_A,dQ_HZ_Norm_M,dQ_HZ_Norm_L,dQ_HZ_Norm_U,dQ_All_A,dQ_All_M,dQ_All_L,dQ_All_U,dQ_HZ_d_A,dQ_HZ_d_M,dQ_HZ_d_L,dQ_HZ_d_U,dQ_HZ_Norm_d_A,dQ_HZ_Norm_d_M,dQ_HZ_Norm_d_L,dQ_HZ_Norm_d_U,dQ_Life_d_A,dQ_Life_d_M,dQ_Life_d_L,dQ_Life_d_U,dQ_All_d_A,dQ_All_d_M,dQ_All_d_L,dQ_All_d_U,dC_Hosp_A,dC_Hosp_M,dC_Hosp_L,dC_Hosp_U,dC_GP_NonPHN_A,dC_GP_NonPHN_M,dC_GP_NonPHN_L,dC_GP_NonPHN_U,dC_GP_PHN_A,dC_GP_PHN_M,dC_GP_PHN_L,dC_GP_PHN_U,dC_GP_A,dC_GP_M,dC_GP_L,dC_GP_U,dC_Med_A,dC_Med_M,dC_Med_L,dC_Med_U,dC_VacZVL_A,dC_VacZVL_M,dC_VacZVL_L,dC_VacZVL_U,dC_VacRZV_A,dC_VacRZV_M,dC_VacRZV_L,dC_VacRZV_U,dC_Vac_A,dC_Vac_M,dC_Vac_L,dC_Vac_U,dC_All_A,dC_All_M,dC_All_L,dC_All_U,dC_Hosp_d_A,dC_Hosp_d_M,dC_Hosp_d_L,dC_Hosp_d_U,dC_GP_NonPHN_d_A,dC_GP_NonPHN_d_M,dC_GP_NonPHN_d_L,dC_GP_NonPHN_d_U,dC_GP_PHN_d_A,dC_GP_PHN_d_M,dC_GP_PHN_d_L,dC_GP_PHN_d_U,dC_GP_d_A,dC_GP_d_M,dC_GP_d_L,dC_GP_d_U,dC_Med_d_A,dC_Med_d_M,dC_Med_d_L,dC_Med_d_U,dC_VacZVL_d_A,dC_VacZVL_d_M,dC_VacZVL_d_L,dC_VacZVL_d_U,dC_VacRZV_d_A,dC_VacRZV_d_M,dC_VacRZV_d_L,dC_VacRZV_d_U,dC_Vac_d_A,dC_Vac_d_M,dC_Vac_d_L,dC_Vac_d_U,dC_All_d_A,dC_All_d_M,dC_All_d_L,dC_All_d_U,dN_VacZVL_A,dN_VacZVL_M,dN_VacZVL_L,dN_VacZVL_U,dN_VacRZV_A,dN_VacRZV_M,dN_VacRZV_L,dN_VacRZV_U,dN_VacZVL_d_A,dN_VacZVL_d_M,dN_VacZVL_d_L,dN_VacZVL_d_U,dN_VacRZV_d_A,dN_VacRZV_d_M,dN_VacRZV_d_L,dN_VacRZV_d_U,ICER_A,ICER_M,ICER_L,ICER_U,Price0_A,Price0_M,Price0_L,Price0_U,Thres20_A,Thres20_M,Thres20_L,Thres20_U,Thres30_A,Thres30_M,Thres30_L,Thres30_U,Thres20_50,Thres30_90,Thres
Vac_80,80,Vac_2d,2024,1,6.361936426340034e-4,6.336892255411897e-4,5.119056876506711e-4,7.69312405064948e-4,7.941410667392546,7.977365869046645,6.954792096339478,8.8369210046642,-0.07510672613854633,-0.07530582847520728,-0.08357377729273405,-0.06555777651886666,-0.004830723054508286,-0.00481885659250135,-0.006035876673835473,-0.0037132245149840686,-0.006793839723539862,-0.006792277846013131,-0.007842739120026369,-0.00576083128485722,-1.1951349055960258e-6,-1.1931275861203246e-6,-1.428506660173768e-6,-9.713628461047475e-7,4.3216192408824215e-4,4.304084082957793e-4,3.4897618253422187e-4,5.205124998694632e-4,0.01204795917843335,0.011965586537787516,0.006624299608628034,0.0180788527161321,0.004022423524482105,0.0037085351108675033,0.0014111351234035526,0.00802319589976238,0.012472411494862107,0.012388202530023928,0.007044041179814119,0.018543007567136158,0.010177428052623906,0.010098891681397361,0.0056204711403221716,0.015250269967864688,0.0034335191034505666,0.003165649325676821,0.0012003525262480022,0.0068554435684416454,2.9845223242311737e-4,2.973747292935869e-4,2.44390474771472e-4,3.57069850128866e-4,0.01047588028504702,0.010399886668016833,0.005909667606790592,0.015545231419095319,-21.26298599344694,-21.215278263036964,-26.672245488494482,-16.270478248112052,-6.544741337510684,-6.565973235197296,-7.303813241396568,-5.7481733979583565,-2.924067192362034,-2.929854438042837,-3.392519868368458,-2.4537040930421483,-9.46880852987272,-9.48699176653096,-10.552435362797237,-8.310148130378469,-30.731794523319657,-30.668157411314752,-36.611818559695976,-24.764619176281144,0,0,0,0,170,170,170,170,170,170,170,170,139.26820547668035,139.33184258868525,133.388181440304,145.23538082371888,-17.083474533110667,-17.05517464099747,-21.129453588957947,-13.410162841511942,-5.5583497266829776,-5.583080512481224,-6.132747162756726,-4.961124094308936,-2.4924201217211865,-2.496445098380198,-2.863791724417699,-2.115263078813753,-8.050769848404164,-8.07436178831401,-8.871152101481483,-7.164173665658173,-25.134244381514833,-25.104279255271592,-29.484315104135295,-20.757685958768253,0,0,0,0,170,170,170,170,170,170,170,170,144.86575561848517,144.8957207447284,140.5156848958647,149.24231404123177,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,14727.738307018417,13923.03858022806,9156.218948884307,24612.71468565167,85,85,85,85,117.32592504122762,116.57921324352401,71.4099257557732,169.68814560386923,169.70532646646274,168.3973502944392,100.77558102271105,247.76966574451043,116.57921324352401,122.27647932635918,116.57921324352401
Vac_81,81,Vac_1d,2024,1,5.660730881038826e-4,5.630013869124539e-4,4.427685726268393e-4,7.020242241731811e-4,6.7512441475381655,6.7807763819920215,5.709097462814383,7.791209898535194,-0.06393952153570381,-0.06417976569164083,-0.07344289217635756,-0.054282184361730414,-0.004284780584641016,-0.004259452174525943,-0.005454043845621791,-0.003187679645404335,-0.005798148744692595,-0.00580508357029055,-0.006814839815188122,-0.004721346405770617,-1.1417428771854054e-6,-1.1432302595531418e-6,-1.3783288732254527e-6,-9.021058086331138e-7,3.8388464448932245e-4,3.8198264821520667e-4,3.0139934825392786e-4,4.73827210687694e-4,0.010284284209707761,0.0101972622171537,0.005616091895936199,0.015722422898132717,0.003399647085878229,0.003136918304398645,0.0011529834149032984,0.006879369767836586,0.010661237933676083,0.010556484398141386,0.006004957723547211,0.0161385565480961,0.008821567033367481,0.008726770912749832,0.004843095458658466,0.013442032761661974,0.002942802488215351,0.0027274106161011996,0.0010069150777561563,0.005978685438540616,2.7186319367463694e-4,2.7066034035483355e-4,2.1638904270473438e-4,3.321979017723908e-4,0.009093430227042116,0.009006349267530744,0.0051323888787430764,0.013770311696914537,-18.943340066969903,-18.835865574926686,-24.20870986654692,-14.053178729629588,-5.554285352132379,-5.575953705297337,-6.380128903315331,-4.7041202292617905,-2.48870456560207,-2.490510385191561,-2.9427027026491155,-2.029945827727601,-8.042989917734449,-8.070936838770095,-9.239981022880347,-6.810113877206113,-26.98632998470435,-26.961452800535447,-33.14006377858147,-21.28387151789927,0,0,0,0,85,85,85,85,85,85,85,85,58.01367001529565,58.03854719946455,51.85993622141854,63.71612848210073,-15.580426394095918,-15.50444857040264,-19.593295698954282,-11.80839773561944,-4.786228904925929,-4.802483980877163,-5.4513820921237945,-4.101681836808693,-2.1537123850944733,-2.1590722674233347,-2.523508213032033,-1.7587558839275497,-6.939941290020402,-6.963398078262835,-7.842739232173949,-5.93250228133232,-22.52036768411632,-22.497075562542108,-27.14314684200438,-18.108894575250403,0,0,0,0,85,85,85,85,85,85,85,85,62.47963231588368,62.50292443745789,57.85685315799562,66.8911054247496,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,7348.318649008938,6930.456624829967,4403.45471396014,12461.383584404293,85,85,85,85,204.38897222495865,202.84571161079182,124.16647746722941,301.13144747231223,295.3232744953798,293.3106923577458,176.13325858043248,439.7781484488582,202.84571161079182,210.50270302960408,202.84571161079182
Vac_81,81,Vac_2d,2024,1,6.365758644346897e-4,6.347358873384223e-4,5.16330450307434e-4,7.659308111535702e-4,7.535914307759903,7.576055521486644,6.658472654491514,8.328019895389517,-0.07128830725962179,-0.07157020426971805,-0.07881585956748871,-0.06253918713744214,-0.004853680703330511,-0.004833929981822556,-0.005978536566065801,-0.0037416945057820593,-0.00645288744124608,-0.006456013692115443,-0.007360822551896406,-0.005451246454297309,-1.2191272261001678e-6,-1.2179146186776688e-6,-1.4604529586763072e-6,-1.0074399088096873e-6,4.3104269890559797e-4,4.2959870576764203e-4,3.5142607763485325e-4,5.164698639763321e-4,0.011470428767155618,0.011355050458402072,0.006335744334043964,0.017201803869866226,0.003776815338893624,0.003498458168424608,0.0013321929530958753,0.0075616016787886705,0.011893189958790181,0.011789656999391163,0.006759234937619384,0.017621652034882637,0.009775427351493178,0.009720489127582227,0.005392949238492004,0.01468963139597166,0.0032498162958133434,0.0030105847810329906,0.001142311508552972,0.006492019783327868,3.0389401449859663e-4,3.0302466158182995e-4,2.5121394742366743e-4,3.6177469276081896e-4,0.010079321365991772,0.010015785066335603,0.005716324512391391,0.014991020782368757,-21.490389455810668,-21.404379975748736,-26.477519096796716,-16.54878607058869,-6.184998131826653,-6.211779738167333,-6.847847672537621,-5.461441271809253,-2.7660825517611127,-2.778421888677754,-3.2142036188574936,-2.3290745161917568,-8.951080683587765,-8.974677932137793,-9.880058364948969,-7.9016752500309355,-30.441470139398433,-30.402445574530596,-36.086307468030924,-24.814540921742953,0,0,0,0,170,170,170,170,170,170,170,170,139.55852986060157,139.5975544254694,133.9136925319691,145.18545907825703,-17.536660766649067,-17.477712784410958,-21.559054239210692,-13.749866964302383,-5.296296104522513,-5.311348399351322,-5.801463155101049,-4.730949496344157,-2.379609896571865,-2.390473302732458,-2.7326613425977984,-2.0223359361400077,-7.675906001094378,-7.694410037482822,-8.386608297360725,-6.857401283646005,-25.212566767743446,-25.228750298894028,-29.47061239404007,-20.867046692836063,0,0,0,0,170,170,170,170,170,170,170,170,144.78743323225655,144.77124970110597,140.52938760595993,149.13295330716394,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,15290.837362416338,14461.582053746191,9462.177231526004,25335.1715402819,85,85,85,85,113.39949704378944,112.60446101323373,69.68226532719368,164.51994691134743,163.79610387374828,162.80771536255952,98.47487042279522,239.18266896541098,112.60446101323373,118.32812811970689,112.60446101323373
Vac_82,82,Vac_1d,2024,1,5.67142874132454e-4,5.6600710149457e-4,4.4988509960637303e-4,6.956978381227329e-4,6.412911598616312,6.446872409795846,5.466637857623641,7.327961742917872,-0.06067507744777812,-0.06086167475072056,-0.06945349903331229,-0.05179856775193579,-0.004304576778800047,-0.0042795409214226145,-0.005433729671001041,-0.0032487335146074788,-0.005485276274227956,-0.005502270355386344,-0.006432996362626853,-0.004438331444574302,-1.1686052403538276e-6,-1.1690809515461313e-6,-1.4121707528668133e-6,-9.429121322858001e-7,3.8326160655315447e-4,3.8223187721175833e-4,3.0526367641496853e-4,4.6784550085581244e-4,0.009789079682747061,0.009720465645372916,0.0053473799599210985,0.014968368819746539,0.003189427435804594,0.0029695781791814237,0.0010888345116489082,0.006429034837710995,0.010164816107183358,0.010076466681531393,0.005754248197963018,0.015387771892357356,0.008464290418856261,0.008396788253855586,0.004623469116048074,0.012909289168117545,0.0027809872354531574,0.002605358126319882,9.510404420179321e-4,0.005635329080074575,2.768293998562719e-4,2.762416316457461e-4,2.2225993497242412e-4,3.341457217910459e-4,0.00874111981871253,0.008668223223367466,0.00493667545206411,0.01319046071061891,-19.15181526291109,-19.064619572974568,-24.228027576320656,-14.449623636455884,-5.248738501024791,-5.267859381204438,-6.004429347998712,-4.463347883068751,-2.344102788811068,-2.3493133326152025,-2.7639051375328423,-1.897239416699645,-7.592841289835858,-7.623553256363136,-8.644268853335817,-6.488976342472135,-26.74465655274695,-26.734149690249062,-32.533825179790455,-21.231837188478504,0,0,0,0,85,85,85,85,85,85,85,85,58.255343447253054,58.265850309750945,52.46617482020955,63.7681628115215,-15.969999314690455,-15.873548874919369,-20.065340461138437,-12.217216835897434,-4.557171058786174,-4.574458529387925,-5.157991540177281,-3.9134418249119243,-2.0446894671007727,-2.0529439832418177,-2.4023140538676193,-1.6662970923016975,-6.601860525886946,-6.620711675343424,-7.4279834098592366,-5.653667106835463,-22.571859840577403,-22.501446051577368,-27.165907313453495,-18.20193705667899,0,0,0,0,85,85,85,85,85,85,85,85,62.4281401594226,62.49855394842264,57.83409268654651,66.798062943321,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,7632.90506747175,7209.195049588727,4625.65357245058,12868.065454134708,85,85,85,85,197.394256214828,196.04360798466612,120.34519423954744,290.0551686692986,284.8054544019533,282.9100808377091,170.08369850156518,423.1878797684035,196.04360798466612,204.6186727694448,196.04360798466612
Vac_82,82,Vac_2d,2024,1,6.336632632605266e-4,6.325854025224231e-4,5.179411559887992e-4,7.567849522160496e-4,7.135085853968506,7.174028045810068,6.379967629433239,7.833040516386243,-0.06742284850426393,-0.06760968473755194,-0.07397626457394937,-0.059658182500324945,-0.004848545389422206,-0.00483024112006953,-0.0059856002790320256,-0.0037966352453296915,-0.006083652710334276,-0.006095116581106922,-0.00695615812498961,-0.005111236961130549,-1.2388482933343833e-6,-1.2361964460610924e-6,-1.476605580818003e-6,-1.030918213096123e-6,4.276097082363108e-4,4.2662766430057175e-4,3.5167925286749835e-4,5.102975741792414e-4,0.010880249627103131,0.010780510530571396,0.005963218173200387,0.016329756458904277,0.003532194261808621,0.003295853482726649,0.00125419142312775,0.007086787329511742,0.01129895516101686,0.01121778909728155,0.006441398872991222,0.016747186996113637,0.009352732091547376,0.00930883163598114,0.005136192265002401,0.014054825536012668,0.003063232891368589,0.0028542202661493207,0.0010846552301342228,0.006158918900217805,3.0766430558234423e-4,3.0704912378043403e-4,2.553284177186921e-4,3.663738485355284e-4,0.009660396397129718,0.009612456004895353,0.005462621107387822,0.014362220746573203,-21.59468947790918,-21.488646869633065,-26.643054836498347,-16.898581136928993,-5.825677736480435,-5.841288330512381,-6.408211336400346,-5.178088418795278,-2.5965516475538264,-2.6091728174432642,-3.0133730944834727,-2.1790977572998758,-8.42222938403426,-8.44994942392184,-9.258718915605103,-7.486156042376471,-30.01691886194344,-29.977210387690562,-35.32121506136278,-24.761688397203166,0,0,0,0,170,170,170,170,170,170,170,170,139.98308113805655,140.02278961230945,134.6787849386372,145.23831160279684,-17.880725363421902,-17.777661767371598,-21.98329188580122,-14.159730154325194,-5.029314331389768,-5.042710680452312,-5.492349535428038,-4.508814248300795,-2.252775175233515,-2.2618799575159305,-2.595752433086751,-1.903923595851931,-7.282089506623283,-7.298666537318658,-7.942766603051946,-6.5091662927208445,-25.162814870045185,-25.103888807860887,-29.44082433464574,-21.016528444813584,0,0,0,0,170,170,170,170,170,170,170,170,144.8371851299548,144.89611119213913,140.55917566535427,148.9834715551864,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,15951.870560968448,15066.960711008083,9904.653958213921,26536.510069249973,85,85,85,85,109.18537140631977,108.55791792380556,66.96229160238026,157.59796416277243,157.48735339196836,156.5112434963331,94.55874673103786,230.4004050311914,108.55791792380556,114.13912090364659,108.55791792380556
Vac_83,83,Vac_1d,2024,1,5.647533919289991e-4,5.623342915033192e-4,4.514399760713772e-4,6.844140369695051e-4,6.078618116645146,6.112099674665362,5.226781183863073,6.919212448346538,-0.05739247142460233,-0.057639041930423074,-0.06507806145706152,-0.04929195887373908,-0.004309277000217556,-0.004297595895483864,-0.0054529979989032746,-0.003329479092081636,-0.0051682495205079065,-0.005175115796024847,-0.006037943179511187,-0.004223637515734506,-1.190341043935813e-6,-1.189642080260528e-6,-1.4374771162656016e-6,-9.713186689190304e-7,3.8021592075696285e-4,3.7889405499758055e-4,3.0453084445227765e-4,4.6109271550871523e-4,0.00928671461394226,0.009200489137702552,0.005100003782473461,0.014196076053027131,0.002982067228409061,0.0027796547950153573,0.0010249034141580587,0.00604287849612822,0.009658751155623013,0.009577938733482672,0.005516154519035865,0.014594263121264483,0.008093401639580234,0.008051095969344607,0.004394627348735943,0.012351327589962706,0.0026189472247358492,0.002434432935777949,8.981146192793628e-4,0.0053289402959062135,2.8001405483095974e-4,2.7898861601682867e-4,2.2582630126473103e-4,3.3875990464615757e-4,0.008373415694411166,0.008325997102157423,0.004707402749254741,0.012619924741508014,-19.289199910033087,-19.235718166451548,-24.38841677376456,-14.845831537040912,-4.942945898500951,-4.969962754908723,-5.623681863527515,-4.218653869527979,-2.1983120043357225,-2.2007786200328674,-2.5965936997042185,-1.7866085059208168,-7.141257902836673,-7.160512581933292,-8.067365479320168,-6.11132505352366,-26.43045781286976,-26.3806841473831,-32.08029247381547,-21.21280062615448,0,0,0,0,85,85,85,85,85,85,85,85,58.56954218713024,58.6193158526169,52.91970752618454,63.787199373845525,-16.30152778182376,-16.259804091149057,-20.71361680545205,-12.668466114026247,-4.323551499561694,-4.340219349638533,-4.865920791751763,-3.710055489649562,-1.9324774288156925,-1.935481621998457,-2.271483562720779,-1.5770441102506556,-6.256028928377387,-6.2781047175536635,-7.018020306197113,-5.3788307136414995,-22.557556710201148,-22.51005986903637,-27.138451276701154,-18.276263424953573,0,0,0,0,85,85,85,85,85,85,85,85,62.44244328979885,62.48994013096363,57.861548723298846,66.72373657504642,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,7966.4628883339265,7531.970776507285,4816.85480360915,13362.644131158893,85,85,85,85,190.02587059842446,188.83567342367562,116.77187621354176,278.3172978371787,273.76002754253614,272.1703585752797,164.97151946574448,404.0747514028838,188.83567342367562,196.24675054139658,188.83567342367562
Vac_83,83,Vac_2d,2024,1,6.271147115130801e-4,6.265615196499041e-4,5.178353417326421e-4,7.486261707709828e-4,6.741512451336585,6.778744141458788,6.073951672681164,7.348388691488515,-0.06356767610158828,-0.06377626324505262,-0.06949108611685013,-0.05687424316385169,-0.004827352715373404,-0.004818241017463062,-0.005987589731759445,-0.0038326508391221896,-0.005713132295133924,-0.005717863744431978,-0.00659301789452171,-0.004831608529561307,-1.2536665102482002e-6,-1.2522616479429687e-6,-1.4883057639287406e-6,-1.051710716948365e-6,4.216445907333828e-4,4.207876199977534e-4,3.497336510996707e-4,5.028818136324719e-4,0.010286974752537514,0.010228075348222367,0.005680418934414235,0.0154962503342459,0.0032924638725897134,0.003085110205900414,0.0011566573679831287,0.006607109328139386,0.010699035346376501,0.010653304593624568,0.00610008903611834,0.015909895557047003,0.008917926219029412,0.008865755755267622,0.004942282907466681,0.0134340989585965,0.0028774850369607608,0.0026915773131179184,0.0010257792611160878,0.00579075284609828,3.094929540412483e-4,3.086575410029546e-4,2.5852283972223057e-4,3.678432374098595e-4,0.009227419173070631,0.009181343521544871,0.005250993220199795,0.013753209854724325,-21.622071985595014,-21.55344583379205,-26.77797804411947,-17.10803683393646,-5.468794599067791,-5.486077118230237,-5.9819724663216425,-4.877538290062717,-2.4271805727599647,-2.4333766724076527,-2.822051161282895,-2.0486108661846854,-7.8959751718277555,-7.916082094239103,-8.610069605162847,-7.013194663922725,-29.518047157422767,-29.49661692623606,-34.85699558564982,-24.606307331634916,0,0,0,0,170,170,170,170,170,170,170,170,140.48195284257724,140.50338307376396,135.1430044143502,145.39369266836508,-18.159371882892604,-18.074997185837354,-22.447269772308747,-14.631232837226841,-4.758974332755446,-4.777861465874491,-5.178739912873539,-4.280406009899921,-2.1233951696418525,-2.1284089492867717,-2.456986944274798,-1.8023303085023383,-6.882369502397298,-6.893878506038014,-7.470785520458899,-6.163626781082327,-25.041741385289903,-25.008065710839396,-29.71898905487979,-21.185910396817945,0,0,0,0,170,170,170,170,170,170,170,170,144.9582586147101,144.9919342891606,140.2810109451202,148.81408960318208,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,16709.325907445513,15789.485635450888,10371.24432170349,27870.61518215473,85,85,85,85,104.79506242335127,104.37423661611018,64.36884469309169,152.00857450566198,150.93215828870441,150.1373173339216,90.58987091968146,220.80331327863658,104.37423661611018,109.52897566796841,104.37423661611018
Vac_84,84,Vac_1d,2024,1,5.583686559720275e-4,5.571905554595524e-4,4.479266068438737e-4,6.791142974261311e-4,5.750165543405277,5.78476124013107,4.960379346264001,6.479339622668259,-0.05411225812658104,-0.05436923693546665,-0.060900297108503774,-0.04637572399832104,-0.00429548537069979,-0.004268859600503633,-0.005422860187132866,-0.003334906933064237,-0.004839853630616676,-0.004842787007772763,-0.0056700526735096535,-0.00393572221820745,-1.2056399386522458e-6,-1.2015255551454405e-6,-1.4464142946352245e-6,-9.921112542163506e-7,3.744005823807148e-4,3.735353834271038e-4,3.012913838053466e-4,4.537937651014623e-4,0.00877964106665188,0.008705781294247,0.004779667575945128,0.013482772707180636,0.002778019816896602,0.0025904254956178457,9.594922140439161e-4,0.005637734952199402,0.00914514240761811,0.009072880018653695,0.005152229333929715,0.013832673258870673,0.00771063695995365,0.007671021599283729,0.0042049165222597575,0.011905255540275819,0.00245699501636443,0.0022933664692395463,8.477840693104877e-4,0.0050241163608061865,2.8104506497953353e-4,2.805665840228677e-4,2.2650139504132305e-4,3.3902212238654526e-4,0.007991682024933194,0.007962435102487397,0.004529050779138722,0.012202659990756913,-19.33758516841408,-19.222027504971088,-24.373424988332534,-14.988776899255132,-4.639973496206142,-4.661369400265627,-5.239699845650026,-3.9828177370397184,-2.048327963112345,-2.055558493545825,-2.4271451515734377,-1.664474561707506,-6.688301459318487,-6.710904263972104,-7.5168364633274205,-5.727595040126653,-26.025886627732568,-25.980725797860906,-31.345593405972497,-20.99820647731535,0,0,0,0,85,85,85,85,85,85,85,85,58.97411337226743,59.01927420213909,53.65440659402749,64.00179352268465,-16.555068633851047,-16.45472661750523,-20.841189025017485,-12.779492089472777,-4.088167527420981,-4.101872361077632,-4.573673184734705,-3.5012400982857357,-1.8137641260072728,-1.8221357579710027,-2.147163587331519,-1.4841477357675736,-5.901931653428254,-5.925674389828567,-6.592405694913316,-5.06113551336199,-22.4570002872793,-22.40446993277022,-27.161914484657952,-18.22782775501014,0,0,0,0,85,85,85,85,85,85,85,85,62.5429997127207,62.59553006722979,57.838085515342044,66.77217224498986,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,8355.89155432214,7862.314439772607,5083.771823091816,13972.500769996215,85,85,85,85,182.29064078594317,181.32000874622298,112.88553040850036,266.1444056308074,262.2074610352751,260.735617363297,157.48873302528673,388.2572037085522,181.32000874622298,189.4897693310163,181.32000874622298
Vac_84,84,Vac_2d,2024,1,6.164514813874274e-4,6.143882012188406e-4,5.108227154675627e-4,7.350879709386415e-4,6.3571687306622655,6.391535833018196,5.759079215886401,6.896420144791993,-0.05974483662499385,-0.05993561997477572,-0.06508781156838307,-0.05361630960673454,-0.004786958915520517,-0.004754385910249569,-0.005946016489912408,-0.0038088172594095467,-0.005333661377000746,-0.005333171903746043,-0.006142647199310325,-0.004515283482878638,-1.2624046858277015e-6,-1.26209182080516e-6,-1.4977243876589276e-6,-1.0613996161795843e-6,4.128394442207721e-4,4.112349761546952e-4,3.429863398023203e-4,4.915043624927673e-4,0.009693283640869533,0.0096412783943116,0.005387823353154615,0.014712460268871658,0.003058065817927695,0.00285579387608356,0.0010603527188379265,0.006166898013793315,0.010095796155701957,0.010035898912018837,0.005783793161655093,0.015117511452456612,0.008472987742948905,0.008453727582040526,0.004695167034904719,0.01282229543859821,0.0026929068153607526,0.0025264700473069256,9.3501558634585e-4,0.0054430476200124705,3.0902683781778163e-4,3.081129088222667e-4,2.5782268582350557e-4,3.6596678919600386e-4,0.008782014580766669,0.008765113900752297,0.005014886191015511,0.013134140341047694,-21.55576973890257,-21.399962317575362,-26.753682799406054,-17.120266946037702,-5.117583035756985,-5.141578836702265,-5.560743192771925,-4.595630717977466,-2.2547531856571608,-2.2567569833719965,-2.625594922128986,-1.9031016371703844,-7.3723362214141455,-7.400059597546326,-8.005579782375497,-6.559057301277914,-28.928105960316714,-28.89598220201994,-34.18836490453209,-24.24826356681558,0,0,0,0,170,170,170,170,170,170,170,170,141.0718940396833,141.10401779798008,135.8116350954679,145.75173643318442,-18.35314414796609,-18.250311047553105,-22.810766046691473,-14.623689040454671,-4.488274150927709,-4.502709568476071,-4.855265909650116,-4.031126250365684,-1.987957945920895,-1.9897250041082761,-2.3166947999699534,-1.6850542452601176,-6.476232096848604,-6.494433402944178,-7.018275383519727,-5.811098743014511,-24.829376244814696,-24.753306050011297,-29.263445391684083,-20.884744120285028,0,0,0,0,170,170,170,170,170,170,170,170,145.1706237551853,145.2466939499887,140.7365546083159,149.115255879715,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,17575.46067886798,16629.039057479713,10969.118208895778,28917.212123712037,85,85,85,85,100.23483393007403,99.78143998518271,62.51706323853942,145.01652094507574,144.14490683390736,143.51188130621435,87.74243315842611,211.12329690735163,99.78143998518271,104.79653325632503,99.78143998518271
Vac_85,85,Vac_1d,2024,1,5.473311469373572e-4,5.466559729443432e-4,4.3854860697580824e-4,6.654799026895698e-4,5.429396625304848,5.465558622580703,4.709340187294886,6.0972140838228555,-0.05088675133908162,-0.05109024466479074,-0.05702656477261727,-0.04363637067921984,-0.004256262143616928,-0.0042367748848018095,-0.00532729056079446,-0.003262511191724169,-0.0045129132690397145,-0.004525412332783251,-0.0053330119933600335,-0.003660283259518341,-1.2132181023506514e-6,-1.2102500835579156e-6,-1.4554503356673487e-6,-1.007341556555194e-6,3.6539142346333976e-4,3.642817274203125e-4,2.932029452465956e-4,4.4454768728128256e-4,0.008277281486171092,0.00823886762131982,0.004527191487921906,0.012799261008295069,0.0025803497456508367,0.0024051081461881076,8.93781550822247e-4,0.005302488234328483,0.008632982944882345,0.008593216850534713,0.004903361325813882,0.013174452550891622,0.0073250187990630215,0.007294643462661401,0.003988122910242191,0.011339301432090112,0.002298164280704734,0.0021516062260022893,7.952214617756598e-4,0.004744873519757005,2.794659269704498e-4,2.7892676410257167e-4,2.2497152731542068e-4,3.402050302432347e-4,0.007604484726033434,0.007578737564574389,0.004315456887083701,0.011633055857292771,-19.262704447484996,-19.18160145288548,-24.079145947786,-14.753667643474397,-4.344476925970731,-4.360194967926466,-4.86829967805547,-3.7099622653357933,-1.9000862638447276,-1.9095303693190693,-2.2544376254848664,-1.5322226351060952,-6.244563189815459,-6.273168747139259,-6.996625683513589,-5.3623312766341495,-25.507267637300455,-25.445442168007972,-30.58187686842745,-20.42367591296013,0,0,0,0,85,85,85,85,85,85,85,85,59.49273236269955,59.55455783199203,54.41812313157254,64.57632408703986,-16.6931067211436,-16.60594203393046,-20.958321828236798,-12.81842015802523,-3.8555702333038147,-3.8706209866647643,-4.29238749795109,-3.293896719252742,-1.6943689191847802,-1.7025177952389385,-2.0158470756520046,-1.3719651941098983,-5.549939152488594,-5.579604617182181,-6.192903178383499,-4.76970889888815,-22.243045873632195,-22.204855902524343,-26.794230081287495,-17.8761682958321,0,0,0,0,85,85,85,85,85,85,85,85,62.7569541263678,62.79514409747566,58.205769918712505,67.1238317041679,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,8809.734023744777,8257.401602822447,5305.465620722222,14752.133947461494,85,85,85,85,174.33274039430086,174.4602418988418,108.55116629525811,255.5717256060044,250.3775876546352,249.73168967967388,151.58301419371654,372.57225892790404,174.4602418988418,180.124801767044,174.4602418988418
