Scenario,Age0,Arm,Year0,N0,dYear_Life_A,dYear_Life_M,dYear_Life_L,dYear_Life_U,dYear_Immunised_A,dYear_Immunised_M,dYear_Immunised_L,dYear_Immunised_U,dRisk_HZ_A,dRisk_HZ_M,dRisk_HZ_L,dRisk_HZ_U,dRisk_Hosp_A,dRisk_Hosp_M,dRisk_Hosp_L,dRisk_Hosp_U,dRisk_PHN_A,dRisk_PHN_M,dRisk_PHN_L,dRisk_PHN_U,dRisk_Death_A,dRisk_Death_M,dRisk_Death_L,dRisk_Death_U,dQ_Life_A,dQ_Life_M,dQ_Life_L,dQ_Life_U,dQ_HZ_A,dQ_HZ_M,dQ_HZ_L,dQ_HZ_U,dQ_HZ_Norm_A,dQ_HZ_Norm_M,dQ_HZ_Norm_L,dQ_HZ_Norm_U,dQ_All_A,dQ_All_M,dQ_All_L,dQ_All_U,dQ_HZ_d_A,dQ_HZ_d_M,dQ_HZ_d_L,dQ_HZ_d_U,dQ_HZ_Norm_d_A,dQ_HZ_Norm_d_M,dQ_HZ_Norm_d_L,dQ_HZ_Norm_d_U,dQ_Life_d_A,dQ_Life_d_M,dQ_Life_d_L,dQ_Life_d_U,dQ_All_d_A,dQ_All_d_M,dQ_All_d_L,dQ_All_d_U,dC_Hosp_A,dC_Hosp_M,dC_Hosp_L,dC_Hosp_U,dC_GP_NonPHN_A,dC_GP_NonPHN_M,dC_GP_NonPHN_L,dC_GP_NonPHN_U,dC_GP_PHN_A,dC_GP_PHN_M,dC_GP_PHN_L,dC_GP_PHN_U,dC_GP_A,dC_GP_M,dC_GP_L,dC_GP_U,dC_Med_A,dC_Med_M,dC_Med_L,dC_Med_U,dC_VacZVL_A,dC_VacZVL_M,dC_VacZVL_L,dC_VacZVL_U,dC_VacRZV_A,dC_VacRZV_M,dC_VacRZV_L,dC_VacRZV_U,dC_Vac_A,dC_Vac_M,dC_Vac_L,dC_Vac_U,dC_All_A,dC_All_M,dC_All_L,dC_All_U,dC_Hosp_d_A,dC_Hosp_d_M,dC_Hosp_d_L,dC_Hosp_d_U,dC_GP_NonPHN_d_A,dC_GP_NonPHN_d_M,dC_GP_NonPHN_d_L,dC_GP_NonPHN_d_U,dC_GP_PHN_d_A,dC_GP_PHN_d_M,dC_GP_PHN_d_L,dC_GP_PHN_d_U,dC_GP_d_A,dC_GP_d_M,dC_GP_d_L,dC_GP_d_U,dC_Med_d_A,dC_Med_d_M,dC_Med_d_L,dC_Med_d_U,dC_VacZVL_d_A,dC_VacZVL_d_M,dC_VacZVL_d_L,dC_VacZVL_d_U,dC_VacRZV_d_A,dC_VacRZV_d_M,dC_VacRZV_d_L,dC_VacRZV_d_U,dC_Vac_d_A,dC_Vac_d_M,dC_Vac_d_L,dC_Vac_d_U,dC_All_d_A,dC_All_d_M,dC_All_d_L,dC_All_d_U,dN_VacZVL_A,dN_VacZVL_M,dN_VacZVL_L,dN_VacZVL_U,dN_VacRZV_A,dN_VacRZV_M,dN_VacRZV_L,dN_VacRZV_U,dN_VacZVL_d_A,dN_VacZVL_d_M,dN_VacZVL_d_L,dN_VacZVL_d_U,dN_VacRZV_d_A,dN_VacRZV_d_M,dN_VacRZV_d_L,dN_VacRZV_d_U,ICER_A,ICER_M,ICER_L,ICER_U,Price0_A,Price0_M,Price0_L,Price0_U,Thres20_A,Thres20_M,Thres20_L,Thres20_U,Thres30_A,Thres30_M,Thres30_L,Thres30_U,Thres20_50,Thres30_90,Thres
Vac_69,69,Vac_2d,2024,1,5.003097927141624e-4,4.7929063471485733e-4,2.8890884134220586e-4,7.877688369406499e-4,12.282709127277267,12.090234065783768,9.42542413757129,15.57426855981663,-0.10670422917402947,-0.10507367152186654,-0.1373754958152612,-0.08012919060112095,-0.003692922791574841,-0.0035318858371652904,-0.005863102432939192,-0.002012083291016728,-0.008282330368221867,-0.008137495829924731,-0.011228945727192807,-0.005923834555331046,-8.068360255583043e-7,-7.997512531908512e-7,-1.2144256793144085e-6,-4.06433259294296e-7,3.485620543727137e-4,3.344248005605621e-4,2.0500916827286277e-4,5.441341701244883e-4,0.016481354380880796,0.016095760373107573,0.008328458438184664,0.02663660533461691,0.0063187421366472,0.0057580867701661,0.0022737168797543152,0.012891755976053888,0.016826210978714017,0.01644774413442729,0.008542510281675585,0.027118447977700022,0.012506053120364844,0.012400276110636047,0.006577808070102371,0.019343258375973036,0.004897919631284931,0.004509862837980877,0.001847031413928551,0.009756880708571947,1.8776596977529002e-4,1.8205449084351955e-4,1.166581380336762e-4,2.7912906887883615e-4,0.012693819090140104,0.01256070834021994,0.00673709701334313,0.019614315426815087,-15.279129931783315,-14.546627047095193,-24.942516140980217,-8.001390698470432,-9.741326278525458,-9.623236775510488,-12.425264288378623,-7.390834031647091,-3.6668835685543657,-3.606135893173885,-4.930222372122476,-2.6284570668371336,-13.408209847079823,-13.181161497187542,-17.351286171270942,-10.090211898573003,-28.687339778863137,-27.77117476242173,-41.76211291698482,-18.04947948238288,0,0,0,0,170,170,170,170,170,170,170,170,141.31266022113687,142.2288252375783,128.23788708301518,151.9505205176171,-9.970454369503123,-9.62228905544887,-15.146774604626975,-5.739320802893974,-7.4951195277291545,-7.449590872766747,-9.084970883467358,-6.026450436154096,-2.7327138665937047,-2.709986875650459,-3.490755195540436,-2.07213523718449,-10.22783339432286,-10.138215031045629,-12.54012721186146,-8.125726286039892,-20.19828776382598,-19.818757427667443,-27.311691949340723,-14.03107632644804,0,0,0,0,170,170,170,170,170,170,170,170,149.801712236174,150.18124257233256,142.68830805065926,155.96892367355196,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,12751.637758834966,12025.61645575536,7399.225320963111,22720.876315690584,85,85,85,85,137.03733478331404,134.94866827064175,75.89213381390398,208.38380608926494,200.50643023401457,197.76820900863308,109.36597581963431,305.98238917017653,134.94866827064175,136.93026689304997,134.94866827064175
Vac_70,70,Vac_1d,2024,1,4.27149106266512e-4,3.9963295436251656e-4,2.4275582621049454e-4,7.197924869641881e-4,10.316876950703458,10.062485539407533,7.646817221599057,13.707722092296347,-0.0903775517460157,-0.08826096549489162,-0.12227188795548341,-0.06547295366337447,-0.0031438127964544312,-0.0029405731397047405,-0.0053447075740420584,-0.00168082811023376,-0.007100325047591357,-0.006893608010161492,-0.010049911966989232,-0.004908960549029673,-7.161133579086569e-7,-6.833949887605308e-7,-1.1842803068957377e-6,-3.3877699138016613e-7,2.978231456771496e-4,2.797627859152385e-4,1.714255567670353e-4,4.954559701272121e-4,0.013982168289554188,0.013602092026578267,0.006902963821953084,0.023173073556154545,0.005341223047490663,0.00492255474282943,0.001913745399482311,0.01117073256081532,0.01427695936688839,0.013855877987751342,0.007153881517553362,0.02365607032970982,0.01087470408564227,0.010682083714690583,0.005705280891377761,0.017326114805120408,0.004234418384669968,0.003863973128153978,0.001565857608416024,0.008708578760058042,1.6628095698133195e-4,1.5805451119010883e-4,1.0104459977200442e-4,2.6336880576889317e-4,0.011040985042623573,0.010833445492101745,0.005824646036449543,0.017542446153075805,-12.99308455926179,-12.08050482271576,-22.700986640410946,-6.653965748070352,-8.240875179145986,-8.064696628010465,-11.030163277914305,-6.0594565501392985,-3.144150438913327,-3.06354379809062,-4.45776027342217,-2.147695111531244,-11.385025618059313,-11.156914239378546,-15.450363924780138,-8.264651842595082,-24.3781101773211,-23.125719037643997,-38.16402290360826,-15.064732177631631,0,0,0,0,85,85,85,85,85,85,85,85,60.621889822678895,61.874280962356,46.83597709639174,69.93526782236837,-8.807544154139835,-8.392622178284224,-14.144469940563267,-4.998953256258662,-6.48947096282139,-6.434821280409704,-8.197410015224937,-5.045157998913952,-2.409923544692024,-2.3760943395356735,-3.232928447139865,-1.7803406690778376,-8.899394507513414,-8.813591413626355,-11.374699213977856,-6.870563108647634,-17.70693866165325,-17.17228363149966,-25.40677183682428,-11.9937532914225,0,0,0,0,85,85,85,85,85,85,85,85,67.29306133834675,67.82771636850035,59.593228163175716,73.0062467085775,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,6641.051989161077,6249.339658822653,3522.8425701843234,12312.284047175117,85,85,85,85,238.52663951412472,234.0923489460277,129.03801043990634,372.4793543166667,348.93648994036045,341.7024437630607,187.22693867448385,547.5593641444003,234.0923489460277,238.15608825528466,234.0923489460277
Vac_70,70,Vac_2d,2024,1,5.17973583445226e-4,4.994322253395467e-4,3.110458288801965e-4,7.882462575713235e-4,11.916591279979176,11.75028946452201,9.252944234098672,14.88713720695481,-0.1048966679799008,-0.10368600421862108,-0.13291419288617468,-0.07992697055523827,-0.0038264221846257425,-0.0036975734556738793,-0.0058682555098772396,-0.0021728629025575498,-0.008320397681068462,-0.008207668343955622,-0.01102328462455132,-0.006107576667079598,-8.440725017907158e-7,-8.432697434380258e-7,-1.2286713638002697e-6,-4.497042038718758e-7,3.602531719779627e-4,3.480738742265288e-4,2.192753717625617e-4,5.423880334366249e-4,0.016260998271063722,0.01588561748563725,0.008314875987161933,0.025847719952480194,0.006163682715729384,0.005616811714688096,0.002261326857249584,0.012522601344404862,0.01661730811343977,0.016237678285202506,0.008591561760299226,0.026361303407411094,0.012466997595641927,0.012389135108815428,0.006554869203903263,0.019175382515803575,0.004822012987153465,0.004422583175446434,0.0018425855575974104,0.00954410467180209,1.9882053061512828e-4,1.9365010762495416e-4,1.2919433431171078e-4,2.8741715190565563e-4,0.01266581812625703,0.012567359570035741,0.006733074479933254,0.019407953989575424,-15.91470018005194,-15.330588109932059,-24.935362903242844,-8.744676117992139,-9.539598311830659,-9.432972182287784,-11.974085868563602,-7.32898521506356,-3.67786333813212,-3.6376535242433925,-4.83524331411951,-2.6732179999461527,-13.217461649962779,-13.052153048033666,-16.816828845411333,-10.103265285887554,-29.13216183001472,-28.296425084773915,-41.41271092513506,-18.860346364974188,0,0,0,0,170,170,170,170,170,170,170,170,140.86783816998528,141.70357491522608,128.58728907486494,151.1396536350258,-10.607156198995293,-10.342046194504867,-15.627451963958206,-6.3749504552038125,-7.4096022702145525,-7.388145314112965,-8.8879040210614,-6.003906350116205,-2.780251145201251,-2.763250868954514,-3.4947460047351675,-2.139561466330064,-10.189853415415804,-10.125826166807961,-12.312740457236268,-8.178404008524268,-20.7970096144111,-20.501129910122867,-27.571144201043634,-14.73794457315234,0,0,0,0,170,170,170,170,170,170,170,170,149.2029903855889,149.49887008987713,142.42885579895633,155.26205542684764,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,12703.215111532185,11957.076556379445,7467.813747250864,22547.647505143752,85,85,85,85,137.05668606977585,135.69113217326822,76.36602625166618,207.012265980896,200.385776701061,198.39514880703345,110.25629779535036,303.69007514261256,135.69113217326822,137.6806737230743,135.69113217326822
Vac_71,71,Vac_1d,2024,1,4.4422157734177325e-4,4.204821723767793e-4,2.6502065516784693e-4,7.220862245744363e-4,10.020391069512485,9.81529452967923,7.544332832621944,13.1009052491962,-0.08893871586519318,-0.08724534158010441,-0.11815628523893855,-0.0654933696449785,-0.0032725694030529993,-0.0031065749413949585,-0.005335886687471758,-0.001844957137176514,-0.0071490445287570896,-0.006985732617291315,-0.009876779338271366,-0.005064537423997907,-7.547565233752087e-7,-7.307853394561544e-7,-1.1989089584802607e-6,-3.838827719016061e-7,3.0915052727879735e-4,2.934589637400009e-4,1.867999712638291e-4,4.972437009771902e-4,0.01381115328186983,0.013425254036025739,0.006888866463695538,0.022600476737268428,0.005213060482922396,0.004765241127693998,0.0018763515226420137,0.01068130119851741,0.014117056887989114,0.01374173295544967,0.007090308305069781,0.02297935661619887,0.010843925659666966,0.010660766550200703,0.005704377068298794,0.017137624691055297,0.004167770997359063,0.00380024389134075,0.0015635328887463288,0.008433642266163032,1.7667854651836379e-4,1.6909233116102484e-4,1.118547161345962e-4,2.7021130756752496e-4,0.011020604206185322,0.010823947343763685,0.005823199457018236,0.01738594698483196,-13.603152110115634,-12.802938809455505,-22.765549837547155,-7.387936151617419,-8.076350473304666,-7.943186750270311,-10.623372925840023,-6.027625140670163,-3.160256137297813,-3.102893387086519,-4.354629488333189,-2.238269101607415,-11.236606610602479,-11.034137951096053,-14.926310540991016,-8.295051428941244,-24.839758720718113,-23.750450237702715,-37.67828670570898,-15.76253600048954,0,0,0,0,85,85,85,85,85,85,85,85,60.160241279281884,61.24954976229728,47.32171329429102,69.23746399951045,-9.407331504332351,-9.073441433197477,-14.641972748408989,-5.593383245064142,-6.415102743795893,-6.374023820932986,-7.99354199617309,-5.0622684613002145,-2.4546405132656695,-2.4271169911002914,-3.2039143144058038,-1.839951410188786,-8.869743257061563,-8.809045834436313,-11.181540340669443,-6.952182938290068,-18.277074761393916,-17.872205394084684,-25.606930192714564,-12.58564113710299,0,0,0,0,85,85,85,85,85,85,85,85,66.72292523860608,67.12779460591531,59.39306980728543,72.414358862897,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,6579.747686860131,6179.839949403564,3551.2271761843226,12094.992338376096,85,85,85,85,238.68915888510034,234.30479635388457,129.82963426552266,370.8894677898304,348.8952009469536,342.07421863935355,188.75239113248767,544.6523142644917,234.30479635388457,238.50961882096686,234.30479635388457
Vac_71,71,Vac_2d,2024,1,5.351911200026862e-4,5.203401526818752e-4,3.354945847876767e-4,7.902251678422623e-4,11.54184970587505,11.39684433135616,9.013633275936726,14.209049083632955,-0.1028482591434639,-0.1019261110011759,-0.12829867794336758,-0.0794623456787754,-0.003958007003163287,-0.0038537413392239887,-0.0058761710089931,-0.002375024474037165,-0.00833249346022231,-0.00824277360987649,-0.010766365759923978,-0.006254695211973005,-8.817985118863794e-7,-8.83898469822066e-7,-1.2436427446998346e-6,-5.038825300888962e-7,3.715549166164518e-4,3.622185488838525e-4,2.3570433028634595e-4,5.423777106378314e-4,0.016000610459178912,0.01570628843160062,0.008306168674157382,0.025192850834114766,0.00599465975993966,0.005458422181848081,0.0022031546334030723,0.01217772677402174,0.016367965043628696,0.01608066702404809,0.008600249972532571,0.025649519524355523,0.012393592274411922,0.012343223430076156,0.006544807343501644,0.01885395988875647,0.004732859686588375,0.004328631653936157,0.0017906132348273227,0.009329109095920229,2.1001291298717816e-4,2.0596940314465684e-4,1.4102372783164618e-4,2.947906202605211e-4,0.012603605187399095,0.01256024865343175,0.006734367672426833,0.019106318577671554,-16.55040976144182,-16.077280532662947,-24.940479210212523,-9.5788454497688,-9.316010103886269,-9.241357729130794,-11.523411205854394,-7.245677210357194,-3.6768628386926445,-3.6451223612295136,-4.709771336208959,-2.7349112601802363,-12.992872942578913,-12.866670661068415,-16.254587486313163,-10.066176429730097,-29.543282704020733,-28.892381417940015,-40.94385070701161,-19.753343868677415,0,0,0,0,170,170,170,170,170,170,170,170,140.45671729597927,141.10761858205998,129.05614929298838,150.24665613132257,-11.261528363743977,-11.050109133278621,-16.121522547854447,-7.02699243154822,-7.30402380057028,-7.2883768425945235,-8.653704555807092,-5.982978772767469,-2.818934329603522,-2.80236312462612,-3.478395739325878,-2.2120102459376936,-10.122958130173803,-10.083907992571184,-12.102082301857594,-8.233160151374666,-21.38448649391778,-21.166034287470374,-27.932395196825482,-15.529679349131598,0,0,0,0,170,170,170,170,170,170,170,170,148.6155135060822,148.83396571252962,142.0676048031745,154.4703206508684,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,12691.258034543018,11943.473093225153,7526.78703633611,22374.603152495936,85,85,85,85,136.72829512094984,135.4341766348822,77.00432288668517,204.48080931291491,199.74632105794532,198.2554298466393,110.67840111330305,300.0973535412862,135.4341766348822,138.1132829706092,135.4341766348822
Vac_72,72,Vac_1d,2024,1,4.610554750019347e-4,4.3955264151485096e-4,2.848310657138864e-4,7.21202282415323e-4,9.716331865739848,9.551087605661921,7.413661482953058,12.541293425987154,-0.08728559332772065,-0.08601858439768184,-0.1138800817829943,-0.06549745864666733,-0.0034041875953476795,-0.003258221234737014,-0.005378732485673739,-0.001977194708324073,-0.007168759322727096,-0.007036718799960139,-0.00967932118933846,-0.005163320477495352,-7.944705660368539e-7,-7.761319375463676e-7,-1.2148865946609467e-6,-4.3114810624113673e-7,3.2023151300497154e-4,3.063248941135299e-4,1.9990904659610286e-4,4.956603939855863e-4,0.013604615230999827,0.013260174170102435,0.006870598074331744,0.0219912183851661,0.005072457932923808,0.00460354638472418,0.0018267393206087199,0.0104678783482719,0.013921364807862154,0.013589382755783141,0.007078786110759738,0.022425738234126098,0.010782319963392151,0.010629403156750133,0.0056781213226933655,0.016895270614655473,0.004089303537773101,0.003717388823343856,0.0015184251185923565,0.008300925656027539,1.872610413473872e-4,1.8105278507096756e-4,1.2227655934577976e-4,2.7786557761455555e-4,0.010969581004739529,0.010811617248212002,0.005811997564783589,0.01710800781271886,-14.231428995103071,-13.555722274594583,-22.93556594647095,-8.019052420149489,-7.892537094332407,-7.800423628758004,-10.203384148697301,-5.994658283611558,-3.1628922488937414,-3.1231614860638643,-4.260647150275599,-2.29131596884223,-11.055429343226148,-10.895441792640602,-14.425974272279648,-8.309478926424662,-25.28685833832922,-24.406693252241705,-37.166346121071555,-16.46093072297283,0,0,0,0,85,85,85,85,85,85,85,85,59.71314166167078,60.593306747758305,47.83365387892845,68.53906927702717,-10.039493469165325,-9.757748571982432,-15.10992987859929,-6.1293529514020175,-6.322946669459301,-6.295550732519576,-7.7702228228082415,-5.059547050761161,-2.488510277832808,-2.4677751444907603,-3.188886318039375,-1.8945600378899305,-8.81145694729211,-8.791701771363927,-10.975437616719422,-6.956296056531276,-18.850950416457433,-18.528954221096086,-25.8826163621386,-13.319332066931613,0,0,0,0,85,85,85,85,85,85,85,85,66.14904958354256,66.47104577890391,59.1173836378614,71.68066793306838,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,6537.15420798614,6143.433463425865,3597.446427433014,11837.29465144399,85,85,85,85,238.24257051124803,233.60507313322796,131.9498181643761,366.5227875299359,347.9383805586433,341.56778614919097,190.6089619758424,538.1546182627094,233.60507313322796,238.99261403231114,233.60507313322796
Vac_72,72,Vac_2d,2024,1,5.517967961314838e-4,5.420664205360026e-4,3.6036022527548007e-4,7.883297161262349e-4,11.1594418597858,11.050466665649703,8.828737962087713,13.569595890911456,-0.1005638003563132,-0.09988667247428172,-0.12339326631957302,-0.0786983070672956,-0.004090149833246256,-0.003998909285241428,-0.0058904886738197215,-0.0025278940320890924,-0.008311058422387054,-0.008244511498870136,-0.010538734489330577,-0.006348814712117387,-9.1980168818328e-7,-9.23235696014874e-7,-1.257316588852316e-6,-5.564690772902765e-7,3.823496001965658e-4,3.763654969155539e-4,2.5252949259195744e-4,5.416577805533063e-4,0.01570060874512045,0.015504192117938395,0.00824931705488986,0.02442272959336502,0.0058124515881428284,0.005291914215063902,0.0021183935455290574,0.01167897646352754,0.01607848016701951,0.015845885399834003,0.008555920824330697,0.024910884660421264,0.012285075503106287,0.01221674498368952,0.006537092122142623,0.018498031623051664,0.004630731443736709,0.004244622738961364,0.0017234564660935183,0.00915607856121237,2.2126286158442277e-4,2.1892991713823307e-4,1.5259216447431888e-4,3.019391943110072e-4,0.012506338364690641,0.012458079040816195,0.006718184373268965,0.01877988031510442,-17.194268463845415,-16.80138105762913,-25.201114705959874,-10.279956785321199,-9.071569661755861,-9.027307610012112,-11.049998259930817,-7.148087246755049,-3.66041862018036,-3.640178763335812,-4.609328859250004,-2.7853749474628247,-12.731988281936221,-12.63343863420299,-15.650705789605729,-10.049391405076257,-29.926256745781636,-29.44466542195233,-40.42321698034183,-20.588771008158336,0,0,0,0,170,170,170,170,170,170,170,170,140.07374325421836,140.55533457804768,129.57678301965817,149.41122899184168,-11.943195814523664,-11.767904534453368,-16.574668120038787,-7.733044845468996,-7.17865428737368,-7.176268054980441,-8.402648703852982,-5.9508189659539985,-2.8449628522555854,-2.835596110533505,-3.477948042564893,-2.250223023868058,-10.023617139629266,-10.01300098699889,-11.863076868469426,-8.254234471932179,-21.96681295415293,-21.838526858291797,-28.116172275730523,-16.2208238747674,0,0,0,0,170,170,170,170,170,170,170,170,148.03318704584706,148.1614731417082,141.88382772426945,153.7791761252326,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,12716.723936600129,11963.200175831998,7631.0456015595255,22356.17165564463,85,85,85,85,136.04679012398287,135.26860341009828,77.08542903057717,201.53654174239742,198.5784819474361,197.91471315890186,110.25347475607747,296.07013730702175,135.26860341009828,138.56753974162635,135.26860341009828
Vac_73,73,Vac_1d,2024,1,4.774817201726442e-4,4.630197931465574e-4,3.060584437749814e-4,7.216198583473333e-4,9.405247294648321,9.271873546057519,7.272625218777656,11.988252973517366,-0.08542767397822346,-0.08459562256530387,-0.10956995029557111,-0.06513369561088812,-0.0035334756863574773,-0.003413562230482984,-0.005388543077034381,-0.0021442668279905504,-0.007155196691445009,-0.007033959141631631,-0.00943629611665093,-0.005271567149863487,-8.350422945051025e-7,-8.222350049947381e-7,-1.231172333386594e-6,-4.845583485691699e-7,3.309451050182215e-4,3.204787104058582e-4,2.1444692603953542e-4,4.944166221820812e-4,0.013363991474801983,0.013026019080862388,0.006838662919226264,0.02133357964701837,0.0049206914555735455,0.004461501783892331,0.001779427600143013,0.010195857118568335,0.01369119736896282,0.01335398944430466,0.00707141046456079,0.021738054270013137,0.010690512079185775,0.01051708326690758,0.0057024357042475445,0.016686460033041778,0.003999933466272244,0.0036275388223064595,0.0014682159826394647,0.008051397704983131,1.9794879051862857e-4,1.9308312887034162e-4,1.329617950613926e-4,2.8480156451506924e-4,0.010888460869704488,0.010712238003880437,0.005848677923199119,0.016922833268488088,-14.85901755775652,-14.2924464566887,-23.055428021897175,-8.829803767529697,-7.691340903331067,-7.6382457607188785,-9.781803537696069,-5.915312824928375,-3.150218381169911,-3.120843425417589,-4.135032153185905,-2.3415634074228042,-10.841559284500978,-10.745656014300966,-13.87877656741847,-8.296701976360296,-25.700576842257497,-25.022489346233474,-36.70611111063051,-17.15713730370735,0,0,0,0,85,85,85,85,85,85,85,85,59.2994231577425,59.97751065376652,48.293888889369484,67.84286269629264,-10.686367867162518,-10.418295572011125,-15.580130354463192,-6.769268219798132,-6.214402671625952,-6.19329917406351,-7.56699502846898,-5.014486070834633,-2.5094052621357505,-2.4991721480729683,-3.160465735061743,-1.9586968516140932,-8.723807933761703,-8.730094445346957,-10.72554468902404,-6.972366670117578,-19.410175800924222,-19.16040960510715,-26.049098756354667,-14.03091465976226,0,0,0,0,85,85,85,85,85,85,85,85,65.58982419907578,65.83959039489285,58.95090124364533,70.96908534023774,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,6515.276955035958,6124.435968048298,3634.8040519200044,11847.780442495952,85,85,85,85,237.17939319501397,233.1906344621591,133.85187781281243,361.9528306234833,346.06400189205885,340.0862354171761,192.42410656115004,531.9135486547186,233.1906344621591,239.0537514314629,233.1906344621591
Vac_73,73,Vac_2d,2024,1,5.67600712912153e-4,5.5908384105674e-4,3.8573140782878214e-4,7.855676196768967e-4,10.770216586349024,10.694634700814523,8.632219800058584,12.949119643996378,-0.0980570748001425,-0.0976333812190523,-0.1184572606826812,-0.07762124274901239,-0.004217244829163352,-0.004162039395795438,-0.005917999164366291,-0.0027211711294361698,-0.008252161502638845,-0.008207338802564726,-0.010283684004878358,-0.006403659775121829,-9.578397255224692e-7,-9.648807921173391e-7,-1.2737849692757672e-6,-6.128590599601019e-7,3.925035531070726e-4,3.875452068697882e-4,2.6939529461462715e-4,5.379514951866503e-4,0.015363110333564207,0.015226330896199153,0.008067907349946012,0.023668727371790124,0.005618625510847165,0.0051082406475353795,0.0020507260104781627,0.011174775854438424,0.01575083521411785,0.0155723851379852,0.008401568578386963,0.024117543094852322,0.01214242523740943,0.012109914912176674,0.006529573530593257,0.018295717970257756,0.004516729290678291,0.004133950556568243,0.001653983615309128,0.008995151089405672,2.324737602998912e-4,2.3113225417414895e-4,1.653305757226331e-4,3.0949180926258534e-4,0.012374898997709395,0.012331195372509818,0.00671747925823607,0.018529593902427963,-17.82561870320855,-17.503022284667335,-25.350351024116264,-11.200658856393984,-8.808626948096766,-8.78278087293752,-10.558049461180502,-7.088495357505438,-3.6268601554983677,-3.615966186277212,-4.505456374747341,-2.803884665491168,-12.435487103595134,-12.39925059207118,-15.03516448243372,-9.926867926461384,-30.261105806803684,-29.89551981030398,-40.02272292217728,-21.24857323158329,0,0,0,0,170,170,170,170,170,170,170,170,139.7388941931963,140.104480189696,129.97727707782272,148.7514267684167,-12.632562167462781,-12.548319941606987,-17.192397442843916,-8.413371650203935,-7.035167688628416,-7.030383627757475,-8.148720486039961,-5.888695041352088,-2.8562508372638105,-2.8497673735583784,-3.4365839954003996,-2.313339903673995,-9.891418525892227,-9.889795120625436,-11.557969887781532,-8.245754637984712,-22.523980693355007,-22.418539156373974,-28.43319696852417,-16.886431077617377,0,0,0,0,170,170,170,170,170,170,170,170,147.476019306645,147.58146084362602,141.5668030314758,153.1135689223826,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,12782.628621637923,12018.232921176324,7752.051899384357,22352.247684950693,85,85,85,85,135.01098032377143,134.46659561167704,76.84741782441147,198.33772740197054,196.88547531231842,196.04930407021016,110.96520423272884,290.8665953946547,134.46659561167704,138.49372197880052,134.46659561167704
Vac_74,74,Vac_1d,2024,1,4.933219426296223e-4,4.7969018296178945e-4,3.247753710319934e-4,7.188544443612166e-4,9.087981050462218,8.986255621079444,7.1146328318764445,11.44177752791689,-0.0833683951927442,-0.08278574685122972,-0.1052061008718811,-0.06439345397464932,-0.003658362663532074,-0.0035539855019502517,-0.005410531126146732,-0.0023254737111394366,-0.007114385715577166,-0.007054288435828576,-0.009183683140823483,-0.005382322286964514,-8.762096533226799e-7,-8.661406033121999e-7,-1.2450387396331728e-6,-5.402082851990357e-7,3.4116473261695644e-4,3.3221836096597457e-4,2.2769883969808724e-4,4.923108132648845e-4,0.013089425736153466,0.012826434683446037,0.006751217534371768,0.02083809597414028,0.004758393343958528,0.004316857712004829,0.001731761760377345,0.009650417912125156,0.013426569304923398,0.013130326755593558,0.00705307886864981,0.021225584371948922,0.010567687434169259,0.01041713514763622,0.005665235618687071,0.016412850772087217,0.0038998996560052407,0.0035414210714097318,0.0013970247057232535,0.007783822291333746,2.0865201923789555e-4,2.0485621844024138e-4,1.4396791900552763e-4,2.910597725028552e-4,0.01077633945340722,0.01061626958084716,0.005858677280822855,0.016661976609941353,-15.477503638934838,-14.933662857271187,-23.27273436637598,-9.57400227361869,-7.4726875322224044,-7.426685292333893,-9.35962289948567,-5.8323310420102805,-3.1251524131200776,-3.1061090117651733,-4.025322505238273,-2.3687953747482755,-10.597839945342482,-10.533580016932508,-13.322928454563108,-8.242478814557318,-26.07534358427732,-25.51989697679675,-36.23829062322167,-17.823181651901457,0,0,0,0,85,85,85,85,85,85,85,85,58.92465641572268,59.48010302320325,48.76170937677832,67.17681834809854,-11.340483649263435,-11.093008030957662,-16.13588310087161,-7.497572434183709,-6.088801284755192,-6.078926953734659,-7.299840689006172,-4.969752690245414,-2.5200087527525477,-2.5138275629488693,-3.1360246259038695,-1.9879132559717827,-8.60881003750774,-8.623070596414934,-10.438870735523349,-6.964558782884635,-19.949293686771174,-19.747338216422612,-26.322685006055806,-14.672362456635476,0,0,0,0,85,85,85,85,85,85,85,85,65.05070631322883,65.2526617835774,58.67731499394419,70.32763754336452,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,6515.137963345516,6146.048405636515,3685.5855220282,11793.392963112226,85,85,85,85,235.4760827549156,231.5564268710032,133.36441908395344,355.0999600858233,343.2394772889878,337.414174291282,193.4142751497106,521.5317716790331,231.5564268710032,237.9210018455326,231.5564268710032
