Scenario,Age0,Arm,Year0,N0,dYear_Life_A,dYear_Life_M,dYear_Life_L,dYear_Life_U,dYear_Immunised_A,dYear_Immunised_M,dYear_Immunised_L,dYear_Immunised_U,dRisk_HZ_A,dRisk_HZ_M,dRisk_HZ_L,dRisk_HZ_U,dRisk_Hosp_A,dRisk_Hosp_M,dRisk_Hosp_L,dRisk_Hosp_U,dRisk_PHN_A,dRisk_PHN_M,dRisk_PHN_L,dRisk_PHN_U,dRisk_Death_A,dRisk_Death_M,dRisk_Death_L,dRisk_Death_U,dQ_Life_A,dQ_Life_M,dQ_Life_L,dQ_Life_U,dQ_HZ_A,dQ_HZ_M,dQ_HZ_L,dQ_HZ_U,dQ_All_A,dQ_All_M,dQ_All_L,dQ_All_U,dQ_HZ_d_A,dQ_HZ_d_M,dQ_HZ_d_L,dQ_HZ_d_U,dQ_Life_d_A,dQ_Life_d_M,dQ_Life_d_L,dQ_Life_d_U,dQ_All_d_A,dQ_All_d_M,dQ_All_d_L,dQ_All_d_U,dC_Hosp_A,dC_Hosp_M,dC_Hosp_L,dC_Hosp_U,dC_GP_NonPHN_A,dC_GP_NonPHN_M,dC_GP_NonPHN_L,dC_GP_NonPHN_U,dC_GP_PHN_A,dC_GP_PHN_M,dC_GP_PHN_L,dC_GP_PHN_U,dC_GP_A,dC_GP_M,dC_GP_L,dC_GP_U,dC_Med_A,dC_Med_M,dC_Med_L,dC_Med_U,dC_VacZVL_A,dC_VacZVL_M,dC_VacZVL_L,dC_VacZVL_U,dC_VacRZV_A,dC_VacRZV_M,dC_VacRZV_L,dC_VacRZV_U,dC_Vac_A,dC_Vac_M,dC_Vac_L,dC_Vac_U,dC_All_A,dC_All_M,dC_All_L,dC_All_U,dC_Hosp_d_A,dC_Hosp_d_M,dC_Hosp_d_L,dC_Hosp_d_U,dC_GP_NonPHN_d_A,dC_GP_NonPHN_d_M,dC_GP_NonPHN_d_L,dC_GP_NonPHN_d_U,dC_GP_PHN_d_A,dC_GP_PHN_d_M,dC_GP_PHN_d_L,dC_GP_PHN_d_U,dC_GP_d_A,dC_GP_d_M,dC_GP_d_L,dC_GP_d_U,dC_Med_d_A,dC_Med_d_M,dC_Med_d_L,dC_Med_d_U,dC_VacZVL_d_A,dC_VacZVL_d_M,dC_VacZVL_d_L,dC_VacZVL_d_U,dC_VacRZV_d_A,dC_VacRZV_d_M,dC_VacRZV_d_L,dC_VacRZV_d_U,dC_Vac_d_A,dC_Vac_d_M,dC_Vac_d_L,dC_Vac_d_U,dC_All_d_A,dC_All_d_M,dC_All_d_L,dC_All_d_U,dN_VacZVL_A,dN_VacZVL_M,dN_VacZVL_L,dN_VacZVL_U,dN_VacRZV_A,dN_VacRZV_M,dN_VacRZV_L,dN_VacRZV_U,dN_VacZVL_d_A,dN_VacZVL_d_M,dN_VacZVL_d_L,dN_VacZVL_d_U,dN_VacRZV_d_A,dN_VacRZV_d_M,dN_VacRZV_d_L,dN_VacRZV_d_U,ICER_A,ICER_M,ICER_L,ICER_U,Price0_A,Price0_M,Price0_L,Price0_U,Thres20_A,Thres20_M,Thres20_L,Thres20_U,Thres30_A,Thres30_M,Thres30_L,Thres30_U,Thres20_50,Thres30_90,Thres
Vac_47,47,Vac,2024,1,0,0,0,0,0.8893284565038845,0.8944508947307035,0.7747945595861472,0.9766726862158437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,NA,NA,NA,NA,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0
Vac_48,48,Vac,2024,1,0,0,0,0,0.8893284565038845,0.8944508947307035,0.7747945595861472,0.9766726862158437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,NA,NA,NA,NA,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0
Vac_49,49,Vac,2024,1,0,0,0,0,0.8893284565038845,0.8944508947307035,0.7747945595861472,0.9766726862158437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,NA,NA,NA,NA,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0
Vac_50,50,Vac,2024,1,0.005275372579823042,0.004822894058751359,0.002259535589432282,0.010520979813812833,16.115853618559374,14.513964113390877,9.857760461185983,28.419552082398912,-0.24235538892396735,-0.21505737655354937,-0.4548810076619367,-0.1352887868006006,-0.0236275963498267,-0.02012481729024803,-0.05059699729454757,-0.0111751290145037,-0.022060160860047712,-0.018271360795264157,-0.05055110044004909,-0.008527236032987844,-6.5349578137808935e-6,-5.08394403651968e-6,-1.6812514166667424e-5,-1.9675377653571475e-6,0.0038929377762346533,0.0035747282817588655,0.001683183153151191,0.007670020715586288,0.022955446621874518,0.0198870610131338,0.011398536487365808,0.047421140734016896,0.026848384398109198,0.023495097414089727,0.013697131063941104,0.054667568126129495,0.014735017701575806,0.013598809811942284,0.008918001649766581,0.02534347930762017,0.0017153670986370794,0.0016131874218228148,7.840366995840674e-4,0.003242136152623631,0.01645038480021294,0.015303687740086502,0.010098602922177236,0.028240547913027346,-88.33419420994558,-75.97125483472804,-193.32696007290326,-42.10096823197495,-18.888633205155614,-16.959328324602986,-34.1828250483177,-10.634176632330066,-8.447099008620865,-7.111037019849354,-19.32789137983787,-3.284796964518149,-27.33573221377648,-23.945181499131216,-52.56365530913017,-14.904513859452106,-115.66992642372206,-99.53177037362846,-243.7688116402671,-57.50138907864785,0,0,0,0,170,170,170,170,170,170,170,170,54.33007357627795,70.46822962637157,-73.76881164026709,112.49861092135215,-56.3135948747771,-52.0512441538191,-99.7354725576412,-31.977051346013997,-12.86504693422213,-12.160596466983385,-19.833570246526488,-8.470232278355619,-5.249103540732536,-4.781122632536681,-10.002766817801817,-2.2930592798500173,-18.114150474954666,-16.820872451537362,-29.531140818612418,-11.589742395938915,-74.42774534973177,-69.07812720398758,-128.08938714241867,-44.35353399913496,0,0,0,0,170,170,170,170,170,170,170,170,95.57225465026823,100.92187279601244,41.91061285758133,125.64646600086508,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,6615.865141959711,6651.2987536156925,1523.8676027652484,12213.35426498379,85,85,85,85,201.71772067699527,186.98834881202782,124.14162768418416,344.3714156486887,283.96964467806,263.520999978643,175.38640779831306,485.81603347845953,186.98834881202782,197.0169528304341,186.98834881202782
Vac_51,51,Vac,2024,1,0.005073462920693871,0.004590742361731515,0.002254879104553176,0.010000054749706952,15.93099260362432,14.43346628279985,9.825666297115363,27.674878167077676,-0.24306909323787393,-0.21754420204176278,-0.4437320724938797,-0.13753340958195517,-0.023819593973316174,-0.020400020041172966,-0.05009460786602802,-0.011573482974626431,-0.022523491856098105,-0.018959745141348777,-0.05051645944412815,-0.00899771203711405,-6.640035151604503e-6,-5.1577969226614705e-6,-1.6754789026148562e-5,-2.0822368868947738e-6,0.0037301682657351876,0.003411109238159682,0.0016784937273382817,0.007241834934505408,0.023261763669026835,0.02033745233396782,0.011740960120337103,0.04686491780912609,0.026991931934761976,0.02389011270637731,0.014007252854418084,0.05402201075642674,0.015097478119059305,0.014020558201373044,0.009253962062829121,0.025556177372794555,0.0016556917523805783,0.0015601621735426008,7.975387816501645e-4,0.0029973663791805103,0.016753169871439925,0.015682700449247022,0.010369326677191237,0.02820753393210964,-89.11069065615725,-76.99162667537598,-190.81340553430852,-43.174446131997996,-18.89951810640063,-17.094930619163897,-33.689627197230344,-10.82649816924175,-8.620640153156636,-7.328983691065025,-19.336392087059103,-3.513621355428338,-27.520158259557267,-24.39167824205917,-51.92713028596423,-15.27009012516227,-116.63084891571451,-101.39732136631235,-241.76879503518452,-59.08659112745193,0,0,0,0,170,170,170,170,170,170,170,170,53.36915108428549,68.60267863368765,-71.76879503518452,110.91340887254806,-57.28801221462358,-53.02017304645846,-99.53267199144521,-33.07492353018292,-12.980782401164742,-12.29312169915632,-19.775705471725807,-8.69133853310323,-5.430032308728789,-5.010519357488949,-10.236411373990746,-2.5144271052423264,-18.41081470989353,-17.192899573428747,-29.600570325584663,-11.968383483197952,-75.6988269245171,-70.51892211056725,-128.00413540946198,-46.106760120832654,0,0,0,0,170,170,170,170,170,170,170,170,94.3011730754829,99.48107788943274,41.995864590538034,123.89323987916734,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,6377.35065661785,6397.666613570835,1515.39867889866,11630.048333273608,85,85,85,85,205.3811121766578,191.37162187618048,128.9063036244869,343.9654748715899,289.14696153385745,269.4234705148789,181.0739728181615,483.4338715672158,191.37162187618048,202.43270763955834,191.37162187618048
Vac_52,52,Vac,2024,1,0.004902156921688572,0.004440352670970427,0.002229799407226185,0.00959220455585319,15.737982099996486,14.332826631721463,9.790477301941806,26.915169512841146,-0.2435206960658201,-0.2193973240136673,-0.4362136398453935,-0.14009180313193068,-0.02399847544685483,-0.020759921313859325,-0.049777644953023774,-0.011965509902471035,-0.022955397416356913,-0.019577656108220837,-0.0502248287171908,-0.009526921555655451,-6.752486869732266e-6,-5.363627072455845e-6,-1.6682577692138115e-5,-2.2201557456594344e-6,0.0035915289199530773,0.0032644399479124786,0.0016428909507178347,0.00692717585002498,0.023544273408968804,0.02080270415881275,0.012198912427886883,0.04622321536630789,0.027135802328921765,0.02412612350864407,0.01445869645483997,0.05293549000102597,0.015451114875117253,0.01444277697203437,0.009541935751950012,0.025778205475092172,0.0016071869028703673,0.0015138747165943656,7.951852874128473e-4,0.0028460705948976537,0.01705830177798761,0.016000052365070516,0.010687958708307922,0.028224952605920572,-89.84108291314602,-78.47773406940225,-189.35367871784922,-44.20273953027582,-18.889697787484195,-17.214639124825126,-33.0804440881772,-11.000110526190143,-8.780766985562636,-7.539010168810263,-19.141287050099454,-3.75687463617944,-27.67046477304683,-24.691438701122724,-51.06048273019774,-15.566488945794516,-117.51154768619284,-102.69275692901756,-238.25749621471738,-60.234096245880764,0,0,0,0,170,170,170,170,170,170,170,170,52.48845231380715,67.30724307098245,-68.25749621471742,109.76590375411924,-58.26232900720606,-54.36454548540724,-99.99848928835172,-33.815234155853524,-13.084874225307964,-12.426762516991964,-19.707453953770322,-8.821920633551784,-5.603806412702505,-5.159259780715767,-10.361062480953624,-2.5840838205752146,-18.688680638010467,-17.502518658171294,-29.554153179590312,-12.226836372888524,-76.95100964521653,-71.55854576085687,-128.41472250276902,-47.307841974934924,0,0,0,0,170,170,170,170,170,170,170,170,93.04899035478347,98.44145423914313,41.58527749723099,122.69215802506507,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,6148.218820485198,6162.111163827867,1493.5769258313903,11124.208165417762,85,85,85,85,209.05852260248437,195.5246920069016,132.2224022659672,344.1027789247846,294.35003149242243,275.6685503898053,185.2270351686926,484.72542818247103,195.5246920069016,207.2352813687158,195.5246920069016
Vac_53,53,Vac,2024,1,0.004756684731235698,0.0043206840701977,0.002243417165983974,0.009207591701903262,15.5389235419706,14.21620434333486,9.758639104417535,26.210026108978415,-0.24371794662581162,-0.22153109425556447,-0.4270016274482805,-0.1430687404920768,-0.024155106012965413,-0.021109694164954822,-0.04915011893751538,-0.012331032332021836,-0.023362910612326877,-0.020362082115832465,-0.04980500080441424,-0.010141463917439933,-6.87846433064943e-6,-5.553191462594492e-6,-1.6592910339688495e-5,-2.319587170669219e-6,0.00347326543940736,0.003176223291452729,0.0016636907559055558,0.006613364507891984,0.023804627599593804,0.02124127755151448,0.012484509935935677,0.045732994190830836,0.02727789303900122,0.0245080076423001,0.014683366106528607,0.05199915648746946,0.01579402211883199,0.014877749793544347,0.00987527475372718,0.025879914204669233,0.0015682843044352985,0.0014780886809067084,8.041676225264638e-4,0.0027180409452312038,0.017362306423267256,0.016346086739693177,0.011022340657101105,0.0282548561617602,-90.48955254988576,-79.56331372880807,-186.51869993396625,-45.017440219542515,-18.859978428856895,-17.29676437317776,-32.30490639880304,-11.186022850104616,-8.931158103722506,-7.729359289973998,-18.80614881046019,-3.9141461110433657,-27.7911365325794,-25.0072681640491,-50.25571824040766,-15.829825986655592,-118.28068908246516,-104.52333461663643,-235.40175780335233,-61.56924607695893,0,0,0,0,170,170,170,170,170,170,170,170,51.71931091753484,65.47666538336358,-65.40175780335233,108.43075392304107,-59.1791511832473,-55.39167278819487,-100.53222883558979,-34.823433957270375,-13.176368668521231,-12.590407930237571,-19.57989577900817,-8.935130723185788,-5.772422437442962,-5.374068789462355,-10.417801639158762,-2.8015466969448917,-18.948791105964194,-17.8814095015075,-29.569868930767434,-12.555084422705146,-78.12794228921149,-73.28086014064309,-128.57471463572645,-48.05222577673552,0,0,0,0,170,170,170,170,170,170,170,170,91.87205771078851,96.71913985935691,41.425285364273556,121.94777422326443,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,5933.859830642939,5956.951636359625,1469.8481830450246,10671.957766563493,85,85,85,85,212.6870353772783,199.55233391350285,137.10098156390666,343.8992843753016,299.4985674936146,281.60616044853145,192.21057039265156,485.5653384734863,199.55233391350285,213.51903168768018,199.55233391350285
Vac_54,54,Vac,2024,1,0.004633134302233774,0.004195484620874268,0.0022982891430695317,0.00883675133265962,15.33355496555831,14.11115235919015,9.729737485867934,25.524155863907033,-0.2435992987509672,-0.22297542329570544,-0.4177915572639978,-0.14527912252139336,-0.02429518085845544,-0.021451155747657727,-0.04839853301499934,-0.012674287583547791,-0.02374827553249354,-0.020697708344876848,-0.04933221544851515,-0.010663249588519743,-7.016705604444671e-6,-5.7076767311575185e-6,-1.650059576782364e-5,-2.4602595503657107e-6,0.0033723101665842385,0.0030740354137428483,0.001691014378182043,0.006321200115967862,0.024036902222707823,0.02169877964856321,0.012990107274830597,0.045093003661923,0.027409212389292073,0.02481604472877663,0.015180243373330083,0.05098871042242017,0.016120506048470144,0.015303740464677118,0.010253909666242017,0.02584780834934806,0.0015377111924512316,0.0014503628870112806,8.193800349643342e-4,0.00260457317427365,0.017658217240921377,0.016724382032109908,0.011320697622308185,0.028294686120339297,-91.08154164034961,-80.6539114379338,-184.5695953089691,-46.8162459502925,-18.803873377887335,-17.288687353965116,-31.626727298469348,-11.346889078944157,-9.072642632342061,-7.9456940827194815,-18.67633646949148,-4.082919482987168,-27.876516010229395,-25.300134630983088,-49.088667926743526,-16.1789493536646,-118.95805765057901,-105.57933232927223,-232.31019514793667,-63.34801244764945,0,0,0,0,170,170,170,170,170,170,170,170,51.04194234942099,64.42066767072778,-62.31019514793667,106.65198755235053,-60.06447255857228,-56.385080238216936,-101.25601170597594,-35.829295111396775,-13.248653451252611,-12.690451595371933,-19.402941544213718,-9.093883317299404,-5.936886266052788,-5.490483457078247,-10.531902975246119,-3.0208820371302623,-19.1855397173054,-18.15741808429582,-29.433545820064566,-12.80433482751129,-79.25001227587768,-74.37228964043936,-129.5104092161943,-49.263775198831674,0,0,0,0,170,170,170,170,170,170,170,170,90.74998772412232,95.62771035956062,40.48959078380571,120.73622480116835,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,5735.050068205702,5793.210394142444,1485.8195468438903,10380.97642437236,85,85,85,85,216.2071785471526,203.78232644948116,140.39429427085756,343.2514606966731,304.49826475175945,287.7392185639791,196.89885930140957,484.17015916623814,203.78232644948116,219.02138378811034,203.78232644948116
Vac_55,55,Vac,2024,1,0.004528330947790327,0.004114796502054929,0.002281566555013814,0.008509837544507537,15.121829852649006,14.001278798341076,9.697967895530239,24.83649283871628,-0.24318663793760997,-0.22394836991947953,-0.4103819224191452,-0.14780286773758633,-0.024443858653028335,-0.02180957969078488,-0.04761189795676455,-0.013032366824550893,-0.02409940219792438,-0.021218848053890734,-0.04879786840752371,-0.011277639540992375,-7.167436202212661e-6,-5.934764024984798e-6,-1.642028060738594e-5,-2.565432351717419e-6,0.0032857102428380538,0.002995969230745743,0.0016772930657900531,0.006071932302721805,0.02424135734473336,0.022111550538280282,0.013354722726683909,0.04438261280723142,0.027527067587571445,0.0250698190872356,0.01545865917840077,0.050011608691601595,0.01643096383113717,0.01564329151603762,0.01051821456211615,0.025880394301790795,0.001513977665782022,0.0014299924800891262,8.20900324448992e-4,0.0025171443174357043,0.01794494149691922,0.017080507133128364,0.011657864250043337,0.028217839675431924,-91.70650239307314,-81.92566626488544,-180.35380033372303,-48.39756171277191,-18.722462764571247,-17.29148728826914,-30.880007764165292,-11.578934271383437,-9.198859420955367,-8.132982253550516,-18.466097597833276,-4.329076210122234,-27.921322185526616,-25.497056150671483,-47.748209951492896,-16.463459733002217,-119.62782457859976,-107.30516563280227,-228.54215113314316,-65.68077134567372,0,0,0,0,170,170,170,170,170,170,170,170,50.37217542140025,62.69483436719773,-58.54215113314312,104.31922865432628,-61.01112563854924,-57.37314472600657,-101.31292942739702,-36.647738578054636,-13.302612931705898,-12.760119718796968,-19.202255870560435,-9.273679470011777,-6.0907747352771775,-5.671123411571855,-10.509459486379473,-3.2444692095297274,-19.393387666983074,-18.44822292283768,-28.94973706619483,-13.120321636468335,-80.40451330553232,-75.71548640225748,-130.10908451372782,-50.76458336442048,0,0,0,0,170,170,170,170,170,170,170,170,89.59548669446768,94.2845135977425,39.890915486272206,119.23541663557953,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,5544.985253255835,5521.017495822283,1442.6231287374903,9981.843768267385,85,85,85,85,219.65167162195834,207.99491590626715,144.0486736426408,343.5311362824607,309.37637910655445,293.1249743564113,202.06896917443015,485.3793990252039,207.99491590626715,224.81199298094342,207.99491590626715
Vac_56,56,Vac,2024,1,0.004439589154040338,0.004029538605482941,0.0022666501388265204,0.008264658618671206,14.903547632458029,13.89028396098496,9.663066373359088,24.12627349049137,-0.24246230365125543,-0.22422253940087744,-0.40144406957045153,-0.15015554272274956,-0.02459305670856754,-0.022246331342449806,-0.047236777432905094,-0.013152834171570366,-0.02444531650815415,-0.021784731728537475,-0.048183477756635826,-0.011818915349341963,-7.329331434158932e-6,-6.155502891830874e-6,-1.643442388680242e-5,-2.6793698446616437e-6,0.003211404736458956,0.002930567517427818,0.0016579796565158844,0.005912997335218417,0.024415049087774227,0.02251981462919132,0.013796390707069728,0.04372851261425025,0.02762645382423316,0.025375956975089764,0.01581135056430103,0.049015474628292914,0.01672259434576236,0.01596874924336359,0.010853985144563292,0.025833499008032088,0.0014962293771409777,0.0014180600378166375,8.344968858672087e-4,0.0025012300164142243,0.018218823722903375,0.017411325434826708,0.011913640425016903,0.028189538430675575,-92.3297968622604,-83.22264672006327,-178.4214888045047,-49.31047466362263,-18.612113148420562,-17.324939119471342,-30.128123352442767,-11.65828265562009,-9.32139570267262,-8.33728948072681,-18.156687201942155,-4.4719678221400825,-27.933508851093183,-25.654164342594065,-46.948453245190265,-16.833204049787216,-120.26330571335357,-108.88474745141863,-225.29475460617837,-66.70385187152569,0,0,0,0,170,170,170,170,170,170,170,170,49.73669428664643,61.11525254858135,-55.29475460617839,103.29614812847431,-61.987235407222414,-58.500919735821796,-102.14936731155075,-38.04036135080638,-13.33432971695978,-12.819262225046167,-18.9850367175459,-9.355964166350851,-6.246065555445917,-5.867578055881864,-10.636275894828422,-3.379301921499799,-19.580395272405696,-18.668336317723806,-28.92998481601252,-13.37401394373825,-81.56763067962811,-77.22563225953714,-130.45570222085104,-51.95295312191039,0,0,0,0,170,170,170,170,170,170,170,170,88.43236932037189,92.77436774046286,39.54429777914896,118.0470468780896,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,5362.524522320196,5375.078103330478,1427.0398590999357,9575.66646960147,85,85,85,85,222.9720525688478,212.15334096246528,147.00451243206263,344.31558813510634,314.06617118336465,299.7985611851438,206.8511894278278,485.40279816255077,212.15334096246528,229.67058710837165,212.15334096246528
Vac_57,57,Vac,2024,1,0.0043646712479193574,0.003980970761451985,0.002242298429462064,0.00799842977230316,14.678583015786952,13.751062953072498,9.606951195679693,23.38341164653929,-0.24136149218389594,-0.22473469903984222,-0.3924476040142425,-0.15230046273141104,-0.024699642789598915,-0.022565685717866532,-0.04642418272112586,-0.013552681763544622,-0.024785206135966895,-0.02230166630547995,-0.0474834174291826,-0.01222778405772129,-7.5016136139785285e-6,-6.372513101419624e-6,-1.641951342731869e-5,-2.856468676858529e-6,0.003147684300876069,0.0028794624218004827,0.0016389485444741501,0.005702524486755145,0.0245514744019873,0.02273441806064104,0.01425137901343091,0.04296245032589979,0.02769915870286319,0.025566252343374174,0.0161352792104144,0.04816252337761932,0.016988767422191017,0.01629255829612121,0.011221905077192436,0.025897112718165003,0.0014837624982707905,0.0013969633918842206,8.406320257866806e-4,0.002452380190463143,0.018472529920461854,0.017679680278243737,0.01226791193414991,0.028088096555473153,-92.79776474131863,-84.62513672794756,-175.65047090252864,-49.873915120258964,-18.47052332825343,-17.30021433224414,-29.405565959996572,-11.772155885091465,-9.442375455854542,-8.559483152366504,-17.75854195644004,-4.6235740321856005,-27.912898784107973,-25.77009762285422,-45.988283844577765,-17.22819219117841,-120.71066352542661,-110.56455725162039,-221.36648341987194,-67.50087613002289,0,0,0,0,170,170,170,170,170,170,170,170,49.289336474573396,59.43544274837963,-51.36648341987196,102.49912386997711,-62.836523714103045,-59.39213715479178,-103.00629568566164,-38.995545272827016,-13.341077515265802,-12.895662639223797,-18.822866364363065,-9.391687298791094,-6.405355129052914,-6.088585783299607,-10.70303287447191,-3.4676822400952636,-19.746432644318716,-18.899326224935972,-28.73209460101876,-13.589413207495488,-82.58295635842175,-78.2304137786983,-130.76355319748262,-53.118556135422565,0,0,0,0,170,170,170,170,170,170,170,170,87.41704364157825,91.7695862213017,39.236446802517385,116.88144386457743,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,5200.650709912117,5184.82399787836,1428.0599308956532,9335.118048218066,85,85,85,85,226.0167773838294,215.50714364860227,150.64301516047965,343.2902261765978,318.37942698613864,304.14943019423725,212.33653277630694,483.05171917810225,215.50714364860227,235.15442189488482,215.50714364860227
Vac_58,58,Vac,2024,1,0.004301769415525037,0.00393095539925703,0.002217950227254484,0.007835440081187616,14.44713414911881,13.578610473479284,9.541614806777101,22.66562772622043,-0.23990654657211566,-0.22436391332586492,-0.3828402786034507,-0.15376724350142013,-0.024831481017551574,-0.022845697793760587,-0.04557718047733389,-0.013719558249078893,-0.025097079686145198,-0.0228710336343736,-0.046347210630634066,-0.012720644668907299,-7.68515519715934e-6,-6.605223204255526e-6,-1.6441299392620197e-5,-2.9619788879288935e-6,0.0030931733635644605,0.002837731430158641,0.0016183754502912427,0.0055379787710071685,0.024651437144038467,0.02293157370679037,0.01453723042419849,0.04226136730271187,0.02774461050760289,0.025780620073833305,0.016345148813285526,0.04724010473738636,0.01722999750640155,0.01655071670208033,0.011470082870485064,0.025899972850730247,0.001476018945250356,0.0013908084337312943,8.443685807974611e-4,0.002425964950846504,0.01870601645165193,0.017993187640709785,0.01254849762074768,0.027997696384941408,-93.35526438869087,-85.72607958315476,-172.8736749931545,-51.08750327439983,-18.29573627031332,-17.24837939004035,-28.654601006255092,-11.810212093053309,-9.55043191662824,-8.80917615938526,-17.587531993190808,-4.785041404978015,-27.84616818694156,-25.944437490944843,-44.84559158860056,-17.517233239105597,-121.20143257563242,-112.02048809717155,-216.91518037646617,-69.03989835566561,0,0,0,0,170,170,170,170,170,170,170,170,48.79856742436757,57.979511902828435,-46.91518037646618,100.96010164433439,-63.80903746149819,-60.53726879883898,-103.11299578587527,-39.42648548230923,-13.320238521071829,-12.89466747141637,-18.49545726024878,-9.488965831863496,-6.557307367090706,-6.273601271315615,-10.736299441599636,-3.5836361662843323,-19.877545888162537,-19.126169541180317,-28.533158306657594,-13.8680716130199,-83.68658334966072,-79.69300320340656,-130.8738192063904,-54.229421257268235,0,0,0,0,170,170,170,170,170,170,170,170,86.31341665033928,90.30699679659345,39.12618079360959,115.77057874273176,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,5045.559132286144,5040.404334448836,1435.6611252194496,9006.470161422974,85,85,85,85,228.90345619134968,219.43680802232666,153.4908863715543,343.5058860962538,322.43353844960933,309.8547352261403,216.74653846477068,484.024573047469,219.43680802232666,240.93336810025866,219.43680802232666
Vac_59,59,Vac,2024,1,0.00424930351381645,0.003913614225087514,0.002218762776314609,0.0076489594889749485,14.20925752401697,13.43633956671211,9.48418831941147,22.02349741482404,-0.23808373318774376,-0.2242902979227177,-0.37209828503395215,-0.1536747250572575,-0.024931528384203833,-0.023150404205512193,-0.04457704382162439,-0.014077824726452701,-0.02536072274099451,-0.023448814915007905,-0.04566609787710865,-0.012845168771995272,-7.878426841213182e-6,-6.846584715688448e-6,-1.6490478348783e-5,-3.133144220029151e-6,0.003046681008683773,0.0028151342597322326,0.0016112007629965675,0.00541220144324619,0.024712167910423525,0.02316825542526206,0.014870219560628966,0.04145863931873469,0.027758848919107317,0.026003401431719197,0.01665727844136855,0.0461736316923135,0.01744319256841308,0.01685418231562425,0.01177445044754517,0.025917402517802623,0.001472520450070025,0.0013933051670553809,8.475774955749583e-4,0.002395154219175799,0.018915713018483087,0.0182344074169416,0.012819944566987563,0.027893936362130486,-93.79836666044044,-86.37874483146452,-169.8599034837444,-52.332031305207664,-18.09335949455481,-17.16448121127138,-27.76216119671402,-11.827696017688313,-9.639656499639266,-8.977193108662306,-17.308333438637785,-4.863791346134176,-27.733015994194076,-26.003104853203745,-43.781538506264326,-17.69220077642591,-121.53138265463451,-112.74771223960158,-212.65717470282254,-71.00314562435302,0,0,0,0,170,170,170,170,170,170,170,170,48.46861734536549,57.25228776039842,-42.65717470282255,98.99685437564698,-64.69948035770544,-61.99465146836934,-103.17041754421807,-40.78685328506322,-13.276962503143054,-12.866927868461843,-18.23598621914698,-9.58256571291225,-6.695881021855454,-6.459226256935884,-10.8234890384374,-3.662729722152432,-19.972843524998506,-19.312855770903223,-28.393574051575776,-14.04136123399247,-84.67232388270395,-81.18715205574404,-131.209854704966,-55.469156824878795,0,0,0,0,170,170,170,170,170,170,170,170,85.32767611729605,88.81284794425596,38.79014529503404,114.53084317512119,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,4908.876478814869,4888.080107858701,1450.107012585055,8750.576308365145,85,85,85,85,231.49329212618284,222.06970162156384,156.7726022392804,341.3417919226013,326.07185721859827,313.2482222889207,220.79866677115248,480.8898019466973,222.06970162156384,246.10295838869604,222.06970162156384
