Scenario,Arm,Age0,Age1,Index,A,M,L,U
Overall,ReVac_RZV_1d,70,80,N0,1,1,1,1
Overall,ReVac_RZV_1d,70,80,Year0,2024,2024,2024,2024
Overall,ReVac_RZV_1d,70,80,Year_Life,16.743441402940654,16.743437729574353,16.74332025085301,16.743546322046665
Overall,ReVac_RZV_1d,70,80,Year_Immunised,6.876100641264831,6.788954648962285,6.020259684384772,8.015056050553014
Overall,ReVac_RZV_1d,70,80,Risk_HZ,0.08806076843560379,0.088244873520161915,0.07730310217658036,0.09589905251482597
Overall,ReVac_RZV_1d,70,80,Risk_Hosp,0.004041570775997047,0.004075708345288462,0.003094238722932931,0.004826988266273232
Overall,ReVac_RZV_1d,70,80,Risk_PHN,0.007212789961877046,0.007277572628313678,0.005999035918999147,0.008179698056105774
Overall,ReVac_RZV_1d,70,80,Risk_Death,5.134260775320885e-7,5.258732890997952e-7,2.713638938404325e-7,7.217182406901691e-7
Overall,ReVac_RZV_1d,70,80,Q_Life,12.680875380269008,12.680873908113298,12.680793465534656,12.680946543673011
Overall,ReVac_RZV_1d,70,80,Q_HZ,-0.013863899135967719,-0.013921778940450694,-0.01976962214684004,-0.008132067291167555
Overall,ReVac_RZV_1d,70,80,Q_HZ_Norm,-0.005100887142628618,-0.004850426303717053,-0.009581654037168208,-0.0018205154610457892
Overall,ReVac_RZV_1d,70,80,Q_All,12.647342084014126,12.647258907207977,12.641393672998477,12.65305785190705
Overall,ReVac_RZV_1d,70,80,Q_HZ_d,-0.00991821754980366,-0.009915784283111757,-0.014123427169460762,-0.005787766076598325
Overall,ReVac_RZV_1d,70,80,Q_HZ_Norm_d,-0.003750905765999969,-0.0036159476841185947,-0.007040128184407022,-0.0013469143074962223
Overall,ReVac_RZV_1d,70,80,Q_Life_d,9.405365731685052,9.405365007670483,9.40532568481716,9.40540005859122
Overall,ReVac_RZV_1d,70,80,Q_All_d,9.395447514135249,9.395437003066439,9.39122096964965,9.399568909204968
Overall,ReVac_RZV_1d,70,80,C_Hosp,17.264744278458963,17.491416042906486,13.04134460800874,20.657087045354068
Overall,ReVac_RZV_1d,70,80,C_GP_NonPHN,7.894149173859115,7.928664699975008,6.9580994381484675,8.5843443858010815
Overall,ReVac_RZV_1d,70,80,C_GP_PHN,3.1563306848165396,3.1460660853228966,2.603733045746591,3.661952873066504
Overall,ReVac_RZV_1d,70,80,C_GP,11.050479858675654,11.09087784988099,9.551946030489537,12.132016667871405
Overall,ReVac_RZV_1d,70,80,C_Med,28.315224137134617,28.67196218866891,22.74424414420242,32.33729180252827
Overall,ReVac_RZV_1d,70,80,C_VacZVL,110,110,110,110
Overall,ReVac_RZV_1d,70,80,C_VacRZV,68.66174428031545,68.66174973386549,68.66160289851112,68.6618878074926
Overall,ReVac_RZV_1d,70,80,C_Vac,178.66174428031545,178.66174973386546,178.66160289851112,178.66188780749258
Overall,ReVac_RZV_1d,70,80,C_All,206.97696841745005,207.33377745860878,201.40602203808177,210.9990208103231
Overall,ReVac_RZV_1d,70,80,C_Hosp_d,10.476781367879168,10.590687498841973,8.092188124013322,12.509399639376
