Scenario,Age0,Arm,Year0,ICER_A,ICER25_A,ICER50_A,ICER75_A,ICER100_A,ICER_Thres_A,ICER_M,ICER25_M,ICER50_M,ICER75_M,ICER100_M,ICER_Thres_M,ICER_L,ICER25_L,ICER50_L,ICER75_L,ICER100_L,ICER_Thres_L,ICER_U,ICER25_U,ICER50_U,ICER75_U,ICER100_U,ICER_Thres_U
Vac_65,65,Vac_1d,2024,11710.225694594877,2464.5455197816136,6316.912259287141,10169.278998792668,14021.645738298195,20000,10927.384772869505,2330.9931940756824,5896.632980274249,9500.451380028973,13113.562464244096,20000,5206.222224876816,627.8297355700034,2570.4484347891334,4444.840369339896,6396.137687965111,20000,22283.352956427218,5088.672402850467,12344.382104157736,19443.646998635937,26553.730024075274,20000
Vac_65,65,Vac_2d,2024,18972.787795192344,4576.664592115773,10575.049260064343,16573.433928012913,22571.818595961486,20000,17862.861295802722,4298.3936245005225,9951.743209336679,15592.821368147743,21229.100676149625,20000,9357.194519028439,1884.9892012985404,5020.92266299132,8089.721559672646,11190.177024510527,19999.999999999996,35703.71491302391,9035.026869280231,20237.002216800087,31283.21556746598,42315.86572538915,20000
Vac_66,66,Vac_1d,2024,11452.561683224903,2361.7863007292426,6149.609376769101,9937.43245280896,13725.255528848818,20000,10732.40634687592,2221.6864473038586,5735.5424247546125,9293.285876701455,12837.72825021818,20000,5212.114541997994,602.5964545906253,2559.6038655931284,4419.014403855784,6378.9723910042485,20000,21887.25232618137,4880.120762900625,11865.621200840798,18945.250086057204,26298.423506719573,20000
Vac_66,66,Vac_2d,2024,18640.14610628687,4450.986300330113,10363.136219478762,16275.286138627409,22187.436057776056,20000,17524.86946356643,4182.157615284264,9752.691097146137,15304.874977505842,20847.104785516887,20000,9288.682163150841,1874.226981078089,4979.378775421173,8061.857439935941,11151.375881257922,20000,34533.86253581221,8679.406077055062,19709.120274770157,30288.24966122744,40965.89287099673,20000.000000000004
Vac_67,67,Vac_1d,2024,11220.805130038954,2264.05161506328,5996.032246303144,9728.01287754301,13459.993508782873,20000,10467.418765986742,2121.2855606975127,5598.925554519539,9075.003114868105,12570.010808172916,20000,5175.475107969187,582.2019794672352,2517.65074228862,4416.906936526424,6313.630646024998,20000,21561.37596045049,4702.236376742921,11591.561126815152,18705.643919030143,25778.70154592423,20000
Vac_67,67,Vac_2d,2024,18350.276681484323,4335.355008706064,10174.905705697005,16014.456402687945,21854.007099678885,20000,17291.31814980476,4076.8726809805967,9574.867649634827,15108.303097204756,20571.83762452002,20000,9295.241438554833,1853.0031834928584,4937.165244406972,8071.285457363694,11136.520764077,20000,33700.78356715516,8408.998611489887,19153.39146499549,29529.857729827214,40030.75167067786,20000
Vac_68,68,Vac_1d,2024,11006.829845117774,2168.8189366865527,5851.323481866229,9533.828027045904,13216.33257222558,20000,10243.72854651511,2023.0706192076723,5446.6117018929035,8864.980614211367,12286.177091630085,20000,5190.603020545664,558.6702461456719,2512.845048127458,4426.002275127317,6338.59558159457,20000,21182.110012093224,4501.895790749845,11269.371731972493,18426.499782585994,25314.389214906554,20000
Vac_68,68,Vac_2d,2024,18092.402042494956,4226.488882433374,10003.952699125699,15781.416515818024,21558.88033251035,20000,17045.32505583744,3955.927354772849,9420.23271313183,14881.266947918411,20329.645852443835,20000,9401.456743724584,1848.4019415068487,4967.382707843119,8139.239330236581,11294.782863956585,20000,32862.94466303409,8131.457920700618,18665.184993439965,28803.680836447646,39023.085539996675,20000
Vac_69,69,Vac_1d,2024,10821.115839956421,2079.027886421096,5721.564533727481,9364.101181033866,13006.637828340252,20000,10075.418669332852,1943.4509650747075,5329.252399771416,8724.065928045027,12112.627422757483,20000,5211.168643457217,531.1108826987983,2470.690712708051,4439.700710899006,6347.4212903339085,20000,20546.565511372508,4306.354967079512,11020.213008675957,17859.361676033128,24601.767844141348,20000
Vac_69,69,Vac_2d,2024,17881.727652557183,4128.729981449601,9859.145677744427,15589.561374039255,21319.97707033408,20000,16838.599482317604,3862.5572834098807,9298.126018449442,14687.04691651735,20060.84819869167,20000,9479.108214476651,1825.0138080165168,5004.412717801946,8203.099658781432,11391.768343467578,20000,32316.855519021847,7867.197997594768,18213.83991274229,28318.008741231723,38315.12568570703,20000
Vac_70,70,Vac_1d,2024,10663.049684724674,1994.4353396844826,5606.357983451229,9218.280627217977,12830.203270984723,20000,9926.917342182756,1850.8842860657865,5216.898344498435,8577.3144945682,11954.680152636312,20000,5215.626051121812,522.325038474048,2459.27230053785,4470.852363114245,6335.200364884864,20000,20181.68750091746,4128.037928589935,10811.175685480266,17559.482201441646,24114.595194533314,20000
Vac_70,70,Vac_2d,2024,17717.841081562427,4041.882465508787,9740.198555531137,15438.514645553485,21136.830735575833,20000,16664.490731733924,3790.9020169589876,9185.01248028964,14534.907016139123,19834.135649518335,20000,9596.741166346757,1829.200806967287,5069.931617704565,8302.647499442373,11537.977195135922,19999.999999999996,31855.527862474006,7621.0701371241885,17890.66856456545,27800.26904770329,37938.41608463007,20000
Vac_71,71,Vac_1d,2024,10533.276878082232,1914.8417160893143,5505.8563669196965,9096.871017750078,12687.88566858046,20000,9827.186356103342,1779.0127011926056,5131.352117540359,8480.024737527183,11842.004484204976,20000,5255.715170281061,502.27486783962144,2510.5402598359206,4472.053095307585,6432.304519032832,19999.999999999996,19914.217879096643,3975.5113338846663,10580.027710366478,17312.784613990792,23800.99556989155,20000.000000000004
Vac_71,71,Vac_2d,2024,17602.44622767754,3966.110735987766,9647.917190858507,15329.723645729246,21011.530100599986,20000,16481.078304368002,3721.663977417286,9069.870185642441,14371.675951615622,19658.805141756522,20000,9678.486989386052,1823.641402251807,5113.08128758435,8379.784981612022,11604.723954149107,19999.999999999996,31368.794505520593,7446.962923543412,17534.85153909743,27359.92338718768,37382.101183019964,20000.000000000004
Vac_72,72,Vac_1d,2024,10432.1537388699,1839.4035999522043,5419.716157834578,9000.028715716951,12580.341273599324,20000,9728.147221947962,1708.5195119650587,5038.219514442031,8397.747345565662,11736.70052009512,20000,5320.0644646201235,494.4092830330126,2536.7949969469137,4535.409925594018,6520.8197508972025,20000,19585.57042138668,3784.953756776286,10375.289303871006,17037.861423535323,23407.133918163716,20000
Vac_72,72,Vac_2d,2024,17536.795669623963,3900.9224551800507,9582.536294531681,15264.150133883311,20945.76397323494,20000,16381.05456588333,3642.901260418703,8985.988416777856,14274.063719691876,19591.566463100015,20000,9828.391521813826,1846.4749235413678,5172.5332846714755,8500.489299880348,11798.685131886985,20000,31142.38690353866,7307.704925737272,17125.20457066427,27203.631362195832,37147.13581708447,20000.000000000004
Vac_73,73,Vac_1d,2024,10361.309006238977,1769.5522459342756,5349.450896061234,8929.349546188192,12509.248196315151,20000,9678.273241008574,1648.9898750227603,4985.571944409689,8334.310867804925,11676.082632297854,20000,5374.227798947229,481.1862874669254,2557.554556585614,4563.742155648344,6576.637617509326,19999.999999999996,19095.716269668355,3698.4388370214724,10231.316533709127,16595.46718305386,23052.34930601485,20000
Vac_73,73,Vac_2d,2024,17523.540451869652,3847.946566278243,9546.110685274665,15244.274804271086,20942.438923267506,20000,16452.885641191835,3588.74372355355,8925.961163102793,14310.928323848388,19689.37064911912,20000,9916.523993862646,1857.0215206265925,5226.655664132813,8602.72998661985,11910.258879457697,19999.999999999996,31229.718955933884,7141.211417713945,17122.46633012819,27285.646811592367,37273.28422771396,20000.000000000004
Vac_74,74,Vac_1d,2024,10322.109856884665,1705.3893804705983,5295.689578976459,8885.98977748232,12476.289975988182,20000,9623.758714730382,1574.6541714123819,4935.189206255689,8285.909480362669,11601.684237459041,20000,5400.626436448735,455.4597471990686,2577.9506399875227,4596.146992152096,6607.960376601648,19999.999999999996,18923.73648767088,3542.3562490088743,10061.053190399112,16346.916133442488,22785.557243253144,20000.000000000004
Vac_74,74,Vac_2d,2024,17565.21278802158,3807.6736485408137,9539.981623324467,15272.28959810812,21004.597572891773,20000,16512.01048880883,3551.8343554816106,8937.775996976186,14360.619635179071,19757.486442907782,20000,10089.188976311949,1866.6466325439608,5293.5797489470015,8674.702126002972,12128.089028022834,19999.999999999996,31343.327631469772,7098.6345036294115,17201.11949694567,27382.28103120534,37321.072080365775,20000
Vac_75,75,Vac_1d,2024,10316.371210343914,1645.8837828742326,5258.586877653266,8871.2899724323,12483.993067211333,20000,9608.638990580244,1535.2904918384543,4910.928901871824,8282.75709228736,11602.592884518383,20000,5454.489797583334,456.4064601417128,2610.1722129505665,4630.362595448157,6690.6806007861,19999.999999999996,18549.012215879135,3404.914619277426,9804.974351565985,16019.953260883372,22342.600648372776,20000.000000000004
Vac_75,75,Vac_2d,2024,17666.72827985807,3780.0974477814607,9566.193627813382,15352.289807845304,21138.385987877224,20000,16694.876869484313,3513.496568189238,8970.349362990208,14496.562821644326,19965.163786396988,20000,10285.538228726635,1900.8428472058981,5400.510050065116,8899.184881847763,12365.068249044942,19999.999999999996,31315.383624224407,6955.817052775889,17107.33950809541,27259.12378346662,37271.53564305968,20000.000000000004
Vac_76,76,Vac_1d,2024,10348.223203607227,1594.3398115619812,5241.791224914167,8889.242638266353,12536.694051618539,20000,9613.808363802636,1480.1960424841814,4879.7343189300855,8276.746462099378,11699.517936000797,20000,5489.931619876993,441.3035869160738,2595.3755587982014,4665.617107934305,6723.118790831125,19999.999999999996,18398.94301847322,3288.354877956215,9825.347256738125,15950.20434203801,22108.33336668455,20000.000000000004
Vac_76,76,Vac_2d,2024,17833.05856833832,3768.6218715316163,9628.80382853441,15488.985785537205,21349.167742539998,20000,16795.50860317689,3505.174307320699,9048.108150085916,14581.685724930387,20091.05703917847,20000,10422.530015476379,1940.967932135304,5465.3275585053,9012.1466213967,12538.105106595898,19999.999999999996,31008.795362717923,6855.620632404386,16981.77887451526,27054.50062993737,36940.23746188876,20000.000000000004
Vac_77,77,Vac_1d,2024,10421.628567130922,1550.5151797242281,5246.812424477017,8943.109669229805,12639.406913982593,20000,9741.0873085001,1418.848960967236,4904.362512724156,8351.897172977438,11830.393027281963,20000,5606.004975717844,420.1973354542659,2606.20724710716,4719.821512290947,6894.902407047539,19999.999999999996,18554.109671765746,3205.25763964567,9829.456813354765,16068.989911595429,22600.07689590533,20000.000000000004
Vac_77,77,Vac_2d,2024,18071.98511962632,3774.2118420882034,9731.617374395752,15689.0229067033,21646.428439010848,20000,17089.777717128716,3502.3698938871707,9140.316877452284,14820.248044004873,20447.02640156805,20000,10589.148046655248,1952.7312014032136,5543.729484201207,9142.345968269428,12758.743045461146,19999.999999999996,31364.57661296604,6950.700153523994,17002.426118908777,27258.469343312612,37522.64995346543,20000.000000000004
Vac_78,78,Vac_1d,2024,10540.733362221677,1516.1439310165424,5276.389527352016,9036.635123687489,12796.880720022962,20000,9902.795233638617,1384.0525852711928,4933.490133514932,8476.637469109664,12027.893032406575,20000,5765.026597274113,399.18294223929144,2665.7476241211484,4883.679877563876,7042.083383257546,19999.999999999996,18830.842100912458,3219.724754546314,9771.75417524669,16269.197002150659,22713.308354769215,20000.000000000004
Vac_78,78,Vac_2d,2024,18390.40098994004,3799.3981896925166,9878.982689795652,15958.567189898788,22038.151690001923,20000,17362.321617678695,3532.8385827105235,9312.647124117295,15079.14604995141,20789.456066808278,20000,10839.659948734763,1987.1109421224185,5690.462072429654,9367.82814502226,13050.235890043165,19999.999999999996,31921.63578316143,7006.786928249863,17127.229749952032,27554.65175532628,38197.28790469755,20000.000000000004
Vac_79,79,Vac_1d,2024,10709.496467916426,1492.899092280495,5333.147998795466,9173.396905310437,13013.645811825409,20000,10053.083866775767,1375.646013687533,5004.5385690487365,8603.629041433409,12237.300684442063,20000,5914.398429855244,394.69843824996786,2776.6249617648155,4997.146482591441,7289.700516434871,19999.999999999996,18906.840059990045,3162.3414676041107,9791.19008067304,16325.675262877954,22887.078387546913,20000.000000000004
Vac_79,79,Vac_2d,2024,18794.713334807908,3846.5359487789096,10074.943192957659,16303.350437136409,22531.757681315157,20000,17805.777013752544,3591.2093929628354,9513.204256298442,15443.91390694118,21363.297286146484,20000,11155.202812943036,2058.793408403574,5889.389901785705,9653.839368740231,13392.611054846522,19999.999999999996,32417.297489795572,7026.192153781103,17434.5782430948,28230.816430865838,38744.68430428747,20000.000000000004
Vac_80,80,Vac_1d,2024,10936.974833528817,1482.605296015385,5421.925936645982,9361.246577276579,13300.567217907175,20000,10251.772092338026,1362.23154361755,5077.563424155793,8771.431562136037,12487.401265560207,20000,6109.821706336595,409.73539144777175,2819.2151942784267,5179.222386766356,7483.163455987012,19999.999999999996,19433.43878082114,3181.5144191441436,9845.204573000854,16672.57888455747,23552.06025430721,20000.000000000004
Vac_80,80,Vac_2d,2024,19300.895130685465,3919.531960419946,10328.433281363912,16737.334602307878,23146.235923251847,20000,18253.783794401534,3671.060200813782,9742.654617044229,15816.837306108773,21897.409523636386,20000,11538.179762650332,2156.689993965652,6092.204930217581,9988.384278662443,13862.872988632167,19999.999999999996,32693.692386822066,7037.483867553464,17752.77275907957,28455.243530301308,39052.59904572736,20000.000000000004
Vac_81,81,Vac_1d,2024,11219.542249962069,1484.9018445991317,5541.002013500355,9597.102182401579,13653.202351302803,20000,10503.44668848168,1363.6399921365341,5190.955542086722,8992.78652518351,12772.318580068702,20000,6269.538612014435,392.3642513400975,2908.4312017824764,5308.277097229835,7671.679879779423,19999.999999999996,19854.194972866397,3204.594720971703,10287.209117815642,17096.42452117616,23861.43848400634,20000.000000000004
Vac_81,81,Vac_2d,2024,19904.091131523885,4017.6435574815314,10636.996713332512,17256.349869183494,23875.703025034472,20000,18792.94040702699,3760.1638174673444,10004.410281966091,16267.632964637793,22556.336394128026,20000,11937.840945625212,2222.8787942262966,6235.03577890631,10338.653862155295,14341.663133840648,19999.999999999996,33205.50667987217,7060.425840758377,17955.780195480373,28831.3549510173,39652.30017744932,20000.000000000004
Vac_82,82,Vac_1d,2024,11570.557906714097,1506.2364855352407,5699.703744359764,9893.171003184287,14086.638262008812,20000,10819.699292484824,1370.6509268541881,5345.956351632881,9240.531631294161,13153.74971560416,20000,6468.809550044149,398.7789877841425,3006.6287815206488,5500.237868814304,7958.400152716195,19999.999999999996,20283.335895795335,3230.143772384358,10473.797363899095,17511.060752744797,24433.986385188295,20000.000000000004
Vac_82,82,Vac_2d,2024,20624.00481197148,4149.010654200882,11013.591553271965,17878.172452343046,24742.75335141413,20000,19414.876506152425,3882.8200687603303,10356.984290823031,16824.88583719235,23311.56382556824,20000,12469.611507357684,2304.9153573401677,6491.031043290585,10795.336428454546,14991.138616208696,19999.999999999996,34501.65924340821,7254.689515121958,18595.86514582139,30055.221265543743,41171.31621020489,20000.000000000004
Vac_83,83,Vac_1d,2024,11985.656299086038,1541.683918572956,5893.339077120074,10244.99423566719,14596.64939421431,20000,11207.730608912276,1394.8512734209858,5506.7371448665435,9576.473509570762,13628.409796910304,20000,6774.78617586102,411.7953995424192,3137.560153789872,5743.75387094075,8321.45901398955,19999.999999999996,21030.16118283129,3343.4538361116674,10888.643967165188,18132.61483727031,25376.480701172764,20000.000000000004
Vac_83,83,Vac_2d,2024,21458.00281962544,4309.461505688651,11454.687053162312,18599.912600635973,25745.138148109632,20000,20231.211493491268,4037.943698059418,10761.430664193522,17517.10793246755,24293.53576738655,20000,13020.712212335804,2391.5504607833554,6811.537022558356,11234.570234397144,15672.69498330494,19999.999999999996,36267.068033325915,7570.5875324080325,19360.334675921134,31473.21361127228,43425.72237008815,20000.000000000004
Vac_84,84,Vac_1d,2024,12473.803566157081,1594.5400243510664,6127.566500103572,10660.592975856078,15193.619451608585,20000,11613.590230443911,1447.7883818935024,5709.754089325443,9954.530081584388,14147.876455520684,20000,7064.109033350834,434.2182604107163,3275.264269296914,5999.4795566328385,8664.880471671531,19999.999999999996,22144.43131974857,3514.631783815501,11246.672495639124,19109.434747810108,26680.145571845136,20000.000000000004
Vac_84,84,Vac_2d,2024,22420.371795801933,4503.784583853838,11969.029255498877,19434.273927143917,26899.518598788956,20000,21055.979801579077,4231.312473105872,11246.331962599019,18239.801614547214,25219.980639945992,20000,13587.842187959006,2506.1795881889284,7171.3065232936415,11742.741919723085,16367.13663332104,19999.999999999996,37405.42824766131,7885.404296407371,20047.06287495552,32396.103627037555,44921.56662499508,20000.000000000004
Vac_85,85,Vac_1d,2024,13043.396682662968,1672.7738647478097,6410.533372212459,11148.292879677108,15886.052387141757,20000,12149.230139470708,1522.8895317343145,5985.811865264368,10388.61255756015,14815.238332750856,20000,7361.44401968588,462.6679010176375,3382.795736922261,6237.975473606716,9034.040688790594,19999.999999999996,23111.9093128907,3870.2522486143334,11921.25593373532,19880.78708250264,27958.59265847279,20000.000000000004
Vac_85,85,Vac_2d,2024,23520.70285122403,4740.066662778053,12565.33174129721,20390.596819816365,28215.861898335523,20000,21946.977075463154,4431.642956383408,11762.142506562552,19061.87638378738,26353.638246328042,20000,14192.170373990095,2633.0321257845235,7494.584085858386,12265.198557230571,17114.243789091044,19999.999999999996,39268.580488112246,8336.688627897676,21092.460593551277,33996.798930736615,47176.25282417569,20000.000000000004
Vac_86,86,Vac_1d,2024,13719.01203922102,1781.037393495532,6755.193495881152,11729.349598266772,16703.50570065239,20000,12871.34759560765,1627.14103846957,6299.464989147705,10974.846488975883,15608.412879749165,20000,7755.508756663064,486.4510423625646,3573.7674204508003,6560.41516130165,9529.984154954478,19999.999999999996,24442.379222702726,4205.9519294291,12649.065955485168,21098.151641588924,29488.537151673398,20000.000000000004
Vac_86,86,Vac_2d,2024,24802.613855643132,5028.769162362796,13267.87111789627,21506.97307342974,29746.075028963216,20000,23167.506151343252,4696.856601748099,12412.637492280797,20091.557927026617,27811.88380066643,20000,14978.998361332096,2793.829442170362,7891.305374460627,12961.184530134877,18046.517498067486,19999.999999999996,42126.18976222949,8866.898344813324,22504.730771229835,36582.18503706561,50213.758312594095,20000.000000000004
Vac_87,87,Vac_1d,2024,14492.18354361181,1916.8375176512495,7156.56502846815,12396.29253928505,17636.02005010195,20000,13587.804466797643,1760.9998137865923,6643.365621426601,11584.078461332942,16514.60176748452,20000,8188.47833778988,529.1619399238521,3810.3217409828612,6911.130754995731,10000.013931881884,19999.999999999996,26212.22009516267,4597.893119402584,13517.635601785332,22556.745103130645,31695.43258321071,20000.000000000004
Vac_87,87,Vac_2d,2024,26253.538287426985,5366.029261968131,14069.158022575986,22772.28678318384,31475.415543791696,20000,24510.45486889185,5021.119202954909,13189.839743132075,21240.47393442827,29408.04912246311,20000,15770.402665966862,2962.700035156871,8412.85796249638,13632.845419832875,19029.393114429822,19999.999999999996,44815.71493794344,9567.449282074884,23953.565229416585,38855.598638071824,53615.27213443058,20000.000000000004
Vac_88,88,Vac_1d,2024,15403.193063066637,2100.91338375852,7643.529916803569,13186.146449848617,18728.762982893666,20000,14468.708336983247,1935.1729687059383,7177.779407116387,12362.984879151205,17544.6262714796,20000,8558.599821034977,616.0962223241697,4048.1520848422747,7264.05531945449,10571.928169392135,19999.999999999996,28493.5323546505,4963.62216766457,14398.487587169111,24435.33454119607,34408.404319787296,20000.000000000004
Vac_88,88,Vac_2d,2024,27931.773045748654,5777.48509632472,15008.438408584692,24239.391720844666,33470.34503310463,20000,26198.261161116076,5433.945741874143,14075.880027372295,22761.325453518646,31402.38385229312,20000,16776.99675881092,3225.8205055304397,8999.923896399847,14557.255715409488,20106.608323913075,19999.999999999996,47107.8855594923,10360.066062472357,25639.596489233176,40973.003276465985,56479.07207197579,20000.000000000004
Vac_89,89,Vac_1d,2024,16459.492542167824,2325.78419532444,8214.829339842518,14103.874484360593,19992.91962887867,20000,15356.4036182167,2119.079143813417,7667.764378624731,13166.824729997632,18660.40632806561,20000,9193.973154688621,706.8818427998051,4381.3910550891105,7822.999340541562,11247.604276080598,19999.999999999996,30257.789787542857,5432.112176929184,15495.711877653654,26041.39618428779,36595.41959291835,20000.000000000004
Vac_89,89,Vac_2d,2024,29861.955476798,6261.442235137471,16094.989419162692,25928.536603187913,35762.08378721314,20000,28018.644644431773,5857.8332197053915,15070.256207946826,24302.429684052007,33562.61002401577,20000,18013.917535925957,3514.6655961921406,9503.116050668845,15647.917328922147,21563.039699970395,19999.999999999996,50267.26604208109,11201.678861282408,27596.02243270241,43707.38171971482,60181.27345019787,20000.000000000004
Vac_90,90,Vac_1d,2024,17704.04459626176,2613.2258855889954,8901.06701503598,15188.908144482964,21476.74927392995,20000,16548.636287128335,2395.9835430893154,8317.417343294066,14182.468224510516,20061.88456007916,20000,9805.41326675871,854.5970605565568,4721.93747742598,8301.18877989679,11982.58503012161,19999.999999999996,33218.920343197206,6007.286273273934,17125.95002994208,28767.873532403974,39891.81022201063,20000.000000000004
Vac_90,90,Vac_2d,2024,32109.710199605423,6845.808385842661,17372.434141577145,27899.05989731163,38425.685653046115,20000,30179.462643177918,6424.407115438507,16273.58926247964,26222.141591077816,36102.1422863051,20000,19220.581105188194,3893.0070233535816,10264.168641754493,16644.43880270343,23058.980760798255,19999.999999999996,55212.49488207362,12298.656327053695,30144.073101433885,48013.96226772357,65948.62149481599,20000.000000000004
Vac_91,91,Vac_1d,2024,19125.275579865414,2964.1692160418706,9697.963534301682,16431.75785256149,23165.552170821302,20000,17930.701208248047,2716.1049372491107,9000.222025977055,15395.259246464033,21711.81212720414,20000,10555.419854978114,1094.5313692292336,5157.3847483674745,8946.880517739086,12881.827953388818,19999.999999999996,35668.14562967879,6753.977507893926,18448.13635519929,30846.27159078129,42881.66198858267,20000.000000000004
Vac_91,91,Vac_2d,2024,34654.50593722006,7528.739255122946,18831.142039330076,30133.544823537206,41435.94760774434,20000,32656.00208648669,7027.44867625361,17627.830638234278,28359.017044520915,39031.99843718021,20000,20687.7001379854,4234.240977720937,10967.656505238205,17951.066571737298,24792.650487357543,19999.999999999996,59846.50370946261,13521.657680491164,32557.274866781525,52132.9147355974,71463.09051456684,20000.000000000004
Vac_92,92,Vac_1d,2024,20763.99417374708,3386.874171973714,10627.340839379283,17867.80750678485,25108.27417419042,20000,19376.556655340533,3118.884096282024,9917.5308405471,16676.60057297289,23490.303535488812,20000,11543.855876829422,1338.727125096459,5545.895994636224,9805.725183562781,13944.861581491139,19999.999999999996,38945.91838707113,7603.157423825096,20249.736082908355,33600.11866242768,46631.68996130955,20000.000000000004
Vac_92,92,Vac_2d,2024,37573.41903505806,8329.208049417064,20514.29596010081,32699.38387078456,44884.47178146831,20000,35500.73942409437,7824.9907808948155,19274.980251311885,30882.188311054815,42425.86846318746,20000,22293.313384217516,4696.330141654623,12082.788773476712,19382.04696797491,26660.21300858143,19999.999999999996,65044.76868702206,15055.18817737425,35783.664156615436,56585.93114608788,77579.56270998268,20000.000000000004
Vac_93,93,Vac_1d,2024,22718.37409325261,3919.6219706139927,11752.43535504675,19585.248739479506,27418.062123912263,20000,21297.530843986722,3593.2220804915496,10972.832140988612,18374.181307517458,25672.564175687952,20000,12644.008854108677,1635.460361704263,6361.0321417116365,10807.784103907881,15297.49981671089,19999.999999999996,42233.250353990246,8642.8103708922,22476.202724431656,36630.6663411411,50677.774403664465,20000.000000000004
Vac_93,93,Vac_2d,2024,41027.04875667005,9303.868116794927,22521.860050076226,35739.85198335753,48957.84391663883,20000,38631.87314251236,8759.431190044388,21194.333079594388,33692.79995891549,46156.746169602295,20000,24625.65428134625,5320.78541851786,13389.424345494283,21415.302871102827,29440.903798880754,19999.999999999996,71449.96076664192,16877.128296530656,39523.93133360267,62183.094423263414,85182.7546747788,20000.000000000004
