Scenario,Arm,Year0,Age0,Age1,Index,A,M,L,U
"Second_[80,85)",Vac,2024,78,NA,Q_All,9829314.943923626,9829332.864612816,9827562.794389237,9831047.380614769
"Second_[80,85)",Vac,2024,78,NA,Q_HZ_d,-10187.82607313686,-10182.406576306312,-11645.551976471692,-8747.409957223166
"Second_[80,85)",Vac,2024,78,NA,Q_Life_d,8213138.788390236,8213139.973947974,8213065.791660894,8213204.1523127435
"Second_[80,85)",Vac,2024,78,NA,Q_All_d,8202950.962317099,8202962.079856075,8201497.859925376,8204387.146880416
"Second_[80,85)",Vac,2024,78,NA,C_Hosp,25192541.724741016,25104157.162717804,20752492.719662182,29990109.0789486
"Second_[80,85)",Vac,2024,78,NA,C_GP_NonPHN,7588255.372750949,7576838.578938632,7082589.748001191,8123750.300763301
"Second_[80,85)",Vac,2024,78,NA,C_GP_PHN,3345878.8893000176,3325361.132077334,2920505.9920410737,3800584.037899692
"Second_[80,85)",Vac,2024,78,NA,C_GP,10934134.262050966,10914381.136016253,10186419.536757153,11716779.676913192
"Second_[80,85)",Vac,2024,78,NA,C_Med,36126675.98679198,36010430.284251526,31459163.357614182,41414952.12575449
"Second_[80,85)",Vac,2024,78,NA,C_VacZVL,0,0,0,0
"Second_[80,85)",Vac,2024,78,NA,C_VacRZV,0,0,0,0
"Second_[80,85)",Vac,2024,78,NA,C_Vac,0,0,0,0
"Second_[80,85)",Vac,2024,78,NA,C_All,36126675.98679198,36010430.284251526,31459163.357614182,41414952.12575449
"Second_[80,85)",Vac,2024,78,NA,C_Hosp_d,20063971.61793199,19973978.854172383,16539685.75139694,24070825.772217568
"Second_[80,85)",Vac,2024,78,NA,C_GP_NonPHN_d,6328571.515758425,6317850.407787429,5905579.522022565,6776799.182454734
"Second_[80,85)",Vac,2024,78,NA,C_GP_PHN_d,2808353.574875059,2791846.9166161297,2462412.7443727097,3186531.978102886
"Second_[80,85)",Vac,2024,78,NA,C_GP_d,9136925.090633484,9119338.933594644,8490961.454860052,9794672.490055874
"Second_[80,85)",Vac,2024,78,NA,C_Med_d,29200896.708565477,29120280.271422744,25477872.857746482,33331261.203688838
"Second_[80,85)",Vac,2024,78,NA,C_VacZVL_d,0,0,0,0
"Second_[80,85)",Vac,2024,78,NA,C_VacRZV_d,0,0,0,0
"Second_[80,85)",Vac,2024,78,NA,C_Vac_d,0,0,0,0
"Second_[80,85)",Vac,2024,78,NA,C_All_d,29200896.708565477,29120280.271422744,25477872.857746482,33331261.203688838
"Second_[80,85)",Vac,2024,78,NA,N_VacZVL,0,0,0,0
"Second_[80,85)",Vac,2024,78,NA,N_VacRZV,0,0,0,0
"Second_[80,85)",Vac,2024,78,NA,N_VacZVL_d,0,0,0,0
"Second_[80,85)",Vac,2024,78,NA,N_VacRZV_d,0,0,0,0
"Second_[80,85)",Vac,2024,79,NA,N0,1,1,1,1
"Second_[80,85)",Vac,2024,79,NA,Year_Life,7.729775380790387,7.729776118962395,7.729680214103144,7.729861035295161
"Second_[80,85)",Vac,2024,79,NA,Year_Immunised,1.728439555168318,1.7368171551527332,1.4271467629193648,2.0630495627360337
"Second_[80,85)",Vac,2024,79,NA,Risk_HZ,0.06384378748486848,0.06374394430928165,0.06001458055633819,0.06784041182767746
"Second_[80,85)",Vac,2024,79,NA,Risk_Hosp,0.004891824767600053,0.004872984643910774,0.004035304215154739,0.005822793986671254
"Second_[80,85)",Vac,2024,79,NA,Risk_PHN,0.005697091177243506,0.005696121915647717,0.005005594096681579,0.00643820583714269
"Second_[80,85)",Vac,2024,79,NA,Risk_Death,9.037495234648164e-7,9.008927467528217e-7,7.364398099900624e-7,1.0856117602444208e-6
"Second_[80,85)",Vac,2024,79,NA,Q_Life,9841639.56592286,9841640.629514892,9841533.893706478,9841732.214890944
"Second_[80,85)",Vac,2024,79,NA,Q_HZ,-11877.81874605361,-11872.988608278092,-13569.850228733403,-10200.337903631727
"Second_[80,85)",Vac,2024,79,NA,Q_All,9829761.747176807,9829768.790971229,9828084.933073228,9831423.938888751
"Second_[80,85)",Vac,2024,79,NA,Q_HZ_d,-9805.814407771762,-9801.6271943876,-11213.299983361656,-8428.41432752382
"Second_[80,85)",Vac,2024,79,NA,Q_Life_d,8213155.866848781,8213156.627291995,8213083.982232802,8213219.328167467
"Second_[80,85)",Vac,2024,79,NA,Q_All_d,8203350.052441009,8203356.848227188,8201963.43810968,8204719.684468835
"Second_[80,85)",Vac,2024,79,NA,C_Hosp,24497674.927084535,24400783.75885967,20212380.811969154,29186143.56624224
"Second_[80,85)",Vac,2024,79,NA,C_GP_NonPHN,7316210.746727551,7307344.036143931,6838319.86310024,7826855.513974311
"Second_[80,85)",Vac,2024,79,NA,C_GP_PHN,3223053.8231160967,3201981.2033213982,2823850.8580680713,3659989.1517364094
"Second_[80,85)",Vac,2024,79,NA,C_GP,10539264.569843648,10519167.123297498,9845845.74966912,11271750.347212259
"Second_[80,85)",Vac,2024,79,NA,C_Med,35036939.496928185,34943007.45282509,30573155.270787153,40231451.33901332
"Second_[80,85)",Vac,2024,79,NA,C_VacZVL,0,0,0,0
"Second_[80,85)",Vac,2024,79,NA,C_VacRZV,0,0,0,0
"Second_[80,85)",Vac,2024,79,NA,C_Vac,0,0,0,0
"Second_[80,85)",Vac,2024,79,NA,C_All,35036939.496928185,34943007.45282509,30573155.270787153,40231451.33901332
"Second_[80,85)",Vac,2024,79,NA,C_Hosp_d,19455363.00653285,19373146.031747468,16029169.310068231,23381504.79726358
"Second_[80,85)",Vac,2024,79,NA,C_GP_NonPHN_d,6082155.758459025,6071755.105688941,5684702.740129939,6507330.269806542
"Second_[80,85)",Vac,2024,79,NA,C_GP_PHN_d,2696868.0963907316,2682864.5717155356,2371092.621868591,3057309.5709121637
"Second_[80,85)",Vac,2024,79,NA,C_GP_d,8779023.854849756,8764296.40493761,8204958.560879553,9410643.767170087
"Second_[80,85)",Vac,2024,79,NA,C_Med_d,28234386.861382607,28159325.568656966,24626295.685634945,32253619.538876448
"Second_[80,85)",Vac,2024,79,NA,C_VacZVL_d,0,0,0,0
"Second_[80,85)",Vac,2024,79,NA,C_VacRZV_d,0,0,0,0
"Second_[80,85)",Vac,2024,79,NA,C_Vac_d,0,0,0,0
"Second_[80,85)",Vac,2024,79,NA,C_All_d,28234386.861382607,28159325.568656966,24626295.685634945,32253619.538876448
"Second_[80,85)",Vac,2024,79,NA,N_VacZVL,0,0,0,0
"Second_[80,85)",Vac,2024,79,NA,N_VacRZV,0,0,0,0
"Second_[80,85)",Vac,2024,79,NA,N_VacZVL_d,0,0,0,0
"Second_[80,85)",Vac,2024,79,NA,N_VacRZV_d,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",N0,1,1,1,1
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Year_Life,3.150502283596604,3.1505038394163116,3.150424327722696,3.1505663907044608
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Year_Immunised,1.8427230990501682,1.8444085257990877,1.3667781132655392,2.2891883268173316
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Risk_HZ,0.02366129779121069,0.023510093406571057,0.015450222091893588,0.032596883335863004
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Risk_Hosp,0.0022546300413222595,0.002243180033178431,0.0014701168784005743,0.0031736947474577627
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Risk_PHN,0.0020306288006443564,0.002006577880105427,0.0012893336423305684,0.0029282074934105563
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Risk_Death,2.478777115481206e-7,2.3827222981281855e-7,1.1072867916315079e-7,4.2890816004522424e-7
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Q_Life,4400929.32693179,4400932.563304676,4400853.904240345,4400990.984548857
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Q_HZ,-2709.1953473566373,-2683.554759584016,-3821.867123391633,-1744.850308775153
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Q_All,4398220.131584434,4398239.30510268,4397022.857693777,4399235.473269972
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Q_HZ_d,-2327.003703465519,-2318.6502866305646,-3335.0133443912578,-1437.3537450919575
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Q_Life_d,3855647.6081173182,3855649.938255083,3855589.092536033,3855695.8924771734
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",Q_All_d,3853320.604413853,3853334.7484987592,3852278.270221394,3854267.871903856
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_Hosp,6897216.454700099,6861810.844831424,4509143.645869584,9684854.995420605
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_GP_NonPHN,1596718.4874849534,1598369.8660081031,1038576.9231742439,2202940.497912945
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_GP_PHN,673627.2036848273,666744.4063466556,420722.43725577346,976105.1537649066
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_GP,2270345.6911697807,2256140.2452801904,1456055.419335414,3188021.7263321504
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_Med,9167562.14586988,9106200.100091957,6040413.513620124,12608609.129900426
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_VacZVL,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_VacRZV,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_Vac,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_All,89115927.14586988,89054565.10009196,85988778.51362014,92556974.12990043
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_Hosp_d,5824157.849023686,5774861.787218701,3683313.45982068,8366756.477849718
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_GP_NonPHN_d,1375110.9973284206,1369069.4941259893,859619.391804785,1926079.4240596618
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_GP_PHN_d,583721.6073859205,575961.724826073,359400.6885178627,853896.2790557024
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_GP_d,1958832.6047143412,1947163.0423380584,1205106.6592359655,2804982.5382821755
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_Med_d,7782990.453738027,7714911.634099608,5025895.6115640225,10937979.493042499
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_VacZVL_d,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_VacRZV_d,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_Vac_d,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",C_All_d,87731355.45373803,87663276.6340996,84974260.61156404,90886344.4930425
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",N_VacZVL,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",N_VacRZV,940569,940569,940569,940569
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",N_VacZVL_d,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,70,"[85,90)",N_VacRZV_d,940569,940569,940569,940569
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",N0,1,1,1,1
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Year_Life,3.197959443892859,3.197961023953124,3.1978804122029865,3.1980237878499045
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Year_Immunised,1.8704807207583454,1.8721915397866362,1.3873662677607728,2.323671165318939
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Risk_HZ,0.023661297690422998,0.023510093406571057,0.015450222091893588,0.032596883335863004
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Risk_Hosp,0.0022546300294082515,0.002243180033178431,0.0014701168784005743,0.0031736947474577627
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Risk_PHN,0.002030628790985178,0.002006577880105427,0.0012893336423305684,0.0029282074934105567
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Risk_Death,2.478777073314243e-7,2.3827222981281855e-7,1.1072867916315077e-7,4.2890816004522424e-7
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Q_Life,4400929.85839458,4400933.039410196,4400854.677610945,4400991.579434788
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Q_HZ,-2709.195717956599,-2683.555189734868,-3821.8676633156683,-1744.8505762062496
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Q_All,4398220.662676624,4398239.883432149,4397023.402142261,4399236.050340456
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Q_HZ_d,-2327.004025472346,-2318.6505195840637,-3335.0138174593535,-1437.3539299089894
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Q_Life_d,3855648.0624807575,3855650.4027850376,3855589.542367359,3855696.27336094
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",Q_All_d,3853321.058455285,3853335.2220874955,3852278.7705922867,3854268.365502585
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_Hosp,6897217.397553942,6861811.914731765,4509144.146817494,9684856.506229702
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_GP_NonPHN,1596718.706706201,1598370.1202402916,1038577.038262198,2202940.7600790984
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_GP_PHN,673627.2957216898,666744.49033604,420722.4988287433,976105.2804309167
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_GP,2270346.002427891,2256140.620489746,1456055.6357707502,3188022.1073870114
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_Med,9167563.399981834,9106201.518561572,6040414.6315345,12608611.110934256
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_VacZVL,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_VacRZV,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_Vac,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_All,89115928.39998183,89054566.51856157,85988779.63153449,92556976.11093426
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_Hosp_d,5824158.655485676,5774862.718014382,3683313.9542655707,8366757.764759279
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_GP_NonPHN_d,1375111.188071729,1369069.6801895958,859619.501755007,1926079.7437465002
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_GP_PHN_d,583721.6880936425,575961.7839560022,359400.73716672667,853896.385633389
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_GP_d,1958832.8761653714,1947163.302566369,1205106.8105103106,2804982.8741498287
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_Med_d,7782991.531651047,7714912.685935248,5025896.271557803,10937981.10587137
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_VacZVL_d,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_VacRZV_d,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_Vac_d,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",C_All_d,87731356.53165105,87663277.68593526,84974261.27155781,90886346.10587136
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",N_VacZVL,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",N_VacRZV,940569,940569,940569,940569
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",N_VacZVL_d,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,71,"[85,90)",N_VacRZV_d,940569,940569,940569,940569
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",N0,1,1,1,1
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Year_Life,3.2511948583520285,3.251196636237453,3.2511151180277817,3.2512598751791626
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Year_Immunised,1.9016180455725948,1.9033573027576844,1.4104611602650325,2.3623525207577476
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Risk_HZ,0.023661297437869235,0.023510093406571057,0.015450222091893588,0.032596883335863004
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Risk_Hosp,0.0022546299995541332,0.002243180033178431,0.0014701168784005743,0.003173694747457763
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Risk_PHN,0.002030628766781212,0.002006577880105427,0.0012893336423305684,0.0029282074934105567
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Risk_Death,2.478776967879837e-7,2.3827222981281855e-7,1.1072867916315077e-7,4.2890816004522424e-7
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Q_Life,4400930.464066505,4400933.607741915,4400855.366539491,4400992.105879633
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Q_HZ,-2709.196122958214,-2683.555668498744,-3821.868283824986,-1744.8508750083129
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Q_All,4398221.267943547,4398240.528542288,4397024.035050267,4399236.694777022
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Q_HZ_d,-2327.004382138829,-2318.6508048603723,-3335.0143607245222,-1437.3541372210407
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Q_Life_d,3855648.5802692757,3855650.896360909,3855590.0591693576,3855696.7216546563
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",Q_All_d,3853321.5758871366,3853335.750830217,3852279.327136881,3854268.9167128387
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_Hosp,6897218.4215045385,6861813.099601515,4509144.7408326315,9684858.199076287
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_GP_NonPHN,1596718.9474883142,1598370.406559826,1038577.1725871705,2202941.068098903
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_GP_PHN,673627.3961584949,666744.5876781861,420722.56729197793,976105.4280807832
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_GP,2270346.343646809,2256141.0383101315,1456055.8772535021,3188022.5551820826
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_Med,9167564.765151348,9106203.13654299,6040415.909115812,12608613.343312647
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_VacZVL,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_VacRZV,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_Vac,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_All,89115929.76515135,89054568.13654299,85988780.9091158,92556978.34331265
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_Hosp_d,5824159.544459809,5774863.7774176495,3683314.5199645306,8366759.197204318
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_GP_NonPHN_d,1375111.4000732237,1369069.8923666426,859619.6251408736,1926080.1054035742
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_GP_PHN_d,583721.777424699,575961.8559499863,359400.79254812404,853896.5191321684
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_GP_d,1958833.1774979227,1947163.600698891,1205106.9815902063,2804983.268540606
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_Med_d,7782992.721957731,7714913.88944291,5025897.046678936,10937982.88500999
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_VacZVL_d,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_VacRZV_d,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_Vac_d,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",C_All_d,87731357.72195773,87663278.8894429,84974262.04667893,90886347.88500997
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",N_VacZVL,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",N_VacRZV,940569,940569,940569,940569
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",N_VacZVL_d,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,72,"[85,90)",N_VacRZV_d,940569,940569,940569,940569
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",N0,1,1,1,1
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Year_Life,3.3112142975016434,3.3112160078776465,3.311133328637457,3.3112798521163973
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Year_Immunised,1.9367233458937363,1.9384946185129852,1.4364991169089336,2.4059631883960493
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Risk_HZ,0.023661297057422242,0.02351009340657106,0.015450222091893588,0.032596883335863004
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Risk_Hosp,0.0022546299587963086,0.0022431800331784314,0.0014701168784005741,0.0031736947474577627
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Risk_PHN,0.0020306287327975666,0.002006577880105427,0.0012893336423305684,0.0029282074934105563
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Risk_Death,2.478776811114371e-7,2.3827222981281855e-7,1.1072867916315079e-7,4.2890816004522424e-7
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Q_Life,4400931.155936554,4400934.317812908,4400856.0675190175,4400992.725408005
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Q_HZ,-2709.196575047762,-2683.556202397631,-3821.8689982704054,-1744.851209340228
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Q_All,4398221.959361506,4398241.250000775,4397024.7603245,4399237.41547749
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Q_HZ_d,-2327.0047833090966,-2318.6511540601136,-3335.0149857682404,-1437.3543703181947
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Q_Life_d,3855649.171726293,3855651.4821112715,3855590.655168002,3855697.2489625067
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",Q_All_d,3853322.166942984,3853336.342292088,3852279.9474721295,3854269.5331413383
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_Hosp,6897219.570822295,6861814.415652186,4509145.445700316,9684860.100209692
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_GP_NonPHN,1596719.21618796,1598370.7295193018,1038577.3296377615,2202941.430301227
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_GP_PHN,673627.5087674862,666744.7007375455,420722.6435750975,976105.6003885883
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_GP,2270346.724955446,2256141.504821954,1456056.147396696,3188023.081820953
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_Med,9167566.295777742,9106204.984346567,6040417.3712650305,12608615.862310976
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_VacZVL,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_VacRZV,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_Vac,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_All,89115931.29577774,89054569.98434657,85988782.37126502,92556980.86231098
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_Hosp_d,5824160.54785366,5774864.984968182,3683315.168679979,8366760.795354502
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_GP_NonPHN_d,1375111.6384768328,1369070.1348078367,859619.7639297178,1926080.5151603299
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_GP_PHN_d,583721.8782116602,575961.9435801108,359400.8557020439,853896.6856249577
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_GP_d,1958833.5166884928,1947163.9430097407,1205107.1753739547,2804983.732059863
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_Med_d,7782994.064542152,7714915.269841238,5025897.957088333,10937984.852913184
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_VacZVL_d,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_VacRZV_d,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_Vac_d,79948365,79948365,79948365,79948365
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",C_All_d,87731359.06454216,87663280.26984124,84974262.95708834,90886349.8529132
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",N_VacZVL,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",N_VacRZV,940569,940569,940569,940569
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",N_VacZVL_d,0,0,0,0
"Second_[85,90)",ReVac_RZV1,2024,73,"[85,90)",N_VacRZV_d,940569,940569,940569,940569
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",N0,1,1,1,1
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Year_Life,3.3792922996487285,3.3792944874628583,3.3792100746437668,3.379358529601043
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Year_Immunised,1.9765421359923896,1.9783496354782382,1.4660330621941053,2.4554292511943205
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Risk_HZ,0.023661296054929587,0.02351009340657106,0.015450222091893588,0.03259688333586301
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Risk_Hosp,0.002254629863253628,0.0022431800331784305,0.0014701168784005745,0.0031736947474577636
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Risk_PHN,0.002030628649088506,0.002006577880105427,0.0012893336423305684,0.0029282074934105563
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Risk_Death,2.4787763970243244e-7,2.3827222981281855e-7,1.1072867916315079e-7,4.2890816004522424e-7
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Q_Life,4400931.948256451,4400935.099427503,4400856.876336106,4400993.452067904
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Q_HZ,-2709.197021746505,-2683.5567991013613,-3821.869822634804,-1744.8515840425462
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Q_All,4398222.751234704,4398242.059232995,4397025.593187306,4399238.222794393
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Q_HZ_d,-2327.0051991322175,-2318.6515813054907,-3335.015706451103,-1437.3546331244984
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Q_Life_d,3855649.849027748,3855652.158103279,3855591.3466075505,3855697.868735659
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",Q_All_d,3853322.843828616,3853337.005359565,3852280.640591016,3854270.2236375916
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",C_Hosp,6897220.73459566,6861815.882262675,4509146.282773703,9684862.240847662
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",C_GP_NonPHN,1596719.4843955997,1598371.0944544156,1038577.5136282813,2202941.8566373135
"Second_[85,90)",ReVac_RZV1,2024,74,"[85,90)",C_GP_PHN,673627.622077812,666744.832368335,420722.728774969,976105.8017395386
