Scenario,Age0,Age1,Arm,Index,M,L,U
Vac_70,70,71,ReVac_RZV1,Year_Life,16.743468582193152,16.74333529395888,16.74370509634798
Vac_70,70,71,ReVac_RZV1,Year_Immunised,8.929496340736794,6.999279881608719,11.740777618975299
Vac_70,70,71,ReVac_RZV1,Risk_HZ,0.07055628095947425,0.044429918279426134,0.08872129384374074
Vac_70,70,71,ReVac_RZV1,Risk_Hosp,0.003765366220818564,0.0018657226163771427,0.004956120738102673
Vac_70,70,71,ReVac_RZV1,Risk_PHN,0.0060121400203089525,0.0037197566605942827,0.007471719320403863
Vac_70,70,71,ReVac_RZV1,Risk_Death,6.001702751069844e-7,1.1902644243052081e-7,7.886298645752362e-7
Vac_70,70,71,ReVac_RZV1,Q_Life,12.799665726252734,12.799573276203985,12.799828212364005
Vac_70,70,71,ReVac_RZV1,Q_HZ,-0.008551401185109338,-0.010739350619943147,-0.004910772392269272
Vac_70,70,71,ReVac_RZV1,Q_All,12.7911395696146,12.788863926291636,12.794917439971735
Vac_70,70,71,ReVac_RZV1,Q_HZ_d,-0.005618861974991827,-0.007042813188192737,-0.0034842850072051685
Vac_70,70,71,ReVac_RZV1,Q_Life_d,9.427801071692219,9.427753624854525,9.427876197932736
Vac_70,70,71,ReVac_RZV1,Q_All_d,9.42219130793633,9.420727030846226,9.424391912925532
Vac_70,70,71,ReVac_RZV1,C_Hosp,12.814865463654026,6.180895770612231,16.770988179881815
Vac_70,70,71,ReVac_RZV1,C_GP_NonPHN,5.85046715877888,3.7313246341174375,7.2822597362488
Vac_70,70,71,ReVac_RZV1,C_GP_PHN,2.4091729351601257,1.523866681218115,2.953646365716778
Vac_70,70,71,ReVac_RZV1,C_GP,8.259640093939005,5.255191315335552,10.188560132438777
Vac_70,70,71,ReVac_RZV1,C_Med,21.198614226501864,11.436087085947785,26.879454216797868
Vac_70,70,71,ReVac_RZV1,C_VacZVL,0,0,0
Vac_70,70,71,ReVac_RZV1,C_VacRZV,255,255,255
Vac_70,70,71,ReVac_RZV1,C_Vac,255,255,255
Vac_70,70,71,ReVac_RZV1,C_All,276.19861422650183,266.4360870859478,281.87945421679785
Vac_70,70,71,ReVac_RZV1,C_Hosp_d,7.307213486280165,3.829627025849719,9.780521817326996
Vac_70,70,71,ReVac_RZV1,C_GP_NonPHN_d,3.8470360322621246,2.7132859196786274,4.944522643717494
Vac_70,70,71,ReVac_RZV1,C_GP_PHN_d,1.5550112210497087,1.072733821845107,1.970967949489907
Vac_70,70,71,ReVac_RZV1,C_GP_d,5.381358074156585,3.7860197415237344,6.915490593207401
Vac_70,70,71,ReVac_RZV1,C_Med_d,12.77768927354419,7.615646767373454,16.696012410534397
Vac_70,70,71,ReVac_RZV1,C_VacZVL_d,0,0,0
Vac_70,70,71,ReVac_RZV1,C_VacRZV_d,252.1256038647343,252.1256038647343,252.1256038647343
Vac_70,70,71,ReVac_RZV1,C_Vac_d,252.1256038647343,252.1256038647343,252.1256038647343
Vac_70,70,71,ReVac_RZV1,C_All_d,264.9032931382785,259.7412506321078,268.8216162752687
Vac_70,70,71,ReVac_RZV1,N_VacZVL,0,0,0
Vac_70,70,71,ReVac_RZV1,N_VacRZV,3,3,3
Vac_70,70,71,ReVac_RZV1,N_VacZVL_d,0,0,0
Vac_70,70,71,ReVac_RZV1,N_VacRZV_d,2.966183574879227,2.966183574879227,2.966183574879227
Vac_70,70,71,ReVac_RZV2,Year_Life,16.743470401374793,16.7433376635095,16.74370509634798
Vac_70,70,71,ReVac_RZV2,Year_Immunised,8.939930940202515,6.999279881608719,11.740777618975299
Vac_70,70,71,ReVac_RZV2,Risk_HZ,0.07046395986749118,0.044429918279426134,0.08872129384374074
Vac_70,70,71,ReVac_RZV2,Risk_Hosp,0.0037480626776268565,0.0018657226163771427,0.004956120738102673
Vac_70,70,71,ReVac_RZV2,Risk_PHN,0.006005605100185387,0.0037197566605942827,0.007471719320403863
Vac_70,70,71,ReVac_RZV2,Risk_Death,5.99482426448828e-7,1.1902644243052081e-7,7.874196931476974e-7
Vac_70,70,71,ReVac_RZV2,Q_Life,12.799667003452315,12.799574938854501,12.799828212364005
Vac_70,70,71,ReVac_RZV2,Q_HZ,-0.008478355503513734,-0.010716801189567377,-0.004910772392269272
Vac_70,70,71,ReVac_RZV2,Q_All,12.791213892495776,12.788886958427002,12.794917439971735
Vac_70,70,71,ReVac_RZV2,Q_HZ_d,-0.00555559884114764,-0.007042813188192737,-0.0034842850072051685
Vac_70,70,71,ReVac_RZV2,Q_Life_d,9.42780187054707,9.427754660252553,9.427876197932736
Vac_70,70,71,ReVac_RZV2,Q_All_d,9.422254618181617,9.420727030846226,9.424391912925532
Vac_70,70,71,ReVac_RZV2,C_Hosp,12.764187238487633,6.180895770612231,16.770988179881815
Vac_70,70,71,ReVac_RZV2,C_GP_NonPHN,5.842444640591866,3.7313246341174375,7.2822597362488
Vac_70,70,71,ReVac_RZV2,C_GP_PHN,2.406572836107874,1.523866681218115,2.9321873264176177
Vac_70,70,71,ReVac_RZV2,C_GP,8.249017476699741,5.255191315335552,10.188560132438777
Vac_70,70,71,ReVac_RZV2,C_Med,21.181417863099917,11.436087085947785,26.879454216797868
Vac_70,70,71,ReVac_RZV2,C_VacZVL,0,0,0
Vac_70,70,71,ReVac_RZV2,C_VacRZV,340,340,340
Vac_70,70,71,ReVac_RZV2,C_Vac,340,340,340
Vac_70,70,71,ReVac_RZV2,C_All,361.1814178630999,351.4360870859478,366.87945421679785
Vac_70,70,71,ReVac_RZV2,C_Hosp_d,7.264498191331733,3.829627025849719,9.780521817326996
Vac_70,70,71,ReVac_RZV2,C_GP_NonPHN_d,3.8017861160692545,2.7132859196786274,4.944522643717494
Vac_70,70,71,ReVac_RZV2,C_GP_PHN_d,1.5528784820090489,1.072733821845107,1.970967949489907
Vac_70,70,71,ReVac_RZV2,C_GP_d,5.381358074156585,3.7860197415237344,6.915490593207401
Vac_70,70,71,ReVac_RZV2,C_Med_d,12.69385421211773,7.615646767373454,16.696012410534397
Vac_70,70,71,ReVac_RZV2,C_VacZVL_d,0,0,0
Vac_70,70,71,ReVac_RZV2,C_VacRZV_d,334.2512077294686,334.2512077294686,334.2512077294686
Vac_70,70,71,ReVac_RZV2,C_Vac_d,334.2512077294686,334.2512077294686,334.2512077294686
Vac_70,70,71,ReVac_RZV2,C_All_d,346.94506194158635,341.86685449684205,350.94722014000297
Vac_70,70,71,ReVac_RZV2,N_VacZVL,0,0,0
Vac_70,70,71,ReVac_RZV2,N_VacRZV,4,4,4
Vac_70,70,71,ReVac_RZV2,N_VacZVL_d,0,0,0
Vac_70,70,71,ReVac_RZV2,N_VacRZV_d,3.9323671497584543,3.9323671497584543,3.9323671497584543
Vac_70,70,72,ReVac_RZV1,Year_Life,16.743469138659826,16.74333529395888,16.74370509634798
Vac_70,70,72,ReVac_RZV1,Year_Immunised,8.929496340736794,6.999279881608719,11.740777618975299
Vac_70,70,72,ReVac_RZV1,Risk_HZ,0.07055628095947425,0.044429918279426134,0.08872129384374074
Vac_70,70,72,ReVac_RZV1,Risk_Hosp,0.003760693413438491,0.0018657226163771427,0.004956120738102673
Vac_70,70,72,ReVac_RZV1,Risk_PHN,0.0060121400203089525,0.0037197566605942827,0.007471719320403863
Vac_70,70,72,ReVac_RZV1,Risk_Death,6.000535440641694e-7,1.1902644243052081e-7,7.886298645752362e-7
Vac_70,70,72,ReVac_RZV1,Q_Life,12.799666116916011,12.799573276203985,12.799828212364005
Vac_70,70,72,ReVac_RZV1,Q_HZ,-0.00852626694438638,-0.010739350619943147,-0.004910772392269272
Vac_70,70,72,ReVac_RZV1,Q_All,12.7911650945186,12.788863926291636,12.794917439971735
Vac_70,70,72,ReVac_RZV1,Q_HZ_d,-0.005596580828671522,-0.007042813188192737,-0.0034842850072051685
Vac_70,70,72,ReVac_RZV1,Q_Life_d,9.427801323678015,9.427753624854525,9.427876197932736
Vac_70,70,72,ReVac_RZV1,Q_All_d,9.422213841068448,9.420727030846226,9.424391912925532
Vac_70,70,72,ReVac_RZV1,C_Hosp,12.801488578879304,6.180895770612231,16.770988179881815
Vac_70,70,72,ReVac_RZV1,C_GP_NonPHN,5.85046715877888,3.7313246341174375,7.2822597362488
Vac_70,70,72,ReVac_RZV1,C_GP_PHN,2.4091729351601257,1.523866681218115,2.953450609808744
Vac_70,70,72,ReVac_RZV1,C_GP,8.259640093939005,5.255191315335552,10.188560132438777
Vac_70,70,72,ReVac_RZV1,C_Med,21.198614226501864,11.436087085947785,26.879454216797868
Vac_70,70,72,ReVac_RZV1,C_VacZVL,0,0,0
Vac_70,70,72,ReVac_RZV1,C_VacRZV,253.73876678384948,253.73875032858467,253.73878270677193
Vac_70,70,72,ReVac_RZV1,C_Vac,253.73876678384948,253.73875032858467,253.73878270677193
Vac_70,70,72,ReVac_RZV1,C_All,274.9373892175978,265.17485383533034,280.6182110561436
Vac_70,70,72,ReVac_RZV1,C_Hosp_d,7.295376066935404,3.829627025849719,9.780521817326996
Vac_70,70,72,ReVac_RZV1,C_GP_NonPHN_d,3.8287547486796507,2.7132859196786274,4.944522643717494
Vac_70,70,72,ReVac_RZV1,C_GP_PHN_d,1.5550112210497087,1.072733821845107,1.970967949489907
Vac_70,70,72,ReVac_RZV1,C_GP_d,5.381358074156585,3.7860197415237344,6.915490593207401
Vac_70,70,72,ReVac_RZV1,C_Med_d,12.77768927354419,7.615646767373454,16.696012410534397
Vac_70,70,72,ReVac_RZV1,C_VacZVL_d,0,0,0
Vac_70,70,72,ReVac_RZV1,C_VacRZV_d,248.17103482821022,248.17101946704446,248.17104969242868
Vac_70,70,72,ReVac_RZV1,C_Vac_d,248.17103482821022,248.17101946704446,248.17104969242868
Vac_70,70,72,ReVac_RZV1,C_All_d,260.9487317633068,255.78668156340842,264.86703795544395
Vac_70,70,72,ReVac_RZV1,N_VacZVL,0,0,0
Vac_70,70,72,ReVac_RZV1,N_VacRZV,2.9851619621629357,2.9851617685715848,2.985162149491434
Vac_70,70,72,ReVac_RZV1,N_VacZVL_d,0,0,0
Vac_70,70,72,ReVac_RZV1,N_VacRZV_d,2.9196592332730615,2.919659052553464,2.9196594081462197
Vac_70,70,72,ReVac_RZV2,Year_Life,16.743491922229158,16.743359082667137,16.74370509634798
Vac_70,70,72,ReVac_RZV2,Year_Immunised,9.372032700137675,7.158805089010528,11.740777618975299
Vac_70,70,72,ReVac_RZV2,Risk_HZ,0.06665724153135535,0.044429918279426134,0.08681053308695333
Vac_70,70,72,ReVac_RZV2,Risk_Hosp,0.003589918709191036,0.0018657226163771427,0.004906383445709702
Vac_70,70,72,ReVac_RZV2,Risk_PHN,0.005686248475433886,0.0037197566605942827,0.007320269946217924
Vac_70,70,72,ReVac_RZV2,Risk_Death,5.707707753305289e-7,1.1902644243052081e-7,7.550229126167255e-7
Vac_70,70,72,ReVac_RZV2,Q_Life,12.799682036156778,12.799589919302898,12.799828212364005
Vac_70,70,72,ReVac_RZV2,Q_HZ,-0.008174384109520455,-0.010373281012777208,-0.004910772392269272
Vac_70,70,72,ReVac_RZV2,Q_All,12.791525685544803,12.789245889028983,12.794917439971735
Vac_70,70,72,ReVac_RZV2,Q_HZ_d,-0.00528936801062395,-0.0068251612648465975,-0.0034842850072051685
Vac_70,70,72,ReVac_RZV2,Q_Life_d,9.42780927635122,9.42776302091269,9.427876197932736
Vac_70,70,72,ReVac_RZV2,Q_All_d,9.422518130353046,9.420949588913855,9.424391912925532
Vac_70,70,72,ReVac_RZV2,C_Hosp,12.264481765101507,6.180895770612231,16.610311884029063
Vac_70,70,72,ReVac_RZV2,C_GP_NonPHN,5.512269441144044,3.7313246341174375,7.100224591848155
Vac_70,70,72,ReVac_RZV2,C_GP_PHN,2.2773196570324696,1.523866681218115,2.8652111576662724
Vac_70,70,72,ReVac_RZV2,C_GP,7.81237607485423,5.255191315335552,9.965435749514427
Vac_70,70,72,ReVac_RZV2,C_Med,20.18447618618297,11.436087085947785,26.57574763354349
Vac_70,70,72,ReVac_RZV2,C_VacZVL,0,0,0
Vac_70,70,72,ReVac_RZV2,C_VacRZV,337.47753356769897,337.4775006571694,337.47756541354386
Vac_70,70,72,ReVac_RZV2,C_Vac,337.47753356769897,337.4775006571694,337.47756541354386
Vac_70,70,72,ReVac_RZV2,C_All,357.66203879401314,348.91362058471293,364.0532613122349
Vac_70,70,72,ReVac_RZV2,C_Hosp_d,6.9100347200265,3.829627025849719,9.672333623807276
Vac_70,70,72,ReVac_RZV2,C_GP_NonPHN_d,3.581805341725241,2.7132859196786274,4.872165101185816
Vac_70,70,72,ReVac_RZV2,C_GP_PHN_d,1.4976024387298073,1.072733821845107,1.9408702804738966
Vac_70,70,72,ReVac_RZV2,C_GP_d,5.106249880388341,3.7860197415237344,6.813035381659712
Vac_70,70,72,ReVac_RZV2,C_Med_d,11.91178558448086,7.615646767373454,16.48536900546699
Vac_70,70,72,ReVac_RZV2,C_VacZVL_d,0,0,0
Vac_70,70,72,ReVac_RZV2,C_VacRZV_d,326.34206965642045,326.3420389340889,326.34209938485736
Vac_70,70,72,ReVac_RZV2,C_Vac_d,326.34206965642045,326.3420389340889,326.34209938485736
Vac_70,70,72,ReVac_RZV2,C_All_d,338.25388235017454,333.95771635944345,342.8274200952861
Vac_70,70,72,ReVac_RZV2,N_VacZVL,0,0,0
Vac_70,70,72,ReVac_RZV2,N_VacRZV,3.970323924325871,3.970323537143169,3.970324298982869
Vac_70,70,72,ReVac_RZV2,N_VacZVL_d,0,0,0
Vac_70,70,72,ReVac_RZV2,N_VacRZV_d,3.839318466546123,3.8393181051069285,3.83931881629244
Vac_70,70,73,ReVac_RZV1,Year_Life,16.743472834885896,16.743339029113137,16.74370509634798
Vac_70,70,73,ReVac_RZV1,Year_Immunised,8.983517569275776,6.999279881608719,11.740777618975299
Vac_70,70,73,ReVac_RZV1,Risk_HZ,0.07032133552314232,0.044429918279426134,0.08872129384374074
Vac_70,70,73,ReVac_RZV1,Risk_Hosp,0.0037311006635824297,0.0018657226163771427,0.004956120738102673
Vac_70,70,73,ReVac_RZV1,Risk_PHN,0.0060121400203089525,0.0037197566605942827,0.007471719320403863
Vac_70,70,73,ReVac_RZV1,Risk_Death,5.985438818296138e-7,1.1902644243052081e-7,7.86691816534497e-7
Vac_70,70,73,ReVac_RZV1,Q_Life,12.799668708883546,12.799575895779638,12.799828212364005
Vac_70,70,73,ReVac_RZV1,Q_HZ,-0.008387502270741254,-0.010705211633839307,-0.004910772392269272
Vac_70,70,73,ReVac_RZV1,Q_All,12.79130645115978,12.788898825799706,12.794917439971735
Vac_70,70,73,ReVac_RZV1,Q_HZ_d,-0.0054814493731642055,-0.007042813188192737,-0.0034842850072051685
Vac_70,70,73,ReVac_RZV1,Q_Life_d,9.42780291701516,9.427755237738422,9.427876197932736
Vac_70,70,73,ReVac_RZV1,Q_All_d,9.422330565861099,9.420727030846226,9.424391912925532
Vac_70,70,73,ReVac_RZV1,C_Hosp,12.713865755975661,6.180895770612231,16.770988179881815
Vac_70,70,73,ReVac_RZV1,C_GP_NonPHN,5.800805271357909,3.7313246341174375,7.2822597362488
Vac_70,70,73,ReVac_RZV1,C_GP_PHN,2.4091729351601257,1.523866681218115,2.920670216182101
Vac_70,70,73,ReVac_RZV1,C_GP,8.259640093939005,5.255191315335552,10.188560132438777
Vac_70,70,73,ReVac_RZV1,C_Med,21.111765739561232,11.436087085947785,26.879454216797868
Vac_70,70,73,ReVac_RZV1,C_VacZVL,0,0,0
