Age,Arm,Index,M,fn
60,RZV_2d,Thres20_50,71.72101967511229,zlg
60,RZV_2d,Thres30_90,82.43578715921369,zlg
65,RZV_2d,Thres20_50,81.77909831536819,zlg
65,RZV_2d,Thres30_90,96.24948880705114,zlg
70,RZV_2d,Thres20_50,89.57999416435814,zlg
70,RZV_2d,Thres30_90,107.93853871354989,zlg
75,RZV_2d,Thres20_50,92.4471466750195,zlg
75,RZV_2d,Thres30_90,112.7469047927012,zlg
80,RZV_1d,Thres20_50,142.66999254597852,zlg
80,RZV_1d,Thres30_90,169.58322487404345,zlg
80,RZV_2d,Thres20_50,87.05239231212734,zlg
80,RZV_2d,Thres30_90,108.11513412919969,zlg
85,RZV_1d,Thres20_50,124.2106604205932,zlg
85,RZV_1d,Thres30_90,146.49297257574173,zlg
85,RZV_2d,Thres20_50,74.74772014678074,zlg
85,RZV_2d,Thres30_90,92.18467860283035,zlg
90,RZV_1d,Thres20_50,99.37879751364017,zlg
90,RZV_1d,Thres30_90,113.52697641386393,zlg
90,RZV_2d,Thres20_50,58.8509780415247,zlg
90,RZV_2d,Thres30_90,71.17198023525268,zlg
95,RZV_1d,Thres20_50,69.56827636050247,zlg
95,RZV_1d,Thres30_90,76.40727587415785,zlg
95,RZV_2d,Thres20_50,40.44445983149357,zlg
95,RZV_2d,Thres30_90,47.407449542570916,zlg
60,RZV_2d,Thres20_50,43.773053755836436,zlg_short
60,RZV_2d,Thres30_90,55.66096503948569,zlg_short
65,RZV_2d,Thres20_50,53.091860229063784,zlg_short
65,RZV_2d,Thres30_90,67.15265988849704,zlg_short
70,RZV_2d,Thres20_50,62.93279590401122,zlg_short
70,RZV_2d,Thres30_90,79.24948520848119,zlg_short
75,RZV_2d,Thres20_50,71.25238111811925,zlg_short
75,RZV_2d,Thres30_90,89.10659990166329,zlg_short
80,RZV_1d,Thres20_50,123.85953017048683,zlg_short
80,RZV_1d,Thres30_90,145.72701229952304,zlg_short
80,RZV_2d,Thres20_50,74.17478923849058,zlg_short
80,RZV_2d,Thres30_90,92.23844237604312,zlg_short
85,RZV_1d,Thres20_50,116.65870795640996,zlg_short
85,RZV_1d,Thres30_90,135.16135950023119,zlg_short
85,RZV_2d,Thres20_50,69.47138334058744,zlg_short
85,RZV_2d,Thres30_90,84.85919880731647,zlg_short
90,RZV_1d,Thres20_50,98.30370072073777,zlg_short
90,RZV_1d,Thres30_90,111.89417754673416,zlg_short
90,RZV_2d,Thres20_50,58.010209301838664,zlg_short
90,RZV_2d,Thres30_90,70.10403805819274,zlg_short
95,RZV_1d,Thres20_50,69.3729330285573,zlg_short
95,RZV_1d,Thres30_90,77.27344156578808,zlg_short
95,RZV_2d,Thres20_50,40.35620037817423,zlg_short
95,RZV_2d,Thres30_90,47.857446168249965,zlg_short
60,RZV_2d,Thres20_50,104.04194841194098,zlg_long
60,RZV_2d,Thres30_90,122.27568995926687,zlg_long
65,RZV_2d,Thres20_50,106.06577892994304,zlg_long
65,RZV_2d,Thres30_90,126.86391068339451,zlg_long
70,RZV_2d,Thres20_50,105.07729500371639,zlg_long
70,RZV_2d,Thres30_90,128.4072241815367,zlg_long
75,RZV_2d,Thres20_50,100.0701451528506,zlg_long
75,RZV_2d,Thres30_90,123.17025508287647,zlg_long
80,RZV_1d,Thres20_50,146.76353548589375,zlg_long
80,RZV_1d,Thres30_90,174.2196227679887,zlg_long
80,RZV_2d,Thres20_50,89.80366586156538,zlg_long
80,RZV_2d,Thres30_90,111.57855898083443,zlg_long
85,RZV_1d,Thres20_50,124.66127444890492,zlg_long
85,RZV_1d,Thres30_90,146.76904778559773,zlg_long
85,RZV_2d,Thres20_50,75.22470640587896,zlg_long
85,RZV_2d,Thres30_90,92.6677025155386,zlg_long
90,RZV_1d,Thres20_50,98.49910126452914,zlg_long
90,RZV_1d,Thres30_90,112.74525630312394,zlg_long
90,RZV_2d,Thres20_50,58.564322648837695,zlg_long
90,RZV_2d,Thres30_90,70.59193786905503,zlg_long
95,RZV_1d,Thres20_50,68.82789395345046,zlg_long
95,RZV_1d,Thres30_90,76.45719883106187,zlg_long
95,RZV_2d,Thres20_50,40.32227831527172,zlg_long
95,RZV_2d,Thres30_90,47.40490404577484,zlg_long
60,RZV_2d,Thres20_50,117.35728212427067,zle
60,RZV_2d,Thres30_90,146.07396323226521,zle
65,RZV_2d,Thres20_50,121.40612888621939,zle
65,RZV_2d,Thres30_90,154.07967000800673,zle
70,RZV_2d,Thres20_50,121.02438918269814,zle
70,RZV_2d,Thres30_90,155.75973557211347,zle
75,RZV_2d,Thres20_50,114.44103538478728,zle
75,RZV_2d,Thres30_90,147.9721587899853,zle
80,RZV_1d,Thres20_50,171.62975116746065,zle
80,RZV_1d,Thres30_90,217.67386560670053,zle
80,RZV_2d,Thres20_50,101.30350997628186,zle
80,RZV_2d,Thres30_90,131.00645208775015,zle
85,RZV_1d,Thres20_50,142.64793692447657,zle
85,RZV_1d,Thres30_90,179.65638604751237,zle
85,RZV_2d,Thres20_50,83.04405701348307,zle
85,RZV_2d,Thres30_90,106.51246746417456,zle
90,RZV_1d,Thres20_50,109.66755890081026,zle
90,RZV_1d,Thres30_90,136.7934378558947,zle
90,RZV_2d,Thres20_50,63.09904979713187,zle
90,RZV_2d,Thres30_90,80.01706707866826,zle
95,RZV_1d,Thres20_50,74.7362588559372,zle
95,RZV_1d,Thres30_90,92.3845167990756,zle
95,RZV_2d,Thres20_50,42.44923320137381,zle
95,RZV_2d,Thres30_90,53.06006268304182,zle
