Scenario,Arm,Age0,Age1,Index,A,M,L,U
Overall,ReRZV_1d,70,80,N0,1,1,1,1
Overall,ReRZV_1d,70,80,Year0,2024,2024,2024,2024
Overall,ReRZV_1d,70,80,Year_Life,16.743455874438954,16.743455512131213,16.74334556134782,16.743569213841763
Overall,ReRZV_1d,70,80,Year_Immunised,6.955849086009437,6.927742333169503,5.9044566400631355,8.155855598376398
Overall,ReRZV_1d,70,80,Risk_HZ,0.08737792165110984,0.08753918042911646,0.07614502966895402,0.09755409538721464
Overall,ReRZV_1d,70,80,Risk_Hosp,0.0039546698460513246,0.003966199181158918,0.0030471035277925443,0.004902463549493608
Overall,ReRZV_1d,70,80,Risk_PHN,0.00711397232599583,0.007122412692243922,0.006004679686146078,0.00817925085915588
Overall,ReRZV_1d,70,80,Risk_Death,8.380749544150112e-5,8.432228000902848e-5,6.055033277179632e-5,1.0497716928379249e-4
Overall,ReRZV_1d,70,80,Q_Life,12.680885115295617,12.680884988923948,12.68081057890752,12.68096137894227
Overall,ReRZV_1d,70,80,Q_HZ,-0.012276153919267693,-0.012242249550264633,-0.014442980719966586,-0.01021603127759928
Overall,ReRZV_1d,70,80,Q_HZ_Norm,-0.003972630028659983,-0.003970260424014022,-0.004671317538775379,-0.0033424057108679063
Overall,ReRZV_1d,70,80,Q_All,12.648939281159315,12.648965979471274,12.646762668493365,12.651033170743286
Overall,ReRZV_1d,70,80,Q_HZ_d,-0.008725579226802433,-0.008680477562968466,-0.01011721865321459,-0.007425036513603416
Overall,ReRZV_1d,70,80,Q_HZ_Norm_d,-0.002890520390974632,-0.0028896180461250314,-0.0033589846620786915,-0.0024769614788996905
Overall,ReRZV_1d,70,80,Q_Life_d,9.40537048120106,9.405370847592986,9.405333774418512,9.405406872137005
Overall,ReRZV_1d,70,80,Q_All_d,9.396644901974257,9.396690264419664,9.395239298487935,9.397968788647791
Overall,ReRZV_1d,70,80,C_Hosp,17.046771894755814,17.08009210209803,12.874232322840706,21.224114154367356
Overall,ReRZV_1d,70,80,C_GP_NonPHN,9.763118042694831,9.78772414850662,8.519464680583098,10.868547881676145
Overall,ReRZV_1d,70,80,C_GP_PHN,3.879514005683117,3.868677978333662,3.254739050986015,4.5147269197615785
Overall,ReRZV_1d,70,80,C_GP,13.64263204837795,13.665720777539281,11.845540121588224,15.296345144500462
Overall,ReRZV_1d,70,80,C_Med,30.689403943133765,30.78931893122918,25.03134139509039,36.122344303457076
Overall,ReRZV_1d,70,80,C_VacZVL,110,110,110,110
Overall,ReRZV_1d,70,80,C_VacRZV,68.66176410103668,68.66176559221228,68.66161727590622,68.66190058070387
Overall,ReRZV_1d,70,80,C_Vac,178.66176410103668,178.66176559221228,178.66161727590622,178.66190058070384
Overall,ReRZV_1d,70,80,C_All,209.35116804417044,209.45102716794085,203.69303255301895,214.78401489397575
