Pars,Direction,Thres,Age0,Thres0
C_Hosp,0.1,60.19041947547862,50,60.121395978003626
C_Hosp,0.1,62.7235012527454,51,62.64471706483446
C_Hosp,0.1,65.43353697288836,52,65.34481877950094
C_Hosp,0.1,67.90027010798545,53,67.81876041173189
C_Hosp,0.1,70.58816213265378,54,70.47417949736963
C_Hosp,0.1,73.06648957958883,55,72.9562996337896
C_Hosp,0.1,75.47686704455668,56,75.35959499377319
C_Hosp,0.1,77.77077732821135,57,77.63227546343752
C_Hosp,0.1,80.07778932083889,58,79.94737206956182
C_Hosp,0.1,82.30958798105762,59,82.16877130976721
C_Hosp,0.1,84.64503781549581,60,84.48262893065495
C_Hosp,0.1,86.97202551787193,61,86.78829673734776
C_Hosp,0.1,89.07080302604001,62,88.87899391069192
C_Hosp,0.1,91.14508789336745,63,90.92772210723925
C_Hosp,0.1,93.04875828294043,64,92.80610075103357
C_Hosp,0.1,95.07376638637083,65,94.83827417566778
C_Hosp,0.1,96.87832137308362,66,96.58930741053891
C_Hosp,0.1,98.43671490750307,67,98.17092210028676
C_Hosp,0.1,99.82057316051996,68,99.52182627014005
C_Hosp,0.1,101.22413921604766,69,100.85816827432271
C_Hosp,0.1,102.5658109033943,70,102.1889230836692
C_Hosp,0.1,103.32305447478734,71,102.88438221978492
C_Hosp,0.1,104.01155077822699,72,103.54883115380176
C_Hosp,0.1,104.22145463623379,73,103.6943730318386
C_Hosp,0.1,104.2339304533885,74,103.67257251208916
C_Hosp,0.1,103.50813230544904,75,102.9398174940025
C_Hosp,0.1,102.71327000045281,76,102.1351445348048
C_Hosp,0.1,101.57556462499508,77,100.9825063217973
C_Hosp,0.1,100.11231525072279,78,99.48164638742804
C_Hosp,0.1,98.10320818074689,79,97.39518660429634
C_Hosp,0.1,95.89874088580513,80,95.20528868744685
C_Hosp,0.1,93.47794916872076,81,92.75182898915261
C_Hosp,0.1,90.7592406788674,82,90.00265137643161
C_Hosp,0.1,87.74353054016505,83,86.96168040852706
C_Hosp,0.1,84.51450820032997,84,83.69577590458051
C_Hosp,0.1,81.06287853188799,85,80.29652797525779
C_Hosp,0.1,77.70816377783939,86,76.92543494598708
C_Hosp,0.1,73.97403170476625,87,73.1980357281297
C_Hosp,0.1,70.28026804037368,88,69.48339961063493
C_Hosp,0.1,66.52464565418566,89,65.76178163772008
C_Hosp,0.1,62.63839043069571,90,61.89763641804721
C_Hosp,0.1,58.73441421705048,91,57.985993336841325
C_Hosp,0.1,54.72534026094688,92,54.00537301810208
C_Hosp,0.1,50.68270245632746,93,50.01102048570834
C_Hosp,0.1,46.526165272357105,94,45.91024402941139
C_Hosp,0.1,42.098625007514,95,41.562857985883944
C_Hosp,0.1,37.09922893337148,96,36.61885058524071
C_Hosp,0.1,31.332286890934018,97,30.905862565562167
C_Hosp,0.1,23.924217415801987,98,23.625241872193765
C_Hosp,0.1,14.158758812370285,99,13.970103211379937
C_Hosp,-0.1,60.05237248052863,50,60.121395978003626
C_Hosp,-0.1,62.565932876923526,51,62.64471706483446
C_Hosp,-0.1,65.25517903853446,52,65.34481877950094
C_Hosp,-0.1,67.7381619835025,53,67.81876041173189
C_Hosp,-0.1,70.355707795233,54,70.47417949736963
C_Hosp,-0.1,72.83835811491946,55,72.9562996337896
C_Hosp,-0.1,75.24232294298972,56,75.35959499377319
C_Hosp,-0.1,77.49060826201892,57,77.63227546343752
C_Hosp,-0.1,79.77441244859668,58,79.94737206956182
C_Hosp,-0.1,82.02921898550483,59,82.16877130976721
C_Hosp,-0.1,84.30450737077578,60,84.48262893065495
C_Hosp,-0.1,86.59723785350312,61,86.78829673734776
C_Hosp,-0.1,88.66978329996135,62,88.87899391069192
C_Hosp,-0.1,90.70185220081723,63,90.92772210723925
C_Hosp,-0.1,92.58459007280831,64,92.80610075103357
C_Hosp,-0.1,94.64235905566524,65,94.83827417566778
C_Hosp,-0.1,96.3015183150549,66,96.58930741053891
C_Hosp,-0.1,97.90512929307044,67,98.17092210028676
C_Hosp,-0.1,99.19974937196125,68,99.52182627014005
C_Hosp,-0.1,100.54892738981455,69,100.85816827432271
C_Hosp,-0.1,101.79179164571832,70,102.1889230836692
C_Hosp,-0.1,102.4650284950423,71,102.88438221978492
C_Hosp,-0.1,103.10800619658832,72,103.54883115380176
C_Hosp,-0.1,103.20368703706998,73,103.6943730318386
C_Hosp,-0.1,103.1002780245791,74,103.67257251208916
