Scenario,Type,Arm,Age0,Price,CostVac,N_HZ,N_NewUptake,Q_Life_d,Q_HZ_d,Q_All_d,C_Med_d,C_Vac_d,C_All_d,N_Uptake0,N_HZ0,Q_Life_d0,Q_HZ_d0,Q_All_d0,C_Med_d0,C_Vac_d0,C_All_d0,dN_Uptake,dN_HZ,dQ_Life_d,dQ_HZ_d,dQ_All_d,dC_Med_d,dC_Vac_d,dC_All_d,ICER,NMB
Vac_78,Overall,Vac,78,100,220,6327.0148688865875,208609.63199999998,1409088.307813642,-603.7855836738423,1408484.5222299683,1679373.5293011724,45894119.04,47573492.56930117,0,21597.11717663842,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,208609.63199999998,-15270.102307751833,0,1592.9402731867417,1643.8942604466365,-3774978.1391318436,45894119.04,42119140.900868155,25724.383788543604,451049137.23312277
Vac_79,Overall,SOC,79,25,70,19235.39128962339,0,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,0,19235.39128962339,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,0,0,0,0,0,0,0,0,0,0
Vac_79,Overall,SOC,79,50,120,19235.39128962339,0,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,0,19235.39128962339,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,0,0,0,0,0,0,0,0,0,0
Vac_79,Overall,SOC,79,75,170,19235.39128962339,0,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,0,19235.39128962339,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,0,0,0,0,0,0,0,0,0,0
Vac_79,Overall,SOC,79,100,220,19235.39128962339,0,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,0,19235.39128962339,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,0,0,0,0,0,0,0,0,0,0
Vac_79,Overall,Vac,79,25,70,5395.18612553596,196705.614,1271465.8544336946,-526.8251771597688,1270939.0292565348,1494075.4440302975,13769392.98,15263468.424030298,0,19235.39128962339,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,196705.614,-13840.205164087429,0,1468.4054528394083,1518.3110376384925,-3606197.412854666,13769392.98,10163195.567145335,6721.961265314709,445330115.72440237
Vac_79,Overall,Vac,79,50,120,5395.18612553596,196705.614,1271465.8544336946,-526.8251771597688,1270939.0292565348,1494075.4440302975,23604673.68,25098749.124030296,0,19235.39128962339,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,196705.614,-13840.205164087429,0,1468.4054528394083,1518.3110376384925,-3606197.412854666,23604673.68,19998476.267145332,13226.187663969726,435494835.0244024
Vac_79,Overall,Vac,79,75,170,5395.18612553596,196705.614,1271465.8544336946,-526.8251771597688,1270939.0292565348,1494075.4440302975,33439954.38,34934029.824030295,0,19235.39128962339,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,196705.614,-13840.205164087429,0,1468.4054528394083,1518.3110376384925,-3606197.412854666,33439954.38,29833756.967145335,19730.414062624743,425659554.3244024
Vac_79,Overall,Vac,79,100,220,5395.18612553596,196705.614,1271465.8544336946,-526.8251771597688,1270939.0292565348,1494075.4440302975,43275235.08,44769310.5240303,0,19235.39128962339,1271415.9488488955,-1995.2306299991772,1269420.7182188963,5100272.856884964,0,5100272.856884964,196705.614,-13840.205164087429,0,1468.4054528394083,1518.3110376384925,-3606197.412854666,43275235.08,39669037.667145334,26234.64046127976,415824273.6244024
Vac_80,Overall,SOC,80,25,70,17511.05339015367,0,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,0,17511.05339015367,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,0,0,0,0,0,0,0,0,0,0
Vac_80,Overall,SOC,80,50,120,17511.05339015367,0,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,0,17511.05339015367,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,0,0,0,0,0,0,0,0,0,0
Vac_80,Overall,SOC,80,75,170,17511.05339015367,0,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,0,17511.05339015367,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,0,0,0,0,0,0,0,0,0,0
Vac_80,Overall,SOC,80,100,220,17511.05339015367,0,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,0,17511.05339015367,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,0,0,0,0,0,0,0,0,0,0
Vac_80,Overall,Vac,80,25,70,4704.445926745974,190200.57,1174564.6762163115,-469.8988709041922,1174094.7773454073,1359670.4747854904,13314039.9,14673710.37478549,0,17511.05339015367,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,190200.57,-12806.607463407696,0,1381.5526326918573,1431.37690099095,-3519182.1856766474,13314039.9,9794857.714323353,6872.542774176158,419618212.5829616
Vac_80,Overall,Vac,80,50,120,4704.445926745974,190200.57,1174564.6762163115,-469.8988709041922,1174094.7773454073,1359670.4747854904,22824068.400000002,24183738.874785494,0,17511.05339015367,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,190200.57,-12806.607463407696,0,1381.5526326918573,1431.37690099095,-3519182.1856766474,22824068.400000002,19304886.214323357,13544.155935188955,410108184.0829616
Vac_80,Overall,Vac,80,75,170,4704.445926745974,190200.57,1174564.6762163115,-469.8988709041922,1174094.7773454073,1359670.4747854904,32334096.900000002,33693767.37478549,0,17511.05339015367,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,190200.57,-12806.607463407696,0,1381.5526326918573,1431.37690099095,-3519182.1856766474,32334096.900000002,28814914.714323353,20215.769096201755,400598155.5829616
Vac_80,Overall,Vac,80,100,220,4704.445926745974,190200.57,1174564.6762163115,-469.8988709041922,1174094.7773454073,1359670.4747854904,41844125.4,43203795.87478549,0,17511.05339015367,1174514.8519480124,-1851.4515035960496,1172663.4004444163,4878852.660462138,0,4878852.660462138,190200.57,-12806.607463407696,0,1381.5526326918573,1431.37690099095,-3519182.1856766474,41844125.4,38324943.21432335,26887.382257214547,391088127.0829616
Vac_81,Overall,SOC,81,25,70,14775.903524311309,0,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,0,14775.903524311309,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,0,0,0,0,0,0,0,0,0,0
Vac_81,Overall,SOC,81,50,120,14775.903524311309,0,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,0,14775.903524311309,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,0,0,0,0,0,0,0,0,0,0
Vac_81,Overall,SOC,81,75,170,14775.903524311309,0,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,0,14775.903524311309,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,0,0,0,0,0,0,0,0,0,0
Vac_81,Overall,SOC,81,100,220,14775.903524311309,0,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,0,14775.903524311309,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,0,0,0,0,0,0,0,0,0,0
Vac_81,Overall,Vac,81,25,70,3804.9787516481615,171064.11,1007684.878944802,-388.6127452760396,1007296.2661995259,1147790.1608142962,11974487.7,13122277.860814296,0,14775.903524311309,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,171064.11,-10970.924772663146,0,1203.0161124200424,1248.990039151049,-3178728.9047869104,11974487.7,8795758.795213088,7073.796089498677,365901252.9501016
Vac_81,Overall,Vac,81,50,120,3804.9787516481615,171064.11,1007684.878944802,-388.6127452760396,1007296.2661995259,1147790.1608142962,20527693.2,21675483.360814296,0,14775.903524311309,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,171064.11,-10970.924772663146,0,1203.0161124200424,1248.990039151049,-3178728.9047869104,20527693.2,17348964.29521309,13951.098568116115,357348047.4501016
Vac_81,Overall,Vac,81,75,170,3804.9787516481615,171064.11,1007684.878944802,-388.6127452760396,1007296.2661995259,1147790.1608142962,29080898.7,30228688.860814296,0,14775.903524311309,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,171064.11,-10970.924772663146,0,1203.0161124200424,1248.990039151049,-3178728.9047869104,29080898.7,25902169.79521309,20828.40104673355,348794841.9501016
Vac_81,Overall,Vac,81,100,220,3804.9787516481615,171064.11,1007684.878944802,-388.6127452760396,1007296.2661995259,1147790.1608142962,37634104.199999996,38781894.36081429,0,14775.903524311309,1007638.905018071,-1591.6288576960822,1006047.2761603749,4326519.065601206,0,4326519.065601206,171064.11,-10970.924772663146,0,1203.0161124200424,1248.990039151049,-3178728.9047869104,37634104.199999996,34455375.29521309,27705.703525350986,340241636.4501016
Vac_82,Overall,SOC,82,25,70,11906.995848552482,0,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,0,11906.995848552482,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,0,0,0,0,0,0,0,0,0,0
Vac_82,Overall,SOC,82,50,120,11906.995848552482,0,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,0,11906.995848552482,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,0,0,0,0,0,0,0,0,0,0
Vac_82,Overall,SOC,82,75,170,11906.995848552482,0,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,0,11906.995848552482,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,0,0,0,0,0,0,0,0,0,0
Vac_82,Overall,SOC,82,100,220,11906.995848552482,0,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,0,11906.995848552482,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,0,0,0,0,0,0,0,0,0,0
Vac_82,Overall,Vac,82,25,70,2940.8381752272658,147340.116,826665.5977300833,-307.00373865322024,826358.5939914301,925863.1935098226,10313808.120000001,11239671.313509824,0,11906.995848552482,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,147340.116,-8966.157673325217,0,999.0669610636518,1039.4095556297084,-2737563.667126672,10313808.120000001,7576244.452873329,7321.4107528513205,304246622.23603916
Vac_82,Overall,Vac,82,50,120,2940.8381752272658,147340.116,826665.5977300833,-307.00373865322024,826358.5939914301,925863.1935098226,17680813.92,18606677.113509823,0,11906.995848552482,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,147340.116,-8966.157673325217,0,999.0669610636518,1039.4095556297084,-2737563.667126672,17680813.92,14943250.25287333,14439.377585471544,296879616.43603915
Vac_82,Overall,Vac,82,75,170,2940.8381752272658,147340.116,826665.5977300833,-307.00373865322024,826358.5939914301,925863.1935098226,25047819.720000003,25973682.913509823,0,11906.995848552482,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,147340.116,-8966.157673325217,0,999.0669610636518,1039.4095556297084,-2737563.667126672,25047819.720000003,22310256.052873332,21557.34441809177,289512610.6360392
Vac_82,Overall,Vac,82,100,220,2940.8381752272658,147340.116,826665.5977300833,-307.00373865322024,826358.5939914301,925863.1935098226,32414825.520000003,33340688.713509824,0,11906.995848552482,826625.2551355172,-1306.070699716872,825319.1844358004,3663426.8606364946,0,3663426.8606364946,147340.116,-8966.157673325217,0,999.0669610636518,1039.4095556297084,-2737563.667126672,32414825.520000003,29677261.852873333,28675.311250711995,282145604.8360392
Vac_83,Overall,SOC,83,25,70,9565.62986067144,0,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,0,9565.62986067144,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,0,0,0,0,0,0,0,0,0,0
Vac_83,Overall,SOC,83,50,120,9565.62986067144,0,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,0,9565.62986067144,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,0,0,0,0,0,0,0,0,0,0
Vac_83,Overall,SOC,83,75,170,9565.62986067144,0,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,0,9565.62986067144,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,0,0,0,0,0,0,0,0,0,0
Vac_83,Overall,SOC,83,100,220,9565.62986067144,0,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,0,9565.62986067144,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,0,0,0,0,0,0,0,0,0,0
Vac_83,Overall,Vac,83,25,70,2267.610542634795,126817.92899999999,676768.7870368989,-241.88126930964785,676526.9057675893,746024.6499413134,8877255.03,9623279.679941313,0,9565.62986067144,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,126817.92899999999,-7298.019318036645,0,826.12662091529,861.2320470474905,-2351462.498342941,8877255.03,6525792.531657059,7611.974905537461,251843821.58259007
Vac_83,Overall,Vac,83,50,120,2267.610542634795,126817.92899999999,676768.7870368989,-241.88126930964785,676526.9057675893,746024.6499413134,15218151.479999999,15964176.129941313,0,9565.62986067144,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,126817.92899999999,-7298.019318036645,0,826.12662091529,861.2320470474905,-2351462.498342941,15218151.479999999,12866688.981657058,15006.540863459204,245502925.1325901
Vac_83,Overall,Vac,83,75,170,2267.610542634795,126817.92899999999,676768.7870368989,-241.88126930964785,676526.9057675893,746024.6499413134,21559047.93,22305072.579941314,0,9565.62986067144,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,126817.92899999999,-7298.019318036645,0,826.12662091529,861.2320470474905,-2351462.498342941,21559047.93,19207585.431657057,22401.10682138095,239162028.6825901
Vac_83,Overall,Vac,83,100,220,2267.610542634795,126817.92899999999,676768.7870368989,-241.88126930964785,676526.9057675893,746024.6499413134,27899944.38,28645969.029941313,0,9565.62986067144,676733.6816107668,-1068.007890224938,675665.6737205418,3097487.148284254,0,3097487.148284254,126817.92899999999,-7298.019318036645,0,826.12662091529,861.2320470474905,-2351462.498342941,27899944.38,25548481.881657057,29795.67277930269,232821132.23259008
Vac_84,Overall,SOC,84,25,70,8743.80853394602,0,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,0,8743.80853394602,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,0,0,0,0,0,0,0,0,0,0
Vac_84,Overall,SOC,84,50,120,8743.80853394602,0,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,0,8743.80853394602,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,0,0,0,0,0,0,0,0,0,0
Vac_84,Overall,SOC,84,75,170,8743.80853394602,0,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,0,8743.80853394602,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,0,0,0,0,0,0,0,0,0,0
Vac_84,Overall,SOC,84,100,220,8743.80853394602,0,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,0,8743.80853394602,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,0,0,0,0,0,0,0,0,0,0
Vac_84,Overall,Vac,84,25,70,1991.4197962943576,124497.114,631135.9586155681,-216.95262528838276,630919.0059902797,683732.9002738734,8714797.98,9398530.880273873,0,8743.80853394602,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,124497.114,-6752.388737651662,0,776.220341939345,810.7577533443999,-2288609.8801860865,8714797.98,6426188.099813914,7963.112632739447,236801137.90350607
Vac_84,Overall,Vac,84,50,120,1991.4197962943576,124497.114,631135.9586155681,-216.95262528838276,630919.0059902797,683732.9002738734,14939653.68,15623386.580273872,0,8743.80853394602,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,124497.114,-6752.388737651662,0,776.220341939345,810.7577533443999,-2288609.8801860865,14939653.68,12651043.799813913,15674.58309780084,230576282.20350608
Vac_84,Overall,Vac,84,75,170,1991.4197962943576,124497.114,631135.9586155681,-216.95262528838276,630919.0059902797,683732.9002738734,21164509.38,21848242.280273873,0,8743.80853394602,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,124497.114,-6752.388737651662,0,776.220341939345,810.7577533443999,-2288609.8801860865,21164509.38,18875899.49981391,23386.05356286223,224351426.50350606
Vac_84,Overall,Vac,84,100,220,1991.4197962943576,124497.114,631135.9586155681,-216.95262528838276,630919.0059902797,683732.9002738734,27389365.080000002,28073097.980273876,0,8743.80853394602,631101.4212041631,-993.1729672277277,630108.2482369354,2972342.78045996,0,2972342.78045996,124497.114,-6752.388737651662,0,776.220341939345,810.7577533443999,-2288609.8801860865,27389365.080000002,25100755.199813914,31097.52402792363,218126570.80350608
Vac_85,Overall,SOC,85,25,70,7598.649092739386,0,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,0,7598.649092739386,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,0,0,0,0,0,0,0,0,0,0
Vac_85,Overall,SOC,85,50,120,7598.649092739386,0,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,0,7598.649092739386,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,0,0,0,0,0,0,0,0,0,0
Vac_85,Overall,SOC,85,75,170,7598.649092739386,0,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,0,7598.649092739386,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,0,0,0,0,0,0,0,0,0,0
Vac_85,Overall,SOC,85,100,220,7598.649092739386,0,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,0,7598.649092739386,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,0,0,0,0,0,0,0,0,0,0
Vac_85,Overall,Vac,85,25,70,1664.4087209662969,116410.245,559974.2796231074,-185.10898867471488,559789.1706344327,596769.2025551407,8148717.149999999,8745486.35255514,0,7598.649092739386,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,116410.245,-5934.2403717730895,0,692.4643713927459,724.4945502093894,-2115865.1863179742,8148717.149999999,6032851.963682025,8366.559253731837,211315513.0991348
Vac_85,Overall,Vac,85,50,120,1664.4087209662969,116410.245,559974.2796231074,-185.10898867471488,559789.1706344327,596769.2025551407,13969229.399999999,14565998.602555139,0,7598.649092739386,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,116410.245,-5934.2403717730895,0,692.4643713927459,724.4945502093894,-2115865.1863179742,13969229.399999999,11853364.213682024,16435.802301472984,205495000.8491348
Vac_85,Overall,Vac,85,75,170,1664.4087209662969,116410.245,559974.2796231074,-185.10898867471488,559789.1706344327,596769.2025551407,19789741.65,20386510.85255514,0,7598.649092739386,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,116410.245,-5934.2403717730895,0,692.4643713927459,724.4945502093894,-2115865.1863179742,19789741.65,17673876.463682026,24505.045349214135,199674488.5991348
Vac_85,Overall,Vac,85,100,220,1664.4087209662969,116410.245,559974.2796231074,-185.10898867471488,559789.1706344327,596769.2025551407,25610253.9,26207023.10255514,0,7598.649092739386,559942.2494442908,-877.5733600674607,559064.6760842233,2712634.388873115,0,2712634.388873115,116410.245,-5934.2403717730895,0,692.4643713927459,724.4945502093894,-2115865.1863179742,25610253.9,23494388.713682026,32574.288396955286,193853976.3491348
Vac_86,Overall,SOC,86,25,70,6382.968661846375,0,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,0,6382.968661846375,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,0,0,0,0,0,0,0,0,0,0
Vac_86,Overall,SOC,86,50,120,6382.968661846375,0,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,0,6382.968661846375,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,0,0,0,0,0,0,0,0,0,0
Vac_86,Overall,SOC,86,75,170,6382.968661846375,0,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,0,6382.968661846375,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,0,0,0,0,0,0,0,0,0,0
Vac_86,Overall,SOC,86,100,220,6382.968661846375,0,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,0,6382.968661846375,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,0,0,0,0,0,0,0,0,0,0
Vac_86,Overall,Vac,86,25,70,1346.8918490254568,105591.045,481435.0969514417,-152.80944778747832,481282.28750365425,503260.326209165,7391373.149999999,7894633.476209165,0,6382.968661846375,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,105591.045,-5036.076812820918,0,596.1295031358751,624.5772310245688,-1881015.9915010901,7391373.149999999,5510357.158498909,8866.286112367303,181862812.14887175
Vac_86,Overall,Vac,86,50,120,1346.8918490254568,105591.045,481435.0969514417,-152.80944778747832,481282.28750365425,503260.326209165,12670925.4,13174185.726209166,0,6382.968661846375,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,105591.045,-5036.076812820918,0,596.1295031358751,624.5772310245688,-1881015.9915010901,12670925.4,10789909.40849891,17357.668560737493,176583259.89887175
Vac_86,Overall,Vac,86,75,170,1346.8918490254568,105591.045,481435.0969514417,-152.80944778747832,481282.28750365425,503260.326209165,17950477.65,18453737.976209164,0,6382.968661846375,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,105591.045,-5036.076812820918,0,596.1295031358751,624.5772310245688,-1881015.9915010901,17950477.65,16069461.65849891,25849.051009107683,171303707.64887175
Vac_86,Overall,Vac,86,100,220,1346.8918490254568,105591.045,481435.0969514417,-152.80944778747832,481282.28750365425,503260.326209165,23230029.9,23733290.226209164,0,6382.968661846375,481406.649223553,-748.9389509233534,480657.7102726297,2384276.3177102553,0,2384276.3177102553,105591.045,-5036.076812820918,0,596.1295031358751,624.5772310245688,-1881015.9915010901,23230029.9,21349013.90849891,34340.43345747787,166024155.39887175
Vac_87,Overall,SOC,87,25,70,5202.961124410143,0,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,0,5202.961124410143,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,0,0,0,0,0,0,0,0,0,0
Vac_87,Overall,SOC,87,50,120,5202.961124410143,0,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,0,5202.961124410143,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,0,0,0,0,0,0,0,0,0,0
Vac_87,Overall,SOC,87,75,170,5202.961124410143,0,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,0,5202.961124410143,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,0,0,0,0,0,0,0,0,0,0
Vac_87,Overall,SOC,87,100,220,5202.961124410143,0,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,0,5202.961124410143,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,0,0,0,0,0,0,0,0,0,0
Vac_87,Overall,Vac,87,25,70,1059.0304705599472,93094.86899999999,401888.665264032,-122.4796189857068,401766.1856450463,412521.2653727996,6516640.829999999,6929162.095372799,0,5202.961124410143,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,93094.86899999999,-4143.930653850196,0,497.25135570651383,521.4030563645981,-1620684.4674570046,6516640.829999999,4895956.362542994,9437.186378006561,151524960.54683647
Vac_87,Overall,Vac,87,50,120,1059.0304705599472,93094.86899999999,401888.665264032,-122.4796189857068,401766.1856450463,412521.2653727996,11171384.28,11583905.545372799,0,5202.961124410143,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,93094.86899999999,-4143.930653850196,0,497.25135570651383,521.4030563645981,-1620684.4674570046,11171384.28,9550699.812542995,18405.53672414356,146870217.09683645
Vac_87,Overall,Vac,87,75,170,1059.0304705599472,93094.86899999999,401888.665264032,-122.4796189857068,401766.1856450463,412521.2653727996,15826127.729999999,16238648.995372798,0,5202.961124410143,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,93094.86899999999,-4143.930653850196,0,497.25135570651383,521.4030563645981,-1620684.4674570046,15826127.729999999,14205443.262542995,27373.887070280554,142215473.64683646
Vac_87,Overall,Vac,87,100,220,1059.0304705599472,93094.86899999999,401888.665264032,-122.4796189857068,401766.1856450463,412521.2653727996,20480871.18,20893392.445372798,0,5202.961124410143,401864.51356337394,-619.7309746922206,401244.78258868173,2033205.732829804,0,2033205.732829804,93094.86899999999,-4143.930653850196,0,497.25135570651383,521.4030563645981,-1620684.4674570046,20480871.18,18860186.712542996,36342.237416417556,137560730.19683644
Vac_88,Overall,SOC,88,25,70,4171.497373825239,0,330329.0224140379,-503.8144931621222,329825.20792087575,1699600.6586552144,0,1699600.6586552144,0,4171.497373825239,330329.0224140379,-503.8144931621222,329825.20792087575,1699600.6586552144,0,1699600.6586552144,0,0,0,0,0,0,0,0,0,0
Vac_88,Overall,SOC,88,50,120,4171.497373825239,0,330329.0224140379,-503.8144931621222,329825.20792087575,1699600.6586552144,0,1699600.6586552144,0,4171.497373825239,330329.0224140379,-503.8144931621222,329825.20792087575,1699600.6586552144,0,1699600.6586552144,0,0,0,0,0,0,0,0,0,0
Vac_88,Overall,SOC,88,75,170,4171.497373825239,0,330329.0224140379,-503.8144931621222,329825.20792087575,1699600.6586552144,0,1699600.6586552144,0,4171.497373825239,330329.0224140379,-503.8144931621222,329825.20792087575,1699600.6586552144,0,1699600.6586552144,0,0,0,0,0,0,0,0,0,0
Vac_88,Overall,SOC,88,100,220,4171.497373825239,0,330329.0224140379,-503.8144931621222,329825.20792087575,1699600.6586552144,0,1699600.6586552144,0,4171.497373825239,330329.0224140379,-503.8144931621222,329825.20792087575,1699600.6586552144,0,1699600.6586552144,0,0,0,0,0,0,0,0,0,0
